milliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20
0,4.999980278647659e-08,1.3007369208309388e-07,4.475527361918744e-13,2.1938240006580585e-07,6.181228599649658e-12,1.2702855946017413e-07,-5.442053553291702e-13,-3.4433805103649565e-12,9.084758841540997e-08,4.1163166014009785e-11,5.50105236808532e-10
100,4.994546842119413e-08,1.2988279578347583e-07,5.324053934647917e-11,2.1082000193467336e-07,8.042979107348502e-11,1.2698326953884455e-07,1.3397973541209938e-11,3.22500091830386e-11,8.171607391471911e-08,6.041259842234616e-11,8.732015212566405e-09
200,4.993821244323031e-08,1.2979762146075968e-07,6.155352861305319e-11,2.0246110588946746e-07,1.8349522374632753e-10,1.2689004019686484e-07,2.8095600278519262e-11,4.907003326919953e-11,7.271029220162703e-08,4.0657911412600805e-11,1.680205784580455e-08
300,4.9935641274731066e-08,1.2955233531561116e-07,6.425570686216584e-11,1.9552885674690824e-07,2.923502219499532e-10,1.268253151078342e-07,2.0547002682518754e-11,6.851250983959866e-11,6.601202837367556e-08,-1.3439262901539243e-11,2.4620609734983174e-08
400,4.993377445597753e-08,1.2953840057652781e-07,6.69140481542332e-11,1.8943224587448935e-07,3.67782057701848e-10,1.2674270052960172e-07,4.3793421356919576e-11,1.0512695276408294e-10,5.9367442999289065e-08,3.9694161919785865e-11,2.869105395013334e-08
500,4.993103513185294e-08,1.2927673941929182e-07,6.863237775480578e-11,1.8423599513126273e-07,4.327493990133911e-10,1.2665481851387074e-07,5.609581432588456e-11,1.1999676149799533e-10,5.4782425731279595e-08,7.902087095239217e-11,3.4365889419393944e-08
600,4.99297673134238e-08,1.291854481139376e-07,7.047212129023751e-11,1.8044045832098786e-07,5.064274202671131e-10,1.2659777236404534e-07,7.133262703741378e-11,1.3392622490520092e-10,5.152947437996573e-08,7.274070729965e-11,3.9122935441995465e-08
700,4.992866882492232e-08,1.2899695374172284e-07,7.10737416131897e-11,1.7584579215607176e-07,5.760638551410476e-10,1.26576426030968e-07,1.0765756573921205e-10,1.670656227910114e-10,4.6896431744705994e-08,1.468297315370888e-10,4.379144979528868e-08
800,4.992737860731165e-08,1.28982884355341e-07,7.38485528166412e-11,1.7137181962922548e-07,6.223054935704893e-10,1.2644797642847303e-07,1.242283463977834e-10,1.825836864167714e-10,4.2844629233524404e-08,2.3087568020215e-10,4.620595061684584e-08
900,4.992559503388065e-08,1.2883636204981763e-07,7.412327812217035e-11,1.6935489420513305e-07,6.580018160472683e-10,1.2633199451790437e-07,1.677348998197357e-10,2.0057864515214998e-10,3.9122521286886845e-08,2.4504046999197975e-10,4.9174638686018574e-08
1000,4.992353807557626e-08,1.2862978213874642e-07,7.593603088450899e-11,1.6616042979560772e-07,7.098571776255001e-10,1.2626897243097e-07,1.7741039352476023e-10,2.0642885463308617e-10,3.655556032328694e-08,3.875229870316655e-10,5.217888782327029e-08
1100,4.992315961453879e-08,1.2854805887689085e-07,7.75010479034033e-11,1.627718735666419e-07,7.542043989991969e-10,1.2622409060722147e-07,2.1124191854508467e-10,2.3062681927230707e-10,3.420174729902446e-08,3.978575807946779e-10,5.4478836244626055e-08
1200,4.992259603362962e-08,1.2850515251214637e-07,7.786183969730165e-11,1.6181147370887008e-07,7.747667830767068e-10,1.260623454840964e-07,2.2875900787173281e-10,2.4003746508652145e-10,3.112665650979884e-08,5.063752279626779e-10,5.8293666554235414e-08
1300,4.992020853434517e-08,1.2833126903548524e-07,7.886611568792573e-11,1.5956214199368526e-07,8.063736482330344e-10,1.259825747201679e-07,2.580989719712091e-10,2.528513764815129e-10,3.050404536309213e-08,4.989870251705475e-10,5.961853751327453e-08
1400,4.991947175893294e-08,1.2814884052929463e-07,8.009815241513534e-11,1.5680944459842113e-07,8.28440069627746e-10,1.2576469157707897e-07,2.774629129162257e-10,2.801958408488477e-10,2.8063711643979032e-08,5.718342256198983e-10,6.100148551273664e-08
1500,4.9919021363268385e-08,1.2812660282570898e-07,8.111349175424347e-11,1.5397777825041933e-07,8.5933813955984e-10,1.2561482050380907e-07,3.169938125995631e-10,2.966364708055752e-10,2.661396306835153e-08,7.042607760792485e-10,6.196900312403254e-08
1600,4.9918028001406055e-08,1.279395341124482e-07,8.231627930868779e-11,1.542606915253103e-07,8.806775906901899e-10,1.2560500724675138e-07,3.1799415557132063e-10,3.0146690719083393e-10,2.5440161280357893e-08,7.699604387087091e-10,6.367313533534779e-08
1700,4.9917710019955e-08,1.2776596886655446e-07,8.29402950601186e-11,1.517573514066751e-07,8.920465951804733e-10,1.2543350983138635e-07,3.557443490383837e-10,3.175138886081012e-10,2.4176420102068442e-08,8.907375279490193e-10,6.660497908800753e-08
1800,4.991678768143407e-08,1.2777204044263872e-07,8.3806314748422e-11,1.513620979254342e-07,9.06779607333617e-10,1.2528647472555233e-07,4.00157728874612e-10,3.227192917551657e-10,2.2675861332810272e-08,1.0117729387568563e-09,6.659203046882098e-08
1900,4.991597563573103e-08,1.274997294141117e-07,8.369931859294165e-11,1.4849076959340197e-07,9.174889993319977e-10,1.2522185075759388e-07,3.9272216506788453e-10,3.3752429946144836e-10,2.0397876428759848e-08,1.043501771067133e-09,6.705908550363456e-08
2000,4.991529183657207e-08,1.2738731170516638e-07,8.377946535045294e-11,1.4778952826241503e-07,9.210624046509947e-10,1.251702355701682e-07,4.5653162788366005e-10,3.471711181361814e-10,2.0405056320247515e-08,1.1226099613457796e-09,6.850943216511303e-08
2100,4.9915712654393755e-08,1.2730487210939986e-07,8.465160406549866e-11,1.464642610768773e-07,9.4914027609436e-10,1.2496219094191398e-07,4.6480475326989847e-10,3.6092212567571023e-10,1.9029980979103644e-08,1.2697635321242196e-09,6.970641750925498e-08
2200,4.9914582260775226e-08,1.271277190029367e-07,8.524249852950331e-11,1.4688993014011206e-07,9.351262044059526e-10,1.247775127891698e-07,4.820607959028522e-10,3.806527979997164e-10,1.8110064544615926e-08,1.2868698720225943e-09,7.118108222063735e-08
