milliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20
2300,4.9914948474042185e-08,1.2700165873071975e-07,8.601140418602761e-11,1.44876612600005e-07,9.430577170285797e-10,1.2467728496711156e-07,5.167491187195541e-10,3.907346722990524e-10,1.8196513235274546e-08,1.3343150683278233e-09,7.159633131951034e-08
2400,4.9913507828759526e-08,1.269478267339556e-07,8.557838383794375e-11,1.455143840962056e-07,9.656883411838498e-10,1.2465825780690067e-07,5.3837566427581e-10,4.0287390303670574e-10,1.5676696759604527e-08,1.4873128412690023e-09,7.134389157365576e-08
2500,4.991320815032773e-08,1.2677010270826514e-07,8.701305761081787e-11,1.4392963734233705e-07,9.548480488802558e-10,1.2437364065003375e-07,5.899597392986444e-10,4.0185267648105953e-10,1.5328307639660513e-08,1.5225462447615565e-09,7.313768818041215e-08
2600,4.99130959554036e-08,1.2671124177869303e-07,8.711012585728816e-11,1.4285262836004995e-07,9.608253309600576e-10,1.2436084298993883e-07,5.989962195557571e-10,4.137351071827955e-10,1.5247194713020486e-08,1.6371552980839034e-09,7.304874321604478e-08
2700,4.991238111893713e-08,1.266161484384513e-07,8.767468703097315e-11,1.4331227291745914e-07,9.84755110020941e-10,1.241234365698501e-07,6.354500790183174e-10,4.2028383221878365e-10,1.554305691750811e-08,1.7943489419431167e-09,7.349796247974597e-08
2800,4.9912650769750627e-08,1.264523611395664e-07,8.698780692325897e-11,1.4264088815480864e-07,9.898487757864942e-10,1.2400062124347727e-07,6.616893391456704e-10,4.315506423880046e-10,1.4381050742503638e-08,1.866548144782393e-09,7.358506510634872e-08
2900,4.991279004844596e-08,1.2628900621448565e-07,8.790566057601764e-11,1.4083449438332293e-07,9.776855281837005e-10,1.2394637265740505e-07,6.7531912653937e-10,4.342178855424542e-10,1.4150283187119089e-08,1.9459440050620257e-09,7.472824198562738e-08
3000,4.9912056049197164e-08,1.260793573030488e-07,8.721599622197593e-11,1.405727678823393e-07,9.883961737617034e-10,1.2375208023594178e-07,7.240318160323617e-10,4.5269877787935266e-10,1.2988076350600559e-08,1.991124830904858e-09,7.489880533628634e-08
3100,4.9912210265468554e-08,1.259554621668282e-07,8.83284071137465e-11,1.4024112705144442e-07,9.814241871124506e-10,1.23669751588389e-07,7.555796799156613e-10,4.6290446007516537e-10,1.2900251347285643e-08,2.1305337370062743e-09,7.45267695076404e-08
3200,4.9911315189725825e-08,1.2592492976867112e-07,8.794622452548514e-11,1.3940559390833484e-07,1.0068462056860469e-09,1.2353301400497936e-07,7.514846171123331e-10,4.730070575920284e-10,1.2787432475386948e-08,2.2781766553382393e-09,7.537207617622039e-08
3300,4.991123136600863e-08,1.2586209329768027e-07,8.915584284196715e-11,1.3910292781662084e-07,1.0113226045601325e-09,1.2345967211899304e-07,7.821769128238898e-10,4.719607153016143e-10,1.197334605037932e-08,2.337088787341348e-09,7.613985570074728e-08
3400,4.991137704365288e-08,1.2567690152121988e-07,8.852486268880839e-11,1.3967789169488861e-07,9.918254757983183e-10,1.2324097951064296e-07,8.181336518250145e-10,4.853120292101619e-10,1.0908138102458252e-08,2.3964160778829638e-09,7.665859038363449e-08
3500,4.991178719530801e-08,1.2558876143019991e-07,8.871098525603463e-11,1.390815706048752e-07,1.0128947033943932e-09,1.2317928819383288e-07,8.52464872993933e-10,4.979186995129197e-10,1.1333505637723589e-08,2.510443449737211e-09,7.563941030126501e-08
3600,4.9911813980178043e-08,1.253835487554869e-07,8.905164140712968e-11,1.382304940117282e-07,1.0030942070753322e-09,1.2299707628076046e-07,8.734010726036274e-10,4.910736367264864e-10,1.0456852645999304e-08,2.646149634986693e-09,7.605103578955687e-08
3700,4.99105437657064e-08,1.253822803799998e-07,8.847957481126616e-11,1.3792272837126198e-07,9.987092397281377e-10,1.2287622673237366e-07,8.934845645170238e-10,4.968390495849288e-10,1.1699441352841783e-08,2.720255943398146e-09,7.615903423872921e-08
3800,4.991097134723803e-08,1.2517396709240753e-07,8.86554685491103e-11,1.3928756378768842e-07,1.0015290665073e-09,1.2278038109003401e-07,9.075388325767908e-10,5.187063886770762e-10,1.0032104116159337e-08,2.7567447391496134e-09,7.7211770908053e-08
3900,4.991087991352214e-08,1.2496815737498998e-07,8.939325664695645e-11,1.3765809847820384e-07,9.994414567096167e-10,1.2258953708137578e-07,9.33172772834896e-10,5.229318105993162e-10,9.816790156235628e-09,2.96009944137677e-09,7.647951580788144e-08
4000,4.991120480039941e-08,1.2485239752177065e-07,8.931073318368494e-11,1.3678419104229076e-07,1.0049292122292192e-09,1.2259069857406822e-07,9.808779848962776e-10,5.263288811519986e-10,9.850752437772778e-09,2.9929201643669234e-09,7.756893452070912e-08
4100,4.991036227069081e-08,1.2489621333381586e-07,8.909971784962044e-11,1.37568675875051e-07,1.0112554761942557e-09,1.2229330791934783e-07,9.743790726934958e-10,5.259948437153717e-10,9.516290236675607e-09,3.1117178980567913e-09,7.589100394824467e-08
4200,4.991045219911241e-08,1.2466081360599402e-07,8.918282322364032e-11,1.3738836312057605e-07,1.0232352443602923e-09,1.2223549995874552e-07,1.0059652142642107e-09,5.438517504234142e-10,1.03464178381013e-08,3.226120256908134e-09,7.715373854798004e-08
4300,4.991000102863626e-08,1.245961941726177e-07,8.996377393766195e-11,1.3790497724289388e-07,1.0242334711315651e-09,1.221121394284622e-07,1.0222661655912979e-09,5.350895702306736e-10,9.684768851813695e-09,3.3015479463119406e-09,7.719804100386433e-08
4400,4.991115265696754e-08,1.2451507181334655e-07,8.921357158078011e-11,1.3774431927737972e-07,1.0255369498068356e-09,1.2193520380618154e-07,1.067608162670729e-09,5.470709178348614e-10,9.854679484248463e-09,3.4603154488029308e-09,7.774900758419672e-08
4500,4.991078536938107e-08,1.2426496091679106e-07,8.941517671426139e-11,1.3605951797429558e-07,1.0084181883018312e-09,1.219222882685482e-07,1.0751414636822466e-09,5.569690863066179e-10,9.694346934487453e-09,3.4959217503672374e-09,7.667667140349741e-08
4600,4.9911532161457463e-08,1.2422112373664394e-07,8.883692061927217e-11,1.3578930362953255e-07,1.0251898098611973e-09,1.2168802228434763e-07,1.0819965151420427e-09,5.635374363347871e-10,8.900233043506241e-09,3.6644106790035777e-09,7.767117845165354e-08
4700,4.991094992277479e-08,1.240323971113904e-07,8.859699534287153e-11,1.3686470838960898e-07,1.0138130733335441e-09,1.216288782468966e-07,1.1076972511798968e-09,5.732308117218114e-10,8.628134077143485e-09,3.727094830898262e-09,7.667743996550378e-08
4800,4.990996281731886e-08,1.238496210296517e-07,8.913215787100708e-11,1.3646159310029535e-07,1.0092440422982218e-09,1.2146311322720197e-07,1.1212102032364057e-09,5.706225495532616e-10,8.328021947676962e-09,3.835517976349183e-09,7.73888501079831e-08
4900,4.991010771683935e-08,1.2390846785239162e-07,8.901960643753048e-11,1.3593868388218698e-07,1.0231681284600391e-09,1.2136248888629885e-07,1.1362983879826603e-09,5.685623975900393e-10,9.261663808244904e-09,3.877971988521468e-09,7.80232926779085e-08
5000,4.9910523928798195e-08,1.2378129076467102e-07,8.987260017640662e-11,1.356111625645642e-07,1.0348049154522147e-09,1.2114885259851582e-07,1.1565049014425246e-09,5.822735384706552e-10,8.145150457602776e-09,4.029224403358045e-09,7.716962809117483e-08
