milliseconds,Susceptible,Exposed,Infectious,Super_spreaders,Asymptomatic,Hospitalised,Recovered,Fatalities
0,43994.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0
100,43990.189964506186,3.7616382227065395,0.9098630430396216,4.0086285357336155,0.020278456566457704,0.49580032328083684,0.15969792829765928,0.4541289841711762
200,43986.886940456585,6.929914076774396,0.8772853403537377,3.2139078061936566,0.07673792976980373,0.876850751725485,0.3155539864195818,0.822809631431501
300,43983.985741926896,9.623315542001233,0.8882910710706761,2.576831364870252,0.16380490253266441,1.1703491975487852,0.4686592630108639,1.123006714071834
400,43981.40091648311,11.937922695776539,0.931996760397855,2.066135133462244,0.2770263754829334,1.3976241367022664,0.6200334267977117,1.368344979716995
500,43979.062894275434,13.951767344198636,0.9999699176355457,1.6567476676544552,0.412856555302571,1.5753633923585564,0.7706255338728198,1.569775087479172
600,43976.91497268354,15.728251803258269,1.085725301548815,1.3285767331493916,0.5684887109799652,1.7165745237541308,0.9213149303814367,1.7360950843404876
700,43974.91080689561,17.318986870499376,1.1843168917843105,1.065514209276629,0.7417161111989232,1.831363384762647,1.072916484752575,1.8743788513174222
800,43973.01242741455,18.766042428315945,1.2920118185389087,0.8546463372632295,0.9308208175315902,1.927550989371017,1.2261838721855751,1.9903160039473433
900,43971.1886288477,20.103771791694722,1.4060326181520004,0.6856211804766645,1.134483782810585,2.0111617523175127,1.3818150423377653,2.088484635236192
1000,43969.41366929651,21.360287034748147,1.524350152898488,0.5501398227746049,1.3517119279241896,2.0868132922164335,1.5404572708857291,2.17257083276933
1100,43967.66622010454,22.558649424507234,1.6455198348670552,0.4415495990329115,1.581779281310806,2.158024447227484,1.7027125069801057,2.245544415523039
1200,43965.92851467837,23.717834556561204,1.7685511343816307,0.3545173430933827,1.8241792723689823,2.2274597137720087,1.8691426244692966,2.3098002787987824
1300,43964.185660487434,24.853512349706175,1.892804403119331,0.28476781751455515,2.0785861844193008,2.2971221935486517,2.040274466557095,2.367271700889311
1400,43962.42508006477,25.97868045697573,2.017909282173374,0.22887376513989965,2.3448239437191907,2.36850590057409,2.216604743144498,2.4195214458419585
1500,43960.636058752774,27.10417677863878,2.1437004021364086,0.18408777453057087,2.622840915027897,2.44271560221087,2.3986045428839224,2.4678148344988395
1600,43958.809376421574,28.23909629606282,2.270166965481289,0.1482074196212484,2.9126895338810965,2.520560840409661,2.586723642464232,2.5131784830855897
1700,43956.93700827725,29.39112947189917,2.397413319355245,0.11946717581123893,3.2145098857044054,2.60262952334365,2.7813944728592785,2.5564474763836955
1800,43955.01188097123,30.566837695417046,2.525628302692745,0.09645173762201857,3.5285164812691714,2.6893453240362266,2.9830357967465115,2.598303293588392
1900,43953.02767376482,31.771877442317848,2.655061579948133,0.07802657089612836,3.8549876468040107,2.78101223400093,3.1920560884850184,2.6393042753348808
2000,43950.978655963736,33.011183100923105,2.786005496975186,0.06328221968148563,4.19425703450541,2.8778490201935094,3.4088566364187973,2.6799101301748185
2100,43948.85955379357,34.28911622003688,2.9187813130128135,0.05148966354778407,4.546706866895588,2.980015717207403,3.6338343833891793,2.7205016449510837
2200,43946.665441103265,35.60958755269059,3.0537288805090537,0.04206452256070494,4.912762595751165,3.087633874548887,3.8673845245704976,2.7613965487119594
2300,43944.39164943413,36.976156964360094,3.1911990426723684,0.03453837426497879,5.29288872162714,3.200801903702826,4.109902882557815,2.8028622792887945
2400,43942.03369374716,38.39211541955027,3.3315481515485716,0.028535753961047298,5.687585561739611,3.319606618324742,4.361788080336367,2.845126269975032
2500,43939.587210865306,39.86055239252299,3.4751342406087598,0.023755716542804083,6.097386797557335,3.4441318158679044,4.623443532371779,2.888384241809887
2600,43937.04790823261,41.38441142923415,3.6223144791808575,0.01995705554001009,6.522857664273715,3.5744645750297304,4.895279273251417,2.932806893464454
2700,43934.411521049995,42.96653606694318,3.7734436140381034,0.016946456865172845,6.964593670591689,3.71069979925838,5.177713642438582,2.9785453024599273
2800,43931.673776191274,44.60970792744577,3.9288731625863185,0.014569000948542934,7.4232197568460325,3.852943427703989,5.4711748429583045,3.0257352928290473
2900,43928.83036161272,46.31667844741367,4.088951173698255,0.01270054763994068,7.8993898173927,4.0013146409202465,5.776102390545491,3.074500972259538
3000,43925.87690021588,48.09019542848529,4.254022412361745,0.011241633138827355,8.39378652760041,4.155947315981775,6.092948468393204,3.1249576007504
3100,43922.80892730289,49.93302538543216,4.424428854413292,0.010112577553014373,8.907121426180684,4.316990931516547,6.422179201730892,3.177213922870772
3200,43919.621870934316,51.847972475503255,4.600510403948632,0.009249565864721927,9.440135213874116,4.484611076198971,6.764275865009833,3.2313740678735425
3300,43916.31103460134,53.837894676744966,4.782605764428667,0.008601504346336554,9.99359823506864,4.658989681697999,7.119736033976965,3.2875391049803837
3400,43912.87158168191,55.90571782153555,4.971053408872357,0.008127477065791562,10.568311110642636,4.84032507608107,7.489074694963247,3.345808331513496
3500,43909.29852150972,58.05444766419601,5.166192622077149,0.007794750154278547,11.165105518714455,5.028831904636485,7.8728253160292985,3.4062803170539433
3600,43905.58669655824,60.287180553933126,5.368364572835267,0.007577164197403268,11.784845092586066,5.224740992722954,8.271540893287408,3.469053774782599
3700,43901.730770405775,62.60711309645657,5.577913392700884,0.007453810420417122,12.428426415150687,5.428299192994363,8.685794982327707,3.534228306757068
3800,43897.72521647458,65.01755079576756,5.795187258018607,0.0074079966312796675,13.096780116309077,5.639769223389596,9.116182717045199,3.601905020838968
3900,43893.56430726619,67.52191599320638,6.0205394581698295,0.007426418301306708,13.790872056897413,5.85942952766163,9.563321824797626,3.6721870573556052
4000,43889.242103923876,70.12375529114777,6.254329441331018,0.007498487318650082,14.511704591488707,6.087574175745734,10.02785364454357,3.7451800471263583
4100,43884.752446027895,72.82674656441496,6.496923836830649,0.007615794608211377,15.260317906405579,6.324512807865663,10.510444152603831,3.8209925119534014
4200,43880.088941527356,75.63470566046298,6.748697451411968,0.007771683409072096,16.037791430887513,6.5705706296516215,11.011785000966457,3.8997362184321944
4300,43875.24495670026,78.55159290926989,7.010034238495893,0.007960904055573346,16.845245316186734,6.826088462745103,11.532594573008764,3.981526498546521
4400,43870.21360608055,81.58151950394796,7.281328241609744,0.00817933823687917,17.683841982676917,7.091422851908268,12.073619060702857,4.066482542940157
4500,43864.987742287754,84.72875381915956,7.562984514026366,0.008423778565374612,18.55478773378393,7.366946228397649,12.635633567206922,4.154727673676955
4600,43859.55994569539,87.99772772509473,7.855420015716933,0.008691753593806348,19.45933443939743,7.653047131927634,13.219443239868927,4.246389601580872
4700,43853.92251393167,91.39304293718224,8.15906449491838,0.008981381370128012,20.39878127453111,7.950130477580493,13.82588443022049,4.341600675096693
4800,43848.067451147705,94.91947743315937,8.47436135253582,0.0092912543451367,21.374476527194858,8.258617877411831,14.455825889476577,4.440498120733388
4900,43841.98645698431,98.5819919823647,8.801768490183253,0.00962035344022131,22.38781948553979,8.578948022183432,15.110170007289838,4.5432242772494735
