milliseconds,T,E
0,114.95656437184756,998.8279088937934
100,97.9691915726028,999.1805977700658
200,103.56637035016256,996.9951358076257
300,97.49831188981615,997.0187146642618
400,116.81814015889648,995.9559468633985
500,129.9531085443101,996.0817968892551
600,145.71524838189112,992.765025165826
700,115.64055421591553,993.9335252919251
800,140.75422575707702,992.750614705417
900,160.42437755792983,992.4239112887964
1000,169.51768348306777,989.4262611350568
1100,149.0158553860991,988.9720430854754
1200,161.12440428541788,987.9236024021977
1300,184.23772286246106,985.9459188619776
1400,176.1945846536691,986.6147577217441
1500,192.66215514661732,983.7928982879876
1600,195.25421320082603,983.780636369263
1700,216.77905560422388,983.6469670389889
1800,195.12385565809728,981.7353869443476
1900,204.94639995559032,982.0776060682268
2000,238.87788309415598,981.1665970892341
2100,258.53507273980716,977.8367658467732
2200,237.07894327846938,978.1898374054613
2300,262.2182545238417,977.1803156834757
2400,280.2150063424475,974.7902775577534
2500,267.3390020905163,975.3211442787446
2600,297.5373753687472,974.3019805761553
2700,291.4050539772183,972.0268249428755
2800,338.9732652610247,971.4415006099887
2900,328.3189840671955,970.2440703923962
3000,339.7566293322691,969.555924514637
3100,371.74600134913584,970.2770428239675
3200,361.9259977295034,969.7790002645637
3300,378.6488064679966,966.1695830606297
3400,429.25347794560247,967.2352568396831
3500,434.15796106178925,966.3969132306771
3600,461.5561244977563,964.6568083789676
3700,460.6303614795037,963.5181483836858
3800,493.37991801824546,963.347750428983
3900,507.6639551547809,960.6594928727765
4000,528.1262101308773,960.819088182586
4100,531.1571939603118,959.1100454274577
4200,582.7985766451853,959.7584914499682
4300,585.373257782579,957.9238622478209
4400,630.3816930892718,955.9202349726031
4500,644.8572746755938,954.531663836412
4600,697.7355785201844,953.4392579576227
4700,695.5125208216224,953.2459567487415
4800,742.0468199956404,953.3505115817504
4900,750.3295172817333,951.2281754984189
5000,784.9055615043884,949.4581879983804
