milliseconds,T,E
0,112.49215119910365,1000.4657652578034
100,105.83513152323283,999.0747758581025
200,102.29698093597511,997.7956539184582
300,110.44997245599846,997.4978939341102
400,127.19962540054718,995.4424161751555
500,134.5961217730423,994.5014707372636
600,118.88548830085317,993.9896687324147
700,137.8050905320638,993.2047514672302
800,139.24250796966336,992.1969863853222
900,153.90836746857184,990.3180808191336
1000,167.04018831304688,989.3610772173848
1100,146.7083313894219,988.4704317070448
1200,162.54817534761716,989.1137543087192
1300,154.69447996310828,987.1754310584676
1400,173.53215578649983,986.2306970670234
1500,167.28015516502543,986.0151167802867
1600,205.18031170199404,984.5851613308007
1700,212.10385957119124,982.5449438004689
1800,198.6245001105551,980.7384610738353
1900,234.7417985197473,980.8033657275398
2000,220.90103228856543,980.9513543061838
2100,231.252445953233,979.7365841691708
2200,267.88568039068576,979.5269984595657
2300,243.761081061436,978.0274955743905
2400,288.49900179319263,975.1731135803157
2500,296.3618136473008,975.3679877355657
2600,290.98968045142567,974.5918437953038
2700,319.5147772435618,973.6812613741309
2800,322.5522908929756,972.6446505267784
2900,337.18646865373336,972.3120941498324
3000,365.87470404412755,971.5072472271515
3100,371.7126819967933,968.2790130666194
3200,395.4462582673499,969.6425102610675
3300,407.90929559285803,968.2801789814456
3400,401.7796196037963,965.2970807035874
3500,424.06381460136,964.8405275356197
3600,445.4640852500986,964.6166282677408
3700,476.09459082986973,962.3736604239958
3800,479.9788418194795,963.85001912965
3900,522.1529188805712,962.7675160443005
4000,527.5470209619627,961.8481094778768
4100,541.7285550441353,960.4476464969458
4200,579.5940477984657,957.5582170671412
4300,579.8800084852271,956.4414413021279
4400,630.8052408242334,956.9325339799623
4500,667.071156378653,956.051936850373
4600,673.3276302601826,953.992832964666
4700,700.6087803944774,952.4728279543068
4800,758.0478936166185,953.6349633982549
4900,774.2411740243043,950.3671110144962
5000,783.1234593184429,950.9520693507856
