milliseconds,T,E
0,91.74503140977245,1000.4272514807285
100,103.63625274482384,997.9405609012131
200,95.88131662618865,998.708846472844
300,123.23416757858914,996.5447716259459
400,105.12050001003003,996.5488141795727
500,117.90300577089792,994.2426984475961
600,123.4156994583818,992.8213654566023
700,132.46155295938357,993.7479064598475
800,138.41918989831325,992.8099968835536
900,150.85172705474525,990.1071638164059
1000,159.30376926873498,990.0455007986378
1100,137.63284421339506,990.1896219323881
1200,160.967746870561,988.3701087446747
1300,165.43495056907233,986.803143410258
1400,192.38432553727415,987.1439552836263
1500,185.4987899804405,984.2400354181136
1600,178.93009768043586,983.8217674042103
1700,187.88590845720339,983.7493075547062
1800,221.1599727583041,982.7830487280429
1900,217.26885004565412,982.2771081754913
2000,243.24493479162436,981.1604968711445
2100,224.47073233338207,978.5470039990116
2200,248.8949838286592,977.428879608081
2300,250.81429811327033,977.8023599265138
2400,278.49507186937325,977.2189452895644
2500,267.3517995497673,975.2654506303945
2600,276.8425925423602,973.3268279198136
2700,321.78540006448526,972.2370420472593
2800,329.00075093596104,971.6166669227734
2900,335.9598030779711,970.1201412702081
3000,345.0295826164998,971.568333304873
3100,351.13481572566815,967.9864296899405
3200,389.8812096045442,967.4425566559215
3300,375.6945687867299,966.7763413409127
3400,426.9751676187717,965.0050772044954
3500,444.6713979041742,966.0123827858247
3600,461.7808666236736,964.867043866053
3700,460.5553138260362,964.8002822946031
3800,499.6546463295492,962.6848707818841
3900,502.023128326482,962.2622282505587
4000,532.1713653941662,959.9433931226873
4100,557.4920042279978,959.6135526444577
4200,584.4423156962971,959.2291761618258
4300,611.204502762932,957.5096515304385
4400,606.3851603226286,956.4401606790185
4500,643.5598273848475,956.2156348680733
4600,695.6178903312699,954.1909580329853
4700,708.450259974231,953.4509133979193
4800,743.1168798587869,952.2999430857913
4900,762.2647821036056,952.1159129226719
5000,815.2715852560199,951.4445510088162
