milliseconds,Rb,pRb,E2f,RbE2f,E1,C1,pC1,E1C1,P21,Ce,Ca,CeP21,CaP21,aPcna,iPcna,Rc,pRc,aRc,iRc,Dna,P53,Dam,Pr
0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.5,1.2,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
100,0.024156191897722317,4.975831794445433,0.003010238862094955,1.2013656844439086e-05,7.51320511942852e-07,0.004704040869678419,0.9952959582570863,8.732358797544518e-10,0.1154704614580411,0.4878896358665071,1.1717470666657277,0.011026201374369026,0.02648124363886376,0.05362911049995272,0.44636989522943876,0.9960811986142151,0.003917807290803533,1.0649819249638853e-07,8.875967869566973e-07,4.9649043451665534e-11,0.003940795603439608,9.999492494476454e-05,0.5007547323637778
200,0.046674704617148975,4.953233332395347,0.005995628696057616,9.196298750339706e-05,2.9929383275695526e-06,0.008871427696002111,0.9911285593141086,1.2989889777254525e-08,0.07004944212056406,0.4826380052317428,1.15887942884011,0.015212100821648531,0.03652638195234461,0.023076518969434415,0.47691960402463535,0.9924075261680874,0.0075885956358029815,1.779742662194459e-07,3.7002218417125958e-06,1.842234043811074e-10,0.0063575669191040145,0.00019997929317136604,0.5010654743991126
300,0.06762030911981325,4.932083936816857,0.008897341620412374,0.00029575406332945443,6.672436201838246e-06,0.012571656287884399,0.9874282826871316,6.102498493712898e-08,0.0509756118237253,0.4788672067718094,1.1486487573428517,0.01793082505939298,0.043010458939602765,0.01383389341182939,0.4861575569491867,0.9888970873568469,0.011094358173466596,2.3333527195552595e-07,8.32113441299488e-06,3.758498998414842e-10,0.007861684440680404,0.00029995274048774434,0.5009824110581195
400,0.08705817159275445,4.9122762978192345,0.011669538476833049,0.0006655305880117701,1.1702157043981405e-05,0.01586363040207535,0.9841361909060535,1.7869187356412028e-07,0.039855383776784416,0.4758404110309931,1.1394070152183955,0.019917810923823304,0.04769382142379265,0.010005131895673956,0.4899799325325186,0.9855245638379,0.014460488797945075,2.9134354153814777e-07,1.465602061191196e-05,6.191193807868408e-10,0.008816518430623798,0.0003999151246383293,0.5005502219210706
500,0.10505761087536261,4.893712430924734,0.014279403466222092,0.001229958199904967,1.7970816180690936e-05,0.01879836560239013,0.9812012307237605,4.0367385170589905e-07,0.03239162782010401,0.4732838755840336,1.1305983776564446,0.02144610065752975,0.05123179569652653,0.008222355670658914,0.4917546770365341,0.9822770421370058,0.01769996748767276,3.631893615603134e-07,2.262718595805305e-05,9.220699912115635e-10,0.00943913025629417,0.0004998664088319766,0.49980866672245644
600,0.12169249138357376,4.876302146710668,0.016706270875580857,0.002005361905760138,2.5353665248582688e-05,0.021420327932576092,0.9785788982816906,7.737857356247521e-07,0.027009504410057502,0.4710574413351468,1.1219733732620845,0.022655410394344495,0.0539618907677373,0.0073884593756476935,0.49257895822063813,0.9791466116690907,0.020820766257439068,4.56705061068768e-07,3.2165368407300104e-05,1.3013845427381747e-09,0.009859832104023773,0.0005998066041251689,0.4987930754227271
700,0.13704045438074577,4.85996211649462,0.01894012816567688,0.0029974291246371537,3.372090571867758e-05,0.023768387841264494,0.9762302878745727,1.3242841653977218e-06,0.022970219223100462,0.46907612976444923,1.1134034328629603,0.023630396930179674,0.05609046154727021,0.007055967067527889,0.4929003111056485,0.9761278894414468,0.023828326245482947,5.780994905776202e-07,4.320621357769509e-05,1.7801924606502939e-09,0.010157243867665602,0.0006997357423108463,0.4975347921058551
800,0.1511816106436632,4.844615191368297,0.020979778671937517,0.0042031979880434965,4.294425278709394e-05,0.025876576640442628,0.9741213371835449,2.0861760152055837e-06,0.01986633270399509,0.4672830345153067,1.1048176993409702,0.024427712288275425,0.05775700290996592,0.007013774289201842,0.49292989686525673,0.9732169291535051,0.026726649571497473,7.326567872414622e-07,5.5688618208394544e-05,2.3869364944944734e-09,0.010379011363718394,0.0007996538637175851,0.4960615824972746
900,0.16419703293326784,4.83018985705928,0.022830892143799634,0.005613110007455398,5.290175202635553e-05,0.027774717135933616,0.9722221975311981,3.0853328711431564e-06,0.017445966103468054,0.4656376189126563,1.0961763683780756,0.025087681834728984,0.05906181875843612,0.007150747635453829,0.49277890382480916,0.9704106532789106,0.0295188678179657,9.249902590972957e-07,6.955391286275017e-05,3.1546508714227598e-09,0.010554162062829857,0.0008995610120779831,0.4943980100826203
1000,0.17616728238688803,4.816619777395657,0.024504137607245458,0.007212940217457175,6.348100034132694e-05,0.029488957484153647,0.9705067002889134,4.34222693576576e-06,0.015540500217048975,0.4641098799781032,1.087457817103539,0.025640128227161343,0.06007980653570069,0.007403059170750137,0.492511213389157,0.9677065266590137,0.032207568781357006,1.159098224541405e-06,8.474546140303408e-05,4.120374755552449e-09,0.010700453128380952,0.000999457232591733,0.492565779336753
1100,0.18717109486840522,4.8038433963928755,0.026013503546856304,0.008985508738720878,7.458104315144293e-05,0.031042232303540047,0.9689518955875183,5.87210894467115e-06,0.01403052785355354,0.4626770528738489,1.0786516338630923,0.026107660322395598,0.06086825580775661,0.007731243245489105,0.4921663434435129,0.9651023532192616,0.0347949999720393,1.4383484467320343e-06,0.0001012084602507805,5.324574492506453e-09,0.010828798971829246,0.001099342571300415,0.49058404989619825
1200,0.1972843104042672,4.791803585061066,0.02737488213352474,0.010912104534667006,8.611319971671159e-05,0.03245466159820124,0.9675376529257567,7.685476045164836e-06,0.012828079691420717,0.46132158826926023,1.069754549973328,0.026507691667842278,0.06147165958873214,0.00810926286257104,0.49177038212113533,0.9625961442936788,0.03728320042335819,1.7654422663776171e-06,0.00011888984069509296,6.810541430315308e-09,0.010945934848331543,0.0011992170748672884,0.48846972084910295
1300,0.20657906680903848,4.780447322030347,0.02860493457489779,0.012973611160613319,9.80010850583139e-05,0.033743898681955535,0.9662463126119187,9.788706128841575e-06,0.011866634183255453,0.46002981831074613,1.060767909860369,0.026853771537937072,0.06192491031762722,0.008519053550379775,0.4913414440106747,0.9601860306745669,0.039674088721630425,2.1423919973382e-06,0.00013773821180390294,8.623759543038339e-09,0.01105603441517326,0.0012990807904170998,0.4862376876934719
1400,0.21512324926877943,4.769725401521847,0.029720228329550142,0.01515134920937106,0.00011018006124195571,0.03492543425444246,0.9650623809805601,1.2184765000538593e-05,0.011094964687720558,0.4587910267975486,1.0516960176731012,0.027156512317934457,0.06225554747992888,0.008947550069243963,0.4908926434937158,0.9578702033557815,0.04196952230627439,2.5705191534621324e-06,0.00015770381878911255,1.0811262572145112e-08,0.011161693291481598,0.0013989337653038576,0.4839010733543054
1500,0.2229801564356464,4.7595921619753945,0.030736604899455983,0.017427681588949587,0.000122596337512013,0.03601286556820971,0.9639722605118202,1.4873919973230287e-05,0.010473036422515491,0.4575967599772056,1.0425449907070428,0.02742427653809804,0.06248543724327179,0.009384953141144384,0.4904338280361992,0.9556468724795542,0.04417133854353815,3.050478182771109e-06,0.0001787384987236973,1.342100034794013e-08,0.011264555070722987,0.0014987760467469603,0.48147143678344284
1600,0.23020839310037117,4.750005238243906,0.03166879267360755,0.019786368655697693,0.00013520579274056477,0.03701812667709598,0.9629640189081368,1.7854414770240952e-05,0.009969555930514266,0.45644034998767824,1.0333220483144447,0.027663651493122086,0.06263194643255485,0.009823929323332044,0.4899723783156658,0.9535142432467697,0.04628137881651414,3.5823056778572792e-06,0.00020079563103764667,1.65012394084605e-08,0.011365639654483287,0.0015986076814326284,0.4789589555879041
1700,0.23686188893639695,4.740925329078364,0.032530160675781704,0.022212781985205494,0.0001479727506961451,0.037951693921384685,0.9620271830047966,2.112307382131622e-05,0.00956000084795746,0.4553165206348926,1.0240349543028877,0.02787984164340424,0.06270891598783436,0.010259007945795411,0.48951381127742505,0.9514704992729335,0.04830150516223392,4.165482722733298e-06,0.00022383008210935225,2.0100015501729705e-08,0.011465580217865274,0.0016984287151553246,0.4763725909543823
1800,0.24299003895345958,4.732315978181772,0.03333260856920152,0.02469398286473122,0.00016086875633043816,0.03882276716494773,0.9611525570079006,2.4675827153981265e-05,0.009224897418299136,0.4542210786137522,1.0146916132555126,0.028076975745192776,0.06272743186601908,0.010685937485885937,0.4890624237476819,0.9495137924943657,0.050233610352647576,4.799014681969504e-06,0.0002477981383041866,2.426465522058208e-08,0.011564785338409687,0.0017982391922642111,0.4737202340188058
1900,0.24863791779357858,4.724143371632776,0.03408654772087811,0.0272187105736028,0.00017387139503947878,0.03963942794117732,0.9603320639100557,2.8508148768915524e-05,0.008948897772553428,0.45315068738960584,1.0052998292847404,0.028258331512803356,0.06269638938252108,0.011101552289613442,0.48862142569568046,0.9476422393288422,0.05207962171683355,5.481504176767304e-06,0.00027265745014707694,2.9041366933067393e-08,0.01166351726868011,0.0018980391553560733,0.471008835369789
2000,0.25384655243941734,4.716376148872042,0.0348009564747043,0.029777298688494856,0.00018696319856229676,0.040408777256062435,0.9595586073332038,3.261541073525796e-05,0.00872001967052304,0.4521026865089614,0.9958671366162704,0.028426515019451384,0.06262294488398669,0.011503643587194681,0.4881930692003327,0.94585392052988,0.05384150126829162,6.211223534389112e-06,0.00029836697829361994,3.4474900400998523e-08,0.011761938621758863,0.001997828644964851,0.46824451876683154
2100,0.258653220628682,4.708985224735074,0.03548347524881346,0.03236155463619671,0.00020013067477478566,0.04113705764707304,0.9588259491908383,3.6993162089848504e-05,0.008528746910002874,0.4510749409022129,0.9864006671028455,0.028583610279348803,0.06251289771104222,0.01189059152242414,0.4877790164042949,0.9441468828549193,0.05552124401960038,6.986198933438592e-06,0.000324886926546531,4.060827801967411e-08,0.011860155153336526,0.002097607699220043,0.46543268199825627
2200,0.2630917573119236,4.701943623889509,0.03614052475832025,0.03496461879851837,0.0002133634574310418,0.04182976024736313,0.9581286024131059,4.163733953178223e-05,0.00836759407927911,0.45006573057012744,0.9769070927354873,0.02873128862725523,0.06237096716404193,0.012261316227148693,0.48738038842419684,0.942519142838794,0.05712087419303115,7.804267096791853e-06,0.00035217870107741127,4.748259395084616e-08,0.011958236337358458,0.0021973763536625476,0.4625780859517823
2300,0.26719286026554057,4.695226327045144,0.03677743800648946,0.03758081268926698,0.00022665357949645443,0.04249171773623792,0.9574617378473204,4.654441644236819e-05,0.008230766453333259,0.44907366237494206,0.9673925959375123,0.028870896153924866,0.06220101289569948,0.01261524545520054,0.48699779770355833,0.9409686917367021,0.05864244026380207,8.663116954086921e-06,0.0003802048825412557,5.51368602662524e-08,0.012056225421734899,0.0022971346411032535,0.4596849323088642
2400,0.2709843849607525,4.688810126439067,0.03739859342612618,0.040205488600130616,0.00023999485550404883,0.04312718682690739,0.9568211016656039,5.171150748932353e-05,0.008113660828086264,0.44809759527051135,0.95786284622147,0.02900352783646741,0.062006227053171124,0.012952081541305033,0.486631581043418,0.9394935007899163,0.0600880096832676,9.560356360791433e-06,0.00040892917045482266,6.360789557929625e-08,0.012154150635531154,0.0023968825914754918,0.45675693250292126
