milliseconds,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,EGF_EGFR
0,68190.1837333797,0.0,0.0,0.0433090165709309,0.0,3.54316740542218,0.0,0.0,0.0
100,68190.16461456702,1.2228735058905733e-05,2.0591444122756747e-13,0.04330901657072484,1.2634933790131663e-16,3.54316740542218,1.586185588883344e-23,2.8188832440679104e-28,0.019106621254639803
200,68190.10736198309,9.744089645475825e-05,3.27927257892207e-12,0.043309016567647574,4.033855746690616e-15,3.54316740542218,1.0201531050748375e-21,3.663735097460525e-26,0.07627401127697107
300,68190.0121307581,0.0003275548363109567,1.6540561054526194e-11,0.04330901655435996,3.0359670059093405e-14,3.54316740542218,1.1363130833895188e-20,5.9863974735086875e-25,0.17127443868766062
400,68189.87907515955,0.0007733412118132446,5.2075194866316085e-11,0.043309016518728295,1.2738461544901664e-13,3.54316740542218,6.346351782052862e-20,4.4384035423706314e-24,0.30388146988564085
500,68189.70834859689,0.0015044366314439885,1.2664088983847122e-10,0.04330901644390268,3.8730765155587125e-13,3.54316740542218,2.4120258588619977e-19,2.105888793696715e-23,0.47386996182860436
600,68189.50010362624,0.002589356799620134,2.6157791425348207e-10,0.043309016308392845,9.601111954082905e-13,3.54316740542218,7.197414961730334e-19,7.621928614333058e-23,0.6810160552474966
700,68189.25449195516,0.004095510190067521,4.827173313016639e-10,0.04330901608614626,2.0672775361764196e-12,3.54316740542218,1.81198787123253e-18,2.2506731443502655e-22,0.9250971672272537
800,68188.97166444719,0.006089210924749083,8.202932958249877e-10,0.04330901574662241,4.015165545096611e-12,3.54316740542218,4.023575881919062e-18,5.705618227059063e-22,1.20589198453927
900,68188.65177112714,0.008635692612784436,1.3088519209621723e-09,0.04330901525487095,7.207996846343339e-12,3.54316740542218,8.124028274411562e-18,1.2926357579391556e-21,1.5231804556650907
1000,68188.29496118514,0.011799120686414718,1.987167042318488e-09,0.043309014571603195,1.2160621946216836e-11,3.54316740542218,1.5219832940067076e-17,2.682213197230895e-21,1.876743784611044
1100,68187.90138298293,0.01564260734590829,2.898145327151601e-09,0.04330901365327456,1.9510958439430116e-11,3.54316740542218,2.684657116620479e-17,5.188793942860509e-21,2.2663644215878995
1200,68187.47118405823,0.020228223703778664,4.088744955978124e-09,0.04330901245215423,3.0031630873240345e-11,3.54316740542218,4.507685700497309e-17,9.4930493570644e-21,2.691826056407329
1300,68187.00451112734,0.025617009251891396,5.609907024956742e-09,0.043309010916382784,4.464098313733336e-11,3.54316740542218,7.263894082463868e-17,1.6609709736498524e-20,3.1529136145467227
1400,68186.50151009443,0.03186899204585152,7.516433551212575e-09,0.04330900899007927,6.441793397232752e-11,3.54316740542218,1.1295042120694704e-16,2.7840297868899757e-20,3.6494132432269795
1500,68185.96232605154,0.03904319321495531,9.866947460796473e-09,0.04330900661337412,9.060911880046399e-11,3.54316740542218,1.7034146910286902e-16,4.503638479262118e-20,4.181112311357478
1600,68185.38710328186,0.047197636833731973,1.272382448536534e-08,0.04330900372246743,1.246386961685921e-10,3.5431674054221793,2.5021239323146057e-16,7.075620181974496e-20,4.74779940475352
1700,68184.77598527737,0.05638938556372597,1.6152985274125237e-08,0.043309000249811706,1.6813352686167554e-10,3.5431674054221793,3.5879574757481656e-16,1.0778758613134672e-19,5.3492642994430994
1800,68184.12911472449,0.06667451771373636,2.0224011900538913e-08,0.043308996124008604,2.2290985742044453e-10,3.5431674054221793,5.039250848356089e-16,1.6030427407547782e-19,5.985297983361782
1900,68183.44663351882,0.07810815852710609,2.5009959643910367e-08,0.04330899126997251,2.9099801659177615e-10,3.5431674054221793,6.947996615749939e-16,2.3338153164313494e-19,6.655692634197445
2000,68182.72868277713,0.09074450665986694,3.05871951261847e-08,0.0433089856090707,3.7466409898084213e-10,3.543167405422179,9.418273057083054e-16,3.326378938138185e-19,7.360241601265674
2100,68181.97540282148,0.10463680383367661,3.703557188650482e-08,0.04330897905897557,4.76382151445106e-10,3.5431674054221785,1.257806680586679e-15,4.66229933781858e-19,8.098739429565786
2200,68181.18693320172,0.11983738528135326,4.443811691851782e-08,0.04330897153393062,5.988816732938062e-10,3.543167405422178,1.6570601147945646e-15,6.431464869173025e-19,8.870981825778303
2300,68180.3634126945,0.13639767922383253,5.288103022371543e-08,0.043308962944753275,7.451452080356975e-10,3.5431674054221776,2.1559293977114684e-15,8.740150729767542e-19,9.676765659962209
2400,68179.50497930244,0.154368202653529,6.245372303022245e-08,0.043308953198811194,9.183938652640868e-10,3.5431674054221767,2.7736084315745545e-15,1.1728692098397655e-18,10.515888966596407
2500,68178.6117702658,0.1737985960654251,7.32485733888824e-08,0.04330894220021999,1.1221339562893844e-09,3.5431674054221762,3.531286410088274e-15,1.5548929549144993e-18,11.388150927157973
2600,68177.68392206314,0.19473762089576652,8.536095837011221e-08,0.04330892984982608,1.360141959313666e-09,3.543167405422175,4.452995093007609e-15,2.0383411186982e-18,12.293351869165914
2700,68176.72157041749,0.21723317156739586,9.888918718435832e-08,0.04330891604526931,1.6364687976832295e-09,3.543167405422174,5.565915228393378e-15,2.6454046172894656e-18,13.231293256905797
2800,68175.72485029906,0.24133229133856562,1.1393437254849155e-07,0.04330890068108345,1.955467964318446e-09,3.5431674054221727,6.900046433027232e-15,3.400595131600111e-18,14.201777687250507
2900,68174.69389593042,0.2670811764225655,1.3060043188198888e-07,0.04330888364870853,2.321781953629921e-09,3.5431674054221713,8.488979679976239e-15,4.3333242546798796e-18,15.204608881997576
3000,68173.62884079045,0.29452518592148047,1.4899402410570397e-07,0.043308864836547,2.7403493821718273e-09,3.543167405422169,1.0370122590134558e-14,5.478401661296715e-18,16.239591681941544
3100,68172.52981762035,0.3237088668578574,1.692243575815956e-07,0.043308844130115265,3.2164454245327035e-09,3.543167405422167,1.2584097902653746e-14,6.872791371458455e-18,17.306532037727983
3200,68171.39695842689,0.35467595446629163,1.9140321349779847e-07,0.04330882141203681,3.7556653746603575e-09,3.5431674054221647,1.5175563264763008e-14,8.558685553029301e-18,18.405237005117257
3300,68170.23039448718,0.387469386491345,2.1564484728160833e-07,0.043308796562124975,4.363940406116273e-09,3.5431674054221616,1.819322635675994e-14,1.0583001716896671e-17,19.535514737751754
3400,68169.03025634329,0.4221312680098392,2.4206628797047474e-07,0.04330876945716442,5.047456768470458e-09,3.543167405422158,2.1692250099553668e-14,1.300754477244578e-17,20.697174495316336
3500,68167.7966738225,0.45870295747836326,2.707866674413881e-07,0.04330873997142867,5.8128090075709335e-09,3.5431674054221536,2.5730869543968437e-14,1.5893333478053332e-17,21.89002661299586
3600,68166.52977603655,0.49722505351667123,3.019273440314628e-07,0.0433087079765949,6.666961557596697e-09,3.543167405422149,3.0371748469201304e-14,1.9306082130177844e-17,23.113882502624225
3700,68165.22969138258,0.5377373892958784,3.356119652988058e-07,0.04330867334170486,7.61722501408726e-09,3.543167405422144,3.5682972863779196e-14,2.3320061512206842e-17,24.368554651405486
3800,68163.89654754756,0.5802790439131742,3.719663948439852e-07,0.04330863593322904,8.671265230114679e-09,3.543167405422138,4.1738225676250025e-14,2.801843663755427e-17,25.65385661519366
3900,68162.53047149372,0.6248882637081202,4.1111935985468514e-07,0.043308595614583535,9.836938842274697e-09,3.543167405422131,4.862119070119874e-14,3.351369800735361e-17,26.969603040357207
