milliseconds,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,EGF_EGFR
4000,68161.13158950821,0.6716026876046522,4.5320066557971193e-07,0.04330855224749421,1.1122714640479752e-08,3.5431674054221234,5.6415705951122346e-14,3.9899923734697054e-17,28.315609589208027
4100,68159.70002717202,0.7204591903655166,4.983424675906466e-07,0.043308505691039376,1.2537358672267711e-08,3.5431674054221145,6.521382651486433e-14,4.72907139588197e-17,29.691692986626805
4200,68158.23590937357,0.7714939368741917,5.466788552231999e-07,0.043308455801974524,1.4090025987543986e-08,3.5431674054221043,7.511399598214102e-14,5.58098083364378e-17,31.097670999751426
4300,68156.7393603046,0.8247423522352506,5.98346108826621e-07,0.04330840243454525,1.5790190551588665e-08,3.543167405422093,8.622306590393484e-14,6.560175734171234e-17,32.53336244417407
4400,68155.21050346633,0.8802391413108848,6.534825612406977e-07,0.043308345440601005,1.764766994997362e-08,3.5431674054220808,9.865611808185035e-14,7.683006223279039e-17,33.998587174694734
4500,68153.64946169367,0.9380183958230156,7.122277582464396e-07,0.04330828467024207,1.967281799710632e-08,3.543167405422067,1.1253239503815179e-13,8.965311843708307e-17,35.4931660487196
4600,68152.05635713782,0.9981134994898542,7.747232358980265e-07,0.04330821997123689,2.1876330083663717e-08,3.5431674054220514,1.279802067675948e-13,1.042513542136148e-16,37.01692095275252
4700,68150.43131127665,1.0605571688339972,8.411122117053925e-07,0.04330815118926534,2.426930866892311e-08,3.5431674054220346,1.4513580761989978e-13,1.2081997859105736e-16,38.56967478650344
4800,68148.77444490716,1.1253814067186272,9.115399705285534e-07,0.043308078167631214,2.6863164957919297e-08,3.5431674054220155,1.6414577716359936e-13,1.3958726283098968e-16,40.151251474567026
4900,68147.08587816948,1.1926176070591135,9.861530508912202e-07,0.04330800074789385,2.9669800944320928e-08,3.543167405421994,1.8516369286126633e-13,1.6078530108839618e-16,41.76147593004695
5000,68145.3657305426,1.2622965245323021,1.065099502541223e-06,0.04330791876967887,3.2701541081757195e-08,3.543167405421971,2.083519002582124e-13,1.8466320799014094e-16,43.40017406109351
