miliseconds,Ca_Nuc,Ca_Cyt,NFAT_Nuc,Act_C_Nuc,NFAT_Pi_Nuc,NFAT_Act_C_Nuc,NFAT_Pi_Act_C_Nuc,Inact_C_Nuc,NFAT_Cyt,Act_C_Cyt,NFAT_Pi_Cyt,NFAT_Act_C_Cyt,NFAT_Pi_Act_C_Cyt,Inact_C_Cyt
0,0.9992006887919701,0.9993779669365231,0.0005491378498108419,-0.0003328766167441973,0.00022714363085141352,0.000983138204254896,3.0181332726156697e-06,0.04954018238509237,0.00010989316088084571,-3.489252135094159e-05,0.009447477468593818,9.76589807214971e-06,-1.0431606680334384e-06,0.00978781884697058
100,0.990035016975761,0.997613054568081,0.0005636518895515733,0.00301579245013545,0.0002273309661370257,0.0009243944531689799,3.91334913873472e-06,0.04571358870822683,0.00011028312079884607,0.0007308757272339522,0.009443577826704637,9.102048294400937e-06,1.0887593989269506e-05,0.009072349243651839
200,0.984658098918526,0.9949707354734321,0.0005152414591654578,0.006621842143523286,0.0002249316011595004,0.00098559954223554,4.318907417931294e-06,0.04369789404217984,0.00011019300899069678,0.0011922611246947064,0.00942107384420184,1.1618179932693793e-05,2.6746403463691406e-05,0.008518871050855045
300,0.9774086160232409,0.9933107143657501,0.0005152122994267456,0.008039710278670656,0.00022449793954178963,0.0009686833769611117,5.8122737938962925e-06,0.04059857546984748,0.0001094743245437989,0.0016428409058963874,0.009411418725489824,1.1326009748416614e-05,3.517041256426798e-05,0.008059048583640949
400,0.9722770904745199,0.9922470775549225,0.00048266864837270455,0.011728964533399493,0.00022165292458216525,0.0009589749328435276,7.390206382780429e-06,0.038375671605152366,0.00010963097375713344,0.0021475003135214277,0.009379152509632439,1.3641275696919867e-05,3.8607789128043616e-05,0.007531131595372542
500,0.9703665533636896,0.9907520977537217,0.0005389955634782545,0.012436751311170778,0.00021994407615038268,0.0009926069409813664,8.120320505166491e-06,0.037547877758095496,0.00010916368854302838,0.0022765126039439843,0.009350073049075373,2.2454779759622718e-05,5.784480929986921e-05,0.007366860368068227
600,0.9671204671926191,0.9902698166821553,0.0005216581148290496,0.01350821834034284,0.00021800325480642634,0.0010763737032164836,8.917747051161979e-06,0.0353494157053685,0.00010925221580596745,0.0023241926681598223,0.00934329642135729,2.7444593029583624e-05,6.1027250255482824e-05,0.0072605591007566935
700,0.9656222306560291,0.9891123561722951,0.0005213288143996222,0.014291805698285623,0.0002156076484544817,0.0010681793832077843,1.0195039311002248e-05,0.03546509144106981,0.00010860591421522519,0.0023710728828164732,0.009294217330391081,3.334266550234947e-05,7.409483374480524e-05,0.0071936661796526075
800,0.9641898197143383,0.9875476246811764,0.0004842216243074552,0.015425135261756635,0.0002154522838458801,0.001154581753620891,1.0335387826483996e-05,0.03408054401762473,0.00010822617868019488,0.002561912444223542,0.00927465961258284,3.796221844876197e-05,8.361686512917509e-05,0.00701423904476877
900,0.9636271869631662,0.9863252462442041,0.0004586614599231575,0.01688145689013869,0.00021386826887038373,0.0011350789005017399,1.0950948276105314e-05,0.03234994133008612,0.00010779196673597534,0.0026074010331351254,0.009260687464828768,4.754984103857615e-05,9.363658013934558e-05,0.007004559411157078
1000,0.9610613118469498,0.9848146551775371,0.0004461887983264306,0.017576610809554152,0.0002124737097594261,0.0011337666356744294,1.283283460792075e-05,0.030991894204636626,0.00010776137917874129,0.0026935353940854847,0.00923283228124903,5.208820325614967e-05,9.985701621886022e-05,0.006806797979983821
1100,0.9614302334375331,0.9833878076415403,0.00045607852405148597,0.018771569287804636,0.0002106709630206816,0.0012045047193166509,1.3029597674365789e-05,0.031037532509228385,0.00010718492481167302,0.0027609668613779877,0.009198644211895828,6.354600688880722e-05,0.00011227492946976117,0.006735720945179147
1200,0.9584816991580578,0.9833745668712542,0.00045358049253927995,0.0190472910713266,0.0002085654288988552,0.0012275139478939753,1.405298084339276e-05,0.029156627863884763,0.00010749291018498685,0.002890494797486988,0.009170279526248127,6.762392173489963e-05,0.00011469456813135356,0.006515340552296759
1300,0.9566417335322772,0.9818102167284977,0.0004759907026433682,0.020121917293156735,0.00020538983474306178,0.001239620378045477,1.5510599124775736e-05,0.027579719714096798,0.00010718484656478408,0.0030032514973976246,0.009148770936227894,7.74113385892726e-05,0.00012355410735151052,0.00652413870313304
1400,0.9563190657545948,0.9813291986975791,0.0004574163997596842,0.022366222094110447,0.00020522827195499225,0.0013463488281426422,1.5988049044505927e-05,0.027609432475475582,0.0001066853738222855,0.0030079985756157985,0.009121009326441993,8.284778138111132e-05,0.000138334609765625,0.006282134325934546
1500,0.9532151913386389,0.9789618347391718,0.00040145854985519945,0.022342459705798037,0.00020372555177728094,0.0014264980899193474,1.7496634417795705e-05,0.025594320881701334,0.0001063311470872724,0.0031558918052145674,0.009072385561175145,8.96917057431924e-05,0.00015125455968096176,0.006180130463377454
