milliseconds,Ca_Nuc,Ca_Cyt,NFAT_Nuc,Act_C_Nuc,NFAT_Pi_Nuc,NFAT_Act_C_Nuc,NFAT_Pi_Act_C_Nuc,Inact_C_Nuc,NFAT_Cyt,Act_C_Cyt,NFAT_Pi_Cyt,NFAT_Act_C_Cyt,NFAT_Pi_Act_C_Cyt,Inact_C_Cyt
0,0.9999323984150154,0.9996410565269618,0.0005393215706504772,0.0007616224187446115,0.0002262776229007275,0.0009467506664251838,2.4986212995913433e-06,0.0490818421517595,0.00010997657951622966,-3.373470884469661e-05,0.009430718210727594,5.9045065724027765e-06,2.1538197136882577e-06,0.009727342628509432
100,0.9911158347185471,0.9977794573273754,0.00047965680020393,0.003991265758054715,0.00022540041855755716,0.0008944813619469572,3.540975507170627e-06,0.045620823888278914,0.00010983433256155958,0.0006481419523399545,0.009443474502456412,1.108072819309122e-05,1.0489076030729636e-05,0.009137242992956141
200,0.9841217576464795,0.9949654091183872,0.0004806162375771486,0.006526994851798324,0.00022516677702215032,0.0009072176880530213,4.212613671492605e-06,0.043039918322930096,0.00010993406545508767,0.0012149693115994812,0.009410763395213427,1.0822689952199115e-05,1.9574912626657398e-05,0.008442300766605708
300,0.9766864628627928,0.9939817411356211,0.00047249485215877844,0.008082978632523313,0.00022249495789888917,0.000981821194354868,5.878825348749734e-06,0.040948869322568276,0.00010981591346819839,0.0016395264840619755,0.00939072330157203,1.0999339797231166e-05,2.730584655025337e-05,0.007930984828613503
400,0.9717798199222627,0.9917363735323027,0.0005039908391655482,0.011044834719941141,0.00022152821781120838,0.0009700347903344797,6.5746098650269986e-06,0.039001572248449266,0.00010955014167427394,0.0021457967416677196,0.00938432917556603,1.6236871056865497e-05,4.186393294363568e-05,0.0076068012717209095
500,0.9699833133668365,0.9906263147868143,0.0004885425323068086,0.011389113636871227,0.0002201858784289148,0.0010450917501289968,7.319812346061007e-06,0.037120625195691447,0.00010901062981472094,0.002251299060783843,0.00935152977372249,1.7036726460195765e-05,4.771527647815087e-05,0.007429881282611851
600,0.9675320409791476,0.9889524109418648,0.0005071655630308828,0.012699470423189781,0.00021814597125670692,0.0010674553697872624,8.703137033592718e-06,0.03604095020880444,0.00010892931177168982,0.0023875300988301217,0.00933390775226578,2.4955281739022205e-05,5.705468754154786e-05,0.007287943370437423
700,0.9659503319560961,0.988916490852526,0.0004941727336139469,0.013655770443549214,0.00021627809468149832,0.0010746312643647505,9.541331816280596e-06,0.034984006819478636,0.00010859961886889363,0.0024308540685405115,0.009304350686874345,3.078944738656552e-05,7.088658433272931e-05,0.007245681292352035
800,0.9649965135304186,0.9879095063389799,0.0004394740740045581,0.015192407123783546,0.00021445086427947612,0.0011275080077016093,1.00741272434519e-05,0.03426991319537595,0.00010870472964579589,0.0024995709299103592,0.009270673196377888,4.232937099519719e-05,8.408803408293679e-05,0.007011524924646777
900,0.9645265333192582,0.986981966835262,0.0005112429243906449,0.01616169302562951,0.0002139667730032849,0.0011941317677329505,1.155224615384087e-05,0.032151143702719744,0.00010817946882182219,0.0025575740622647077,0.00923960414722887,4.955917179205609e-05,9.054431144663812e-05,0.0068981279448916055
1000,0.9617084582706436,0.9848236039058504,0.0004496992038165535,0.017749593598885276,0.00021229844885970316,0.0011930878454856062,1.2762299962878578e-05,0.03189847815543328,0.00010768170667850485,0.0026978456493624526,0.009209114061136637,5.223511540131028e-05,9.628904924663384e-05,0.006720908328861682
1100,0.9612427694114024,0.9834130713749156,0.0004832903992470064,0.01804032217946947,0.00021066822373613862,0.0012275196851583728,1.3119804753059147e-05,0.030296284192329437,0.00010734371806180117,0.0027851602690104373,0.009192747216738517,5.921801571118704e-05,0.00010597399540727716,0.006765098347907308
1200,0.9584483012133028,0.9835431101748909,0.0004168215919539232,0.01939412971047275,0.00020797170528634906,0.0012415783444559255,1.4334674854912425e-05,0.029852245976068895,0.00010758158231022586,0.0028401426563291116,0.0091659077838322,6.627302815945055e-05,0.00012094673038619619,0.006517632603806795
1300,0.9564689646767442,0.982414601953429,0.00045968887812079535,0.020601921140199014,0.00020609182024786067,0.001247858934334766,1.463200445311116e-05,0.028110971354182227,0.00010700858264789864,0.002973014130472802,0.009126463513631977,7.233574646972564e-05,0.00013275992562035172,0.006397335443800541
1400,0.9545670476986721,0.9812235614270072,0.0004239459833878921,0.0215867040310108,0.0002047502356906475,0.0013915967284755522,1.6486783774094052e-05,0.026455912807174176,0.00010694113617230694,0.00307376801713509,0.009118217129574111,8.229230996514466e-05,0.00014011131558992125,0.00638477011159306
1500,0.9548677545730608,0.9801382612660907,0.00046246020651761913,0.02309377581086337,0.00020304519905298506,0.0013358472301368786,1.683896530618648e-05,0.026226097000839655,0.00010632499816826487,0.003220669618091702,0.009067483768213093,9.037983343494738e-05,0.0001443074096598212,0.006181306283205725
1600,0.9536456861210818,0.9778939514029767,0.00041644196237511686,0.024876525536820966,0.00020144532339909127,0.0013496955195727036,1.821171453410532e-05,0.024700290792920257,0.00010643970965740351,0.0032909372935125457,0.009041957336065583,9.313866464728293e-05,0.00015907325675444702,0.006044542432461256
1700,0.9514906521641971,0.9773215286941895,0.0003700254706469298,0.0253222013310862,0.00020007546105832487,0.0014744639716754969,1.872594514448377e-05,0.024446373388747895,0.00010583800315224786,0.003421274933250492,0.009022206962703264,9.821897773487383e-05,0.00016739164458430138,0.005969151772165272
1800,0.9493151511074973,0.9766192837440395,0.0004408934142324511,0.025786905520795544,0.0001978127142891397,0.001478830638135578,1.9819398613912245e-05,0.022839708715201214,0.00010570172595814002,0.0034518093656611105,0.009003737310951382,0.00010834654596482001,0.0001764221688845857,0.005851379423517484
1900,0.9480867203031661,0.9745246343679278,0.0003648570025780496,0.027524051861418847,0.00019633785430334623,0.0015029293985361655,2.0798530161112215e-05,0.02095453802442549,0.00010553183685558406,0.0036095753092068575,0.008981452391340726,0.00011130446263799411,0.0001814763240310907,0.00568787610208905
2000,0.9467508332126919,0.9734568903391988,0.00039911043392655776,0.028936387177254025,0.00019517913245604165,0.0015972649980694194,2.1685292067424526e-05,0.019879677044847277,0.00010514832122467222,0.0036880952120213854,0.008953002078253607,0.00012141784492835378,0.00019180747089061627,0.0056322735655760835
2100,0.9454948790028798,0.9730206501247556,0.0004084581648168836,0.02979153768572804,0.00019296512736059358,0.0015974179379794843,2.287354484470336e-05,0.01916164435051191,0.00010434820202838474,0.003691824350596565,0.008906429922214977,0.00012689380814960083,0.00020815983481983587,0.005494966458146089
2200,0.9434642994711869,0.9711747886655481,0.0004061707828676724,0.030349502347132906,0.0001908221684602796,0.001587855742140707,2.2921907030070046e-05,0.01834809276861567,0.00010472779837415493,0.0038153775000285624,0.008880014189347765,0.00013512997391450148,0.00021088491810116995,0.005268778481257263
2300,0.9407487391581737,0.9702540659353484,0.0004068795348376397,0.031278598528599676,0.00019010295193399928,0.001630237857869293,2.383501725801243e-05,0.017413492869307597,0.00010435001628961059,0.003946543884224462,0.008867367034003735,0.00014375251761088848,0.00022008722407207155,0.005233283656324072
2400,0.9394840159441029,0.9695077236573707,0.0003469800798957287,0.03249716243551988,0.00018807358076576783,0.0017008622447075214,2.4628337905418163e-05,0.015494866197149713,0.00010385725332467178,0.003969871935919181,0.008844618325210033,0.00014699325697583337,0.0002289697934692247,0.005092107071200758
