milliseconds,Ca_Nuc,Ca_Cyt,NFAT_Nuc,Act_C_Nuc,NFAT_Pi_Nuc,NFAT_Act_C_Nuc,NFAT_Pi_Act_C_Nuc,Inact_C_Nuc,NFAT_Cyt,Act_C_Cyt,NFAT_Pi_Cyt,NFAT_Act_C_Cyt,NFAT_Pi_Act_C_Cyt,Inact_C_Cyt
0,0.9999999982215444,0.9992641857404796,0.0005555639133930099,0.0003493526017856236,0.00022693425428742738,0.0008903106735075328,2.3138785282142274e-06,0.04968255423332368,0.00011031261056313217,3.735986585306033e-05,0.00943534055668211,3.5265688269622523e-06,-2.1399436724275946e-06,0.009683426311526196
100,0.9916991606429263,0.9971125280215479,0.0005331325304531014,0.003179361043451945,0.00022627210115316735,0.0009622479666357158,3.5814965921182533e-06,0.04610255455652263,0.00010994177110941158,0.0006161311861184549,0.009443770495835165,6.527236576392313e-06,9.053208776168225e-06,0.009112646171981712
200,0.9849409484348786,0.9956100238188315,0.00047527490961211017,0.006648717935187333,0.00022415969527128145,0.0009638783649352293,4.454159845477045e-06,0.04345692886576344,0.0001095975479106434,0.0012559539483717982,0.009410716512016477,7.88207094028807e-06,2.5738589127352767e-05,0.008438182437824003
300,0.9762013518278783,0.9943053490646554,0.0004952688400076198,0.009373954667826393,0.00022451148834478068,0.0009319961284052701,6.152182979092289e-06,0.0404447913137344,0.00010986272612521497,0.0017108571305213655,0.009417649561907077,1.2508110498842945e-05,3.379140617677949e-05,0.0079638164387242
400,0.9716796438899601,0.9911480521637548,0.0005223906208463813,0.01116481776809157,0.00022217601634755017,0.0010004055976912103,6.523914918209119e-06,0.03875861519324624,0.00010961405512829343,0.002150681853182209,0.009400722496277365,1.6899626234321644e-05,4.4889902402730736e-05,0.007594222758656238
500,0.969787270230783,0.9911754276075495,0.0005162252923265609,0.01261502480729965,0.00021973605927723874,0.0010504542337267059,7.57457704414617e-06,0.037047206484844115,0.00010895538514983526,0.0022132755864576166,0.009360387343697363,1.7512937465462684e-05,5.658896290866552e-05,0.0073775991585003095
600,0.9670292197605789,0.9889506290533613,0.0004630520101316955,0.013467687588670866,0.00021839625104327115,0.0010515157282819179,9.059019464446977e-06,0.03536855003589631,0.00010891418927643362,0.0023874925044798574,0.009327020379387785,2.939982810101242e-05,5.707482661994685e-05,0.0072305724315012195
700,0.9669163904017548,0.9885565019466969,0.00045261599620245637,0.014832897007766657,0.00021605123754642557,0.0010895171655553818,1.0256571691306455e-05,0.034386594299047314,0.00010871802537251168,0.002454611931439613,0.009308914299217394,3.661214823139997e-05,7.615634093236373e-05,0.007229815428201939
800,0.9645441414827725,0.9875617314321932,0.0005075930386249984,0.015841029218133105,0.0002138106656532119,0.0010662149298215516,1.036187500462592e-05,0.033914639909876074,0.00010817118388332536,0.0025607210227358125,0.009275331152036532,4.4362159864663906e-05,8.285238687806021e-05,0.007021223612907147
900,0.9633528792298248,0.9861285485616559,0.0004960043481963709,0.016883491850398873,0.00021217401573200666,0.0011539300059737463,1.1469189670922251e-05,0.032176317509806006,0.00010782803997297816,0.002594039440746365,0.009254878203045295,4.574742575752585e-05,9.105337223922193e-05,0.006858012218920132
1000,0.9624261973345286,0.9844677261689103,0.0004292747066913751,0.017047368491692503,0.00021139162310231438,0.0011507591725890773,1.2989294674465491e-05,0.03230785809776202,0.00010780508148835947,0.0026624211932371024,0.009224604710274094,5.5702035465676724e-05,0.00010439311832715642,0.00678878168894421
1100,0.9608907014982836,0.9833530395834489,0.00047347996337639587,0.018944290596689208,0.00020894100546772727,0.0011719199852866253,1.3775538310232325e-05,0.0305596376736382,0.00010786613152452268,0.002750106972756212,0.009195770777169302,6.278427052873234e-05,0.00011325349477162812,0.006595817540057431
1200,0.9577119742324086,0.9834300349098026,0.0004564158973335867,0.019683079205681363,0.00020920385955381198,0.001232720659766326,1.3959254394968917e-05,0.028830261879573,0.00010728489118136361,0.0029046259987152,0.009169146678759415,6.945415040013948e-05,0.00011959230211650699,0.006558735785799741
1300,0.9580844362458335,0.9811635459086632,0.0004856794188006866,0.02148535113218384,0.00020619956963773293,0.001251158056893742,1.461972365345281e-05,0.0287279026104877,0.00010672364103217085,0.0029739157654515747,0.009144096232562442,7.26193362624175e-05,0.0001280982953662879,0.006486232173399474
