miliseconds,Ca_Nuc,Ca_Cyt,NFAT_Nuc,Act_C_Nuc,NFAT_Pi_Nuc,NFAT_Act_C_Nuc,NFAT_Pi_Act_C_Nuc,Inact_C_Nuc,NFAT_Cyt,Act_C_Cyt,NFAT_Pi_Cyt,NFAT_Act_C_Cyt,NFAT_Pi_Act_C_Cyt,Inact_C_Cyt
1400,0.9559382252810966,0.9802705971892914,0.00045360186028450296,0.021586119725209147,0.0002055277586418036,0.0013665625531145116,1.662675459155843e-05,0.027941719540598573,0.00010667799540169471,0.0031509748283483612,0.009110970628850678,7.833581144319913e-05,0.00014051999969619182,0.006282290638996964
1500,0.9535982202615394,0.9803282778076177,0.0004278981626283653,0.022365917816557106,0.00020221763406949066,0.001334439470617893,1.7398626485721985e-05,0.025942662506214638,0.00010665587577452537,0.003104778852334168,0.009068975441250985,9.009164626302767e-05,0.0001511700612833493,0.006153497263209074
1600,0.9524517010649726,0.9787844490815029,0.00042112858136936654,0.02387184674732279,0.00020027627055420555,0.001413080211259438,1.8358012491594025e-05,0.025385096714015083,0.00010595091238123019,0.003325659912343755,0.009068666691444838,9.852697080271096e-05,0.0001574339988033192,0.006049922678676365
1700,0.9508994236108744,0.976877851849634,0.00044334905767051,0.025408512065306435,0.00020044719221554705,0.001493316783827628,1.930560388840519e-05,0.023186450522882363,0.00010602383754497775,0.0033661947759052414,0.009033568552522101,0.00010361549566084328,0.0001672634888867961,0.006035196117431378
1800,0.9504688680744257,0.9755563727535009,0.0004331935643779796,0.026593994373645236,0.000198018432756719,0.0015386541235436917,1.9468485763980686e-05,0.02350772302041952,0.00010544251746966297,0.003485494919010266,0.00899022707819869,0.00011068888713329102,0.00017680837019584764,0.0058057866998280205
1900,0.9486419139774892,0.9758085225041448,0.0004196074238902733,0.027827050409877582,0.00019659293421636634,0.0014587595273654681,2.0574795387060295e-05,0.021005453348201624,0.00010507951793516164,0.00348739243672443,0.00897093727815694,0.00011182670380164507,0.00019025495340883528,0.005672569334544873
2000,0.9457117416011093,0.9744696347623987,0.0004100874715735926,0.02830673336336188,0.00019355617941989775,0.001556871463921916,2.138481671838687e-05,0.020044778783753006,0.00010496984468770195,0.0036204109021274215,0.008946281450176395,0.00012532002856352692,0.0001967475382836308,0.005633137011580205
2100,0.9454406524749663,0.972476925151202,0.0003403769426327753,0.0289121714415652,0.00019169652258449506,0.001562355873306574,2.2103425982526913e-05,0.019020491463122857,0.00010476995510399455,0.0037354228599767478,0.008923165032630456,0.00012933133966469066,0.00020820015293019256,0.00554286461176738
2200,0.9433832131115623,0.9721077259779562,0.00040678552907425403,0.03140313588747068,0.00018983443328725866,0.001642742432078417,2.3264259024296952e-05,0.018253655083281275,0.00010403619331241579,0.0037741772236396993,0.008889206940161475,0.00013364482437413936,0.00021460139120478057,0.0052895429222858895
2300,0.941194713619202,0.9711438698389437,0.0004119670733575659,0.031190163353648798,0.00018865236729266445,0.0016031915846379352,2.407224715733883e-05,0.01708710992178494,0.00010416494236700604,0.00391829120083495,0.008853194470632092,0.00014263308417530516,0.00022002391109754348,0.005157230799535061
2400,0.9410672728045457,0.9698103329085421,0.0003613749125295669,0.03222100064415369,0.00018811663624337388,0.001693413097358641,2.5419077660767037e-05,0.01561588325514078,0.00010353016101828935,0.004034334642227841,0.008829517702293779,0.00014875162127881447,0.00022734383247686378,0.0051354476018455955
2500,0.9379388646476301,0.969161438400428,0.000380332693026598,0.03347547838519812,0.00018482117133335576,0.0017031531021833482,2.548073357660223e-05,0.014526896054494028,0.00010331218865747937,0.004109703961327055,0.008811639359071448,0.0001591448489805007,0.0002465092549006333,0.004981494898263186
2600,0.9376134654111089,0.9676272558663674,0.0003336724296928185,0.03531556130993499,0.000184745507862169,0.0017486933826157815,2.7087478730988482e-05,0.01342739936669618,0.00010326429134839436,0.004206776360321209,0.008762151131903427,0.000163028617843965,0.00025616557095547657,0.004849397915409224
2700,0.9353200392487341,0.9663415398563181,0.00036266802523935034,0.03623018031384677,0.0001830226009522489,0.0017952848771620744,2.7312589719735225e-05,0.012848711173396856,0.00010267458751882683,0.004381178443175008,0.008749581582878654,0.00016558920871721403,0.0002624686097860643,0.004781083751184746
2800,0.934416014006412,0.9650186873344982,0.00029523429393548897,0.03720632595585838,0.0001809570259158267,0.0018392383881681506,2.8446061332148593e-05,0.012193931578307667,0.00010247845190306334,0.004476402264294845,0.008729807927466469,0.00017523188428454167,0.000267997844890716,0.004529432955964844
2900,0.9313955587876692,0.9635528140334787,0.0003021768105715022,0.03794143513413426,0.00017875726056451138,0.0018528526171396375,2.943440819105647e-05,0.010469437487230221,0.00010243848939707772,0.004577144925539921,0.00869833878200543,0.0001789014085417195,0.00027668602396465003,0.004531795340793671
3000,0.9307878900508787,0.962159620580373,0.0003589458796280523,0.039127009483867846,0.0001756724510935848,0.0019601919175600254,3.11117312350441e-05,0.00966275431806183,0.00010219993339183809,0.004634960118435199,0.008664957036715508,0.0001895419356768531,0.0002839084330147042,0.004327781239101966
3100,0.9294583849839096,0.9618336698575383,0.0003563672678905467,0.04049943701015543,0.00017525561642809046,0.0019738623865939893,3.17649471213822e-05,0.008866915830248826,0.00010187567622677333,0.0046919211486007775,0.00864736289605562,0.00019707441174671877,0.0002971573060563029,0.004175467126018187
3200,0.9279311716087235,0.9610917121632405,0.0003210445359526321,0.04104207605049374,0.00017310197205021736,0.001956271839862045,3.203316154249877e-05,0.007313307624256534,0.00010131281713609694,0.004823826110294795,0.008605536050136533,0.0002024019910085394,0.00030697652309190555,0.004119905335590709
3300,0.9269947832771895,0.9595772425048114,0.000304439525746944,0.04297405262758057,0.00017058439184682608,0.0019993298060151433,3.328617673506568e-05,0.006084808342238565,0.00010157665775348298,0.004859070598776559,0.008572656077991986,0.00020829974937970811,0.00032090002090788,0.004005508689550485
3400,0.9236482584118709,0.9580978178776395,0.0002638381102341014,0.043563948765934085,0.0001700017716329456,0.0020094810622655846,3.396848126444328e-05,0.004352019835780387,0.00010123811442326722,0.005059264874412066,0.00854230379509075,0.0002147444011777444,0.0003218611084082136,0.003845205645562034
3500,0.9231281423397549,0.9576731128817474,0.00032511995994732694,0.04477881004104725,0.0001692446531493152,0.002094750370953526,3.5118399308924954e-05,0.0037247638521764347,0.0001008732556648176,0.00513222774577037,0.008539221152630628,0.00022526243920855123,0.0003353555723899847,0.0037562929823243747
3600,0.9212246440878029,0.9555338719351903,0.00029298304943717064,0.04634898992254194,0.00016571347914834552,0.002111031375488713,3.6405633537714e-05,0.0025372489575909646,0.00010007623131879286,0.005111227764188318,0.008505362985414872,0.00022599728631663682,0.0003439386639081111,0.0035835802288800792
3700,0.9198599617312835,0.9550326306984719,0.0002893777228533546,0.04663042089184913,0.00016366562237749049,0.002145627141142733,3.7191093247019796e-05,0.0020776434226747595,0.00010031151344383023,0.005329001448129045,0.008468177605964586,0.00023648950472240235,0.0003536315060238361,0.003542797937009016
3800,0.9194122911746373,0.9539459364174099,0.0002694518308481094,0.047977185928925595,0.00016373571106909532,0.002232441316228628,3.7636993691795376e-05,0.0004491713410225818,9.964909039588081e-05,0.005336788995205538,0.008449537043776422,0.0002465764481634301,0.0003586049351354472,0.003446500201739171
3900,0.9177884746316693,0.9530838735667775,0.0005288914303085651,0.04910018087635479,0.000171303435176617,0.001857949366256414,3.433142147552407e-05,-0.00031461866424636355,0.00010251069447019365,0.005380331114584224,0.008478942896680768,0.0002349316442359993,0.00035730346012270746,0.0033907387340598692
4000,0.9169325155833937,0.9529730429667065,0.0008352808374738778,0.05013736482706029,0.0001793917696481971,0.0014101350052785205,3.003677863922609e-05,0.00054552487810818,0.00010456103157667819,0.005544930394111659,0.008552471613018071,0.00023634688373854766,0.0003588023643596202,0.0033738352024166073
4100,0.9176409906738169,0.952882019967872,0.0011586708549276717,0.050113470179393035,0.00018722442565524583,0.0009414188270370164,2.6369315631367266e-05,-0.0009330296984214344,0.00010759608153842112,0.005557294924088724,0.0086281605179002,0.00022888491343176957,0.0003522859619626716,0.0033564753425192194
4200,0.9165583713899428,0.9527676623121663,0.0013994652200341466,0.050184772134523964,0.00019457687393597758,0.0005725633877552405,2.2164585389581637e-05,-0.0012315274987032062,0.0001102702737106962,0.005574001967375131,0.00868402007211035,0.00021885132743470754,0.000347313853431205,0.0031685847106262916
4300,0.9164723586000844,0.9520159392774233,0.0017360406621327528,0.052003273228099535,0.00020238692730112741,6.24239360668872e-05,1.85409838499503e-05,-0.00026889643730807877,0.00011297956019277352,0.0056523065706499485,0.008738488570690683,0.00021637455122736177,0.00034282180213921545,0.003265948900632935
4400,0.9164056686602874,0.9514947323324294,0.0020254619825163197,0.05275938305883974,0.00021078217499683477,-0.0003308820467847578,1.4162571548997516e-05,-0.0014618002786499359,0.00011524103209111396,0.00568148693034938,0.0087957277523464,0.00020706548079202185,0.0003419353814513642,0.003268319464641696
4500,0.9159632332397086,0.9510287889072215,0.002331493531137819,0.05211561648554811,0.0002205370383971419,-0.0007712459017470018,1.0693814104982348e-05,-0.001676520663805951,0.00011765085563225484,0.005783824186950671,0.008862292139022888,0.00020442615805914358,0.0003325977805297366,0.003187289097257487
4600,0.9172614875165832,0.9515610756625763,0.0026207584791615225,0.05435146953612324,0.00022731436958615503,-0.0011961287671903226,6.577342299163544e-06,-0.0013534845296996646,0.00012026536642514291,0.005910983112254144,0.008925872039806274,0.00020339103166745986,0.0003302181998636707,0.0031155870627419652
4700,0.9162333233916757,0.950967572549394,0.0029474919245031967,0.054035537205536416,0.00023570489345821116,-0.0015517866502134318,2.3424485809545746e-06,-0.001211596833184459,0.000123092771089255,0.005880139481232658,0.008984468077112574,0.0001973574500358996,0.00032243672515214417,0.0031904686996669265
4800,0.9155046845903319,0.9501086288242833,0.0032546728679554503,0.05445356077631418,0.00024547415446908344,-0.0020685408473548857,-1.169122701160545e-06,-0.001944593694942937,0.00012555463774762218,0.00597846450853612,0.009043321157452405,0.00019204214396097692,0.00031863730941187354,0.0030994716562613746
4900,0.9166140490359765,0.9502370606229663,0.0035527617744013965,0.0547948533952561,0.0002521228614772412,-0.0024319302829726628,-5.9147205545305206e-06,-0.0017583352263640618,0.00012822465109381905,0.006041096332555715,0.009094167392122876,0.000185036358371453,0.00030949746471778026,0.00297715766097466
5000,0.9149358314849737,0.9492781263923623,0.0038857948506591557,0.05631037078192612,0.00026112047446608675,-0.002949812098790939,-9.440577710259011e-06,-0.0031520368204820907,0.00013129600641528005,0.006104171595393761,0.009152843485683137,0.00018027018919034268,0.0003073331861978415,0.0029971308740455696
