milliseconds,IR,IRins,IRp,IRiP,IRi,IRS,IRSiP,X,Xp
0,8.877245612725819,0.5351561319342477,0.04041760231954435,0.40575205578658974,5.364631508056106e-06,9.406606424710205,0.5679364250138039,9.996206521954841,0.0038443866968117446
100,1.8729468041723267,7.401873796302453,0.22156907091134403,0.48364823201148455,4.777155284610645e-06,7.498086174041071,2.5677114156780863,9.996100825026623,0.003928268474533101
200,0.42266908192162345,8.40609170772359,0.402242210119826,0.5745179066450595,6.632549666807432e-06,6.242221589664651,3.780430128122244,9.996320553778006,0.00396217383946833
300,0.28882263949123377,8.506967276893095,0.4919052330263781,0.8083358258045223,1.003350146841368e-05,5.835670485188343,4.203235567172678,9.995832068255199,0.0041787897189669845
400,0.30220596524739907,8.308473945929116,0.5259789941097341,0.9244155528551349,1.204893102952232e-05,5.714589807831881,4.331082518441418,9.995235389321596,0.004709208551041315
500,0.2570180545697562,8.0442363394074,0.5175864573634361,1.1718269104768273,1.6057502685909587e-05,5.6995740601265865,4.264957790636131,9.995271203194324,0.00485553935290419
600,0.20719001455991157,7.86730030016931,0.518148180414963,1.2987529219884353,2.134950232665312e-05,5.776816239367778,4.218698749286127,9.994684064519053,0.005163402102846688
700,0.23980444692551214,7.743695768187429,0.5049543912205673,1.5267541182418989,2.6305974834084125e-05,5.840359271297621,4.09523436128135,9.994524364387983,0.005664240341170372
800,0.31561659785649265,7.66662492088024,0.5029001274647914,1.6084955851587233,2.8278476729994527e-05,5.897700870527066,4.00288428736454,9.994451476617728,0.005470723223396893
900,0.24278333209350786,7.592393794241724,0.4916709746511752,1.7069428118922938,3.384473713162981e-05,5.998836512582662,3.9644867129775343,9.993901958587234,0.0062445052176129225
1000,0.11819351691213784,7.528113540436856,0.4793872239094965,1.8425325030838018,3.6104409779263634e-05,6.138865788417749,3.9549850238525988,9.993971292042112,0.006091560813597407
1100,0.34510418200253973,7.329440833118966,0.48517585371650873,1.9761594186367772,3.921119848212252e-05,6.140508801524708,3.8877639330520672,9.993247197638528,0.00649175534683638
1200,0.10818980772156997,7.292671854593973,0.4799965560814844,2.049277589751429,4.289968711607461e-05,6.172470648739095,3.7681977208607154,9.993299176960141,0.0069180798080459155
1300,0.1738130182672773,7.311235603508565,0.4712229170125802,2.1033885594792987,4.63310934869957e-05,6.328290980301,3.7624464818626397,9.992761533531231,0.006722131406027574
