milliseconds,Tn,Ts,M1,M2,Th1,Th2
0,71162.30178388202,1176948.1248302138,352.6519463234694,98.63529538160684,28.450574368521842,0.01636214886417065
100,51553.97705257636,1006475.7442174943,-1562.0062417078343,94.48636291082515,7.294231638889638,0.14788301358950512
200,21316.02497233708,1053907.8465063758,3312.044291267417,92.92923566014045,40.25644969988872,0.1723124079556602
300,100039.00823753756,1071501.8293853968,2835.1152185124006,91.3849413588261,12.126726304837906,0.28425322654922935
400,117055.38954013545,1394821.9242896847,1632.294519791876,89.37503909391117,76.81029536326639,0.23432509711325125
500,191197.06801919657,1437125.1605003537,-177.418828122462,94.19009516250692,-6.654221505072685,0.31933718961789004
600,71079.35906692258,1381362.9420635677,-583.4161257880844,91.0506099872327,55.418291901484395,0.42864840096805495
700,138384.39034514368,1303479.6297040295,2689.780404136264,86.14682340022351,-6.487956042684927,0.5583791847698226
800,96928.43143315197,1473506.679770115,1685.1587020592717,87.24860205872685,-61.798359214360154,0.5968550248460133
900,157529.00021907815,1597958.7067136723,-2737.9493881683347,85.77554416521798,-57.22322021196822,0.6775418708407753
1000,203386.4798535238,1718567.167365594,1388.2714664724472,85.5954451370088,-56.041339847474106,0.6863565287518677
1100,86577.49386852013,1755050.9778930463,-1262.8694787934392,81.34784553767604,-65.71066272566145,0.7810805103241398
1200,350902.92178797745,1703996.7357571826,-3659.753364581218,79.55726112683477,-60.41967554746542,0.8215708187015885
1300,223779.81285504185,1966243.7101399316,4211.850019296313,75.37610527779293,-20.20463725603875,0.8122689381180188
1400,355933.7532889486,1749148.6283130907,-2356.644643478384,80.2377261045048,-64.45590354680122,0.9313817927393995
1500,379297.59140278114,2048914.156772266,240.52136792197143,74.68971791548101,-33.37400363630034,1.004727053604459
1600,464672.1349894138,2027904.5406285818,-1772.0111975021118,70.84841936117427,40.01921273138476,1.137809500836587
1700,527221.8888164146,2361455.577927966,4608.208704627381,70.41874023989605,-76.40903749030645,1.1554986788788315
1800,523482.6248642715,2285070.8535220013,4960.627624360714,70.38383731929486,5.064476975875592,1.171233763876878
1900,443235.5508431477,2511182.049792164,5313.960590969491,70.19215120694759,-49.80720744181634,1.2774023349005263
2000,449083.84281474195,2575537.221882811,1000.6053654526249,71.71720292296106,69.95795522750585,1.2680998244964028
2100,627749.2268418259,2819921.771007948,917.4768375181561,69.70805688498062,23.714485109687658,1.3535765966621807
2200,558446.184324807,2661393.3981135054,399.2101826781932,68.5087810178188,-68.46310580006323,1.3590092449124704
2300,693637.3678954826,3035712.1922709267,1359.1948621273618,63.909756185478656,55.94817165629957,1.3534044149637958
2400,917151.717815833,3045049.7547846767,4193.876451023417,65.70560992494305,-45.80516565152794,1.4199482857116188
2500,793539.7917849161,3281210.7372288993,7736.182290841776,64.64489198760266,76.80449888645747,1.4913824758113872
2600,1064345.2326969712,3312116.435905714,12367.51841982555,62.488309857174485,98.40750627604936,1.614300545145716
2700,1022974.3781691396,3378886.0983553864,14441.443953097272,60.6981700013244,71.72658655211436,1.6458322437818131
2800,1292529.6373069338,3762948.3472016514,15645.190919689228,63.89328077531366,5.776696648631166,1.659092751140473
2900,1405056.0960919624,3640223.7560544764,18885.267833458838,62.703659275617035,66.30066950761884,1.7155755274585693
3000,1376996.709014965,3991908.314264422,28975.37320250067,64.10442280597182,15.29483369558865,1.6244603157619388
3100,1369859.4915380725,4182437.605285342,35568.4168552308,68.27306826696741,88.37027238417436,1.836908022650495
3200,1736310.420691251,4341228.662961397,45999.546374415855,69.59496503949475,58.98058256734117,1.8269642636595904
3300,1624438.6575094655,4248792.838755414,49314.43708084307,66.0623849099927,146.6831988320422,1.8685724452236974
3400,1780483.306430202,4632035.4276101375,63102.389731273666,71.410774940799,188.05963297753348,1.9315908494524048
3500,2066608.7868260816,4685614.397705633,74769.60168359797,72.61173328505268,323.7422375653948,2.000271906744108
3600,2141531.6547488575,4984310.427410298,79788.17707392781,83.63934692439045,375.5767620249803,2.0338490633762465
3700,2223799.324151575,5167588.521952004,85978.47885638289,85.46414681317687,431.73118071081245,2.1309802585129614
3800,2341740.8999398523,5289427.241288247,90743.01258629137,91.96170527847814,628.3681870571228,2.073720841808344
3900,2470228.7879792335,5355935.119056383,88500.90124056596,97.88621749803073,783.8157725928348,2.1486092735901994
4000,2838738.6608913545,5339874.504745422,95923.42208326406,106.8746670018243,920.8028233553354,2.2035946271385463
4100,3005552.7017242094,5551861.973176068,96262.14826400552,112.34290485201768,1012.1438367167491,2.277591972456862
4200,2993569.629902792,5659247.152838125,91537.30882752655,124.35492721352456,1116.3113527884452,2.3718139408263714
4300,3152231.3219409636,5943796.7498572,95022.51880526774,129.6843655529118,1322.1192214711557,2.509666788558058
4400,3342748.776966255,6171286.875589989,93042.70402778815,144.91639393875226,1510.3972396253184,2.5502769361963193
4500,3512306.4165907926,6469251.952281942,95379.84740135356,154.43324996091295,1737.6248814877595,2.7606540592619098
4600,3733536.3722508587,6568413.208412963,100367.94815064869,165.81658924402583,1998.191392905285,2.848006444833988
4700,3929848.9381163833,6827039.285561645,100675.30687057157,178.87442817001912,2199.707442807124,2.870150714071358
4800,4231224.572744803,6779293.858056701,100543.53874506077,191.88592331523412,2504.582139099699,3.0279861947729856
4900,4463685.506813497,6959703.308986953,95837.68547545299,208.14395910918694,2763.9679414163984,3.1574902342796527
5000,4815016.509737719,7170707.625786312,96636.46628389081,226.81497926243125,3055.331344809766,3.314291055883923
