milliseconds,Tn,Ts,M1,M2,Th1,Th2
0,128063.88759901811,822406.3192689837,4017.8860454128167,97.0935142846707,80.97134001592174,-0.06376805834077214
100,104386.35317971134,902738.895387289,42.85602983339855,94.14182176331435,-54.70792368353609,0.018751930184187846
200,63176.086863848635,1233246.3184938503,-2416.6019972795216,94.12349168422985,-53.1912766153957,0.19764310879832425
300,148298.74249056535,1028481.2979586611,-2905.1465188321154,95.30580052394428,-56.559173587917094,0.31135782994257977
400,16532.367209525175,1117537.0270282163,-1898.46656886794,89.52788026932906,18.980644341221563,0.3852949606362951
500,194584.8256874829,1196330.46757027,247.5305995250812,89.05527360126783,78.96625012745054,0.43686904741256977
600,-22367.241537557376,1396399.3781206382,2251.0159723539246,91.8471687448438,4.060897047689626,0.38580863806771104
700,206498.86193005132,1310559.9773791134,4275.654207359291,88.6755496022956,-24.792121541508198,0.46894652128769787
800,29590.140908990637,1543790.3790452508,2961.7286104129907,87.28486292581964,9.77302498019829,0.6613844133613554
900,9812.284301681852,1698925.445287653,-3348.6677648656246,83.73274406653248,-29.807611371539817,0.6602354724477327
1000,105203.74962975699,1544575.4645603825,401.84064826138734,81.77053049978844,14.04643978630017,0.7713285453874883
1100,267427.7922800302,1557841.8505060012,3232.030728916606,79.24651638276895,-60.73351123603145,0.7834610103205268
1200,321548.8833712527,1893395.0106488045,4374.861908357014,82.61050270852151,81.28769415502747,0.780337252156912
1300,206190.01931087516,1959508.2465940444,1701.4256051055736,74.42878478914201,-77.70457954337428,0.8119980271688975
1400,380851.88533222553,1889543.2810443519,-1141.8067001144618,77.81237751070363,-59.11318189084218,0.8793452041050713
1500,265956.880699384,1885428.7779556846,-693.6182245585646,73.34155518914484,-69.91109388380731,0.9314830742542312
1600,372680.3386671974,2206048.2867396683,-2446.4026183609635,72.72392773217793,52.87255958794644,1.1309875445101434
1700,525517.3672005474,2307669.798801231,4671.84687552402,71.22352636359557,-0.584201650211412,1.0278449214680756
1800,326784.5945804835,2311217.924660176,-1422.4299187712775,71.2994928562833,14.839035761082197,1.1630627442959238
1900,513189.03112334287,2337528.5915978635,4737.72273522949,67.47990712932479,-5.191917935245745,1.188080524113636
2000,696817.3781501395,2586818.690074557,2105.659312566557,69.19291710296851,-4.478817300614322,1.27666300881099
2100,542583.1768547314,2515360.1534566474,3718.1784012885146,67.43237978458906,52.88805648552206,1.3360619672103307
2200,789159.8963703568,2645603.9219451486,6217.258070269221,69.38554397547321,90.57352536719088,1.3190705634235096
2300,766859.085970453,3020810.68315781,1031.4835601281097,63.184550080383964,-6.3665798424858195,1.3819180158316708
2400,736065.6706681331,2844083.124757216,8555.174467692856,64.9499583327042,43.83097840192725,1.444949873476577
2500,989802.6514358365,3350181.8420546334,9135.364141275226,60.790306894032135,-49.6587449607379,1.5520562485288716
2600,1019069.2357371747,3438121.209543249,9791.525366230082,64.26810777935565,-3.881417683447925,1.480822266201786
2700,1199624.4661865428,3569038.445715705,9809.963312562282,67.13508918884035,30.939737448516517,1.4973281903748163
2800,1214671.7963314494,3694005.7488379637,15216.800501280019,60.6218165595726,106.65551771427181,1.6914958114033345
2900,1375715.938130876,3936158.9455196336,19751.50939792961,60.43864058590169,92.95093093921078,1.6119172090908518
3000,1366229.2856258287,4121017.88999191,25137.0802792074,65.84573733390401,95.60879985938296,1.674769945359024
3100,1564243.6764423293,4005230.2473432473,32733.55902660896,68.93879522541673,26.738412743330045,1.8339783756806036
3200,1575493.5408617493,4354174.795605398,45812.49094349204,69.81856935390401,120.88874584272658,1.818895305884285
3300,1863955.2906708806,4249653.348341151,56853.9775161759,72.42864092843055,251.39048686869234,1.848283622440328
3400,1832334.7175133394,4579542.235846519,61450.535930657206,68.95615199167342,321.0373810060939,1.8916272247986647
3500,2099233.366627081,4786871.728306372,68929.41036674038,73.93641204161801,323.2036452764007,1.8591536386245857
3600,2214721.2955258633,4830513.892362301,75083.04259607819,80.73176558819019,347.2023181342989,1.9309568457689879
3700,2282423.162588552,5104849.892481512,87589.57346738758,83.71892674722568,514.2093156266264,1.9688426910386887
3800,2342358.4996205433,5252372.2273027245,91651.86767098388,92.46690456038674,599.0321618556679,2.0221899189278316
3900,2506287.333052974,5325207.793555216,91555.28929248646,95.29663438452899,693.8601661854367,2.2076962234628907
4000,2684151.9735202407,5344896.509958318,96613.52163839215,102.69244491597824,805.935747284466,2.229056796791269
4100,2785619.250408904,5645297.931755417,96839.04254383034,115.0588878907801,1073.6957516442365,2.36571113092823
4200,3149674.056236002,5813821.965404929,99063.07469045052,124.83830082567385,1174.7465100282545,2.3914580757611845
4300,3211297.150136244,5907691.146806338,98663.29767940642,134.84644174673727,1392.049546693972,2.579655362549701
4400,3337690.377479416,6150495.649154246,99264.13345764676,143.1294084075142,1504.5842065703373,2.590028071347086
4500,3473173.6763768904,6220355.085533233,93875.33318039958,155.88065759749742,1762.8967139772087,2.634930233081474
4600,3730214.9737641285,6432232.009150917,94307.70295223719,164.25246300532226,1967.8352017998634,2.779895166511648
4700,3998793.7575889817,6543883.827888967,97200.48025759723,181.5014877221222,2155.831725710561,2.9270091875480495
4800,4169946.897685038,6778896.764768218,93897.29104625783,195.01190387442364,2443.6512789195835,3.0669665491046807
4900,4454092.37964993,7084456.624024413,95642.0776037311,206.64423900365566,2781.395356376521,3.3081170092156413
5000,4663897.509965762,7108492.476860823,95867.67544435765,226.36172532114716,3125.504041783798,3.2971327280005105
