milliseconds,Tn,Ts,M1,M2,Th1,Th2
0,-106250.26756741287,1096058.6054098452,-929.3829529347065,102.95415583265343,30.133462105448498,-0.021959707869344734
100,-92395.04146392748,1091243.9745818945,-2111.4447180095785,101.64582541281912,-63.688192082401855,0.08898720620302789
200,126425.21453736491,1244295.84911695,150.69625316736617,95.16168383462791,-52.576981138938,0.10045540547132237
300,129439.75144489952,1279770.2649425217,-1733.2351067746167,90.53100874547793,5.025980835335804,0.29517011527509773
400,135974.06121840535,1153909.550422745,-1660.865364825112,89.11221184045567,43.043297143884274,0.30848460142188483
500,35101.321393758655,1401672.9585853715,3475.542426262714,91.43848324819889,-22.32439349855026,0.3534685146263773
600,220053.10824320713,1381895.2497665945,4023.2707826676283,89.57206407732382,-55.47094115707182,0.38363085425877597
700,98329.49352539468,1359857.7926668592,920.6791767648299,89.56706253697436,-42.69184360793018,0.5832197189930508
800,131899.09682108695,1350693.8996328586,-347.504839582811,87.77093319915734,50.19601850994163,0.6098536644368519
900,75604.54979046732,1471174.1553765081,1327.878037284113,87.00384376732724,-0.7984677241502427,0.5713727035044159
1000,193098.8659369936,1679783.7132211388,-2301.874582192963,82.93389941692314,-44.38104150372404,0.6363102240995548
1100,119275.94555219228,1485601.9239139874,2356.4429810527454,78.94092846348296,-2.769981874100538,0.756039236873512
1200,324921.85019030434,1814719.418523336,-1945.2175110484857,82.45932948294339,-8.759651723837909,0.7898493663163116
1300,216044.91540171282,1716747.999661296,855.7434426472375,79.18066947200168,31.807390478943198,0.9650485731975741
1400,355239.8587938574,1919262.512891179,3906.275059389703,76.10408007249713,22.681277085207416,0.8741256808041169
1500,377278.61322980735,1823856.109166581,4086.136431201102,77.30242189261764,-42.00177992777978,1.0184574733687735
1600,271943.07282923424,2247563.5896690893,141.80683664270464,69.83977162422566,24.188264339470972,0.9913529677811376
1700,517075.57277145266,2230217.6642552656,266.1152053706986,75.34927811078158,43.60879422180506,1.1243656739039571
1800,461408.6888053014,2174247.6684603854,5035.197697318787,72.80184767454308,57.108351820229274,1.176317435575496
1900,424076.0246438267,2336399.7935855244,1620.5488791126718,66.59728776259396,-4.364422830408105,1.2285674452535116
2000,669661.7418037864,2382070.5638956474,-1482.420975860056,66.87908163949372,-1.2490717434819842,1.236900423370271
2100,556881.8025024133,2719137.0562953157,2548.4956698784713,69.98892724013925,14.605593792058409,1.3130602586242905
2200,650008.5824548844,2632202.000567147,-339.50740596636206,63.72489395566754,-2.2269422128259517,1.4018574052720283
2300,643857.6841393319,2709973.531928547,5661.630802403521,66.76746916533277,-52.001417008061274,1.4761936960007744
2400,814224.9825788998,3009101.823870211,3680.1994300656033,68.31345077652902,3.1333626005168593,1.5302916442737915
2500,923837.338732452,3099119.420146721,2189.5333913949553,68.3424288699611,-37.2984465964132,1.4504733469274356
2600,899144.9643924996,3190192.2574367593,12040.203962558764,64.77233813844066,78.73275028785726,1.523471105429104
2700,1089760.83739362,3487896.010064036,15144.289935024126,60.607903455881576,112.6464444598366,1.5065094833359423
2800,1159208.327820179,3473580.2736366647,14023.909870384925,60.929404365198785,46.06861392844615,1.6800619838450692
2900,1204543.4847732757,3757820.3644921184,22019.20411365392,66.87689627201895,87.95471020684619,1.7411108673591484
3000,1436261.671179417,3931650.7189027993,24507.163486725425,63.772623425894686,61.52534887544007,1.7621628434382677
3100,1621154.483440654,4233088.399241762,32368.291465196864,64.80333708911992,78.1838346041387,1.8386015186913156
3200,1517540.5239101562,4206834.175062488,42061.86617341418,67.94922718391219,106.82998000254783,1.8015516347270337
3300,1807682.2653296385,4299907.173110116,54377.73835519974,72.84190641821891,184.36541295804855,1.834807081554957
3400,1937266.2714913448,4537187.764223469,59878.123286851434,69.23578182797452,242.9288440405438,1.912293651059897
3500,1946306.4032838552,4803449.343118477,70415.19056359216,73.87377878669498,236.10691092968585,1.957447094535842
3600,2098900.1922249277,5014527.878003863,75206.50205508745,80.78813881487591,448.0234750191044,1.9061591534922675
3700,2351242.339288039,4957582.219910835,87923.24362634173,81.4698386223315,563.1561239789445,2.0834812628534416
3800,2436029.5604208456,5340303.288385585,92146.90211390395,92.89662585981507,641.4113140936036,2.1197841627220138
3900,2534002.175554769,5433357.515380578,93950.8940075893,100.53563162648896,746.9233447021636,2.11106656427989
4000,2836482.440853452,5543433.187836945,97456.92597666082,107.69902067893196,898.5590523543547,2.1678638940798596
4100,2750404.8445680565,5822575.60497681,98229.44053274434,110.07596223489242,1046.9570287962538,2.2925124735376223
4200,2965763.107247531,5628120.932858568,92415.28224289775,124.13072884404404,1097.7568335862384,2.3374698045610565
4300,3082159.3845681422,5890395.299884046,98596.86065199018,129.2542848769434,1293.343651731539,2.4219949186002028
4400,3345751.4188467427,6148621.636670289,96685.21551895903,142.02890671425195,1501.6145964631808,2.5095192583341546
4500,3581285.589465707,6253968.191895719,97485.42806484753,156.1699559219996,1770.8570922562203,2.711352440925372
4600,3858592.7812269162,6628131.038620099,100179.4382734575,165.70399002548265,2000.9057441294804,2.825100955012844
4700,4043025.0955127114,6652990.325716852,93580.90330004331,177.56612205345564,2194.894434692103,3.023827328240585
4800,4243877.733742813,6840940.353323448,93890.19629103543,195.8916925871654,2538.7809307908346,3.037587499829551
4900,4382733.878028045,7069100.73061603,97379.0838378636,210.78529759789296,2806.9610939777967,3.300761200412699
5000,4641165.10528635,7307177.120396939,97256.31920445136,228.2825585499139,3060.845920250588,3.402571788857563
