milliseconds,MDM2cyt,MDM2nuc,p53_inact,p53_act
0,0.21,0.55,0.19,0.01
100,0.20796524521780524,0.5501076482240695,0.19092534478416956,0.010706044010935835
200,0.20614294680794087,0.5501372115836463,0.19166854275545933,0.011248781952145905
300,0.20451059030136856,0.5500978366477948,0.1922704658257963,0.011667461602847404
400,0.2030480494862993,0.5499976868180743,0.19276375124354808,0.011991766226048249
500,0.20173734296575058,0.5498440444571355,0.19317428424012767,0.012244209837185003
600,0.20056240798210268,0.5496434043082158,0.19352244861912335,0.012441886705346909
700,0.19950888062909544,0.5494015640379625,0.19382424457237335,0.012597867316912864
800,0.19856391616696167,0.5491236981225774,0.1940921645189611,0.012722181395735804
900,0.19771603609386643,0.5488144206456561,0.19433585772518344,0.012822484461898015
1000,0.1969549823870667,0.5484778451554081,0.19456271597490715,0.012904625087802362
1100,0.19627158392215957,0.5481176395039539,0.1947783614814708,0.012973084771385082
1200,0.19565764269068384,0.5477370725591799,0.19498701697142365,0.013031288566203246
1300,0.19510583126322315,0.5473390563092562,0.19519180755626087,0.01308184905688583
1400,0.19460959566080813,0.54692618575542,0.1953950155287725,0.013126763830965893
1500,0.19416308207397842,0.5465007690131298,0.19559824982458793,0.013167541507816525
1600,0.19376106032909737,0.5460648587662698,0.19580260837908187,0.01320532064355664
1700,0.19339884984878875,0.5456202826952818,0.19600881741667117,0.013240968772947441
1800,0.1930722624257934,0.5451686669966607,0.19621731887632174,0.013275141737004052
1900,0.19277755538064736,0.5447114556427158,0.1964283298197765,0.0133083234048324
2000,0.19251138516432528,0.5442499294645831,0.1966419003741091,0.013340865905007045
2100,0.19227076378364366,0.5437852240718772,0.19685796340071912,0.013373023724963035
2200,0.1920530277284538,0.543318342627919,0.19707635072305835,0.013404964612951377
2300,0.19185577509235224,0.5428501817115854,0.19729689858419316,0.013436840047296176
2400,0.19167686353444396,0.5423815321569737,0.19751938953646264,0.013468746562046961
2500,0.19151437631914833,0.5419130930208695,0.19774358244546464,0.013500746065455415
2600,0.1913666079692313,0.5414454774849594,0.19796920601308785,0.013532863047800353
2700,0.1912320325364948,0.5409792258969481,0.19819598805660635,0.01356510433254295
2800,0.19110928752018558,0.5405148123824883,0.1984236588271205,0.01359746283526429
2900,0.1909971521059053,0.5400526538040405,0.198651971399733,0.013629932250017497
3000,0.1908945323374714,0.5395931158480001,0.19888069424717303,0.013662502383693036
3100,0.1908004478070945,0.5391365184989236,0.1991096156067541,0.01369516287064545
3200,0.19071402457468625,0.5386831389397345,0.19933852920617134,0.01372789426471234
3300,0.19063447857543903,0.5382332183766371,0.1995672461025825,0.013760677203841318
3400,0.1905611119492422,0.5377869635395826,0.1997955853537421,0.013793487237482523
3500,0.19049330295049377,0.5373445508322174,0.2000233937684708,0.013826309145973164
3600,0.19043049038054102,0.5369061327225952,0.2002505142837977,0.013859116157257984
3700,0.19037217283850982,0.5364718380453435,0.2004768056946855,0.013891884040114218
3800,0.1903179169914062,0.5360417685884107,0.20070216890545667,0.01392460893067823
3900,0.19026730285424592,0.5356160216030376,0.20092646677078846,0.013957255606893742
4000,0.1902199699347621,0.5351946708026343,0.20114959633837584,0.013989805150879364
4100,0.19017561886758103,0.5347777656798004,0.20137149036249305,0.01402225641565911
4200,0.1901339300412301,0.5343653649894391,0.20159204456717436,0.014054580100998958
4300,0.19009465098720613,0.533957500769375,0.20181119058975525,0.01408676496511209
4400,0.19005756705675342,0.5335541903998932,0.20202887615189113,0.014118806007453386
4500,0.19002244913220487,0.5331554581160709,0.20224503958258175,0.014150690226199835
4600,0.18998912190545347,0.5327613068927624,0.20245963348355905,0.014182408382386399
4700,0.18995742583694467,0.5323717340935058,0.20267261755023497,0.014213953301440306
4800,0.18992720586394193,0.5319867361086149,0.20288395800220357,0.014245320689320613
4900,0.1898983361222128,0.5316062981662385,0.20309362023648705,0.014276501049416633
5000,0.18987069839680454,0.5312304031953565,0.2033015763351356,0.01430748805425021
