milliseconds,R,C,I,X,A
0,1.0000087307652095,-1.171417630617692e-05,1.0000086555820136,-1.1100956256316695e-07,1.231185091298511e-05
100,0.9999880024601631,2.160322165854711e-05,0.9999798246406558,2.3561607074105991e-07,-2.5559161052774866e-05
200,0.9999678106458025,7.839058834047113e-06,0.9999907496924261,5.053364844907425e-07,-2.6983200500328795e-05
300,0.9999586105411098,3.9617928429385466e-05,1.0000231019937338,4.223368871924239e-07,3.1951168775912604e-05
400,0.9999650454859096,2.9382161902488185e-05,0.9999689599484778,6.903889075698914e-07,1.5045362282034476e-05
500,0.9999612885928681,4.364811254416816e-05,1.0000109315921117,1.1380527607503567e-06,2.267601210221412e-05
600,0.9999377548049139,5.747402160182945e-05,1.0000037348055144,1.3419684471619705e-06,-3.7013618342748877e-06
700,0.9999250402065801,7.68456064635966e-05,0.9999939020898693,1.210720680302896e-06,1.3323966913313237e-05
800,0.9999196818325679,7.033309016808351e-05,0.9999873788335788,1.4523366803408472e-06,4.2569498132448916e-05
900,0.9999077855617933,9.652368715835239e-05,0.9999757875237659,1.740889994725097e-06,2.2328783056956375e-05
1000,0.9998960892429084,0.00010485136220199378,0.9999585851250613,1.7376849210117987e-06,5.2302217281160954e-05
1100,0.99988975191101,0.00011003516096669731,0.9999491998290754,2.1844790725030595e-06,4.876586385014962e-05
1200,0.9998766624484784,0.00010727719014125579,0.999948417401443,2.0510337561623385e-06,4.294269248150878e-05
1300,0.9998763928505457,0.00013474471408104295,0.9999092424975824,2.246354580561322e-06,6.126474782163966e-05
1400,0.9998584704368131,0.00012865947890558415,0.9998987582623509,2.7114739859706216e-06,6.844710306403173e-05
1500,0.9998626830336155,0.00015227630307654896,0.9999081162715312,2.5562185943513765e-06,0.00011285157424751027
1600,0.9998491942197338,0.00014406584393952254,0.9998982217970365,3.190572039887697e-06,0.00013282038653013504
1700,0.9998311778670609,0.00016719605622009194,0.9998560156166658,2.933976927740514e-06,0.00014213347340788187
1800,0.9998357544547215,0.00017800248532214724,0.999864388749582,3.1505990629723376e-06,0.00011094415909143938
1900,0.9998221600076315,0.00016950319844423467,0.9998381946240542,3.688484229644085e-06,0.00014339751943302198
2000,0.9998001380563104,0.00017846295114815275,0.9998273169686962,3.891354284919348e-06,0.00017189023336364903
2100,0.9997997325543158,0.00019319436539021528,0.9998282953977967,3.9324925295919265e-06,0.00018783750099631697
2200,0.9997960580962263,0.0002125162850395631,0.999774088736522,4.0900740426444825e-06,0.0002050577920386367
2300,0.9997860279189289,0.000216045481234188,0.9997783590462233,4.0495960837711824e-06,0.00018978455843898177
2400,0.9997826215794721,0.00021425837552736327,0.9997721679638617,4.559633521749616e-06,0.0002172473243247268
2500,0.999774231647877,0.00022703663498225722,0.9997202331163525,4.587380926694179e-06,0.0002311349496281998
2600,0.9997706878299714,0.00022413695041109444,0.9997050380959243,4.649751831252866e-06,0.00025433215432477357
2700,0.9997599778344386,0.00024988832811965095,0.9996938198483678,4.641184579028909e-06,0.0003187137075142905
2800,0.9997381436352856,0.0002617357794480523,0.9996630512714408,5.231708061283292e-06,0.00032363224812251355
2900,0.9997313183166637,0.00026019611618927253,0.9996376718530079,5.2683837581360386e-06,0.0003302281525983677
3000,0.9997282933969397,0.0002592906544065026,0.9996254835412132,5.478739653771382e-06,0.00039721208770587265
3100,0.9997268857552101,0.00027999308789731494,0.9995807718879605,5.564638744255188e-06,0.00039653809439627415
3200,0.9997139030419777,0.000287598134467334,0.9996045596573492,5.6491021457233775e-06,0.000396866231829784
3300,0.99969980761832,0.0002817235780431384,0.9995549850260185,5.8282413660825695e-06,0.00045632924152940645
3400,0.9996931051810705,0.00031377046188796066,0.9995424401821553,5.9683336731231185e-06,0.00044894259268572827
3500,0.9996974750492365,0.00029945522219421286,0.9994785633206974,6.3496690640040945e-06,0.000502511142833875
3600,0.9996783071756608,0.00031513090483996294,0.9995001358506481,6.238419794401113e-06,0.0005089595623138102
3700,0.9996664615172778,0.0003179344757197821,0.9994234217839495,6.315979432811022e-06,0.0005450002341179364
3800,0.9996723834635902,0.00032732569844692763,0.9994087028610589,6.496297770499786e-06,0.0006106934140842007
3900,0.9996670837759744,0.0003359043134530766,0.9994063412299168,6.918347373933475e-06,0.000634066050292377
4000,0.9996551558375215,0.0003574671285756239,0.9993357361868164,6.987354391178297e-06,0.0006225437440218613
4100,0.9996511104011447,0.000363183953825635,0.9993165133487961,7.164316739436331e-06,0.0006962195570547298
4200,0.9996501252143561,0.0003701511719250408,0.9993109524657557,7.298678385386108e-06,0.0007268777528891116
4300,0.999636859422484,0.00037770732609571046,0.9992673218551021,7.392115709825645e-06,0.0007418120398103307
4400,0.9996180984652198,0.00037775344089628887,0.9992383481752699,7.791855043518894e-06,0.0007960755700180777
4500,0.999611714340039,0.00038336925340523624,0.9992251568581916,7.600815090130943e-06,0.0007797449786753595
4600,0.999622842169959,0.00039424894529288686,0.9991509407266381,7.812360130631062e-06,0.000829506476669278
4700,0.9996104257345275,0.0004009236592699141,0.9991492154489805,8.052933300766521e-06,0.0008471977883432273
4800,0.9996088598513894,0.00040551574677184196,0.9991212398728542,8.115418576440593e-06,0.0008891712238960868
4900,0.9995900476643722,0.0004132235866728296,0.9990921178679621,8.145950625284873e-06,0.000976172482393472
5000,0.9995903340265678,0.00041996983138990345,0.9990278326651282,8.602206362258997e-06,0.0010132837702251918
