milliseconds,s27,s45,s47,s48,s50,s51,s52,s57,s58,s60,s61,s62,s63,s64,s65,s66,s116,s117,s118
0,1.723,0.0415,2.827,347.52,2.12,34.98,7635.36,199987.0,1.037,0.0089,10.98,0.106,500000.0,0.0,0.643,0.083,0.0,0.0,0.0
100,1.723,0.041476374708704036,2.8271394538140693,347.52004471392803,2.120760880294567,34.979506327911196,7635.359886371369,199987.0007160749,1.0373256994415199,0.008868509426431895,10.978904153548665,0.10599384346262267,499997.7764674693,2.223532530904449,0.6430829422018915,0.08300877690692858,0.0003305585759758171,2.043015274136945e-05,6.86113752002917e-06
200,1.723,0.04148116267571546,2.8271403249691227,347.520149303925,2.1210201796904866,34.97908784238705,7635.359920378651,199987.00103416436,1.0373125945526622,0.008866090465268857,10.978545897796906,0.10596406726863483,499995.552886102,4.447113898219644,0.6431594644411391,0.08301772099220674,0.0006611128975845727,4.086477701513587e-05,1.3723113004580415e-05
300,1.723,0.0414826337666351,2.8271407702746645,347.52020192219703,2.1211006671280748,34.978697786690084,7635.360029368794,199987.0011985504,1.0373010565442342,0.008864004162397054,10.978340657013218,0.10593892011457258,499993.32930126454,6.670698735689813,0.6432301120091664,0.08302669967423622,0.0009916634190732885,6.130089957204697e-05,2.0585868033356962e-05
400,1.723,0.041482899755702504,2.827140997166047,347.520227944513,2.12111622622047,34.97831898871073,7635.360171255229,199987.0013080562,1.0372897728890689,0.008862250874322164,10.978190974209229,0.10591767913755873,499991.10571534815,8.89428465208681,0.6432956538557394,0.08303561274728308,0.0013222103161059202,8.173742760103427e-05,2.744935065608128e-05
500,1.723,0.04148270815146802,2.8271411227745284,347.5202416280811,2.1211071137199133,34.97794535379317,7635.3603261495155,199987.00139759143,1.0372786172609174,0.008860771702779234,10.978062115262324,0.10589977352675135,499988.8821293409,11.117870659353065,0.6433567437056155,0.08304438703953619,0.0016527536596730196,0.00010217397447781292,3.4313515002616075e-05
600,1.723,0.04148235080901251,2.827141205226887,347.520250059814,2.1210890611345623,34.9775744704355,7635.360485002326,199987.0014807679,1.0372674860632098,0.008859526277721472,10.977940608016214,0.10588470032731086,499986.65854373615,13.341456264083895,0.6434139417190029,0.08305296960718096,0.0019832934856241877,0.00012261038885621334,4.1178320224710895e-05
700,1.723,0.041481952250828937,2.8271412739302213,347.5202568241858,2.121068780553221,34.9772052795118,7635.360643589149,199987.00156336316,1.0372563475907026,0.008858478184414376,10.977820730682922,0.10587202346789383,499984.4349588671,15.565041133142346,0.6434677347044419,0.08306132213551856,0.0023138298166190327,0.00014304660597630716,4.80437294693868e-05
800,1.723,0.041481543033185686,2.827141339270841,347.520263186412,2.1210479191997713,34.97683748025092,7635.360800722112,199987.0016467542,1.0372451943802132,0.00885759714569498,10.977701125245584,0.10586137319594,499982.2113749856,17.78862501466324,0.6435185357042308,0.08306942008301127,0.0026443626676421936,0.0001634826097422373,5.490970996710266e-05
900,1.723,0.04148111771532093,2.827141402276613,347.52026927095824,2.121026184073485,34.97647106176674,7635.360956597533,199987.00173063163,1.037234031638376,0.00885685786916159,10.977582096243456,0.10585244168687603,499979.9877923251,20.012207675105692,0.6435666904454371,0.0830772504212718,0.0029748920503753413,0.00018391840275188727,6.177623275263058e-05
1000,1.723,0.04148067741861795,2.827141463243329,347.5202751133892,2.1210036359712934,34.97610596008941,7635.361111401218,199987.00181499348,1.0372228632449845,0.008856239134324477,10.977463634043856,0.10584497233170975,499977.7642111432,22.2357888570391,0.6436124895820603,0.08308480813015888,0.003305417976412454,0.00020435398428271745,6.864327208586113e-05
1100,1.723,0.041480233242744316,2.82714152411759,347.5202809506682,2.1209808735304887,34.97574203221269,7635.361264994393,199987.00190030644,1.0372116885250373,0.008855723452735314,10.9773452589814,0.1058387530838447,499975.5406317205,24.459368279686725,0.643656175662827,0.08309209380558841,0.0036359404574566444,0.00022478934851734102,7.551080516397286e-05
1200,1.723,0.041479786116724336,2.827141584756463,347.52028676499197,2.120957947169635,34.97537921793644,7635.361417564245,199987.00198656163,1.037200510169724,0.008855294513209015,10.977226961735353,0.10583358629760765,499973.3170543305,26.68294566972545,0.6436979754947358,0.08309911007947317,0.003966459504235325,0.00024522449491616837,8.237881013477811e-05
1300,1.723,0.04147933993965822,2.827141646134357,347.520292674759,2.120935067350914,34.975017435234314,7635.361569110196,199987.00207389146,1.0371893289421104,0.008854938449909783,10.977108590870765,0.1058293033528208,499971.09347925615,28.906520744048542,0.6437380844282552,0.08310586242426621,0.004296975127188247,0.00026565942144595844,8.924726714384849e-05
1400,1.723,0.041478894397442956,2.8271417081905157,347.5202986722268,2.1209122174140305,34.974656639467554,7635.361719756291,199987.00216223428,1.0371781469015877,0.008854644679457228,10.976990183974937,0.10582577591993848,499968.86990678386,31.13009321627842,0.6437766540818267,0.0831123601008604,0.004627487335686071,0.0002860941283094187,9.611615914384684e-05
1500,1.723,0.041478450330412996,2.8271417710849085,347.52030477655666,2.1208894429324285,34.974296776116674,7635.361869599173,199987.002251582,1.0371669657640172,0.008854401807185523,10.976871726615917,0.10582286573194563,499966.64633719885,33.3536628013025,0.6438138468429102,0.08311861120524351,0.004957996139343487,0.0003065286150983327,0.00010298546842080398
