miliseconds,CD95,FADD,p55free,Bid,PrNES_mCherry,PrER_mGFP,DISC,DISCp55,p30,p43,p18,p18inactive,tBid,PrNES,mCherry,PrER,mGFP,CD95L
0,12.0,90.00875690777167,126.99933610975897,224.00000018163075,1908.999999824406,3316.0000000467007,-0.008000133026465102,-0.0002808101914475177,9.237392273814934e-06,1.4499351553404507e-06,2.1126760315844525e-08,6.086695304863795e-10,1.3838848735045803e-07,-2.0428948674447703e-07,-5.404171093062671e-06,-1.2940448119601302e-07,-1.4417429418375404e-08,16.6
100,12.0,89.97286206445506,126.99955821540667,223.99999990367917,1909.0000053721044,3315.9999998933986,0.009128887348117731,0.0006783733952202369,-3.870525866670715e-06,-1.6635495977913129e-06,1.8811488159381305e-08,3.417284474546959e-10,-1.0755928055589888e-07,5.921353020363443e-06,-4.495710149129313e-06,-6.285476258387413e-08,-5.3056300647589555e-08,16.6
200,12.0,89.95401542532346,127.00090260993814,223.9999999881655,1909.0000023828009,3315.9999998820663,0.03323690123513398,0.0014201989211891284,1.0740162076160319e-05,9.256190089483862e-07,2.2010888841431944e-08,1.1345321446434727e-09,-1.3567231636735605e-07,4.333348602519852e-06,-5.309452597070702e-06,1.3013927695449445e-07,2.0828610217483292e-08,16.6
300,12.0,89.93739772767891,126.9978624969307,223.99999979818207,1908.9999997910677,3315.99999991225,0.06459257043877147,-0.0002602604414947571,-5.3646955977381076e-06,-3.511655963267422e-07,-2.3997063496894035e-09,-1.4934635047115604e-09,-4.0775388646837575e-08,-2.0688223094851474e-06,-1.229265388605769e-06,1.022589116643168e-07,1.1039432690553789e-07,16.6
400,12.0,89.92985094650848,126.9988122019443,224.00000005717013,1908.9999964911206,3316.0000000114337,0.0879101349978033,0.0010660130268952419,1.590947930545031e-05,2.622505465478759e-07,-9.730778470449767e-09,1.0408383323663552e-09,-1.8271306511053028e-07,-1.1448732401097117e-06,-4.944176914704634e-06,-1.3234577561922965e-07,1.1449971782038494e-07,16.6
500,12.0,89.89540771567879,126.99856293819133,223.99999988544488,1908.9999990991464,3316.000000089652,0.09186712667316985,-0.00038057182269959477,8.00834676210914e-06,-1.7448230897702022e-06,7.038581909579929e-09,-1.4342246357444197e-10,-2.48385862049335e-07,4.988878803581216e-06,-2.0355435322993895e-06,6.157824878118972e-08,-8.9608352840652e-08,16.6
600,12.0,89.86764070808027,126.998927646929,223.99999992563144,1908.9999935555063,3315.9999999059205,0.13675422694808995,0.0013882903842991063,-6.308428315438365e-06,1.6813432131060556e-06,5.765016335830238e-09,-6.204357023084503e-11,-1.6631950412552194e-07,3.554914437574112e-06,-8.581064547789842e-07,1.3511122181616758e-07,-1.0928980234806724e-07,16.6
700,12.0,89.8467774801632,126.99916407165387,224.0000001490659,1909.0000003885696,3315.9999998820513,0.13413670422715923,0.003850294928784698,-6.14545281773458e-06,4.1013865194450153e-07,-1.9395744308227264e-08,-1.6256728530168802e-09,-1.1708911368309701e-07,4.160003671244123e-06,-1.669453973003923e-06,1.226752520332439e-07,5.504759424386572e-08,16.6
800,12.0,89.8219046344147,126.99641543503726,223.99999997527357,1909.000005631977,3315.9999999735733,0.15472136641704898,0.0047517621324291845,1.2432199502501412e-05,1.0921164283757582e-06,-1.5849602551529455e-08,8.265146570706818e-10,1.99783398526284e-07,-2.043965562318694e-06,3.877927479097544e-06,-6.876534464530129e-08,5.1635226882599124e-09,16.6
900,12.0,89.80016710320727,126.99521697089837,223.99999993946042,1908.9999997133507,3316.0000000437158,0.19516458427233707,0.0032980091561498723,5.938590473439849e-06,2.3135650850491466e-07,-1.6573264415653206e-08,1.3340659813365649e-09,2.2871677810762995e-07,-2.8095821574393294e-06,-3.7225127581744776e-06,8.839038364749059e-08,-7.81932825452465e-08,16.6
1000,12.0,89.79681925851474,126.99586914073254,224.0000000288551,1909.0000018779897,3315.999999926,0.2159739410628537,0.003886312693698368,1.6120038107833717e-05,8.552814737599622e-07,3.813422378637601e-09,6.53861198684672e-10,1.332272070532736e-07,5.887793108065062e-06,-4.823738178257944e-06,-2.3459652386014124e-08,-1.1401695544083314e-07,16.6
1100,12.0,89.7802306218765,126.99459336070606,223.99999977980372,1908.999997438325,3315.9999999239117,0.232409793661647,0.005471592536723628,4.471131278919894e-06,-1.875074922747476e-07,2.4436178135485104e-09,1.1462067077328596e-09,6.158910301950334e-08,-5.03677517258972e-06,-2.2665453108136434e-06,1.347149189944894e-07,-1.0120585778449747e-08,16.6
1200,12.0,89.74609889223863,126.99157922297952,224.00000012440265,1908.9999958539408,3315.9999998953363,0.25267390485238744,0.005311901779297622,3.32710404438771e-05,3.272217302859644e-06,-3.4044858312938146e-09,-6.581772272253998e-10,-3.391668506647137e-08,6.3888755724099265e-06,-4.678017985097505e-06,2.0670380109631442e-08,9.548783353890116e-08,16.6
1300,12.0,89.71648730980606,126.99048042358469,223.99999972814027,1908.999993053784,3315.999999995428,0.26346800768026735,0.00786956199149695,3.299148074815363e-05,3.504882638869646e-06,-1.655370276621642e-08,9.943586562409868e-10,3.9927036320929424e-08,3.1030348934066373e-06,2.7602269446808957e-06,1.1170432148144075e-07,4.57493597170471e-08,16.6
1400,12.0,89.69641604106394,126.99119480178416,224.0000000306062,1909.0000026423313,3315.9999999284837,0.28382457992005206,0.009022299000102452,1.1321567195461702e-05,1.6052060899044995e-06,1.7737890031491045e-08,-1.0140775899064888e-09,1.8902834668555686e-07,6.849607191361789e-07,6.519369838779054e-06,5.714222055180959e-08,1.3847182115557032e-07,16.6
1500,12.0,89.6752920853412,126.98745046925865,223.99999985925413,1909.000000031431,3316.000000017896,0.3038442701055677,0.011302095815327335,3.931338916175153e-05,2.0008514368233696e-06,3.523529522789195e-08,-5.56730987153678e-10,2.0006736494033774e-07,9.111164620299725e-06,3.4440124055313196e-06,7.38587869000895e-08,1.5510357290055526e-08,16.6
