milliseconds,IR,IRins,IRp,IRiP,IRi,IRS,IRSiP,X,Xp
0,8.8944867216525,0.6050891579600023,0.04175830395408066,0.4406365680650231,4.5671017733684986e-06,9.451856561087624,0.5522038012452373,9.996326097506786,0.003746787465465521
100,2.0127531013617666,7.403724281744386,0.21577126609076724,0.45101065338965585,4.898564409274223e-06,7.459026459946231,2.499558830320877,9.99635276970095,0.003623591771332851
200,0.4878010595882973,8.473484593616291,0.40418550380410534,0.5664356773591026,7.129707834050659e-06,6.213798224657557,3.761468874104107,9.996084968585592,0.0038614164866196065
300,0.267426950158095,8.482500609454911,0.4904729008745878,0.7695802802587083,9.655179522123883e-06,5.774949441541097,4.210544423789461,9.995713469496389,0.004250330425496815
400,0.19504079592005621,8.316465851076932,0.517289660729212,0.9512127201164557,1.3612144291273682e-05,5.695225708360504,4.321442714288727,9.995342590520028,0.004591601062780595
500,0.20958967195008124,8.151230898010208,0.5221347236076108,1.1464161154941603,1.8062870074523938e-05,5.731807656738602,4.299757353229365,9.995072245453967,0.004858686650431723
600,0.21070926827430106,7.9750391273809695,0.5188957893895385,1.3493059821404148,2.1396245746662684e-05,5.756046356707753,4.205990460811611,9.99496802693867,0.005082664332893491
700,0.19348133334870232,7.831779635509967,0.5146163757198499,1.4702672492129365,2.6078286087471607e-05,5.844484430992616,4.142617886337695,9.994630819998548,0.005411782998368903
800,0.23087635254974515,7.642422424347941,0.5056657963465852,1.629107388987101,2.9802239005834296e-05,5.955451950868012,4.079612826303733,9.994264012284553,0.005616262372271739
900,0.1693699561193117,7.548034896010926,0.49622821154638824,1.7627963210758977,3.36145401393589e-05,6.044736866208838,3.9754261117976166,9.993915580399637,0.006111297079170734
1000,0.27389351581929855,7.445315651922824,0.48714873104124856,1.8746743764987932,3.7200003926454434e-05,6.10442544311942,3.9135389431102734,9.993794544127278,0.006132410072934854
1100,0.2098387081702438,7.358218712582105,0.47642692437799955,1.941446224240263,3.937211720613531e-05,6.181904078034307,3.827676776604539,9.993489995326392,0.0064293627634668
1200,0.25575203119923057,7.307321496229779,0.4769467760376305,2.008590587058417,4.2172020782639954e-05,6.209288545100357,3.7823995809137654,9.993136836954282,0.006761940335383555
1300,0.2843144481864392,7.2694411204947444,0.4699004151173109,2.0700623280942145,4.569249016757244e-05,6.265212256592192,3.7427107804655053,9.993027475478018,0.007065340595167587
1400,0.28361765765769476,7.196353688208442,0.46194568935086494,2.101166194150306,4.862207227389088e-05,6.331293544133221,3.682272330147869,9.992922878503553,0.007306924678859509
1500,0.2967436086375055,7.182618886550805,0.46044987175246666,2.1727536390205886,5.059854217723679e-05,6.3504850546456675,3.614391227519753,9.992663093051823,0.0074900813011839155
1600,0.20437332639024253,7.1568388465720405,0.4623603160686234,2.1673133248868597,5.1072362418098375e-05,6.399804151930997,3.5913126811390734,9.992322784910964,0.007645368118669274
1700,0.2038296936657895,7.1088845269834975,0.45449769619255664,2.2127799586242087,5.452855749613944e-05,6.431215850286047,3.5802627145948125,9.992251223682986,0.007792225084049695
1800,0.2606838084148673,7.099788444857843,0.45617679546998163,2.193530960281616,5.6039203532808524e-05,6.449772634889069,3.5099603027032065,9.99196342949859,0.00791830375928915
1900,0.27999691253782644,7.1016562797862175,0.4549002910243103,2.206261333391954,5.650092984426232e-05,6.5262970137305185,3.504398615500692,9.991743901751812,0.00832704126896323
2000,0.22391814238820756,7.098812435099408,0.4566745763899242,2.213224867094252,5.816691493952836e-05,6.540204355709146,3.4951828246153704,9.991633675159738,0.008307025085418822
