miliseconds,IR,IRins,IRp,IRiP,IRi,IRS,IRSiP,X,Xp
0,8.962298336325011,0.6287075363994854,0.03941699559022788,0.4025222657855582,4.4588242899204105e-06,9.448712171352053,0.5426724060330311,9.996417287882684,0.003689925113995755
100,1.9975754121347105,7.320613895334122,0.22154270824505667,0.44918668805145745,6.2854009416151135e-06,7.4579241821577815,2.513330738668762,9.996253227252831,0.003829301318092061
200,0.5062148288238757,8.487723198716793,0.39847506212436107,0.5648911814325396,7.403096293204432e-06,6.201287483113198,3.7720368406927536,9.995999632131229,0.003994279774975544
300,0.16605467319329933,8.488843510284514,0.48776662764109463,0.7749842814108165,9.375332490303718e-06,5.767469015466282,4.233612096439635,9.99584032792627,0.004293304008650773
400,0.1536351394415118,8.289381716062731,0.5173384073898263,0.9548720602310242,1.3921432861764154e-05,5.6702245024212905,4.330057042323087,9.995543264556899,0.004483854320633915
500,0.21434557237775947,8.105972551073933,0.520917867382595,1.1738420414990591,1.8023468881362766e-05,5.7092165912928055,4.302834007032843,9.995236734233137,0.004822700892939098
600,0.20644915004706396,7.974562560264803,0.5177414417428952,1.3183501793330323,2.1252644389630146e-05,5.782499446394701,4.191933547937142,9.994829863608764,0.005245849975389902
700,0.16106017458159522,7.771933664739074,0.5102367079556532,1.4881741841900011,2.5018242967777862e-05,5.8823807279298475,4.111197435321321,9.994544561912127,0.005494997344789736
800,0.14223360279851813,7.6609557046239845,0.5013083318396276,1.617541430386566,2.968981210242982e-05,5.959488484947127,4.062174247581043,9.994383276993718,0.005686209202650841
900,0.22147576157348123,7.552673063196782,0.4973816175613759,1.7581731832128704,3.2698262245444616e-05,6.041861449604628,3.9840284312959953,9.994033867135988,0.006045593570892239
1000,0.19761645475491216,7.462442005795449,0.48645890222883226,1.855414837711894,3.6954688928851296e-05,6.081417772352097,3.877510306855609,9.993680698077489,0.006256373513830248
1100,0.22119792104968178,7.395977418897439,0.47695514656227056,1.9214330346869528,3.865305067416436e-05,6.191033620590985,3.85337010676785,9.993453814714755,0.006387281713736659
1200,0.26530656339556014,7.323058361654794,0.4724052346142792,2.0041330453841546,4.15475777698203e-05,6.231543807786965,3.762899919492987,9.993270290017188,0.006789332333466475
