miliseconds,IR,IRins,IRp,IRiP,IRi,IRS,IRSiP,X,Xp
0,8.946301050139878,0.5980094451771328,0.03483985376409232,0.4192640657666647,5.56811585658818e-06,9.462623730812169,0.5515061403693539,9.996423369157121,0.0036517417069568047
100,1.9664943097748881,7.3942862292650755,0.2204657579846999,0.473267086048666,5.130093309329301e-06,7.465555720406021,2.5285343305190695,9.996332023233897,0.0037026996032630583
200,0.4575690304486562,8.48148778993925,0.3972578943373336,0.6036690631733,6.607757823470008e-06,6.2236372319476425,3.7797211001038744,9.996067658564783,0.003984668737494454
300,0.21849195040615793,8.525981740470057,0.4911416820989551,0.7561014573261494,9.86572080589552e-06,5.812129240356491,4.217645196888344,9.995840423772078,0.004262712050632007
400,0.1811509284460923,8.284749552668398,0.5180214290392553,0.9478394826628312,1.3569410441498302e-05,5.676757508001835,4.330009687409057,9.9953457710238,0.004533421955931871
500,0.21921961920156313,8.164407782502984,0.5246083806885817,1.1684062073394905,1.773249891586893e-05,5.732020779356703,4.300968361162093,9.995087351618993,0.004925874228015837
600,0.17593204847319877,7.919046626771987,0.5161289118071588,1.3277533329823568,2.077293629469817e-05,5.794857864123543,4.222542538235388,9.994830435475448,0.005234878823872194
700,0.21501536503427762,7.775276274431689,0.511381244963013,1.473507586971102,2.5836716262984973e-05,5.86473227982094,4.120074535716655,9.994638484262985,0.005326314365520131
800,0.21045881838989022,7.711050486163765,0.5040093085241865,1.6316446137487945,2.9045287503496942e-05,5.964343167925029,4.036323916455513,9.994141267777822,0.005672380183362549
900,0.17888724995417912,7.510625832734997,0.49163158737950097,1.7598023662897067,3.2035866839247505e-05,6.005874522001931,3.994349453982537,9.994081864711807,0.005860970405170581
1000,0.26255488086003786,7.437875681630041,0.48925856410982294,1.8542569871986305,3.669469659487981e-05,6.106535580339983,3.898601296452764,9.993740613184467,0.006186663128138414
1100,0.17599691639485993,7.3747405143431735,0.47739106562293077,1.9555680984106467,3.960022975930332e-05,6.143123700820139,3.8459424083059868,9.993459381635788,0.006635289566379405
1200,0.24473326308907747,7.281306449822976,0.47242238597782554,2.013321732299277,4.2151017474634936e-05,6.227519554484554,3.766645993101934,9.993272775523689,0.006627837605971844
1300,0.27626574720760333,7.2457904422737665,0.47014325064888174,2.091754114874897,4.538687949683114e-05,6.301220669480353,3.7439837607864064,9.992969128207488,0.006887326125868707
1400,0.22821599596029335,7.193942051240947,0.46369064230183454,2.1212899962943426,4.703284097402498e-05,6.3527963575114486,3.670364159902449,9.992740059823564,0.0071480578188573675
1500,0.2640194490152187,7.1037120834364185,0.4647734568819896,2.136346711186222,4.9840073614594506e-05,6.357495995091699,3.619381420156512,9.992540137225806,0.007328266100338297
1600,0.2436370602689295,7.122886986636452,0.4608768964160737,2.171225321392746,5.27667019478127e-05,6.390482686769348,3.595843672381935,9.992461973975226,0.007601608115677883
1700,0.21320370370307895,7.041207223938179,0.4561142225765414,2.19914889538524,5.345950837617844e-05,6.446942678657722,3.536196551957996,9.992262532161705,0.0077207578959360935
1800,0.2655552381472714,7.103699933557456,0.4590830863259976,2.2224511003849488,5.583210435749276e-05,6.476384364862865,3.5313568242384705,9.992014596167726,0.007941786555974583
