miliseconds,species_1,species_2,species_3,species_4
0,0.10263040132011508,0.09954822205862042,0.10610584622361485,0.0996334178557551
100,0.1132053540555736,0.11234388936108901,0.17899165366421016,0.08969034154339493
200,0.1255668059046454,0.12144922805063482,0.25346704761824956,0.08220642570253901
300,0.1388908893403136,0.1313662604694815,0.3401284711765386,0.07388613744142102
400,0.16201591883705876,0.13367896570018048,0.38832245820593436,0.06800890118790971
500,0.17406287038889864,0.13706570826612444,0.465060825756557,0.0599874697742727
600,0.19973338281673061,0.13744845678833928,0.5090567415400625,0.054019925672758845
700,0.21143417052331734,0.13473478333767563,0.5545182673404492,0.04939558293948334
800,0.22522462185924164,0.1357517387542202,0.5939861319150219,0.044452720526565855
900,0.25126965311405836,0.1330255964187633,0.6290528623642552,0.04132896934967856
1000,0.26032652354660113,0.12944665611685055,0.6626760567296545,0.03609071681358608
1100,0.28322000241604345,0.1250104550454475,0.7000526184319693,0.033432589212805834
1200,0.29117966593770767,0.1198710797271774,0.728372176805816,0.03091663909954489
1300,0.3166642468903472,0.11674020561404705,0.7501777812747445,0.02768114401737839
1400,0.3264627598443469,0.11249252363914435,0.7851707839540231,0.023903988718799344
1500,0.34557229463460715,0.10649275239235226,0.7930630343671461,0.02190724123188103
1600,0.3644924103035011,0.1012525299506092,0.8239753912140285,0.021373829433964677
1700,0.3693036617444812,0.09646127161301321,0.8331468247199647,0.01815865110000644
1800,0.3873030554190068,0.09283851166405285,0.8549762241846738,0.017057131380008028
1900,0.3939844769804467,0.08679276483461622,0.8764122523969935,0.01666779240154729
2000,0.40753188853078093,0.08057686071248238,0.8826410216813643,0.014610425667394934
2100,0.42417630802238904,0.07650431577068494,0.8842078745950568,0.013262772474926207
2200,0.4253634332319161,0.07469727972042572,0.9047333294297345,0.011890123012462964
2300,0.4368822410459632,0.06812669770881823,0.9109520936761603,0.011848893134810353
2400,0.4459171889646188,0.06650541195646567,0.9135859111256507,0.011605618178868418
2500,0.45404241120799466,0.06257210956538409,0.9190430719692897,0.010637559406066543
2600,0.4638437092743573,0.05635429623852696,0.9218400308228328,0.00975032618248032
2700,0.47560343606735067,0.05414459281486283,0.9423039331910099,0.009466331068994954
2800,0.4847898054609677,0.053189183626533396,0.9461879918967929,0.009715459534315154
2900,0.4933622795517881,0.04816918818016829,0.9441599007910322,0.009523153997616055
3000,0.49584773446375263,0.04535139819886391,0.961834098728821,0.01027162059145187
3100,0.4965140531902837,0.044860239721688636,0.9614204263467419,0.010018477851885263
3200,0.4999425029737834,0.043608787682364564,0.9718890090957487,0.009449425981496277
3300,0.5070420974132667,0.04183328158686668,0.9726055463846588,0.010199427430049446
3400,0.5197242702333555,0.03797898008770339,0.961057686113301,0.009760419471126582
3500,0.5164608642021034,0.03886475112813507,0.9698380766020616,0.009945911527763954
3600,0.5247547164899786,0.037129103361645856,0.9661994283450006,0.010567019533649233
3700,0.5342805993314791,0.03831098450230052,0.9832554410025514,0.01081253477921667
3800,0.5303549269466098,0.034622425391599064,0.9752176964990205,0.01168542977674786
3900,0.5417117259769748,0.0373163227335748,0.98321334113111,0.011709475498779208
4000,0.5457358402352914,0.03711759946339842,0.9805730556315386,0.01228865583773337
4100,0.5404183936005427,0.03411442051838858,0.9804045945928355,0.014409000404409242
4200,0.5540068905964778,0.034382095429403674,0.9846102600884217,0.0135818349537249
4300,0.5495595145948186,0.034950746071132285,0.9912301584833615,0.014099939783130745
4400,0.5553904540333061,0.03454133513557319,0.9804082406015646,0.015106555891182864
4500,0.5545121772648044,0.037787573709238326,0.9968431320182775,0.015324745258308181
4600,0.5684462331058199,0.03487722487961692,0.987837815341791,0.01638128106703751
4700,0.5659049385513116,0.03754836505532828,0.9870633020567698,0.016550051232088313
4800,0.5626421587842058,0.03920568869245492,0.9952702090724332,0.017799263217646605
4900,0.5727756548345462,0.040317839742720234,0.9834736128239661,0.019068775486328578
5000,0.5673241739830427,0.03761599374886763,1.0034575396745506,0.018655649911651688
