milliseconds,Mrbc
0,3.0567496137598127
100,-1.2572595722966267
200,2.3735025656175237
300,4.653627840850421
400,2.032215916086829
500,2.5599277636705104
600,8.158534120028133
700,9.992331971477888
800,5.4676343714220526
900,8.164369526978096
1000,14.585467467641607
1100,12.966785222245438
1200,19.115692798808542
1300,20.98230345181847
1400,20.17717869566577
1500,24.912966521896294
1600,29.329411741416617
1700,26.206924513972552
1800,31.571027752176224
1900,36.967399756338395
2000,34.06705772091524
2100,40.9699289602153
2200,40.501547315176175
2300,42.22156246834135
2400,48.7164117736183
2500,46.431758658421764
2600,50.89754010569191
2700,55.65698021656544
2800,57.188560537507364
2900,56.8254627450393
3000,58.75729229032157
3100,63.00995547711901
3200,67.93992023991723
3300,68.17046667145897
3400,73.11885908787224
3500,73.64654320668076
3600,75.97507848637851
3700,77.7782484008614
3800,78.60984031552128
3900,84.09615755377456
4000,86.3565313564324
4100,87.43838215284332
4200,85.86257700538204
4300,88.81197262496721
4400,91.83820867408963
4500,90.77735266946908
4600,95.77411589405192
4700,93.95774555445115
4800,94.06247526491018
4900,96.69309282710948
5000,100.57993778955941
