milliseconds,Mrbc
0,-0.861301512970941
100,2.8273641586661786
200,0.9012733792795777
300,-0.7594336314562633
400,-0.6161120858966362
500,5.3934180888267615
600,1.9251153957372567
700,7.760573547496139
800,5.309517873690444
900,10.344683224577983
1000,9.752283228686586
1100,13.867679587667425
1200,17.47796391105493
1300,21.78078851672884
1400,24.432182320471767
1500,24.33414696947326
1600,29.0375502579237
1700,27.14995371956513
1800,33.97854984911868
1900,35.102832705595695
2000,36.13311403355198
2100,37.26233430418999
2200,39.041466845945955
2300,46.499089989864856
2400,43.75545400831257
2500,52.32606871647591
2600,48.93450643148284
2700,54.693198148709634
2800,59.87120944256422
2900,59.78439374931606
3000,63.46163456269166
3100,64.21757036709911
3200,68.76484105828474
3300,68.97818303948996
3400,71.37321860940149
3500,71.26290844532122
3600,74.44638305720711
3700,79.67480128766476
3800,75.96662708228165
3900,83.24287875810184
4000,83.63168212785625
4100,81.82288090703031
4200,84.15067831391383
4300,91.60878237606886
4400,93.44601946240232
4500,95.16598767340905
4600,96.65912096011158
4700,94.3668978722206
4800,98.38453034662493
4900,101.85337465158702
5000,100.15569521456534
