milliseconds,Mrbc
0,1.689358072557537
100,1.1576485735200548
200,3.548841856875521
300,2.8156949535310947
400,3.3643183465393487
500,6.8570372589979565
600,4.324580974865589
700,3.9875090201623125
800,11.393986071590625
900,8.160780927029588
1000,15.762797498296068
1100,16.165251334831762
1200,14.532840304939203
1300,21.448536068260648
1400,22.382904741009717
1500,22.285196710603454
1600,29.31650103071194
1700,28.810557059975235
1800,33.44369294403411
1900,36.45952989589605
2000,36.43814186052512
2100,39.149486828603315
2200,40.03649744144905
2300,46.6252853246747
2400,47.91275530456918
2500,47.56236387982813
2600,53.7384314028634
2700,51.742086997602215
2800,54.65955364467965
2900,55.904709580468676
3000,61.15417821856103
3100,64.16636903457866
3200,66.03162510227146
3300,66.96937956665543
3400,72.82917670855979
3500,73.38734160816149
3600,77.33610069422954
3700,77.58960964690276
3800,82.10156615118626
3900,78.00870768854689
4000,84.81168314658163
4100,82.12198631062586
4200,87.4432169499029
4300,85.92208439617488
4400,90.87726292315237
4500,95.39154693445899
4600,92.51000320696379
4700,97.20264548111953
4800,97.14120142631101
4900,101.65402547185074
5000,98.48862200269723
