milliseconds,Mrbc
0,-2.0490601136670223
100,-2.06016940640795
200,-0.1731112809081914
300,1.8957886622793358
400,3.8994960523885016
500,2.8933521927168186
600,2.1212973741174665
700,5.504646312916327
800,9.336089221855334
900,10.133031172851465
1000,15.255096246955194
1100,16.081138903364543
1200,17.96115631323196
1300,18.826852144520544
1400,22.666355380003164
1500,25.66880269260804
1600,25.338734243400904
1700,29.58892122248638
1800,33.293916197946366
1900,36.93937219737776
2000,33.95112067792905
2100,42.060575494083274
2200,44.19548609423043
2300,43.62595163624343
2400,43.94362186883078
2500,47.40465648874641
2600,48.75054570553071
2700,53.01399556896453
2800,53.31870613149329
2900,60.113339280153596
3000,59.32801710305384
3100,62.15994387780466
3200,65.51988250354441
3300,67.24817703972312
3400,70.9807923919812
3500,74.67286194975347
3600,76.43976744914345
3700,78.83186674951031
3800,79.84521084095039
3900,79.24532073273633
4000,83.72663261326001
4100,86.61827370976299
4200,90.03591773251088
4300,92.0186161878268
4400,90.85865821243188
4500,95.54816243561723
4600,96.45237877212348
4700,95.19414220261024
4800,98.85212910150298
4900,96.01330283381678
5000,98.6825653865157
