miliseconds,Infected,Recovered,Susceptible
0,1.2733563179614142e-07,-1.8094977481876873e-09,1.0000000061098813
100,1.3143053347595838e-07,-4.2338295925669115e-10,0.9999999885450028
200,1.3482255875586782e-07,2.0199226538160354e-09,0.999999992393695
300,1.3335633275028877e-07,6.991957306209196e-09,0.9999999802115717
400,1.401539687847665e-07,8.280372291059336e-09,0.9999999771940976
500,1.4063585928872853e-07,1.037796555123906e-08,0.9999999768546767
600,1.47515143488556e-07,1.2643318877908362e-08,0.9999999676396237
700,1.5216079779730284e-07,1.3341271346678109e-08,0.9999999674599799
800,1.5471183123645267e-07,1.677140301915132e-08,0.999999959625252
900,1.5559091013589672e-07,2.0158145146742288e-08,0.9999999512782581
1000,1.562808825512022e-07,2.1397505494948577e-08,0.9999999407439286
1100,1.6825822685424847e-07,2.1555377537973698e-08,0.999999936247381
1200,1.6893207273110467e-07,2.2536945047247045e-08,0.999999938181022
1300,1.738900132073479e-07,2.898985190043253e-08,0.9999999292796165
1400,1.72159740455314e-07,3.167442719965757e-08,0.9999999245954987
1500,1.8408639392092135e-07,3.124210237035024e-08,0.9999999123600891
1600,1.8275284319061487e-07,3.694073898545324e-08,0.9999999045218801
1700,1.8551121948363432e-07,3.758612254475016e-08,0.9999999013869147
1800,1.9181543133682866e-07,3.806999637349377e-08,0.9999998880974734
1900,1.951955309308451e-07,4.1340161458469136e-08,0.999999879041114
2000,1.9964067404302251e-07,4.7683638203311236e-08,0.9999998818795869
2100,2.0434291525887437e-07,4.7268172408032995e-08,0.9999998690147232
2200,2.105927162289536e-07,5.170388619201794e-08,0.9999998622656084
2300,2.1825889241258202e-07,5.5843020442889175e-08,0.9999998590168541
2400,2.2623857636173663e-07,5.6362920557891244e-08,0.9999998432452294
2500,2.3326108928134156e-07,6.264161015767062e-08,0.9999998349512585
2600,2.3067828755830144e-07,6.306321518116526e-08,0.9999998284580777
2700,2.3726710922086196e-07,6.76041489880053e-08,0.9999998198350127
2800,2.444465697040176e-07,7.144305287285274e-08,0.9999998147257226
2900,2.5381674953879304e-07,7.542271546015594e-08,0.9999997982436859
3000,2.614724864809434e-07,7.679750118299611e-08,0.9999997920101534
3100,2.6122375974116133e-07,8.250073900623867e-08,0.9999997772675228
3200,2.707810808257453e-07,8.32169640287403e-08,0.999999774588972
3300,2.7939208509071e-07,9.049153905662068e-08,0.9999997566664778
3400,2.8483374562330277e-07,9.282385502629454e-08,0.9999997497850803
3500,2.9157130899262647e-07,9.525470981181134e-08,0.9999997332380062
3600,3.0111981319409924e-07,1.0278941310782479e-07,0.999999730168436
3700,3.058129312602918e-07,1.0380444352196162e-07,0.9999997145537524
3800,3.094615675551075e-07,1.1028082171635774e-07,0.9999997083503361
3900,3.2018880503235133e-07,1.1426178106192423e-07,0.9999996980567685
4000,3.290985798265817e-07,1.195650769671483e-07,0.9999996816095873
4100,3.36977239927905e-07,1.229793862160688e-07,0.9999996649402172
4200,3.457334668468153e-07,1.2646160272245637e-07,0.9999996586101177
4300,3.547256438595892e-07,1.317458338153138e-07,0.9999996359233481
4400,3.580588034214911e-07,1.372762255418373e-07,0.9999996322783727
4500,3.652885065568538e-07,1.40726163507182e-07,0.9999996131947927
4600,3.809488682196965e-07,1.4639353152248944e-07,0.9999995970430566
4700,3.9097499218828835e-07,1.5491221761700402e-07,0.999999580723535
4800,3.9399089513881384e-07,1.6063215783709272e-07,0.9999995725995149
4900,4.017896517852927e-07,1.64993992833804e-07,0.9999995580255068
5000,4.113678808866894e-07,1.6755927152027406e-07,0.9999995407702491
