milliseconds,Infected,Recovered,Susceptible
0,1.234368137653832e-07,1.1636078624191836e-09,1.0000000042385986
100,1.302973542201209e-07,3.060572574551483e-10,0.9999999991559996
200,1.3311678172177884e-07,2.666814773271735e-09,0.9999999941569616
300,1.3292637309012527e-07,3.3284841772002336e-09,0.9999999865495355
400,1.3942109212493247e-07,4.9711822821680594e-09,0.9999999735185738
500,1.3837310735492338e-07,1.051201276536934e-08,0.9999999790629587
600,1.48073905586571e-07,1.1123238338359912e-08,0.9999999720502704
700,1.5261726081321975e-07,1.2413456914330745e-08,0.9999999684433467
800,1.5376120221977926e-07,1.8031213233179332e-08,0.999999962068672
900,1.5453244898409046e-07,1.9535515250780202e-08,0.9999999520440033
1000,1.5649599576042408e-07,1.8923572202895027e-08,0.9999999476855749
1100,1.6721490674990636e-07,2.0971179331541732e-08,0.9999999452787864
1200,1.6493103183724648e-07,2.231620674027605e-08,0.9999999344752555
1300,1.6984180046663094e-07,2.7405212242414332e-08,0.9999999277325764
1400,1.7868773604415838e-07,3.087060764684895e-08,0.9999999167096455
1500,1.816455308578516e-07,3.002012495675254e-08,0.9999999175298224
1600,1.8147990855117635e-07,3.611318918351229e-08,0.9999999124921665
1700,1.8761445488177893e-07,3.682600772966163e-08,0.9999998976807689
1800,1.933620523334023e-07,4.130639059787776e-08,0.9999998981662204
1900,1.9681819308273952e-07,4.3952413224638926e-08,0.9999998878782991
2000,2.026316187910343e-07,4.3989088098900393e-08,0.9999998836733142
2100,2.0450243642119992e-07,4.670967490903245e-08,0.9999998709677516
2200,2.1348432164370076e-07,5.111730034069639e-08,0.9999998632140218
2300,2.1524884675073784e-07,5.339142037347519e-08,0.9999998480133507
2400,2.2509398919182745e-07,5.916327486408515e-08,0.9999998471454108
2500,2.3241710631186816e-07,5.8852410979959014e-08,0.9999998376115132
2600,2.380089374093729e-07,6.169258556252155e-08,0.9999998333731308
2700,2.4330607589167066e-07,6.665606310091035e-08,0.9999998174610061
2800,2.440334170486418e-07,6.978506381700382e-08,0.9999998087633121
2900,2.557303438315091e-07,7.489141323176773e-08,0.9999998058648212
3000,2.550080905449786e-07,7.910128113485829e-08,0.9999997937271279
3100,2.625598718325592e-07,7.946773093381103e-08,0.9999997786910575
3200,2.696712487961027e-07,8.38989832617982e-08,0.9999997710288174
3300,2.7971116629223886e-07,8.993838627790016e-08,0.9999997574685885
3400,2.858664498528794e-07,9.050437758524608e-08,0.9999997504082876
3500,2.916230873236655e-07,9.66272797558862e-08,0.9999997403629551
3600,2.9602958955431835e-07,9.87952540284388e-08,0.9999997251771089
3700,3.075143923528238e-07,1.072126119916363e-07,0.9999997189928278
3800,3.0899663744173843e-07,1.0924389999187799e-07,0.9999997066976424
3900,3.164283277740361e-07,1.114069565174412e-07,0.9999996975904705
4000,3.288109846479701e-07,1.2057172976371654e-07,0.9999996752520736
4100,3.342891810543308e-07,1.2053459656936155e-07,0.9999996614807761
4200,3.4104597230813174e-07,1.2779524086301938e-07,0.9999996538973066
4300,3.533808764251541e-07,1.3165751409264662e-07,0.999999641091513
4400,3.575178349054867e-07,1.356996979936327e-07,0.9999996340923027
4500,3.7085777076665633e-07,1.4409041620577338e-07,0.9999996135688202
4600,3.7859895020488924e-07,1.5017669131604348e-07,0.9999996002213324
4700,3.831932212504246e-07,1.5217161447214813e-07,0.9999995924787701
4800,3.9349009767866487e-07,1.5878785474113372e-07,0.9999995741875151
4900,4.0590602385612117e-07,1.656536978341464e-07,0.999999562305674
5000,4.139207915557515e-07,1.721533649947259e-07,0.9999995370124419
