milliseconds,Raf1,RKIP,Raf1_RKIP,Raf1_RKIP_ERKPP,ERK,RKIPP,MEKPP,MEKPP_ERK,ERKPP,RP,RKIPP_RP
0,2.008043252390231,2.5356839849958135,-0.011071190098705722,0.03871951470706514,0.0007193540807786889,-6.076340593844585e-05,2.5018050124822757,-0.002424101700370517,2.538531224157036,3.0015730268052394,0.0011462028142148564
100,1.7712645481350175,2.267756724224848,0.21550696937093541,0.033755721518945556,0.0006375008783050455,0.00014465449824654933,2.502665818551257,0.000345977325009801,2.507838958533632,2.998619013299051,-0.00047936536743592835
200,1.5422810387689936,2.1115041686260585,0.3750663116492848,0.03958245050104285,0.000473110140079014,-7.987173457590769e-05,2.4964401613796294,0.00037382732629939047,2.4605302179220203,2.9986577665248486,0.0014874567541210608
300,1.4166532959537634,1.946349796968195,0.46458672824051234,0.13231203449375734,-0.0004241490072837481,0.00056899920795371,2.5026512241183556,-0.003796061393618037,2.3578634672048944,3.0002982283035866,-0.001104542427864512
400,1.2700913219029095,1.816119282580998,0.5195256239043852,0.1810928108689843,0.00011970703851344844,0.000994588281955844,2.4976503888417954,-0.0013298542060066595,2.338961314518488,3.000570101432606,0.0006528966581429315
500,1.1422369684555993,1.7027012858518786,0.5560684903457869,0.3106903537500799,0.0017010759385680879,0.001626897575545874,2.501835721493617,-0.002819040156020251,2.224082040720834,2.9984121389161613,0.0006864464125045917
600,1.108749694616945,1.552581374782752,0.5744397449196152,0.34499396581377473,0.002765372213793477,0.0021118539909797717,2.5015197882205196,-0.002389309879894429,2.181623258681609,2.9991317638682875,-0.00037094372533535795
700,0.999968046874694,1.4940182502609094,0.5872640727528163,0.4689082231627162,0.0023989253062425696,0.0024327213474970317,2.4972332104424364,0.0010359819010068107,2.08052324155629,2.9991292195159067,0.0021109605079326008
800,0.9222604453227787,1.379260355461573,0.5741798605429815,0.4713102227278111,0.004374698459027044,0.003611863239802671,2.499708708472742,-0.0016528545816869814,2.0004207177059805,2.999053471795915,0.0010552622715902012
900,0.884002721331087,1.3844459213700497,0.5723443837532762,0.5810853158069637,0.004117312479177825,0.004099645822867207,2.4999015421143,0.003927521579228354,1.9017977466025944,2.996229382392393,0.0029713467344147427
1000,0.8000115650959252,1.2744879813349481,0.5689356068714793,0.5978534479649937,0.004847690160921398,0.004184587450317466,2.5005579326599348,0.0047444764571605465,1.9023729188423528,2.9965199516231418,0.0035686152286558766
1100,0.728469907691963,1.2185692763276792,0.5425271444190521,0.6862725898096569,0.005909185329579054,0.005815526178916336,2.497186447174671,0.0023338559087502683,1.8479718017886178,2.995755591361563,0.003381451546631025
1200,0.690942720937703,1.2329850597605032,0.5504739206425615,0.729846083765363,0.0067128888322138935,0.005820441536023417,2.490099847387752,0.009427660173562186,1.7559085044453269,2.993916473625296,0.004652184880659192
1300,0.6644976584730564,1.1856507668275487,0.5242103444756429,0.8262506500796887,0.00799797509538153,0.007171463369548493,2.4934554100805575,0.007349401139869805,1.7068440512958047,2.994223292470754,0.008359939152592989
1400,0.6417725326889204,1.1455776278404253,0.5141597014999073,0.817146164875143,0.008231084844431016,0.007868369372774641,2.487018679180278,0.008159503839870253,1.615170843026468,2.9919375195263687,0.009453439401033135
1500,0.5759627285036911,1.0485864771574354,0.4914781215189778,0.8993569086562947,0.00908103263023544,0.00792946156265792,2.485919191509137,0.01233475821636144,1.542694986409333,2.989637842828224,0.008073252537914598
1600,0.6029155715975885,1.068374279595453,0.4756604808421205,0.9350998444757809,0.011572391143254972,0.008847879432373114,2.487484481939448,0.013869492873272089,1.5077073049458833,2.9894050647049064,0.009977888714963034
1700,0.5152679510504132,1.0231086031595513,0.47930974428019424,0.9952061475028832,0.011760458212363026,0.0092044405615573,2.4868017831175195,0.014355262493168238,1.4530745591659162,2.987123822163128,0.010900988841215901
1800,0.505982824328094,0.9781651241783822,0.4627494598622778,0.9879766426921802,0.012537187020895341,0.009931298063237833,2.486168940851114,0.01962731232074542,1.4386584247113774,2.9869616963072847,0.014567597737592104
