milliseconds,s9,s10,s1,s75,s135,s7,s21,s46,s48,s69,s71,s68,s70,s128,s140,s148,s150,s152,s157,s158,s159,s160,s161
0,1.9828150703108507,0.009444474160456762,5.036179093661378,0.022438108095690332,2.528637389995408,5.04616770333853,0.04072471508319484,-0.0020522845794711674,0.01916995876472035,-0.009333498164639248,2.0327631147604652,0.024828210816953678,-0.0013115411011283874,2.5124059104086083,-0.011817283167704131,2.99508705037293,2.9460423301350356,0.0,0.5,-0.004723293190623208,-0.010691470832437041,0.0037310070718607584,-0.007928266882437104
100,2.0053847434243517,0.006863702089679507,3.2455956341465093,0.01767934287184566,1.897584832318678,3.3254853994899687,1.7495534722623518,-0.003926695594543522,-0.012570373071252592,-0.005325513615938128,2.0331924389985296,0.04589980274763715,-0.0064733520472076665,1.9137914225004626,0.567824022866855,2.5511708936197777,2.6571299819824827,0.0,0.5,-0.003833768038394524,0.3780836394352448,0.0344214896499424,-0.0029330502953440717
200,2.0162867956429817,-0.020202867009359728,2.6116428296794054,0.04467566414555933,1.554483902466011,2.5634363159870577,2.404637488057697,0.0011159378323049285,0.018214817112492947,0.01784405633177241,1.9663813213100778,0.12616425280853805,0.009825262153578937,1.6110296339375318,0.8676743454680355,2.312427912361676,2.3267491305897483,0.0,0.5,-0.0020016965179354505,0.5776339473675172,0.12046326259141203,0.011795937253516015
300,2.0151883752976514,0.007296859620204197,2.2680189873242265,0.11503496745646916,1.3515932098749535,2.2753297734715283,2.782956957027745,0.005359415781602439,0.0024145421752109365,0.004527742393476725,2.003110678901399,0.31972531321986875,-0.007092960024570349,1.3571358473753405,1.016026004746956,2.0474213784631767,2.111068423334961,0.0,0.5,0.0074877028623242525,0.6603181435644478,0.2518753428524374,0.026965727965939296
400,1.987199025273838,-0.01407990398398383,2.049171681360292,0.15190680399460216,1.206837127820015,2.037999643896425,2.9418765604433794,0.0011713723069602328,-0.005522655455839077,0.051844455133377286,2.029159185071427,0.4113230622882883,-0.0005076162521411376,1.23427265355656,1.1357041854882943,1.8998658221175333,1.887442958787792,0.0,0.5,0.007406755012686062,0.6961436254378496,0.3593841470221482,0.053531808336908404
500,1.9958912373642268,0.01693508966578505,1.9547052481571106,0.18762130821864534,1.0988015487608147,1.9589509493352522,3.055070180023902,0.005408202568251536,0.023186849337243257,0.11426871688488129,1.957602935802049,0.6076945520058354,0.008840093221550296,1.104147626126272,1.1786729532824203,1.69410833542597,1.7242254247289381,0.0,0.5,0.003523052894555695,0.7033840544474457,0.4707422726648758,0.10140283623634344
600,1.9933440506456614,0.010066123198755363,1.8778378936224673,0.22656891258428558,1.0307596843472249,1.834833258753277,3.122550798510796,0.011416748463389303,0.004345270281273326,0.14205378432128862,1.9853738233079117,0.7599371779365359,0.016585749872502314,1.013974662722024,1.2677178996613123,1.6140508585440918,1.6165753849146605,0.0,0.5,0.001954981552867185,0.717934114463037,0.5103982958658513,0.15032649497174172
700,1.9689750949111398,0.0501422143684578,1.8559647292975436,0.27748990413254615,0.9603905673403054,1.8230156388294354,3.187091387864935,0.018238466122195318,0.020518482712502978,0.16827853715129618,2.019294718395805,0.8067242585772868,0.032017643878894005,0.9545718101205857,1.2588487885660544,1.4639620474811974,1.5086851375574246,0.0,0.5,0.006917824649126913,0.7251046279780119,0.5575248902907614,0.19773352827498608
800,1.9426542013364483,0.04611323427620779,1.7871655781879998,0.28401731081928777,0.8789161144253331,1.8424144970255336,3.2288634352300214,0.02343192368858408,0.07064950361346571,0.22216466515519426,1.993172260658705,0.93025458922293,0.06164830604001768,0.9161756297589331,1.2970316360438046,1.3433814135710485,1.3712057640512911,0.0,0.5,0.01488862115778251,0.7443197138183058,0.5607806220690098,0.24225770374356026
900,1.9312183763973405,0.05745743328425105,1.7966568742193167,0.3462558034722607,0.8438373126330669,1.8533827028927201,3.2178209255640486,0.02127759767459244,0.08519039710865203,0.3103171432219516,1.9660804568413544,0.9726523062102641,0.06371637266266153,0.854746763504131,1.3255944293773665,1.32297133886108,1.3227221794016246,0.0,0.5,0.02822253325687814,0.7703090146364892,0.5695057156032954,0.28094314533955417
1000,1.9131242662742094,0.08475576473380754,1.7548512425871583,0.3374320605950298,0.8749090962875394,1.7946582402256779,3.1588091168235373,0.026796939983614713,0.08649221023438775,0.3297830561858183,1.9429918936062032,1.006112139818621,0.09777945112710766,0.8528534325733799,1.3181721705570606,1.2464372208482297,1.2434539445366888,0.0,0.5,0.04141460399447641,0.7854179431234368,0.5724724343513161,0.31792951144582093
1100,1.8648934024132595,0.10872122559067339,1.8290330874724874,0.3592755429534039,0.8460384158905495,1.7490602548230263,3.208429486908437,0.033763660436683385,0.14127833381933974,0.3733832132723648,1.8969974908646694,1.0276575332945965,0.11295409238319237,0.8103146537601427,1.3441639293488208,1.1143692008021093,1.128614684383207,0.0,0.5,0.05466418262783384,0.7795690945597021,0.5681078003677266,0.34330066837350104
1200,1.837803864460209,0.14896885198977647,1.8146998876572726,0.4185596433972521,0.7841108951023121,1.7930719679354852,3.1639475109735438,0.03947614721749978,0.15794556273386495,0.36850449673897817,1.8826427046254128,1.1534297221867746,0.12409725096651697,0.7933261317656967,1.312253705908243,1.0771874705465914,1.032137402079835,0.0,0.5,0.06447317724683971,0.804677565379239,0.5640216927425451,0.36275788605004694
1300,1.812296332712887,0.17407658575746737,1.796333946038191,0.4225874815023973,0.7962737741822896,1.8117789798618593,3.261006076481111,0.03980566259291104,0.16288031226268407,0.40940214750741666,1.909955821040557,1.1732440769549246,0.13981659935660928,0.7807015903883661,1.3666384632493165,1.0071765860616786,1.0091667271282039,0.0,0.5,0.0821156968705555,0.7921717960002179,0.5352430339835167,0.37488084405622474
1400,1.8055076296571444,0.1913356644551541,1.8295630702759331,0.43891622675530545,0.780850390253729,1.7406310671570897,3.203410712349819,0.044180039668444075,0.21059048906865602,0.4425224703588411,1.8140457183213985,1.2269686518375926,0.15611633863245228,0.768289099826986,1.3065968755138548,0.9623014802076556,1.0180010802696273,0.0,0.5,0.09296865631869969,0.8126702338926739,0.5489404902977956,0.37832664743462824
