milliseconds,CRP,CRPsiteI_crp,CRPsiteII_crp,CRPsite_cyaA,CRPsite_genome,CRPsite_ptsGp1,CRPsite_ptsGp2,CRPsite_ptsHp0,CRPsite_ptsHp1,CRPsite_ptsIp0,CRPsite_ptsIp1,CRPsite_mlcp1,CRPsite_mlcp2,Mlc,Mlcsite_mlcp1,Mlcsite_mlcp2,Mlcsite_ptsGp1,Mlcsite_ptsGp2,Mlcsite_ptsHp0,Mlcsite_ptsIp0,CRP_cAMP,CRP_cAMP_CRPsiteI_crp,CRP_cAMP_CRPsiteII_crp,CRP_cAMP_CRPsite_cyaA,CRP_cAMP_CRPsite_genome,CRP_cAMP_CRPsite_ptsGp1,CRP_cAMP_CRPsite_ptsGp2,CRP_cAMP_CRPsite_ptsHp0,CRP_cAMP_CRPsite_ptsHp1,CRP_cAMP_CRPsite_ptsIp0,CRP_cAMP_CRPsite_ptsIp1,CRP_cAMP_CRPsite_mlcp1,CRP_cAMP_CRPsite_mlcp2,Mlc_Mlcsite_ptsGp1,Mlc_Mlcsite_ptsGp2,Mlc_Mlcsite_ptsIp0,Mlc_Mlcsite_ptsHp0,Mlc_Mlcsite_mlcp1,Mlc_Mlcsite_mlcp2,IICB,IICB_Mlc,CYA,IIA_P,IIA_P_CYA,mRNA_cyaA,mRNA_crp,mRNA_ptsG,mRNA_ptsH,mRNA_ptsI,mRNA_crr,mRNA_mlc,IICB_P,IIA,HPr_P,HPr,EI_P,EI,cAMP
0,5.420697546311757e-06,7.43684422872831e-11,1.9047164275618196e-10,3.110287926541781e-11,3.675641750917619e-09,1.2020942166943645e-10,1.202105129943468e-10,1.2021130346282916e-10,1.202108062506048e-10,1.2020853690239216e-10,1.2021289075558856e-10,1.2021085777454614e-10,1.2020834351862862e-10,5.517201908442573e-10,2.4267000014372465e-10,2.428200000254102e-10,2.188499859351907e-10,2.1885001263176127e-10,2.1884998916647864e-10,2.1885001125785837e-10,1.0213959970245807e-07,1.6863102741923493e-10,5.252738323748801e-11,2.1190146482217548e-10,3.754369785365041e-09,1.227929569527027e-10,1.2279263398049653e-10,1.2279108938431664e-10,1.2279303059544012e-10,1.2278676348770214e-10,1.2278687446491194e-10,1.2278806005156053e-10,1.2279308689688325e-10,2.414900653023027e-11,2.41490041883154e-11,2.4148989599395564e-11,2.4149009034509363e-11,3.2535006168294105e-13,1.8086011714948038e-13,4.2844000720895774e-05,1.6546000954451413e-07,1.4933227036384914e-06,7.009399619531542e-06,7.336890719651473e-09,1.3642932330516021e-08,5.0254208712164326e-08,4.555931160388771e-07,1.1411016576255763e-07,1.0038012189771496e-08,9.386100089140518e-07,1.5100998977856648e-09,7.105503200163456e-06,9.623007928465349e-05,7.586703359313287e-07,1.1793004441132399e-05,2.431899341632025e-07,8.609799275967162e-07,4.710747968830645e-07
100,5.4207531626879966e-06,7.439020239135266e-11,1.904928541311155e-10,3.111677015706418e-11,3.676466764357636e-09,1.2024422417200505e-10,1.202429889528292e-10,1.2024240804802601e-10,1.202444485081119e-10,1.2024224981873747e-10,1.202394192564912e-10,1.2024395859454112e-10,1.2024527004184647e-10,5.517027809921413e-10,2.4267001750332317e-10,2.42820007983455e-10,2.1885088713325327e-10,2.1885088060367968e-10,2.1885088541450296e-10,2.1885087128779133e-10,1.0208676453427674e-07,1.6860538345229045e-10,5.2507593545347746e-11,2.1188670814694948e-10,3.7534873724175835e-09,1.2275551460968185e-10,1.2275540837561332e-10,1.2275498365229682e-10,1.2275435032180932e-10,1.2275444986578758e-10,1.22760192276346e-10,1.2275617440703464e-10,1.2275680616160667e-10,2.4148130361632796e-11,2.4148122667847603e-11,2.4148122329134607e-11,2.4148117995833173e-11,3.253325382575175e-13,1.8085196975318145e-13,4.28439888288559e-05,1.6546006788926938e-07,1.4934947883559592e-06,7.009365484076162e-06,7.337958245125366e-09,1.36430702162318e-08,5.0254059917907076e-08,4.555902012778725e-07,1.1410976866814116e-07,1.0037992523302612e-08,9.386099944204832e-07,1.510100964148264e-09,7.105491708401798e-06,9.623008095204553e-05,7.5867546346878e-07,1.179300460751403e-05,2.431911305982466e-07,8.60978873173817e-07,4.7108034363541805e-07
200,5.420742955563883e-06,7.438818526512702e-11,1.9049029817909674e-10,3.111514904521783e-11,3.6765155546640573e-09,1.2024027372719726e-10,1.202395234633778e-10,1.2024157332332907e-10,1.202374150770732e-10,1.202418917874373e-10,1.202367571674609e-10,1.202417149732725e-10,1.2023807068009826e-10,5.517029334858164e-10,2.4267001711287816e-10,2.4282000801004166e-10,2.1885088650389465e-10,2.188508595159391e-10,2.1885088084527913e-10,2.18850878958936e-10,1.0209357545331359e-07,1.6860835268986778e-10,5.250953999554469e-11,2.1188896019536514e-10,3.753483705257813e-09,1.2275938605592996e-10,1.2276207120708483e-10,1.227630767627035e-10,1.2276234040338768e-10,1.227571411383644e-10,1.227586970799085e-10,1.2275835907988423e-10,1.2276046021463352e-10,2.4148118849266013e-11,2.414812542240457e-11,2.4148138821335295e-11,2.414811504861544e-11,3.253325734253465e-13,1.8085212385075237e-13,4.28439688507968e-05,1.654600453599123e-07,1.4935159093847622e-06,7.009380506891499e-06,7.338060460638534e-09,1.3643055325860167e-08,5.0253815315269566e-08,4.555851154279293e-07,1.1410920903792751e-07,1.0037971413112202e-08,9.386099725383888e-07,1.5101018818005008e-09,7.105492694540934e-06,9.62301364894941e-05,7.586762293845243e-07,1.1792997716390997e-05,2.431911464898636e-07,8.60978969392686e-07,4.711000190987295e-07
300,5.4207333778996895e-06,7.438672581119897e-11,1.9048523498247372e-10,3.111272352686488e-11,3.676301975567294e-09,1.2023918989178937e-10,1.2023680627960868e-10,1.2023414718872524e-10,1.2023517644663477e-10,1.202357959720419e-10,1.2023615161177567e-10,1.2023941943042767e-10,1.2023693954806792e-10,5.517031666492484e-10,2.426700173085198e-10,2.4282000798973795e-10,2.188508636218664e-10,2.1885086884842308e-10,2.1885087283976752e-10,2.1885085566895713e-10,1.0210034998075842e-07,1.6861080885580163e-10,5.2512483232854793e-11,2.1189054688670067e-10,3.753580799389297e-09,1.2276595832962518e-10,1.2276401639876983e-10,1.2276329646044093e-10,1.2276003241753132e-10,1.22759863742684e-10,1.227629169079981e-10,1.2276458800110561e-10,1.2276297962094718e-10,2.414813417246817e-11,2.4148124548240393e-11,2.414815054383669e-11,2.4148124510874402e-11,3.253326464738482e-13,1.808520781640181e-13,4.284400436004165e-05,1.6546012739133728e-07,1.49357687076771e-06,7.009383091048206e-06,7.338718115574209e-09,1.3643169255909173e-08,5.025354318104567e-08,4.555815821088443e-07,1.1410934105231846e-07,1.0037921213274618e-08,9.386099733254498e-07,1.510102672403671e-09,7.105506244524971e-06,9.62302917548534e-05,7.586765170462757e-07,1.1793000651484702e-05,2.431911649274068e-07,8.609791560168305e-07,4.711130884057839e-07
400,5.420727439909612e-06,7.438785290446416e-11,1.904828813762757e-10,3.111138253514844e-11,3.6762632695457374e-09,1.2023552773646227e-10,1.2023595666177575e-10,1.2023175019585804e-10,1.2023691859921083e-10,1.2023310937726636e-10,1.202363737524357e-10,1.2023719431877185e-10,1.2023485886758576e-10,5.517033878793287e-10,2.4267001705044623e-10,2.4282000792706237e-10,2.1885086981965203e-10,2.188508682446368e-10,2.1885084030138757e-10,2.1885084446954886e-10,1.0210258634117949e-07,1.6861053742479286e-10,5.2514552272296425e-11,2.1189125452143702e-10,3.7537545520503834e-09,1.2276613914881094e-10,1.227660820350086e-10,1.2276726665132831e-10,1.2276798695555547e-10,1.2276820783211008e-10,1.2276563660914045e-10,1.2276583033797001e-10,1.227657178587478e-10,2.4148151664109307e-11,2.4148156151328118e-11,2.4148130268722338e-11,2.4148130711004412e-11,3.2533305680822916e-13,1.8085212818116596e-13,4.284395272709858e-05,1.6546011239480095e-07,1.4937473245469047e-06,7.009383559957218e-06,7.338637544493563e-09,1.3643086683523736e-08,5.025371677947647e-08,4.5558196047057786e-07,1.141089612282924e-07,1.0037909477631317e-08,9.386099482740375e-07,1.5101030217165507e-09,7.105500456246262e-06,9.623025925718956e-05,7.586766649025396e-07,1.1793014315582732e-05,2.431911053803742e-07,8.609788505859271e-07,4.711439245984862e-07
500,5.42072280296309e-06,7.438522233298112e-11,1.9048334729747583e-10,3.111095142687512e-11,3.676215654466537e-09,1.2023245201445356e-10,1.2023405267792773e-10,1.2022979402258733e-10,1.2023156896686255e-10,1.2023191218146598e-10,1.202335885107455e-10,1.2023045371368885e-10,1.2022815023254419e-10,5.517031105573241e-10,2.4267001683221324e-10,2.428200076357245e-10,2.188508574881033e-10,2.188508327521061e-10,2.1885084206550705e-10,2.1885083351876563e-10,1.0210673622782785e-07,1.6861696743155726e-10,5.2516040842545943e-11,2.1189056854850723e-10,3.753759169043428e-09,1.2277064984031574e-10,1.2276676892469422e-10,1.2276800234769666e-10,1.2276926396682566e-10,1.2277156327189691e-10,1.2276755864395094e-10,1.2277201341067212e-10,1.227679164371835e-10,2.4148146051609887e-11,2.4148141278364928e-11,2.4148149298579705e-11,2.4148159057554124e-11,3.253329268318567e-13,1.8085230390116777e-13,4.284394251668305e-05,1.6546016696282266e-07,1.493825486659421e-06,7.009393057375134e-06,7.338885985829403e-09,1.3643185443126103e-08,5.025337101222057e-08,4.555828473157133e-07,1.1410910211972375e-07,1.0037906798661146e-08,9.386099494502378e-07,1.5101029327117754e-09,7.105508534165888e-06,9.62303329041594e-05,7.586763352527541e-07,1.1793004082084607e-05,2.4319109240160456e-07,8.609792707404077e-07,4.711964171584759e-07
600,5.420718837360877e-06,7.438131081052554e-11,1.9048192793107114e-10,3.11093478375657e-11,3.6760978305686447e-09,1.2022530007413119e-10,1.2022830143118873e-10,1.202300933208682e-10,1.2022670203136886e-10,1.20229598128369e-10,1.2022698220944992e-10,1.2022982102479844e-10,1.202273392574219e-10,5.517040835603792e-10,2.42670016684544e-10,2.4282000760926056e-10,2.1885082310753424e-10,2.1885083603829507e-10,2.1885083160517037e-10,2.188508269437989e-10,1.0211742465975591e-07,1.68620172738596e-10,5.2516464813122185e-11,2.1189350110305738e-10,3.753960573611108e-09,1.2277061471983763e-10,1.2277091032988803e-10,1.2276907179653767e-10,1.2277455261378967e-10,1.227711448924267e-10,1.2277137222424217e-10,1.2276969824307361e-10,1.2277223153758712e-10,2.4148148515439642e-11,2.4148149415967642e-11,2.414816038944689e-11,2.4148156322467994e-11,3.2533320727880783e-13,1.8085246981303207e-13,4.284395993966976e-05,1.6546013490415567e-07,1.493761147879609e-06,7.0094002458375946e-06,7.339607666748996e-09,1.3643146716194776e-08,5.0253629917236585e-08,4.555774576836169e-07,1.1410910825787529e-07,1.0037894080299989e-08,9.386099229570397e-07,1.5101039562544863e-09,7.105507461122843e-06,9.623050995243448e-05,7.586766111013082e-07,1.1793006688075038e-05,2.4319113643803715e-07,8.609792360054364e-07,4.711762899275779e-07
700,5.420711521563146e-06,7.437850050520681e-11,1.9048146606646965e-10,3.110754846809666e-11,3.675954669232036e-09,1.2022749952810081e-10,1.2022538029523847e-10,1.2022463175914143e-10,1.202256615694146e-10,1.202236305677709e-10,1.2022464370027345e-10,1.2022530867770017e-10,1.20222990729756e-10,5.517043108609632e-10,2.4267001686858267e-10,2.4282000766748683e-10,2.1885081157454087e-10,2.1885084283732922e-10,2.1885081528051275e-10,2.18850842901333e-10,1.02123538132642e-07,1.6861978690578968e-10,5.251794439922644e-11,2.118929251857417e-10,3.75405983311598e-09,1.2277609156520547e-10,1.2277219553294188e-10,1.2277158749565538e-10,1.2277598568833614e-10,1.2277375256438171e-10,1.2277544762236966e-10,1.227763127810683e-10,1.2277329677972539e-10,2.4148176574095536e-11,2.4148184941376183e-11,2.4148157105150154e-11,2.4148159130447374e-11,3.2533321724281107e-13,1.808522929896603e-13,4.284395901990903e-05,1.6546016656508445e-07,1.493965150123742e-06,7.009415433415112e-06,7.340167575610754e-09,1.3643179891548232e-08,5.025342649972364e-08,4.5557930242977225e-07,1.141087534816956e-07,1.00379245034455e-08,9.386099043778386e-07,1.510104554568485e-09,7.105499813978431e-06,9.623042406545306e-05,7.586775907283081e-07,1.1793019308232946e-05,2.431910557234372e-07,8.609789323500352e-07,4.712353181726987e-07
800,5.420708572044335e-06,7.437647762466295e-11,1.9047641645855887e-10,3.110656049932785e-11,3.6759896101801314e-09,1.2022279087201853e-10,1.2022462617441772e-10,1.2022314278174758e-10,1.2022604447762249e-10,1.2022246120866313e-10,1.2022290733980042e-10,1.2021996258374158e-10,1.2022285494416616e-10,5.517041453837184e-10,2.426700166381872e-10,2.428200073878815e-10,2.1885083067072956e-10,2.1885081039698565e-10,2.1885080538745685e-10,2.1885082104769937e-10,1.0212173712936195e-07,1.686222414654757e-10,5.252200477776682e-11,2.1189526826837812e-10,3.754092084815144e-09,1.2277872687066988e-10,1.2277890117622123e-10,1.2277641457002647e-10,1.2278000154804315e-10,1.2277841923168676e-10,1.2277825874700906e-10,1.2277574432209874e-10,1.2277864997866207e-10,2.4148182109880168e-11,2.4148173100285456e-11,2.4148167514692906e-11,2.414816652750245e-11,3.2533349323982185e-13,1.8085243329354945e-13,4.284393657624514e-05,1.654602170004814e-07,1.4939599422310727e-06,7.009423566674908e-06,7.339704904515802e-09,1.3643171090540196e-08,5.025337472016053e-08,4.555808796846095e-07,1.1410844589553852e-07,1.003791309131382e-08,9.386099015004003e-07,1.510105305763544e-09,7.105507486412009e-06,9.623056426109842e-05,7.586778549546111e-07,1.1793012656290985e-05,2.431910771510154e-07,8.609791042320599e-07,4.7121430975092934e-07
900,5.4207004066147355e-06,7.437243091067208e-11,1.9047505040042968e-10,3.11075628887653e-11,3.6757913277961755e-09,1.2022330066611383e-10,1.2021806681582658e-10,1.202218872303758e-10,1.2022216601439302e-10,1.2022006994080367e-10,1.2021931004537145e-10,1.2022008841779238e-10,1.202183500237506e-10,5.517045018100621e-10,2.426700161656959e-10,2.42820007297208e-10,2.1885082071188726e-10,2.1885080127138241e-10,2.1885079430561734e-10,2.1885079289845754e-10,1.021321931103227e-07,1.686258663868862e-10,5.252157716364961e-11,2.1189575406514803e-10,3.754186003439106e-09,1.2277807208678473e-10,1.227786451159579e-10,1.2277889120365285e-10,1.2278046491687268e-10,1.2278207876468232e-10,1.2277923435719238e-10,1.2278143253622297e-10,1.227769087576158e-10,2.414819407641372e-11,2.4148181659882118e-11,2.4148176210935188e-11,2.4148183432001763e-11,3.2533333714379524e-13,1.8085263541465777e-13,4.284390866548001e-05,1.6546019886839322e-07,1.4940354491594372e-06,7.009430280781183e-06,7.340164858369646e-09,1.3643317608292203e-08,5.0253238282314615e-08,4.555814150440678e-07,1.1410879734355325e-07,1.0037892979899368e-08,9.386098938812118e-07,1.51010597236828e-09,7.105503054610119e-06,9.623056331507176e-05,7.586781198543963e-07,1.1793025924349778e-05,2.431910810694008e-07,8.609789687370516e-07,4.712644929196843e-07
