milliseconds,CRP,CRPsiteI_crp,CRPsiteII_crp,CRPsite_cyaA,CRPsite_genome,CRPsite_ptsGp1,CRPsite_ptsGp2,CRPsite_ptsHp0,CRPsite_ptsHp1,CRPsite_ptsIp0,CRPsite_ptsIp1,CRPsite_mlcp1,CRPsite_mlcp2,Mlc,Mlcsite_mlcp1,Mlcsite_mlcp2,Mlcsite_ptsGp1,Mlcsite_ptsGp2,Mlcsite_ptsHp0,Mlcsite_ptsIp0,CRP_cAMP,CRP_cAMP_CRPsiteI_crp,CRP_cAMP_CRPsiteII_crp,CRP_cAMP_CRPsite_cyaA,CRP_cAMP_CRPsite_genome,CRP_cAMP_CRPsite_ptsGp1,CRP_cAMP_CRPsite_ptsGp2,CRP_cAMP_CRPsite_ptsHp0,CRP_cAMP_CRPsite_ptsHp1,CRP_cAMP_CRPsite_ptsIp0,CRP_cAMP_CRPsite_ptsIp1,CRP_cAMP_CRPsite_mlcp1,CRP_cAMP_CRPsite_mlcp2,Mlc_Mlcsite_ptsGp1,Mlc_Mlcsite_ptsGp2,Mlc_Mlcsite_ptsIp0,Mlc_Mlcsite_ptsHp0,Mlc_Mlcsite_mlcp1,Mlc_Mlcsite_mlcp2,IICB,IICB_Mlc,CYA,IIA_P,IIA_P_CYA,mRNA_cyaA,mRNA_crp,mRNA_ptsG,mRNA_ptsH,mRNA_ptsI,mRNA_crr,mRNA_mlc,IICB_P,IIA,HPr_P,HPr,EI_P,EI,cAMP
1000,5.42069847380242e-06,7.437105873353232e-11,1.9047611618771965e-10,3.1103857784426385e-11,3.6757902633541356e-09,1.202171921885191e-10,1.202176608310307e-10,1.2021702008122253e-10,1.2021608446919922e-10,1.2021757224253183e-10,1.2021951678086403e-10,1.2021788779456566e-10,1.202160846729993e-10,5.517048138011414e-10,2.4267001653982376e-10,2.4282000746490663e-10,2.1885078941808602e-10,2.1885079554736666e-10,2.1885080156792912e-10,2.1885080433528874e-10,1.0213509028839127e-07,1.6862749593458888e-10,5.252572262583087e-11,2.1189727530567418e-10,3.754190074558251e-09,1.2278170329112076e-10,1.22779575931346e-10,1.2278199236392225e-10,1.2278037425701702e-10,1.227853379914554e-10,1.2278162613709356e-10,1.2277928298496596e-10,1.227793801779381e-10,2.414818941274089e-11,2.414820789825323e-11,2.4148195088308953e-11,2.414820774589358e-11,3.2533355717216095e-13,1.8085269330583584e-13,4.284387353531325e-05,1.654602995882484e-07,1.4940577162014432e-06,7.009435003068532e-06,7.340759695662178e-09,1.364332127623005e-08,5.025341938002115e-08,4.555827544358181e-07,1.141087597689462e-07,1.0037877671823788e-08,9.386098743301026e-07,1.5101067223285702e-09,7.105505280224366e-06,9.623066026563881e-05,7.586779540973262e-07,1.179301850990416e-05,2.431911062641367e-07,8.609787812295425e-07,4.7129170444138974e-07
1100,5.420693107686309e-06,7.436990626036112e-11,1.9047173552969618e-10,3.1103683150939014e-11,3.675639499952712e-09,1.2021472694812227e-10,1.2021339857825273e-10,1.202142976041719e-10,1.2021239368072122e-10,1.2021226190342213e-10,1.2021678790953744e-10,1.2021607063958137e-10,1.202140822629409e-10,5.517051110165653e-10,2.4267001604501383e-10,2.428200071959855e-10,2.1885078360334928e-10,2.188507745342619e-10,2.1885077530027275e-10,2.1885079834738663e-10,1.0213274928496878e-07,1.6862639051235824e-10,5.252702481515975e-11,2.1189976524934584e-10,3.754282443932129e-09,1.2278606858946072e-10,1.2278200323148348e-10,1.2278679256309488e-10,1.2278743455288662e-10,1.2278702475647521e-10,1.227823141133404e-10,1.2278725212550304e-10,1.2278252261587227e-10,2.4148198063686182e-11,2.414822546453721e-11,2.4148214876406982e-11,2.4148218146003247e-11,3.253336945932711e-13,1.8085280498630747e-13,4.284387138008409e-05,1.6546026888138299e-07,1.4941233607797424e-06,7.0094340129687875e-06,7.34106463118162e-09,1.3643209574521076e-08,5.025339928715157e-08,4.555815794502595e-07,1.1410811678216871e-07,1.0037918786703291e-08,9.386098724721202e-07,1.5101072251419543e-09,7.105509502630835e-06,9.623067705294584e-05,7.586783449084418e-07,1.179302400759695e-05,2.43191071598702e-07,8.609793166985312e-07,4.712789915391217e-07
1200,5.42068172156049e-06,7.43646255974744e-11,1.9046994868148302e-10,3.110317567966683e-11,3.675656066309967e-09,1.202110970871993e-10,1.202123533130982e-10,1.2021189677641824e-10,1.2021178343724516e-10,1.2021004687222334e-10,1.2021133124092593e-10,1.2020931086056967e-10,1.2021214719467545e-10,5.51705086025656e-10,2.426700159465985e-10,2.428200070524263e-10,2.1885079500279073e-10,2.1885078047730943e-10,2.188507730965578e-10,2.188507667510949e-10,1.0214244972978414e-07,1.6863356795992515e-10,5.2529403789856365e-11,2.1190098900252027e-10,3.754462021589154e-09,1.227908003466258e-10,1.2278475127470733e-10,1.2278951296747362e-10,1.2278436604567238e-10,1.2278483279467982e-10,1.2278459096316666e-10,1.2278701519609667e-10,1.2278674084117323e-10,2.414820862154986e-11,2.414822318710957e-11,2.414821597325607e-11,2.4148216041553883e-11,3.25333930746329e-13,1.8085282809058547e-13,4.284387743875825e-05,1.6546029135608301e-07,1.4941431813801023e-06,7.009449671131286e-06,7.34173893786161e-09,1.3643224710990933e-08,5.0253264646321176e-08,4.5558092146415607e-07,1.141081070735509e-07,1.003789904698979e-08,9.386098601314537e-07,1.5101071651528338e-09,7.10551573572116e-06,9.623088381303637e-05,7.586784718431184e-07,1.1793026889600317e-05,2.43191067687884e-07,8.60979097227907e-07,4.7130887520200746e-07
1300,5.420674182016866e-06,7.43637025180692e-11,1.9046700902169975e-10,3.1100324028557e-11,3.675632881379744e-09,1.2021039821951316e-10,1.20211160169491e-10,1.2020951281488377e-10,1.202083701246561e-10,1.2021281265588083e-10,1.2020980475765692e-10,1.2020732795425665e-10,1.2021215425261393e-10,5.517051848775499e-10,2.4267001618617034e-10,2.428200072054163e-10,2.1885078002119026e-10,2.1885077788495497e-10,2.1885076572245055e-10,2.1885076318725036e-10,1.021446877073827e-07,1.6863097868322143e-10,5.2532261762279484e-11,2.1190008558742358e-10,3.754397266250162e-09,1.2279054850270485e-10,1.227889355389793e-10,1.2278760179408587e-10,1.227911876286768e-10,1.2279032669108111e-10,1.2278812830564815e-10,1.2278981437197367e-10,1.2279030242618173e-10,2.414823965000363e-11,2.4148215110920396e-11,2.4148220701639003e-11,2.4148222573244307e-11,3.2533398903270375e-13,1.808528733398762e-13,4.284387349744762e-05,1.6546034310697698e-07,1.4942512478467535e-06,7.009448812703599e-06,7.341581961362573e-09,1.3643205816954282e-08,5.0253576524302944e-08,4.5557917969373824e-07,1.141083103368368e-07,1.0037903537352534e-08,9.386098499487053e-07,1.510108716232546e-09,7.1055169324698526e-06,9.623082190806558e-05,7.586794176560097e-07,1.1793023805510798e-05,2.4319101390092247e-07,8.609790931575286e-07,4.7134524547339486e-07
1400,5.420671263697609e-06,7.436008694783885e-11,1.9046715383733815e-10,3.1099410227964867e-11,3.675433235870421e-09,1.2020696230252317e-10,1.2020543168679066e-10,1.2020479536610786e-10,1.202089606867493e-10,1.202088003978656e-10,1.2021050330310134e-10,1.2020435372982376e-10,1.2020804144976546e-10,5.517056412369747e-10,2.4267001560718336e-10,2.4282000700626626e-10,2.188507540980994e-10,2.188507546363409e-10,2.1885077725279172e-10,2.1885077935967738e-10,1.0215514864951954e-07,1.6863622117044016e-10,5.253246296570647e-11,2.1190325684428876e-10,3.7545404522919945e-09,1.2279459723622415e-10,1.2279424056345867e-10,1.227953364863735e-10,1.227924308626321e-10,1.227948616939606e-10,1.2279278238409303e-10,1.2279588991548e-10,1.227959054802269e-10,2.4148230547845824e-11,2.4148225300299438e-11,2.414823855239014e-11,2.4148221422940526e-11,3.253340067326583e-13,1.8085298958190615e-13,4.284386165573196e-05,1.6546039839103143e-07,1.4943538568969816e-06,7.0094555684552744e-06,7.342117492752334e-09,1.3643157601465502e-08,5.0253651728455064e-08,4.5558004257969156e-07,1.1410849688408171e-07,1.0037908783151262e-08,9.386098219130339e-07,1.5101082908660878e-09,7.105517436560703e-06,9.623099701544689e-05,7.586790341041139e-07,1.1793031882949726e-05,2.431910158998298e-07,8.60978885782092e-07,4.7138285680320795e-07
1500,5.420671583401057e-06,7.43599930480147e-11,1.904646989566548e-10,3.109914587941424e-11,3.6753188517865535e-09,1.2020228505663065e-10,1.2020234962705981e-10,1.2020531589238724e-10,1.2020440336827438e-10,1.2020548736023892e-10,1.20202750332268e-10,1.2020756048987247e-10,1.2020440802083088e-10,5.51705929211509e-10,2.4267001567015306e-10,2.42820006996625e-10,2.188507669888298e-10,2.188507504946581e-10,2.1885075004240247e-10,2.1885074265938615e-10,1.021508351638243e-07,1.6863608959400725e-10,5.253431698681307e-11,2.119022528092725e-10,3.754627398062408e-09,1.227960913559998e-10,1.2279731076417495e-10,1.2279484206324743e-10,1.227959528853132e-10,1.22793114101105e-10,1.2279247538904342e-10,1.2279777116702735e-10,1.2279660422925738e-10,2.414825686122279e-11,2.4148238737341627e-11,2.414823247135362e-11,2.4148239951425225e-11,3.253343255186217e-13,1.808529582802545e-13,4.284385847174084e-05,1.6546042515317353e-07,1.494335340878821e-06,7.0094627226508614e-06,7.342336632166507e-09,1.364314291267894e-08,5.0253301800978224e-08,4.5558378640720005e-07,1.1410856000435186e-07,1.0037878068862082e-08,9.386098315063807e-07,1.5101091173588852e-09,7.105512864039709e-06,9.623105742185944e-05,7.586797632503391e-07,1.1793030722408531e-05,2.43190994377451e-07,8.609788098942011e-07,4.7139331369506326e-07
1600,5.420665806602555e-06,7.435940128241099e-11,1.904643729330813e-10,3.109836660139523e-11,3.6753615101751124e-09,1.2020184353670613e-10,1.20205369471375e-10,1.202045705366391e-10,1.2020495404195616e-10,1.202037044816382e-10,1.201997334876466e-10,1.2020480649174707e-10,1.202000872027953e-10,5.517056311390056e-10,2.4267001545295786e-10,2.428200068753002e-10,2.1885075170360172e-10,2.1885073454101763e-10,2.1885076192344654e-10,2.1885075499832155e-10,1.0216182708430492e-07,1.6864173210640944e-10,5.253689137940153e-11,2.1190411700966318e-10,3.75463839564197e-09,1.2279580173973113e-10,1.2279634200023073e-10,1.2279687559264926e-10,1.2279935292006477e-10,1.2279679439445134e-10,1.2279717458470413e-10,1.2280094545874566e-10,1.227983473372442e-10,2.4148235473590066e-11,2.4148262490479882e-11,2.4148251292034054e-11,2.4148254669454504e-11,3.25334217308499e-13,1.808531172590476e-13,4.2843836580581634e-05,1.6546044344838718e-07,1.4944978700745444e-06,7.009472521810864e-06,7.342523810840753e-09,1.3643169776800508e-08,5.025341871024683e-08,4.555842537140523e-07,1.1410864606301701e-07,1.0037916667213724e-08,9.386098223489775e-07,1.510110174876787e-09,7.105516838964015e-06,9.623108251828124e-05,7.586798752681849e-07,1.179304024581096e-05,2.431909999444584e-07,8.609792255237113e-07,4.7138902978991223e-07
1700,5.4206587688824135e-06,7.435708063915841e-11,1.9046096777724026e-10,3.1096102839317026e-11,3.675229415594631e-09,1.2019732750597014e-10,1.2019933069033025e-10,1.2020249341420577e-10,1.2019944141569451e-10,1.202023901740751e-10,1.2020230365121438e-10,1.2020270993235762e-10,1.2019995516121902e-10,5.517059771579894e-10,2.426700152943472e-10,2.428200067727318e-10,2.1885075429508656e-10,2.1885074891097992e-10,2.188507406590381e-10,2.188507521100421e-10,1.0216502686560122e-07,1.6864393598790039e-10,5.2536637399634714e-11,2.1190488438075756e-10,3.754666372294306e-09,1.2279822010064882e-10,1.2280293943396317e-10,1.2280315067435075e-10,1.2280239348021361e-10,1.2279709935373194e-10,1.2279981954900503e-10,1.2280312270836083e-10,1.227983531393164e-10,2.4148271749945898e-11,2.41482643217791e-11,2.4148267858457258e-11,2.4148245474681088e-11,3.253342594886183e-13,1.8085318875230972e-13,4.284382711650003e-05,1.6546041578013423e-07,1.494536082366336e-06,7.0094735257865726e-06,7.343257200901653e-09,1.364312081656461e-08,5.025346439198561e-08,4.5558552301159533e-07,1.1410884252888089e-07,1.0037894318518856e-08,9.386098054374564e-07,1.5101097578147136e-09,7.105518914716376e-06,9.623117721406824e-05,7.586795940154523e-07,1.1793033023695954e-05,2.4319108731730296e-07,8.609791322405467e-07,4.714451847732155e-07
1800,5.420647506101961e-06,7.435194068291879e-11,1.9045994345682782e-10,3.109709141808317e-11,3.6752662961601655e-09,1.2019780370492897e-10,1.2019590052706868e-10,1.2019876771900563e-10,1.202002549800459e-10,1.201966632306806e-10,1.2019967943098802e-10,1.201978859369431e-10,1.201951967455954e-10,5.517064430464605e-10,2.4267001566228383e-10,2.4282000695356653e-10,2.1885073584871635e-10,2.1885074797593092e-10,2.1885074707658837e-10,2.188507407020177e-10,1.0216487894759038e-07,1.6864375240678297e-10,5.2540396370208085e-11,2.1190744332246227e-10,3.7548127551809236e-09,1.2280466571376893e-10,1.2280029121919405e-10,1.228050002775357e-10,1.228032367362231e-10,1.2280297339534788e-10,1.2280456984006242e-10,1.2280525398863873e-10,1.2280567339411616e-10,2.4148257665656115e-11,2.414827771543754e-11,2.4148256370902714e-11,2.414825525998074e-11,3.2533459681092255e-13,1.808532160629371e-13,4.2843832069868555e-05,1.65460488921498e-07,1.494618480307526e-06,7.009477176007358e-06,7.3436980162901666e-09,1.3643106586917147e-08,5.025374313853421e-08,4.5558606965134795e-07,1.1410905308112887e-07,1.0037946842126656e-08,9.386097809171621e-07,1.5101104262926413e-09,7.105518089546506e-06,9.623122754150718e-05,7.586797801913716e-07,1.1793045788237655e-05,2.4319108629437774e-07,8.609793710189033e-07,4.7145157896847366e-07
1900,5.420646479325006e-06,7.435050884199647e-11,1.9045683442539508e-10,3.1095862179832894e-11,3.6751696722532832e-09,1.2019239695052225e-10,1.2019520921678233e-10,1.2019443947475448e-10,1.201931875243604e-10,1.2019569786137628e-10,1.2019323618479234e-10,1.201934936022335e-10,1.2019204093495797e-10,5.5170631735861e-10,2.42670015145568e-10,2.4282000670360046e-10,2.1885072838878497e-10,2.188507313272026e-10,2.1885074208248568e-10,2.1885072438042466e-10,1.0217477300079163e-07,1.6864411706546547e-10,5.254218198190967e-11,2.1190686702394342e-10,3.754982117020574e-09,1.2280752409793307e-10,1.2280825398634656e-10,1.2280416001376486e-10,1.2280674489132686e-10,1.22805358819529e-10,1.22804781908241e-10,1.2280319856443913e-10,1.228073515035309e-10,2.4148271874906603e-11,2.4148255841309697e-11,2.414826556516278e-11,2.4148270595601224e-11,3.253349131292402e-13,1.8085327582199064e-13,4.284384530921584e-05,1.6546051301261196e-07,1.4946049797246378e-06,7.009491494673532e-06,7.343780411920771e-09,1.3643030752152363e-08,5.0254032761859395e-08,4.5558652097935383e-07,1.1410885704384621e-07,1.003794882245742e-08,9.386097944185022e-07,1.5101107752998767e-09,7.105519785629801e-06,9.623119684357656e-05,7.5868056466089e-07,1.1793038097019074e-05,2.431910277043613e-07,8.60979114454256e-07,4.7144256732631964e-07
2000,5.4206473888288385e-06,7.435097748869095e-11,1.9045554392873763e-10,3.109302750668433e-11,3.674923179557341e-09,1.2018922158268167e-10,1.2019259614583435e-10,1.2019282199854557e-10,1.201916060510055e-10,1.2019401154896412e-10,1.2019201786937566e-10,1.2019106223205144e-10,1.2019260908406616e-10,5.517062481446826e-10,2.4267001497983883e-10,2.428200067840453e-10,2.1885071073468622e-10,2.1885070930905173e-10,2.1885071912722558e-10,2.1885072524428817e-10,1.0217795891019324e-07,1.6864840889483113e-10,5.254135542224672e-11,2.1190866521417848e-10,3.755060993356106e-09,1.2280900890285702e-10,1.2280925855965785e-10,1.2280470428069984e-10,1.228048503386003e-10,1.2280920248251987e-10,1.2280646242133538e-10,1.2280689222346507e-10,1.2280689308418661e-10,2.4148266047512485e-11,2.4148263311606906e-11,2.4148276738242504e-11,2.4148279778789087e-11,3.253348367869229e-13,1.808533384857115e-13,4.284384771202161e-05,1.654605674916727e-07,1.4946364614091295e-06,7.009485299400443e-06,7.343815285220092e-09,1.3643087323554739e-08,5.025370137345961e-08,4.555867432907151e-07,1.141090076483345e-07,1.003794303946044e-08,9.386097608913018e-07,1.5101118083145091e-09,7.105523901418021e-06,9.623135588051585e-05,7.58680630785401e-07,1.1793043077022493e-05,2.431910738159029e-07,8.60979338754406e-07,4.7148500974618795e-07
2100,5.420639307509026e-06,7.435066660453243e-11,1.904557581919908e-10,3.1092851542110363e-11,3.675029517922981e-09,1.201927417091383e-10,1.2019168033383925e-10,1.201883700503076e-10,1.2018755091177035e-10,1.2018687078422842e-10,1.2018846167891667e-10,1.2018697934352327e-10,1.201911972906329e-10,5.517065271369067e-10,2.426700152613903e-10,2.4282000668991507e-10,2.1885073263682297e-10,2.1885073759813885e-10,2.1885071089463384e-10,2.1885071681853926e-10,1.0217909184088286e-07,1.6864743397007388e-10,5.2543137129777415e-11,2.1191038815443737e-10,3.755136962690618e-09,1.2280984386549263e-10,1.2281173454908657e-10,1.2280885509138175e-10,1.2281010831249304e-10,1.228110690635684e-10,1.2280936300060293e-10,1.2281181994011567e-10,1.2280695729831853e-10,2.4148293546707466e-11,2.4148290656398383e-11,2.4148269503236737e-11,2.4148278303848306e-11,3.253345851939473e-13,1.808533900857069e-13,4.2843803497775445e-05,1.6546057611160437e-07,1.494718188626822e-06,7.009502865706923e-06,7.344676958405294e-09,1.3643021758010306e-08,5.025390471603477e-08,4.555919906616351e-07,1.141092646780394e-07,1.003798811120908e-08,9.386097498836492e-07,1.5101122661488055e-09,7.1055207049710146e-06,9.623138570295222e-05,7.586810750668471e-07,1.1793049567076316e-05,2.431910460170194e-07,8.609792224318103e-07,4.715059111370768e-07
2200,5.420634421732577e-06,7.434823873295913e-11,1.9045429642369336e-10,3.109212422984811e-11,3.674804535294055e-09,1.2018943557311523e-10,1.2018468921319593e-10,1.2018921075751895e-10,1.201907820793878e-10,1.2018901879764147e-10,1.2018973067581138e-10,1.2018860139862957e-10,1.2018636927110355e-10,5.517069210832901e-10,2.4267001499550687e-10,2.428200066720266e-10,2.1885070610702456e-10,2.1885070339997786e-10,2.1885070361858414e-10,2.1885070492890136e-10,1.0218292272630863e-07,1.68654721384436e-10,5.254763881700114e-11,2.1191044317400504e-10,3.755213583043423e-09,1.2281261979253232e-10,1.2281290610738523e-10,1.2281289355899744e-10,1.2281476343404504e-10,1.228100040122271e-10,1.2281341014023211e-10,1.228112590384943e-10,1.2281206132610764e-10,2.414828017459388e-11,2.414828375899346e-11,2.4148282963519418e-11,2.4148270169227917e-11,3.2533481777034213e-13,1.8085336584382656e-13,4.2843825196048994e-05,1.6546062272902313e-07,1.4947525188581894e-06,7.009504299579193e-06,7.3447686051941355e-09,1.3642850539686594e-08,5.0254160155259147e-08,4.555922339215963e-07,1.1410912675408778e-07,1.0037986947787016e-08,9.386097515358536e-07,1.5101117368610063e-09,7.105522655878945e-06,9.623140643163042e-05,7.586809864017302e-07,1.1793048961086848e-05,2.431910319000746e-07,8.609796372827996e-07,4.7150491149887316e-07
2300,5.4206323527422896e-06,7.434654467408932e-11,1.9045059183234244e-10,3.109218815939437e-11,3.674814152107629e-09,1.2018603576211383e-10,1.2018278220374809e-10,1.2018626695069773e-10,1.2018844778337906e-10,1.2018231334586585e-10,1.201860666508379e-10,1.2018259391488968e-10,1.201840213395973e-10,5.517069218281728e-10,2.4267001482750747e-10,2.4282000653344315e-10,2.1885072364017845e-10,2.1885072075215295e-10,2.1885071884906552e-10,2.188507128522766e-10,1.021831341188254e-07,1.6865404320789532e-10,5.254759998895739e-11,2.1191244011390443e-10,3.755150943581045e-09,1.2281403882184414e-10,1.2281466548911144e-10,1.228140384778694e-10,1.2281259996213887e-10,1.228129426997285e-10,1.2281575587934222e-10,1.228116214797788e-10,1.2281540973918806e-10,2.414827313089238e-11,2.4148295064263235e-11,2.414829345994349e-11,2.414827587090124e-11,3.2533511374151996e-13,1.808534578358195e-13,4.284380643118247e-05,1.654606583569472e-07,1.4949116570198779e-06,7.009502414477587e-06,7.345097669960549e-09,1.3642835259650473e-08,5.025430623913365e-08,4.5559338788066134e-07,1.1410977035836224e-07,1.0038002280195128e-08,9.386097251393529e-07,1.5101127261733155e-09,7.10552832363297e-06,9.62314170610766e-05,7.586813173863275e-07,1.179305052399423e-05,2.43191065266462e-07,8.609797718515527e-07,4.7155702514093774e-07
2400,5.4206244479366555e-06,7.434106652711558e-11,1.9044962649747557e-10,3.108830989090265e-11,3.6747369220632217e-09,1.2018054585054964e-10,1.201827837736329e-10,1.201806906163256e-10,1.2018604979459863e-10,1.2018387510860068e-10,1.2018211024718533e-10,1.2018083099051093e-10,1.2018408387980282e-10,5.517066563616664e-10,2.4267001507441365e-10,2.428200065213731e-10,2.1885071673270604e-10,2.1885071482927502e-10,2.1885072769193838e-10,2.18850701015531e-10,1.0219223894643872e-07,1.6865790120517878e-10,5.255006395093506e-11,2.1191354694067958e-10,3.755256524352447e-09,1.2281548731304537e-10,1.2281902264745175e-10,1.2281522476848484e-10,1.2281409773717568e-10,1.2281636821796565e-10,1.2281790804023448e-10,1.228199327738995e-10,1.2281931331713922e-10,2.4148292324098112e-11,2.4148296693208124e-11,2.414827833649098e-11,2.414829743693064e-11,3.2533492491053045e-13,1.8085335657750135e-13,4.284382202116815e-05,1.6546069432283854e-07,1.495010029528275e-06,7.009507074671519e-06,7.345320420209037e-09,1.3642820722608612e-08,5.0254233051880595e-08,4.5559520736894273e-07,1.1410991041810164e-07,1.0037989317255635e-08,9.386097192595702e-07,1.5101127078590282e-09,7.105535033526824e-06,9.623158356914801e-05,7.586818024278381e-07,1.1793051189922283e-05,2.4319113602759044e-07,8.609797097042544e-07,4.7156994674673535e-07
2500,5.420618586465413e-06,7.433758697869667e-11,1.9044858583323858e-10,3.1088685117883496e-11,3.674609199303598e-09,1.201810229252178e-10,1.201806740529625e-10,1.201838684693855e-10,1.2017823358237563e-10,1.2017959729706763e-10,1.2018177889736174e-10,1.2018286096687828e-10,1.2018310490103675e-10,5.517070640013046e-10,2.4267001508124223e-10,2.4282000667497324e-10,2.1885070984040257e-10,2.1885070285770224e-10,2.1885069969753507e-10,2.188507168164023e-10,1.0219668148357198e-07,1.6865901986934056e-10,5.254812255357715e-11,2.1191284345894849e-10,3.755399482574803e-09,1.2282146019304427e-10,1.2281883459909655e-10,1.2282091932185235e-10,1.228160213312236e-10,1.2281862557407516e-10,1.228204486141604e-10,1.228166238530485e-10,1.228201725526023e-10,2.4148279934679558e-11,2.4148270098311668e-11,2.414827315773659e-11,2.41482718265702e-11,3.253349019262478e-13,1.8085341130252672e-13,4.2843830686392444e-05,1.6546065260589935e-07,1.4949651933797392e-06,7.0095102958578506e-06,7.345808639388915e-09,1.3642853064175997e-08,5.025455283448825e-08,4.555970064971701e-07,1.1410991534863101e-07,1.0038019962944545e-08,9.386097260834754e-07,1.5101129194467256e-09,7.105530403139159e-06,9.623159019254622e-05,7.586817965625979e-07,1.1793058445834968e-05,2.4319109512406793e-07,8.609795199290382e-07,4.715924999250708e-07
2600,5.420616250609666e-06,7.433601342153476e-11,1.9044937940346027e-10,3.108736017609137e-11,3.6746187860519423e-09,1.2017988570406142e-10,1.2018033942144187e-10,1.2017954363974357e-10,1.201809317082752e-10,1.2017679147936888e-10,1.2018013138379148e-10,1.2017920609617573e-10,1.2017724695468057e-10,5.517065285508189e-10,2.426700151762672e-10,2.4282000676894814e-10,2.188507073459792e-10,2.1885071760340832e-10,2.1885072486772906e-10,2.1885071032835747e-10,1.0220015085141459e-07,1.6866004142357337e-10,5.255314385224208e-11,2.1191552990676182e-10,3.755422150426694e-09,1.2282461506392093e-10,1.2281842280901756e-10,1.2282206128817514e-10,1.2282071783188064e-10,1.228217548784875e-10,1.2282038054495365e-10,1.2282083101235618e-10,1.2282102959142392e-10,2.414827147682531e-11,2.4148296369133627e-11,2.414827857861694e-11,2.4148287964267222e-11,3.2533471564237694e-13,1.8085320621132715e-13,4.2843865294773824e-05,1.654606950111876e-07,1.4950811754009052e-06,7.0095195617240875e-06,7.345486918908564e-09,1.3642616179496168e-08,5.025489719582624e-08,4.555980321419226e-07,1.1411006479232864e-07,1.003806507478454e-08,9.386096963832717e-07,1.5101142031811842e-09,7.105535693838914e-06,9.623162545476595e-05,7.586818940657037e-07,1.1793061975952254e-05,2.4319111461406084e-07,8.609795281507933e-07,4.71588024671635e-07
2700,5.420619861208882e-06,7.433511334282737e-11,1.9044702179149522e-10,3.108703796806408e-11,3.6744956863991584e-09,1.2017359501169532e-10,1.2017871325263664e-10,1.201734389968784e-10,1.2017485944478306e-10,1.2017454694328755e-10,1.2017345800141851e-10,1.2017435013818132e-10,1.2017877014435105e-10,5.517063768578589e-10,2.426700148305186e-10,2.4282000674826615e-10,2.1885072404545428e-10,2.1885070948039632e-10,2.1885072057858596e-10,2.1885073273286482e-10,1.0220829550337909e-07,1.6866196298790297e-10,5.2554100353676823e-11,2.1191766922413797e-10,3.755394507823212e-09,1.228227911127854e-10,1.2282439910487883e-10,1.2282275487844748e-10,1.2282173690179607e-10,1.228212233479389e-10,1.228211443772458e-10,1.2282463177451073e-10,1.2282546196699408e-10,2.414826701591307e-11,2.4148287213616745e-11,2.414828492863747e-11,2.414828389300104e-11,3.253350707176949e-13,1.80853334528371e-13,4.284386368001006e-05,1.6546077324050293e-07,1.4950685985686697e-06,7.009528733971571e-06,7.346284523260981e-09,1.3642650314057348e-08,5.0254949467820376e-08,4.556018702507932e-07,1.1411067655601977e-07,1.003809043225032e-08,9.386096884193664e-07,1.5101139272122731e-09,7.105544094498881e-06,9.623164233604303e-05,7.586821962957765e-07,1.1793069955245898e-05,2.4319120952759267e-07,8.609801502009107e-07,4.716320489784445e-07
2800,5.420609390624709e-06,7.433316733027347e-11,1.9044373361935016e-10,3.1084744556880234e-11,3.6743562443363747e-09,1.2017633661187467e-10,1.2017255159520736e-10,1.2017129869427822e-10,1.201745120870022e-10,1.2017115914400694e-10,1.2017672873248432e-10,1.2017316625563067e-10,1.201756651654612e-10,5.517069147821212e-10,2.4267001515605984e-10,2.4282000675980066e-10,2.1885072380741783e-10,2.1885073282876912e-10,2.188507148429944e-10,2.1885073075068126e-10,1.0220166802498913e-07,1.6866366349389022e-10,5.2556407087291586e-11,2.1191722271963968e-10,3.755521078873762e-09,1.2282594983281042e-10,1.2282426998981686e-10,1.2282733029734005e-10,1.228239722345406e-10,1.2282560861492568e-10,1.2282768804005538e-10,1.2282868608764197e-10,1.2282407806262766e-10,2.4148281783711404e-11,2.4148279751211282e-11,2.414828938844655e-11,2.4148277018893664e-11,3.253347528294784e-13,1.8085323184679653e-13,4.2843903078172325e-05,1.6546080288329022e-07,1.4951513588794208e-06,7.0095246401414e-06,7.3460207455910695e-09,1.3642644096735675e-08,5.0255179665319594e-08,4.556066715528503e-07,1.141109139496728e-07,1.0038115692878636e-08,9.386096806514779e-07,1.5101147916776363e-09,7.1055400595889155e-06,9.62317846525172e-05,7.58682676539639e-07,1.1793071714599366e-05,2.4319123043256444e-07,8.609799135744539e-07,4.716036712509525e-07
