milliseconds,CRP,CRPsiteI_crp,CRPsiteII_crp,CRPsite_cyaA,CRPsite_genome,CRPsite_ptsGp1,CRPsite_ptsGp2,CRPsite_ptsHp0,CRPsite_ptsHp1,CRPsite_ptsIp0,CRPsite_ptsIp1,CRPsite_mlcp1,CRPsite_mlcp2,Mlc,Mlcsite_mlcp1,Mlcsite_mlcp2,Mlcsite_ptsGp1,Mlcsite_ptsGp2,Mlcsite_ptsHp0,Mlcsite_ptsIp0,CRP_cAMP,CRP_cAMP_CRPsiteI_crp,CRP_cAMP_CRPsiteII_crp,CRP_cAMP_CRPsite_cyaA,CRP_cAMP_CRPsite_genome,CRP_cAMP_CRPsite_ptsGp1,CRP_cAMP_CRPsite_ptsGp2,CRP_cAMP_CRPsite_ptsHp0,CRP_cAMP_CRPsite_ptsHp1,CRP_cAMP_CRPsite_ptsIp0,CRP_cAMP_CRPsite_ptsIp1,CRP_cAMP_CRPsite_mlcp1,CRP_cAMP_CRPsite_mlcp2,Mlc_Mlcsite_ptsGp1,Mlc_Mlcsite_ptsGp2,Mlc_Mlcsite_ptsIp0,Mlc_Mlcsite_ptsHp0,Mlc_Mlcsite_mlcp1,Mlc_Mlcsite_mlcp2,IICB,IICB_Mlc,CYA,IIA_P,IIA_P_CYA,mRNA_cyaA,mRNA_crp,mRNA_ptsG,mRNA_ptsH,mRNA_ptsI,mRNA_crr,mRNA_mlc,IICB_P,IIA,HPr_P,HPr,EI_P,EI,cAMP
0,5.420703126257546e-06,7.436746284398798e-11,1.9046783440324617e-10,3.1102142041347945e-11,3.6756557619425284e-09,1.2020747257809237e-10,1.202127742166257e-10,1.202128185852583e-10,1.2020834405640634e-10,1.2020671973284732e-10,1.2021124911200913e-10,1.2021077167383855e-10,1.2020900809872335e-10,5.517198966638766e-10,2.426700001277114e-10,2.4282000011618754e-10,2.1885000485528296e-10,2.1884998810042303e-10,2.188500135140253e-10,2.188499841576004e-10,1.021362799608722e-07,1.6863281580315856e-10,5.2530180919559645e-11,2.1190029920165966e-10,3.7545012032724855e-09,1.227875235533262e-10,1.2278885854034092e-10,1.2279014152375936e-10,1.227887224997708e-10,1.2279186924133316e-10,1.2279155824517825e-10,1.2279290696445597e-10,1.2278820696050557e-10,2.4149008344009377e-11,2.414899584589288e-11,2.414898443750716e-11,2.414899554863906e-11,3.253502197165603e-13,1.8085991248100642e-13,4.2843971925057996e-05,1.6545996870176284e-07,1.4934091868472731e-06,7.009400813664457e-06,7.336715023992381e-09,1.3643063084457169e-08,5.025396526729016e-08,4.5559044191249025e-07,1.1410972286677365e-07,1.003799821807736e-08,9.38610010808638e-07,1.5101003268768874e-09,7.1054965867801894e-06,9.622998155709927e-05,7.586695556408623e-07,1.1793005352917383e-05,2.431899539874381e-07,8.609800279862474e-07,4.710831365674871e-07
100,5.420745044578874e-06,7.439027988545085e-11,1.904915400520388e-10,3.1117063992429795e-11,3.676489238813012e-09,1.2024553274288853e-10,1.2024518989860454e-10,1.2024521592736124e-10,1.2024419800328675e-10,1.2024266440653575e-10,1.2023943899317445e-10,1.202453092782215e-10,1.2024024582266842e-10,5.51702557454972e-10,2.4267001723751106e-10,2.428200079941464e-10,2.188508899216788e-10,2.1885087382645686e-10,2.1885087011413851e-10,2.188508914357286e-10,1.0208677183252308e-07,1.6860569670095678e-10,5.2507755554603215e-11,2.1188634313080762e-10,3.753466652196824e-09,1.2275675006823366e-10,1.2275493632722642e-10,1.2275440138729138e-10,1.2275527878477422e-10,1.227556886025927e-10,1.2275605238857646e-10,1.2275618724502793e-10,1.2275710235281742e-10,2.4148119202333818e-11,2.4148132358600014e-11,2.4148109923375025e-11,2.4148111623878114e-11,3.2533226140294336e-13,1.8085194418029284e-13,4.28439829014467e-05,1.6546004529076365e-07,1.4935286418193161e-06,7.009369189844802e-06,7.337247583131e-09,1.364305145515582e-08,5.025368408798953e-08,4.555848412954433e-07,1.1410998359014961e-07,1.0037968374592484e-08,9.386099973350923e-07,1.510101011843674e-09,7.105492684239188e-06,9.623009196467259e-05,7.586751393337065e-07,1.179299810564955e-05,2.431910698006959e-07,8.609790510470454e-07,4.71060488363949e-07
200,5.420739487733586e-06,7.439098100250702e-11,1.9048707839995184e-10,3.1114429867950155e-11,3.6765175803678112e-09,1.2024268531814936e-10,1.2023659210899344e-10,1.2023983799398853e-10,1.2023753401065688e-10,1.2023673167920387e-10,1.2023815071881043e-10,1.2023977810500606e-10,1.2023879104431064e-10,5.517029316096499e-10,2.4267001740185386e-10,2.4282000790000813e-10,2.1885086980593696e-10,2.1885087758929666e-10,2.1885086187006613e-10,2.1885086383307157e-10,1.02099355471928e-07,1.6860731888656108e-10,5.250956036038921e-11,2.1188745089300487e-10,3.753502233508697e-09,1.2276136849284402e-10,1.2275760509780964e-10,1.2276080642705625e-10,1.227611309842109e-10,1.2276347132222404e-10,1.2276310663006866e-10,1.2275961105406508e-10,1.2275724679668267e-10,2.4148124064354705e-11,2.4148123860422866e-11,2.4148133949073444e-11,2.4148130898424517e-11,3.2533267822953194e-13,1.808521423103716e-13,4.284397603991391e-05,1.6546007957951826e-07,1.4935856375103516e-06,7.0093734942839e-06,7.337795863945436e-09,1.3643154499315056e-08,5.02536837743583e-08,4.555872587922035e-07,1.1410977461957692e-07,1.0037956344365145e-08,9.386099686821436e-07,1.5101015661874192e-09,7.1055020684721195e-06,9.623010817821682e-05,7.586761039252867e-07,1.1792999637337948e-05,2.4319114974723323e-07,8.609793119913189e-07,4.7110299201412727e-07
300,5.420736131309585e-06,7.438539656134466e-11,1.9048664815294077e-10,3.111329617717937e-11,3.6762803180437164e-09,1.2023933395733364e-10,1.202359676712623e-10,1.2023853769973637e-10,1.20239076482895e-10,1.2023397477370387e-10,1.2023480062422695e-10,1.202388845313701e-10,1.2023782749395034e-10,5.517028330713095e-10,2.4267001724395376e-10,2.428200079217616e-10,2.1885087664844465e-10,2.1885087675118186e-10,2.1885086409223992e-10,2.1885085821938266e-10,1.021001694411998e-07,1.686131513930643e-10,5.2512694874596924e-11,2.1188798031437584e-10,3.753529033539916e-09,1.2276351057579416e-10,1.2276043621287288e-10,1.2276527804242928e-10,1.2275989740730356e-10,1.22763021732721e-10,1.2276132941589047e-10,1.227605488228366e-10,1.2276024083104898e-10,2.4148149195356586e-11,2.4148133481583173e-11,2.4148150478972326e-11,2.4148138185797196e-11,3.2533278014903475e-13,1.8085226128764256e-13,4.284396056770252e-05,1.6546005458638319e-07,1.4935864121408296e-06,7.009381593385136e-06,7.3387384768118425e-09,1.3643211399807639e-08,5.025348998377243e-08,4.5558331918908875e-07,1.1410915920770431e-07,1.0037944136713714e-08,9.386099667337013e-07,1.51010255602816e-09,7.105497660821933e-06,9.623018132186309e-05,7.586758837533382e-07,1.1793003209079563e-05,2.431911644159665e-07,8.609792877903595e-07,4.7112881004774416e-07
400,5.420734957883182e-06,7.438659004303216e-11,1.9048328140211506e-10,3.111185311523956e-11,3.6763482999965973e-09,1.2023473792832158e-10,1.2023440525180845e-10,1.202320693067847e-10,1.2023310981814872e-10,1.2023168828391897e-10,1.202332425776797e-10,1.202324550993718e-10,1.2023330042704722e-10,5.517035678239097e-10,2.42670016976333e-10,2.428200076629732e-10,2.1885083848838944e-10,2.1885084342809045e-10,2.188508491941761e-10,2.1885085706870582e-10,1.0210544923094653e-07,1.6861224423149547e-10,5.251345435008464e-11,2.1189007620717e-10,3.753699130026857e-09,1.2276593093145332e-10,1.2276317849425198e-10,1.2276900515380927e-10,1.2276762534550414e-10,1.2276477716373173e-10,1.227647357936718e-10,1.2276536447841453e-10,1.2276729000514422e-10,2.4148131903032095e-11,2.4148141407651222e-11,2.414813646207707e-11,2.4148135576335104e-11,3.253327846853223e-13,1.808523153289528e-13,4.284399418366872e-05,1.6546013819594927e-07,1.493749944571798e-06,7.009386637377874e-06,7.338900621344212e-09,1.3643150711670526e-08,5.025365695063525e-08,4.5558323597773017e-07,1.1410925779556464e-07,1.0037935297519697e-08,9.386099649707335e-07,1.510102912435729e-09,7.105507507395376e-06,9.623026431229042e-05,7.586764135001061e-07,1.1793005045885764e-05,2.43191180656467e-07,8.609790211365906e-07,4.7116373595031764e-07
500,5.42072759515759e-06,7.438450433093829e-11,1.904847175514277e-10,3.111274739165675e-11,3.6763047353131655e-09,1.2023405122708654e-10,1.2023064994000323e-10,1.2023114278500589e-10,1.2023100341040204e-10,1.2023081685709887e-10,1.202300220513619e-10,1.202291350918524e-10,1.2023288626698873e-10,5.517033808037649e-10,2.426700171362902e-10,2.428200076208244e-10,2.1885085692245512e-10,2.188508555300596e-10,2.1885083989352846e-10,2.188508616724264e-10,1.0211598547551185e-07,1.686176229432372e-10,5.2517236519205674e-11,2.118928005885781e-10,3.753752036874037e-09,1.227672932950345e-10,1.2277122870696115e-10,1.2276957886962072e-10,1.2276824948117005e-10,1.2276771895177032e-10,1.2276642267778913e-10,1.227679159221292e-10,1.2276760354037458e-10,2.4148148785007787e-11,2.414815903159438e-11,2.414815775644962e-11,2.4148170026044184e-11,3.253327700230999e-13,1.808523189161425e-13,4.2843979878308e-05,1.6546018093806622e-07,1.4937703735873915e-06,7.009403133940164e-06,7.339059114145035e-09,1.364317955226952e-08,5.025350043342305e-08,4.555823904455416e-07,1.1410909470851129e-07,1.0037899131125684e-08,9.386099315192338e-07,1.5101035287347784e-09,7.105497910225491e-06,9.623031615602836e-05,7.58676723936086e-07,1.1793005413219195e-05,2.4319117576533373e-07,8.609790754746328e-07,4.711487189357847e-07
600,5.420716417780352e-06,7.438153385366898e-11,1.9048135455779998e-10,3.1109155987571864e-11,3.6760315038663727e-09,1.2022826805631065e-10,1.2022906142862946e-10,1.2023066324318023e-10,1.2022548255203157e-10,1.202299307261419e-10,1.20231116825694e-10,1.2022992005759218e-10,1.2023084099863383e-10,5.517036238868794e-10,2.426700170915283e-10,2.4282000779392946e-10,2.1885083915166312e-10,2.1885084443296256e-10,2.1885083873926393e-10,2.1885081998598516e-10,1.0211542338596006e-07,1.6861735321103564e-10,5.2516900630011345e-11,2.1189385438003877e-10,3.75387070468359e-09,1.2277400256318155e-10,1.227743557549223e-10,1.2277353127283005e-10,1.227730845176111e-10,1.2277170314728454e-10,1.2277429222535704e-10,1.227747628259569e-10,1.2276939344022866e-10,2.4148174979012365e-11,2.4148165776655457e-11,2.4148165168200446e-11,2.4148177516180596e-11,3.253333430025878e-13,1.8085238734205109e-13,4.2843959368553176e-05,1.6546019326453685e-07,1.4937751160994685e-06,7.009403323765022e-06,7.3392889247500925e-09,1.3643307531441422e-08,5.025327184083713e-08,4.555831255191754e-07,1.1410851953149406e-07,1.0037931987301717e-08,9.386099375408595e-07,1.5101041768471746e-09,7.1055093857743995e-06,9.623036385286723e-05,7.586771864542102e-07,1.1793013739538463e-05,2.431911440672333e-07,8.609792209024899e-07,4.711996782683592e-07
700,5.420709689091236e-06,7.437676712132684e-11,1.9047743959978367e-10,3.110735698969612e-11,3.6759678002652874e-09,1.2022621799472185e-10,1.202233695205074e-10,1.2022364227567125e-10,1.2022824947073228e-10,1.2022456755767385e-10,1.2022816496248232e-10,1.2022352662954318e-10,1.2022624049028164e-10,5.517040358999874e-10,2.426700167742257e-10,2.428200076644851e-10,2.1885083509647027e-10,2.188508344625506e-10,2.1885083594802012e-10,2.1885084275005507e-10,1.021247220547139e-07,1.6861715656468254e-10,5.252038463803521e-11,2.1189538275956384e-10,3.753948430722379e-09,1.2277480301839442e-10,1.2277250773107648e-10,1.2277191888967513e-10,1.2277244720647553e-10,1.2277376407161743e-10,1.2277475070253537e-10,1.2277715035030283e-10,1.2277214235487446e-10,2.4148188006620385e-11,2.4148167059643167e-11,2.414816381836537e-11,2.4148170834578353e-11,3.2533306000234e-13,1.8085249523490932e-13,4.284395770824546e-05,1.654602082445784e-07,1.493821602035007e-06,7.009415284316817e-06,7.3398726619781764e-09,1.3643171737668328e-08,5.025350445752026e-08,4.5557981964942904e-07,1.141088206565188e-07,1.0037903836299098e-08,9.386099174185068e-07,1.5101045040524134e-09,7.105507008279309e-06,9.623045804367832e-05,7.586770929648984e-07,1.1793013972025108e-05,2.4319117882527207e-07,8.609788640897075e-07,4.712000550060088e-07
800,5.420703981996101e-06,7.43761007594316e-11,1.904772590455131e-10,3.1107520417955564e-11,3.6759810459094635e-09,1.2022537213802524e-10,1.2022439975099582e-10,1.2022578954987992e-10,1.202210922772463e-10,1.2022148262583491e-10,1.2022066998657795e-10,1.2022444431744375e-10,1.202257207294323e-10,5.517038163433577e-10,2.426700163576372e-10,2.428200076232593e-10,2.1885081331520456e-10,2.1885080347103824e-10,2.1885080317852652e-10,2.1885081602064294e-10,1.0212534521188731e-07,1.6861923607166655e-10,5.252093470027703e-11,2.1189485152065596e-10,3.754105670486833e-09,1.2277570053773465e-10,1.2277745930676658e-10,1.227779752430152e-10,1.227739804078742e-10,1.2277680619260784e-10,1.2277385697858435e-10,1.227741231732063e-10,1.227796220269416e-10,2.4148190337257172e-11,2.4148198222839118e-11,2.4148180847119173e-11,2.4148178703012463e-11,3.253337038139641e-13,1.8085236241579434e-13,4.284391631262126e-05,1.6546017418266122e-07,1.4939366090125144e-06,7.0094197825699026e-06,7.340236043110616e-09,1.364322776271019e-08,5.025316600579777e-08,4.5558065571357814e-07,1.1410881604475554e-07,1.0037930742653805e-08,9.386098888670853e-07,1.510105342409746e-09,7.105502963924844e-06,9.623057398795561e-05,7.586776203293019e-07,1.1793010469767255e-05,2.431911312175682e-07,8.609790311704227e-07,4.712499303557322e-07
900,5.420702144118343e-06,7.43727380954084e-11,1.904743824239879e-10,3.110753923356834e-11,3.675837683667937e-09,1.20217255826583e-10,1.20219262558623e-10,1.2021894115227232e-10,1.202212478867045e-10,1.2022143524558453e-10,1.2022037550995588e-10,1.2021934014830237e-10,1.2022178664764945e-10,5.517045274946332e-10,2.426700165536727e-10,2.428200075647005e-10,2.1885081812617515e-10,2.1885081218484447e-10,2.1885081341596697e-10,2.1885079244797035e-10,1.021291612274561e-07,1.6862362232563598e-10,5.2521317060962327e-11,2.118978862380767e-10,3.754163449903532e-09,1.2278101213837256e-10,1.2278196691505273e-10,1.2278279139537393e-10,1.2277730279621999e-10,1.2277880402662125e-10,1.2277700770607915e-10,1.2277904768773915e-10,1.2277948023061444e-10,2.4148188174432183e-11,2.414818379996117e-11,2.414820663129811e-11,2.4148199752176314e-11,3.253338395311963e-13,1.8085243660749186e-13,4.284391255767703e-05,1.6546021359759708e-07,1.4940885571459928e-06,7.009422802806242e-06,7.340505777079486e-09,1.3643173104222936e-08,5.0253219524704876e-08,4.5557751672893935e-07,1.1410886367939946e-07,1.0037886976555859e-08,9.386098768867486e-07,1.5101054755045246e-09,7.105506034420035e-06,9.62307074710626e-05,7.586778128462365e-07,1.1793022122179279e-05,2.4319115838497363e-07,8.609793856153426e-07,4.712487624096493e-07
