milliseconds,E,E_P_1,P,M,E_M,T,E_P_2,P2,E_P2
1500,8.008585234142548e-05,6.252531504373844e-05,0.9912875307651454,0.007896496904880784,4.361258414242982e-07,7.495417942663638e-05,7.4757235520715575e-06,0.00036208437030049034,3.402579339641998e-09
1600,8.017812927170887e-05,6.23241268539637e-05,0.9917940253381873,0.008505405973103739,4.449356738826223e-07,7.255654583009158e-05,7.570318569020457e-06,0.00036309760538944685,3.266345441440665e-09
1700,8.022307927806155e-05,6.161797842018273e-05,0.99026515154826,0.009259992623792722,4.963190969391542e-07,0.00010776577928955374,7.544350851652409e-06,0.0004229000977083693,3.4324105526897216e-09
1800,7.89273528315561e-05,6.168785568888784e-05,0.9899232334407599,0.008472309654380006,5.394847590443925e-07,0.00010271967683208741,7.523669208879612e-06,0.0004424395372694757,3.5055863926770687e-09
1900,7.954635069339487e-05,6.213818582029725e-05,0.9898346712033759,0.009819176865055252,5.131806806959943e-07,0.00011705784507072569,7.53306614014014e-06,0.00042775368466936017,4.077474302230874e-09
2000,7.867227613234256e-05,6.310670509955776e-05,0.9888815579677074,0.010603442948965333,5.562261873441699e-07,0.00011756522913793058,7.444623573360825e-06,0.0004794669561902976,4.172999259644086e-09
2100,7.866369555882296e-05,6.148687000052418e-05,0.9880112218359814,0.01100136345345575,6.305949902464029e-07,0.00015103425735091795,7.459517452121727e-06,0.0005041898882866234,4.5925121792894515e-09
2200,7.895976742904071e-05,6.145790794818553e-05,0.9888431524397508,0.01132639685016805,6.526057811774931e-07,0.00015261814549497507,7.4279177374467065e-06,0.0005613684541891758,4.616623943407877e-09
2300,7.984398510637214e-05,6.231421382024385e-05,0.9870433880141962,0.012367952781519621,6.962975137059094e-07,0.00017676652448351716,7.554358205096301e-06,0.0005369812398959796,4.776874265093544e-09
2400,8.039611523662929e-05,6.22247857972883e-05,0.987765287987338,0.012758457072357746,7.029609863701993e-07,0.00019134662292795532,7.463540973376672e-06,0.0005730295172601668,4.975369664908699e-09
2500,7.945843403415169e-05,6.22806153797304e-05,0.9864688373056972,0.012261949363037324,7.286507210171839e-07,0.0001794563025692806,7.402957200152834e-06,0.0006004604088891343,4.972758885869951e-09
2600,7.887892485400646e-05,6.270000184149102e-05,0.9862298451620776,0.013289693143691808,7.617275501652276e-07,0.00019596618645740296,7.383814335852979e-06,0.00063591813578336,5.5924272860790915e-09
2700,8.048065372991264e-05,6.181827285061165e-05,0.9852406387024117,0.01441381205097035,8.029046898517584e-07,0.00022553499428002452,7.486061060925206e-06,0.000619964322122984,5.830821467975356e-09
2800,7.886117471330853e-05,6.15009589057027e-05,0.9849644952680389,0.014125294038166836,8.477503814870764e-07,0.0002528213908465434,7.555927008393489e-06,0.0006612611267278658,5.947985746925614e-09
2900,7.973506456861586e-05,6.233778224275989e-05,0.984437429359103,0.014746086016693619,8.598917764926942e-07,0.00027409947480308344,7.39161119517382e-06,0.0006999696399015614,5.936827154789296e-09
3000,7.921104033272723e-05,6.185681838628781e-05,0.9839657307776992,0.014938840451412094,8.761487579159631e-07,0.00025365931152036527,7.535620479247925e-06,0.0007492274210189098,6.159635428662867e-09
3100,8.052540434526793e-05,6.132174647769013e-05,0.9831370179002715,0.015934507774215064,8.721571751755526e-07,0.0003120625514051622,7.414697407115047e-06,0.000771614187902021,6.508883575105038e-09
3200,7.949890256408935e-05,6.242482398041635e-05,0.981990191397767,0.016819204989714617,9.19996895339935e-07,0.0003200654871092793,7.501429868586179e-06,0.0007724179539948499,6.964285397264403e-09
3300,7.985655587646934e-05,6.216488998864152e-05,0.9823235496534406,0.016311846626245238,9.481016391357404e-07,0.00034089559889034424,7.4555669022599415e-06,0.0007697585856297164,7.126013261786875e-09
3400,8.057512565065806e-05,6.149939619298151e-05,0.982204473021584,0.016593976362596803,9.675943257270578e-07,0.0003441528816145112,7.446988264965197e-06,0.000846900420216827,6.858818199600927e-09
3500,7.999264214475652e-05,6.119392904642828e-05,0.9806135208994401,0.0180994399945951,1.0383653443293787e-06,0.0003518575969839464,7.4319368569020475e-06,0.0008750363503739451,7.644149430500947e-09
3600,8.039176698706267e-05,6.150031785544372e-05,0.9802921803081427,0.01770305036444615,1.0187753091039123e-06,0.00040345009085497027,7.473055993593977e-06,0.0008672067744621191,7.859550600162726e-09
3700,8.032778564870936e-05,6.231003422647035e-05,0.9802081317045035,0.01840146130308589,1.0527544244550352e-06,0.0004277332722009264,7.357625881747643e-06,0.0008872025232963674,7.606287921184274e-09
3800,8.029451839715517e-05,6.147733479366844e-05,0.9792960836136259,0.019755026359478737,1.1065595782920718e-06,0.000447573171706991,7.344679684590737e-06,0.000896276999916259,8.126997593761417e-09
3900,7.866060503694898e-05,6.235146561753867e-05,0.9793125776495637,0.019998528519479995,1.1455394253956352e-06,0.00047328447386884106,7.416764571095213e-06,0.0009696541288903693,8.498145856798343e-09
4000,7.973661838635705e-05,6.162094182780834e-05,0.9776750513504933,0.02036965845593229,1.1533716127259026e-06,0.0004888105069982989,7.47015657751577e-06,0.0009842469481534022,8.711677934242927e-09
4100,8.032876722737486e-05,6.158258750197003e-05,0.9782214652074164,0.020470149410653997,1.1373479488223824e-06,0.0005078465912320622,7.492451892019197e-06,0.0009659550539711492,8.621896630625644e-09
4200,7.869506977566083e-05,6.227065803551731e-05,0.9773411286560758,0.021336768534762837,1.2364664850744256e-06,0.0005274080641168505,7.456494331320641e-06,0.0010131847971868928,8.865076987326314e-09
4300,8.015671178341047e-05,6.241632692946476e-05,0.9766521219374478,0.02126695110793472,1.2223345022978472e-06,0.0005718055305962855,7.448595620627075e-06,0.0010109142667564792,9.28415464490709e-09
4400,7.893201241701275e-05,6.186537087066291e-05,0.9756713433639485,0.022281202541343206,1.283894757965175e-06,0.0005932142665236877,7.445041929348414e-06,0.0010739276770705343,9.107122210509513e-09
4500,7.931222240695891e-05,6.122633517056991e-05,0.9755288139065518,0.022076049602357685,1.2738641332124348e-06,0.0006194608947811596,7.493307922098648e-06,0.0011055275303654246,9.71611489698632e-09
4600,7.909926977761553e-05,6.076458431728743e-05,0.9756920222606327,0.022221090308217947,1.3121764396669212e-06,0.0006544891630370426,7.3758006347715066e-06,0.0010856083527386626,9.830420958831596e-09
4700,7.880936567463407e-05,6.171322822870756e-05,0.9753666420790639,0.024093242063503873,1.3847065668259435e-06,0.0006495244352455678,7.4955264071236476e-06,0.00113832176480549,1.0051322543398109e-08
4800,7.979730705656937e-05,6.123899725617412e-05,0.9733901162280237,0.02319021314750664,1.388723871321831e-06,0.0007179546964252957,7.339742629328304e-06,0.0011830924663149124,1.0278471338362017e-08
4900,8.06303344048901e-05,6.21997299616943e-05,0.9738263303339032,0.024106999485546152,1.4302029901475791e-06,0.0007385231522348074,7.410231493106541e-06,0.0011679526226576799,1.0101112269267347e-08
5000,8.066578791111497e-05,6.0930226704432294e-05,0.973283329345523,0.02435709464463001,1.4466205710576203e-06,0.0007386462999254527,7.466513643637078e-06,0.0012176010919139715,1.0823494410778055e-08
