milliseconds,E,E_P_1,P,M,E_M,T,E_P_2,P2,E_P2
0,0.00014982518310755207,2.0611116582945154e-07,1.000709943146947,-0.00012582452770410236,2.3782419036576814e-08,1.0816038534727451e-05,-8.062613758518083e-08,-1.7714859899699304e-05,1.7195668084432738e-10
100,7.903859151765869e-05,6.232337621631016e-05,0.9995974148773379,0.0003888490693081977,6.94231932559918e-08,-5.104131840474765e-06,7.637259758866511e-06,2.810369359075878e-05,3.54822602681221e-10
200,8.021888428131736e-05,6.21548016145316e-05,0.9987972692789071,0.0014323026641967006,7.305585304046897e-08,-1.7465981612350427e-06,7.603938030110584e-06,6.568689375307445e-05,5.482934689011828e-10
300,7.955466011788413e-05,6.247784253633367e-05,0.9990362971443748,0.0018693562058764055,1.0283017357888893e-07,-1.4966086360700399e-05,7.500256980632826e-06,9.483773695678344e-05,7.535898570410079e-10
400,8.022581702092959e-05,6.266468952036844e-05,0.9982820908364556,0.001660479886748948,1.2818009387126695e-07,1.7386077587047226e-05,7.584874625778696e-06,0.00010183058070547789,1.0888469323172327e-09
500,7.935328486596312e-05,6.265029061914376e-05,0.9969104362589679,0.0026560262235445415,1.5808419005301947e-07,3.772823148246309e-06,7.530271610340349e-06,0.0001471177839669912,9.339336611573093e-10
600,7.976717516149591e-05,6.283788334468189e-05,0.9961402829685435,0.0036865566082657742,2.1079512402510426e-07,3.541248978744866e-06,7.647179064858728e-06,0.00014987970943758922,1.2767681145622388e-09
700,7.961996670246861e-05,6.219898652480197e-05,0.9962840074868716,0.003893238020570286,2.0091121788953345e-07,-2.224550273369015e-06,7.534133389568053e-06,0.0001624137837389012,1.44881245587827e-09
800,7.863871371169199e-05,6.309828684995423e-05,0.9951999340468628,0.004038691828760812,2.1469872931958646e-07,1.7696896485765158e-05,7.508598302065916e-06,0.00020093312874903523,1.5292509398526644e-09
900,7.99421564701793e-05,6.199378055771929e-05,0.9945810020601202,0.00464510056715666,2.9696062045894284e-07,2.3277060557381393e-05,7.55683729581341e-06,0.00023686009770628038,1.8137939514779701e-09
1000,7.957633404836942e-05,6.30164946579246e-05,0.9937782634074122,0.005793300578691063,3.3472592627254203e-07,2.025883577147251e-05,7.514748928760831e-06,0.0002543684700687492,2.3421395336555884e-09
1100,7.985711897960814e-05,6.224298278839646e-05,0.9937095813176063,0.005720804539532782,3.2419238589725593e-07,1.5612206442491607e-05,7.51566755154581e-06,0.00026448361262307947,2.5460455833804668e-09
1200,8.009220826816464e-05,6.176605687189881e-05,0.9932960271070883,0.0061370310168356555,3.8251590900004267e-07,3.8606124462762134e-05,7.434457877538493e-06,0.0003055754157556479,2.7548458033446797e-09
1300,7.987693453692895e-05,6.312205718458428e-05,0.9928648683331639,0.006941789544302366,4.1351973188873216e-07,7.306348561100865e-05,7.425563266298895e-06,0.0003007387943058297,2.5585272714719496e-09
1400,8.029786911575841e-05,6.216393687274614e-05,0.9924170065446943,0.007168013762471653,4.2145103984782044e-07,6.500005992795982e-05,7.440491899108395e-06,0.0003550995207609651,2.8763879336924316e-09
1500,7.941312495013796e-05,6.216159554792447e-05,0.9916990548292824,0.00781470601428429,4.069045046007254e-07,7.866136274660298e-05,7.563483882378304e-06,0.0003369665059639089,3.091118692804184e-09
1600,7.888787043075473e-05,6.241078658842266e-05,0.9910794537318526,0.008492336313838071,5.066104228649147e-07,8.270669307979002e-05,7.504576958025761e-06,0.00039076943676617657,3.478690606645968e-09
1700,7.88569238704603e-05,6.283967725713493e-05,0.990766073480408,0.008506447903185145,5.352133209301558e-07,8.530065054789077e-05,7.572034598845985e-06,0.0003966961367588479,3.5105778902425968e-09
1800,7.932877928969024e-05,6.17883829729608e-05,0.9905667846754564,0.00865786063099028,5.210681189681394e-07,0.00011264151009372236,7.53555001448333e-06,0.0004298421120392694,4.008653579511755e-09
1900,7.905823126929114e-05,6.287648095139598e-05,0.9902921197117427,0.010392684767046936,5.871591322708626e-07,9.325615604948201e-05,7.439916809451927e-06,0.0004870901404137125,3.993145958153174e-09
2000,7.906360150997014e-05,6.15565364697176e-05,0.9889800743758824,0.009991229916347048,6.061641929599388e-07,0.00014365245452909768,7.40914134249726e-06,0.0004642230615844734,4.302330801096159e-09
2100,7.90558655192742e-05,6.172744188399873e-05,0.9893466685980219,0.010431930638681105,6.108529984138864e-07,0.00011449186944969141,7.5734159503500955e-06,0.00047943183553846903,4.527094123881911e-09
2200,7.881670050494276e-05,6.284838524725461e-05,0.9873699355198473,0.010969365694963037,5.982384365387254e-07,0.0001568580956074514,7.5804861448305076e-06,0.000522502906564426,4.65848475968992e-09
2300,8.053783127682822e-05,6.268716530567361e-05,0.9876630264469374,0.01198512410633562,6.335178878503148e-07,0.00016523616042529455,7.3923690510431566e-06,0.0005385144180339876,4.996210275893327e-09
2400,7.916717230842512e-05,6.256816354613142e-05,0.9873813133849287,0.011861803715295802,6.669165471160243e-07,0.0001817248161574453,7.542394925171167e-06,0.0005990095622257749,5.234124437673032e-09
2500,8.036659544384299e-05,6.206626750853432e-05,0.9865582206779973,0.012329128037252765,7.413840204899093e-07,0.00018518840841603038,7.452168941962891e-06,0.0005791597275221041,5.100561389971644e-09
2600,8.04080518740654e-05,6.19028250006007e-05,0.986500479026842,0.012900939701496496,7.796040384294101e-07,0.0001851103043967952,7.449738544199157e-06,0.0006099394058982043,5.267454118505378e-09
2700,7.869710054302505e-05,6.233804451851932e-05,0.9854463696792876,0.01378855935082475,7.439616619487862e-07,0.00020373004269647006,7.520846637557273e-06,0.0006580877924211499,5.718531136155103e-09
2800,8.023809736075704e-05,6.283016104731046e-05,0.9840749462707776,0.014857657202175908,8.298568850923362e-07,0.00023286379245218713,7.427134773591939e-06,0.0006699488668909263,5.614191705607662e-09
2900,8.034792017599849e-05,6.267228807857736e-05,0.984921438908389,0.015402003916001123,8.371914735192334e-07,0.00025784681243681243,7.502650500085937e-06,0.0006766730925285439,5.943619013927976e-09
3000,7.966806398407341e-05,6.285570713081321e-05,0.9837894915654806,0.015053852729165196,8.966654142288917e-07,0.0002646475521791627,7.486398861648023e-06,0.0007374845051207597,6.27856099713913e-09
3100,8.045370237180947e-05,6.211410030470845e-05,0.9830242766430158,0.015195594572292635,8.659363018481009e-07,0.00028091819528354444,7.524312039464772e-06,0.0007666093159081965,6.550163876709742e-09
3200,8.049248893061763e-05,6.216910237076742e-05,0.9820701635391575,0.015498332471771327,9.013166566615376e-07,0.00032179972218143217,7.466897875840544e-06,0.000762402809337602,6.643748522571518e-09
3300,8.032923424935606e-05,6.281195861982247e-05,0.981912920101302,0.01701401457093159,9.672644833725902e-07,0.0003267723855234276,7.375357408911756e-06,0.0007841541126990905,6.673757761993638e-09
3400,7.891767586290444e-05,6.152473633613367e-05,0.9815208723321069,0.017568417894560793,1.020766991703889e-06,0.00036634796184586223,7.525904418420826e-06,0.0008184620422607668,7.074492474240268e-09
3500,8.032432396082236e-05,6.254413085319623e-05,0.981704590895132,0.01796132143547865,1.00353425801904e-06,0.0003627448764474569,7.4801512824572556e-06,0.0008161222900582153,7.3655099277044746e-09
3600,7.876669036883526e-05,6.105956502321787e-05,0.9799244873956967,0.018797452757458335,1.0145628798908766e-06,0.0003759233093136142,7.3875913169078165e-06,0.0009035595589573246,7.529539998996333e-09
3700,8.008970248831733e-05,6.112768302926927e-05,0.9804244886289081,0.019032738865244352,1.0568092802808628e-06,0.00040485030401216055,7.536650175582419e-06,0.0008870134640378382,7.915235816783047e-09
3800,7.980881421738467e-05,6.128561925330392e-05,0.9794523666040713,0.019164920966397932,1.0542307269314701e-06,0.00046348939605161396,7.463201972393997e-06,0.0008897729353711441,7.97416680456558e-09
3900,8.053172548878991e-05,6.165663460584778e-05,0.9794740166641852,0.019525423153331202,1.098233237222289e-06,0.00045979073091803396,7.368385162744754e-06,0.000958614350415022,8.034381323976214e-09
4000,7.999057781450688e-05,6.22309059520162e-05,0.9778545134177092,0.020729253686090538,1.1396303546151001e-06,0.0004895664323643061,7.488357230125266e-06,0.0009912077293705221,8.603696233821329e-09
4100,7.973091622570622e-05,6.163602478970901e-05,0.9779030584006725,0.020235449898877933,1.2007132981578064e-06,0.0004903139435291582,7.41586282421302e-06,0.0009776467884449573,8.3813197571707e-09
4200,7.900251130620958e-05,6.182778848044565e-05,0.978146975394777,0.020568803683178344,1.2008047774177798e-06,0.0005211505289537286,7.398386558773821e-06,0.0009944681669127417,8.877069032422498e-09
4300,7.948547672468833e-05,6.118565250916303e-05,0.9771350658477416,0.02095324405638877,1.2047468351988457e-06,0.0005717197312459468,7.4921708691994976e-06,0.0010620191334573027,9.189076775233311e-09
4400,8.058086085014165e-05,6.124221006427702e-05,0.977009021936097,0.02224902405114131,1.2701891225861829e-06,0.0005658758090665207,7.376512716373686e-06,0.001028980536050093,9.278733450716921e-09
4500,7.919628885225466e-05,6.120681218003535e-05,0.9761367891518746,0.022585276472157273,1.324074927909562e-06,0.0006139791971722802,7.517123317673497e-06,0.0011006360451353264,9.474199835269814e-09
4600,7.899975176144431e-05,6.165761183907751e-05,0.9760128587906155,0.0231555268624431,1.2952662773975796e-06,0.0006436380337790624,7.511418844762453e-06,0.0011292385112782856,9.788171110669253e-09
4700,7.99212973528457e-05,6.241589245612058e-05,0.9747448988807424,0.023761370001789784,1.312125008472148e-06,0.0006485179623729487,7.5024127500955735e-06,0.0011103460515295678,1.014562695126293e-08
4800,8.043494906040109e-05,6.1405294564412e-05,0.9740615319343295,0.02316280089131588,1.3548730583074868e-06,0.0006880429913913647,7.508488021631079e-06,0.001143733774280068,1.036878542033942e-08
4900,8.003005098166768e-05,6.15511211263029e-05,0.9736806635965076,0.02367499732907245,1.3754650205272074e-06,0.0007163745575918041,7.500122082159475e-06,0.0012014212296804247,1.0101260368647285e-08
5000,8.014424309958896e-05,6.17689018833229e-05,0.9727492670435621,0.025458634046796713,1.3889855043539267e-06,0.000773479195871769,7.456643676944679e-06,0.0012077799966642964,1.049669536242844e-08
