milliseconds,RuBP,PGA,TP,Ru5P,Pi,ATP,ADP
0,2.0020933096811775,2.377689752017395,0.49913200716066897,0.05311936473805736,5.071887601772853,0.6685997900329791,0.8122443835949547
100,1.8996389456361913,2.55254148511852,0.44564473347197964,0.16447485461664835,4.832845726993647,0.8927931049295719,0.6176105164675821
200,1.8367323202150443,2.582872155062737,0.4280379627824436,0.22604888231870984,4.712162233065557,1.025411499136128,0.4841598460408151
300,1.7908405715494211,2.624974752138343,0.42509558266766434,0.27209978796859424,4.5234001005690345,1.1028536817774572,0.399229871124243
400,1.7726198343826052,2.694350318470055,0.43076564347647056,0.2997282266956901,4.463029741366348,1.1516883962924047,0.36070520694037483
500,1.7624208615082257,2.781987298815811,0.4336504075278507,0.32165973406199405,4.424333975910776,1.1627744413271257,0.34376291446161616
600,1.7592622444835377,2.917049372139042,0.44082910757180743,0.3376294612774103,4.37050246971969,1.1736977690215942,0.32025513337267425
700,1.7560927361157064,2.8318369090229774,0.44470645518861296,0.34468501925928385,4.279388517909877,1.1838431065937838,0.32103294736773885
800,1.7528110263259242,3.0218685944507966,0.4444852964155456,0.3547088293720585,4.185589244556797,1.1693306469511249,0.32179411682958925
900,1.7528985703141529,3.018029669218021,0.44644024520769104,0.35303985760775003,4.1680838669675095,1.1674569254372715,0.3259880026735585
1000,1.7679825080077713,3.064961553552533,0.44848234004267307,0.36159452260173525,4.132105156243013,1.1628814717560794,0.34305535756382793
1100,1.7637656795615277,3.1565872324929356,0.44861234239681286,0.36213105908416604,4.015877774238882,1.1520175194810656,0.3553105528425474
1200,1.7787325188056429,3.1841810865087488,0.4507141228318411,0.36861178265189143,3.973989110499235,1.1554583068692212,0.34810830207542454
1300,1.7818559199626245,3.2284492338919812,0.44934964638281216,0.36686651941372805,3.870962218966973,1.1432118937714637,0.37228706521217536
1400,1.7903887880874174,3.290167322167154,0.44793250548613184,0.3652387733076797,3.880376689702629,1.1302044972131389,0.35966127084829047
1500,1.7980900142630352,3.31767565728463,0.44869821685862527,0.36985123670025843,3.8019793114722615,1.125437095993625,0.36776271168671376
1600,1.8082276913403998,3.42879956595753,0.44820837846289213,0.36667449210503805,3.711384809675448,1.1052851357993871,0.3958589053898545
1700,1.8137377876068923,3.4384109594688157,0.44687778075227663,0.36789666158706275,3.5961599916144538,1.1095418118518676,0.3977265224756481
1800,1.8211118957696601,3.4035104642295093,0.4459522706253173,0.37352563255064497,3.611086568427718,1.0870826445097135,0.3924575564839843
1900,1.8283613030295442,3.4820937067201734,0.4469066450996663,0.37427755811928076,3.6021255716635325,1.0874311920161446,0.40811569164185907
2000,1.840098260782663,3.518887642823196,0.4435350220817687,0.3654938229329046,3.509627227160422,1.0797481637866202,0.41356990199428917
2100,1.8526288454235098,3.630737478410647,0.4438650991988088,0.3637312286379162,3.3840118794306773,1.070668862107144,0.4337022941760717
2200,1.8550124312810168,3.6971915966680706,0.4406648850693828,0.366154272403912,3.3158595069909143,1.075406454856919,0.44277120015475296
2300,1.868331566920199,3.6833946256023467,0.44242049545875306,0.3647655455804781,3.367862725931881,1.0693071173980546,0.44881752994852003
