miliseconds,EpoR,SAv,SAv_EpoR,SAv_EpoRi,dSAvi,dSAve
0,75.9930978354544,999.2867518296678,-0.010648758044456244,0.00021508791145544796,2.270511635103411e-06,4.870334279643825e-07
100,75.99046918315204,999.2797245110366,0.014329224572641462,-0.0005719120684758765,-3.6936572373352007e-06,-1.272556653682157e-05
200,75.95850235481147,999.2552779176198,0.029442067758354028,-0.00045529825698240034,-5.0997880681503485e-06,-2.4312961370286263e-05
300,75.95663214161452,999.2496350502521,0.04771640096965721,0.0010127291840177088,1.6678055053454667e-06,-1.4769430653994003e-05
400,75.9388851143534,999.2292096167943,0.07683050135612071,0.0008756808304221718,-4.7759692825134534e-06,1.8280274131769813e-05
500,75.91367526043739,999.1949551244368,0.08675582654088318,0.0012159186543930361,-3.5435903381531276e-06,1.7486899562321248e-05
600,75.90067380108518,999.1969606497246,0.10217889106591875,0.0016046397546997469,7.512594653881038e-07,-9.932876645349455e-06
700,75.88526438665895,999.161543075919,0.12950542175722476,0.0008044752073193557,5.0271060451280565e-06,1.2929091226814342e-05
800,75.87415863922249,999.1474491102978,0.13339225127297094,0.0026420366026270415,4.1212232654238845e-06,2.0211270461256805e-05
900,75.84415323401211,999.1388868692127,0.16450308126503946,0.0020231722442699096,7.0871813972682205e-06,1.5131890308430574e-05
1000,75.82709734555867,999.1258005038553,0.18221659960576533,0.0031397537921653428,3.502060091919496e-06,3.585811174440138e-05
1100,75.81897066981891,999.0931267982764,0.1835563898522713,0.00270087355764617,4.736348474185876e-06,3.01273014816253e-05
1200,75.79613748236059,999.0848487477373,0.21010348593881906,0.004034880014182951,9.52112316195162e-06,3.70236079864134e-05
1300,75.77868838466001,999.0701559431535,0.212649209832092,0.004146650844374523,9.084988490019337e-06,1.7495797112433654e-05
1400,75.75385274707835,999.0565899259321,0.23481285739340213,0.00520845218715553,5.468047883013932e-06,5.044116915273921e-05
1500,75.75000057996263,999.0453105638361,0.2515459793542106,0.005741204856198013,6.653814877012505e-06,5.627727218713895e-05
1600,75.73228122029437,999.0226828509876,0.2692331998176373,0.007947587445018755,1.542695245389584e-05,5.9875857974820386e-05
1700,75.72571382625999,998.9911561884902,0.2800626826971151,0.007206127297822523,1.0790282624692814e-05,7.92039002008467e-05
1800,75.69722644130067,998.9793177779235,0.31276805757256404,0.00841171392324638,1.6922568695874597e-05,0.00010739438007111222
1900,75.68796508958954,998.9739676860048,0.30962183432746343,0.009027482052735073,2.336116580311896e-05,0.00010368048728848673
2000,75.65726730133915,998.9445977298539,0.34337865610518903,0.010348265237093575,1.8453124609496706e-05,0.0001437604310506931
2100,75.65619292594873,998.9428757779672,0.3441700155568578,0.011563713520797866,2.4920172978379283e-05,0.00014357149991249898
2200,75.64094432329634,998.906275261425,0.3553024991508268,0.013019111032608487,3.231096202385806e-05,0.00018585925243903687
2300,75.60894489180511,998.8970751235826,0.3885376635148208,0.013885078735751902,3.6841355181993505e-05,0.00016237348586804266
2400,75.60441916817663,998.8766408940506,0.40854315090384363,0.01618390553776923,3.5141840117376065e-05,0.00022347013358346636
