milliseconds,E1,E2,KKK,P_KKK,KK,P_KK,PP_KK,K,P_K,PP_K,KPase,KKPase,E1_KKK,E2_P_KKK,P_KKK_KK,P_KKK_P_KK,PP_KK_K,PP_KK_P_K,KKPase_PP_KK,KKPase_P_KK,KPase_PP_K,KPase_P_K,K_PP_norm,KK_PP_norm,KKK_P_norm,rel_K_PP_max
0,2.999900971593955e-05,0.00029999989529828794,0.0030009174662125005,-8.820626059780983e-08,1.1997285726959734,0.0001763523114812754,7.668618346748135e-06,1.199917607173636,4.392160677135681e-05,7.183333221884158e-06,0.12005263498956259,0.0003005650497561117,2.462619971688213e-10,1.8971784396042638e-10,2.0664415162867686e-06,4.164382009110512e-08,-1.758408584675123e-05,4.129773412600881e-06,6.408405557837578e-09,3.1432210741103946e-07,-3.600205133308117e-06,5.644281840443448e-05,7.183896471242997e-06,4.3646601033586306e-05,-0.0008879578494181595,-2.0180514459258007e-05
100,2.9725477041154782e-05,0.0002999987018382404,0.002997321551789579,5.370215366372835e-07,1.1990323761487751,-0.0005425067038284689,1.687679671638731e-05,1.2003471645664274,4.7407753591534676e-05,-1.2880934861460256e-05,0.12001436996074787,0.00030043150522561697,2.7530584571886554e-07,8.463528118901526e-10,5.1958980948773505e-06,6.13990171384881e-08,-2.8070299505810197e-06,5.148800020694543e-06,1.0642692386410757e-08,7.080162290924408e-07,-2.020169226363234e-07,7.465215263020226e-05,-1.6654747268494482e-05,-4.415425583901074e-05,0.0016775783649887596,1.3374817309996496e-05
200,2.9718099876167486e-05,0.0002999983664007726,0.002988530555715946,1.8716967412960577e-06,1.1997695585223869,-0.00031163799930162254,1.5068074291421012e-05,1.2003326300414603,0.00011636511369937651,-1.7894018599930354e-05,0.11997434846287026,0.0002999599266841105,2.820404040382959e-07,2.148140997168098e-09,8.121096555417872e-06,-2.7290248387174847e-08,-5.112897148508631e-05,-6.921281032619845e-06,1.680211286003934e-09,4.930451910381371e-07,7.984086170900248e-06,2.2388338333990618e-05,1.3583418789009724e-05,3.295339367801228e-05,0.002865499590159828,6.840355141958717e-06
300,2.9709113736094137e-05,0.000299997669755386,0.0029882997812938133,2.160511762749092e-06,1.200052323568951,-0.00020455267914310806,5.527113603716933e-06,1.2001505739114189,0.00017550758015672042,-7.453863379629108e-06,0.12006194235376749,0.0002991651744542476,2.898240646652561e-07,2.3096034004783083e-09,9.24163835291389e-06,-6.519418473338982e-08,-2.131359704329149e-05,4.743741862213423e-06,-1.7107714006142599e-09,6.198941075980265e-08,-5.618561386416505e-06,-5.991108761312114e-05,1.477702392806866e-05,4.791799730197129e-07,0.0045118477024723635,-1.4204991589234952e-05
400,2.9706721061368495e-05,0.0002999967380749747,0.0029805806858105174,3.5841597728991506e-06,1.1986263102637376,0.0008758166002942186,2.3805407461650066e-05,1.1997267168774404,-0.0002167522159726941,-1.7850061177854442e-05,0.1200170175972317,0.0002998178441000312,2.9405144499405623e-07,3.4775410542557734e-09,1.2275248216838373e-05,8.086268229239593e-08,-4.966987171631719e-05,-3.799177855214872e-06,-1.12057631379366e-08,1.6421929232542102e-06,6.170249956034216e-06,1.6615793178840875e-05,1.3360243003933664e-05,-8.222770305035253e-06,0.005856766266504648,9.509659679777638e-06
500,2.970311982493973e-05,0.00029999627708811777,0.0029785403622256345,4.679215034547702e-06,1.1987445304557702,0.0026588652614361087,-9.528730184450355e-06,1.199957454222044,-0.00021981612894799888,-1.736708112420386e-05,0.12003826026711004,0.00029747634518424026,2.9649011914272276e-07,3.8008914922193114e-09,1.638382310737795e-05,-2.7450830194064993e-08,4.0561927824555663e-05,6.715749148959121e-06,-3.4237805695524297e-09,1.3767644694059476e-06,3.3571620409046284e-06,-1.6059900848475822e-05,-7.064270695877109e-06,-1.3477217641119284e-05,0.00622634653616602,3.302126555641857e-06
600,2.9705170625163105e-05,0.0002999951598190365,0.0029747626548413133,4.8549839699129e-06,1.1962827520680024,0.0036156007380522535,1.418103039634453e-05,1.1996398356622795,-9.512148450900135e-05,-7.706221367446572e-06,0.1198965840350387,0.0002962341326562114,2.9528956463967076e-07,4.962773735606183e-09,1.8027975890592076e-05,1.1023860056691197e-07,2.017846175154228e-05,-6.96848701614876e-06,-1.5762097706691237e-09,2.975470517779982e-06,-7.308973306992945e-06,6.833690640020227e-05,2.1665493192296227e-05,0.00010069876809359555,0.008452712996318742,9.254421959681561e-06
700,2.970763357411119e-05,0.0002999938765543872,0.002971183116458802,6.228947742296237e-06,1.195559383209226,0.004352544409795101,-6.60877986643809e-06,1.1998935813512075,-0.00016496731082878743,1.7669795921219994e-05,0.12005359844464819,0.00029622065300119205,2.9302292156197695e-07,5.385797836026862e-09,2.2834022050961916e-05,1.2343370369837615e-07,4.238628566226334e-05,-3.107543097965694e-06,-4.3820176237193766e-09,4.8320450563744254e-06,-5.963491706304006e-06,8.369397716885596e-05,-2.663902533697036e-06,0.00010819839331392263,0.008796396429690904,-2.0089322009010893e-05
800,2.970446570520556e-05,0.00029999305440108756,0.0029678686051963147,6.3412622460445355e-06,1.1938381061890992,0.005560027385330615,-5.748461354659604e-06,1.199658552997421,4.1688673047314954e-05,1.811393790952942e-05,0.11988994869637999,0.0002947014648003894,2.9350367626701445e-07,6.676872025266099e-09,2.544638559032783e-05,4.017087434469933e-08,4.157801015434491e-05,-5.121547788546526e-06,-4.9145854603649295e-09,6.165189656280349e-06,4.943015894422141e-06,9.660999545078747e-05,1.4392601345124082e-05,-8.03228846721002e-06,0.010577670276463311,2.5744170754837905e-05
900,2.970579494819633e-05,0.00029999238779200956,0.002964233901905484,7.205000032256017e-06,1.1924274968526956,0.006563280208069743,2.836233919939171e-05,1.1995129158422595,0.00016831373095674843,-9.235607089282144e-06,0.1198960016309017,0.0002940611038797791,2.9144341116504506e-07,6.730055884150304e-09,2.827422644261586e-05,1.5298249402925697e-07,0.00010008271262654555,1.1736877103821834e-07,2.350123921590339e-08,7.11590722199785e-06,-2.589979602870863e-06,-3.3066410619116906e-05,-1.666200741323364e-05,-4.952286746023738e-06,0.01157464204718732,-2.525694700881391e-05
