milliseconds,E1,E2,KKK,P_KKK,KK,P_KK,PP_KK,K,P_K,PP_K,KPase,KKPase,E1_KKK,E2_P_KKK,P_KKK_KK,P_KKK_P_KK,PP_KK_K,PP_KK_P_K,KKPase_PP_KK,KKPase_P_KK,KPase_PP_K,KPase_P_K,K_PP_norm,KK_PP_norm,KKK_P_norm,rel_K_PP_max
0,2.9998710726130624e-05,0.0002999995916900939,0.0029998543200254408,-2.1016556223458888e-08,1.2009691669745004,-0.0006569549104880242,1.833246460818938e-05,1.2002701049568696,-9.778657030889004e-05,-9.754934906485925e-07,0.12005921895615741,0.0002995851970099527,-3.1867111995278926e-10,-5.43010280906377e-10,-1.810925637824084e-06,-8.876763202404942e-08,6.449852677087829e-05,6.556028422565641e-06,-4.362263304200758e-09,-3.3824536387207597e-07,-3.891047083292585e-06,3.6394575721355565e-06,-1.771674807433981e-05,-2.541180940698209e-05,0.00024336929545236774,1.7221644651231562e-06
100,2.9723436798666654e-05,0.00029999861952877116,0.0029970730243175704,4.291437669748075e-07,1.1994293418458482,0.0005915189465122656,-2.379697006470562e-05,1.1996515165131185,0.00026964457241300776,1.9459720408887528e-05,0.11999339545330444,0.00030026452750502437,2.7620951398953194e-07,8.511527001450227e-10,5.171276493608744e-06,1.3171293036734216e-08,-5.251615647901885e-05,-2.6935242097939453e-06,-7.872489938043912e-09,6.286311764598069e-07,-7.536191602876715e-06,7.401085171721282e-05,1.6966259926507807e-06,-5.742300438219696e-05,0.0021962247682785377,-2.6133495593648302e-05
200,2.9718262007925148e-05,0.0002999981207169767,0.002988887943154675,1.7230098980744402e-06,1.2003381564023305,-0.00016284869180896043,4.999246457528757e-06,1.1997081513813377,-3.68091839853465e-05,-8.002532168613461e-06,0.11997759578347275,0.0002991195357398294,2.811893812553616e-07,1.5020227780995752e-09,4.957603567304892e-06,-7.885778168356069e-08,-6.593989918177493e-05,-2.310742754520308e-06,-4.1922611653365375e-09,8.923456802537224e-07,7.021981966448033e-06,-6.954479827776659e-05,-2.3569499642553592e-05,-6.861173768333632e-05,0.0036113305530932924,3.115111963173418e-06
300,2.9708742611174066e-05,0.0002999970296862275,0.002986671251477419,2.3062647835809525e-06,1.1992079403471045,0.0008140966626714713,2.2980730128932296e-05,1.1997319595028892,-6.932332608589062e-05,1.2108099663434786e-05,0.12008808182740822,0.0002995870840032427,2.914302672710137e-07,2.537553089691121e-09,1.2371315985289047e-05,-5.7394351053653165e-08,-2.608704796964686e-05,6.398378886085108e-06,-6.8727546266747195e-09,-2.510306752844148e-07,-7.0566612181288475e-06,4.43561460632824e-05,-8.747611292260915e-06,-3.448032438758481e-05,0.004952847436984539,-1.632954071248804e-05
400,2.9706201566885273e-05,0.00029999685101283336,0.0029835904524162372,3.472321003468497e-06,1.1987452501501477,0.00041968871500156277,-1.8237409763784547e-05,1.2004018199965028,1.775621212415567e-05,1.441255280627952e-06,0.11996299723615876,0.00029965193520523645,2.9356445116096177e-07,3.439969950071804e-09,1.4462302065854307e-05,8.143020749920806e-08,7.931164264802944e-05,-5.697840346620676e-06,-7.164675299399643e-09,8.023861805695563e-07,6.5172088637474055e-06,1.0050620641361868e-05,4.0656219038392504e-06,-4.038676491031131e-05,0.006215082150256978,-1.9593670950311725e-05
500,2.970402285547456e-05,0.0002999955180870667,0.00298008859241475,4.2992532414737216e-06,1.1971161092627565,0.0014490149418319564,-8.091910631836006e-06,1.2004297944586744,-0.00020393164823364742,-1.5245317906264585e-05,0.12004905332275337,0.0002977171476369684,2.968877772436259e-07,4.489127037433326e-09,1.8006987847760284e-05,5.531072147449856e-09,3.987365937163979e-05,-3.909776129128097e-06,-9.769196988739663e-09,1.937504563832752e-06,-1.987926073266141e-06,-1.9028781048053207e-05,7.654181892504134e-06,2.8847887293475635e-05,0.007177737336039147,1.958988173184961e-05
600,2.9703992432357326e-05,0.0002999954550194486,0.0029729026038324328,5.038527242981262e-06,1.1974506550470534,0.00357854354491297,1.8814625881904077e-05,1.2001934576324174,0.00023714246401852174,2.8290578574242916e-06,0.11999629204437814,0.00029663487022083446,2.9275030677744286e-07,4.6040475075291895e-09,2.0225664455893956e-05,6.692030159586693e-08,4.250344532875993e-05,2.919374353952716e-06,-5.8324951624565265e-09,2.4170204992812957e-06,4.917591289994772e-07,7.197632789583313e-06,-1.6964239908877583e-05,5.254212394628089e-05,0.008695444336945194,-1.9048101541066887e-05
700,2.9707431368433675e-05,0.00029999389740458383,0.0029736316933594437,5.571878258687563e-06,1.1953649175925514,0.004582775663113088,-1.5530213208533387e-05,1.1999087188290303,0.0003050133506510032,1.1142012149303957e-05,0.11993437228990084,0.00029563348499336964,2.946532567250823e-07,6.0864648474090205e-09,2.2677613390983764e-05,7.070225596184418e-08,-2.7797325258964895e-06,-6.692131275779707e-06,1.0800054360773469e-08,3.59570194115516e-06,3.3161769269391517e-06,7.592507206660719e-05,8.137912936573678e-06,0.0001126581910823404,0.009390067925190312,-3.6328970847502094e-06
800,2.9706242617289455e-05,0.00029999399154709413,0.0029650533682859235,6.435393402161117e-06,1.1952318066504115,0.0057680196270042325,6.602405170181696e-06,1.1994459607615153,0.0001115999674806107,2.043752750486903e-05,0.11998547643863963,0.0002949354932557191,2.925769606297979e-07,6.0746686428265475e-09,2.4346839380503004e-05,7.562386737612592e-08,4.511779684583043e-05,7.228153640744634e-06,1.9435100329647317e-08,6.125547714664758e-06,1.7604945163285551e-06,1.7972743213302814e-05,-3.515235133217542e-06,-1.9972350626212232e-05,0.010337752613044576,-1.7670345739445973e-06
900,2.970701482384482e-05,0.0002999924344385233,0.0029644957787473038,7.369536136918649e-06,1.193163589019008,0.007197905658951622,3.092354277231571e-05,1.200022891737564,0.00020663156757484046,6.144907183434966e-07,0.11998417157231142,0.00029298194063546014,2.926587663503826e-07,7.030474685361369e-09,2.754989006680994e-05,1.3166793402557778e-07,4.982065302188716e-05,5.891951107262373e-06,3.000608734674595e-09,7.115790302113859e-06,-4.933459373180041e-06,-2.925971649211925e-05,-1.933238959984708e-05,-4.520414687101907e-05,0.01287634262910957,3.415706496141232e-06
1000,2.9706067957530472e-05,0.00029999183289165055,0.0029570359027792778,7.805431891200575e-06,1.1927118257115392,0.007852791678739835,3.245603338874319e-06,1.199808139327205,0.0004110582625618735,-5.406877102171898e-06,0.11995633827869578,0.00029302617291328763,2.9490472202778e-07,8.15721596713743e-09,3.186796968385287e-05,6.698155104769073e-08,9.683253770068385e-05,-4.398378840736347e-06,1.8743987329909914e-08,7.439156578292296e-06,2.837408956814788e-06,3.119717096526638e-06,-2.0242753806793095e-05,0.00011282835179323843,0.012908765439413623,-2.1549996165982436e-05
1100,2.9706156689160893e-05,0.0002999916599434293,0.0029581532644274568,8.387254530227481e-06,1.191718209806739,0.009591457216593437,1.3312167306412213e-05,1.1994568251321747,6.66369579888233e-05,9.662701906015879e-06,0.11987831388225738,0.00029175327054071213,2.915068100058415e-07,8.30166733889209e-09,3.403584016969768e-05,1.8994191776328107e-07,5.42063638606157e-05,6.163181566248898e-06,3.440056110795173e-09,8.252809765243046e-06,8.170382307949504e-06,5.1881051430080985e-05,2.1568269266618762e-05,0.00010588264565027398,0.015051755652038997,-1.9350930663411427e-05
1200,2.97094459592163e-05,0.00029999040245159384,0.0029515883981683874,9.473291407340015e-06,1.1889886317930736,0.009772874213503376,1.0753190241662183e-05,1.1994831240203303,0.00045571315669225493,-5.562229187231723e-06,0.11985028502321267,0.0002897149719180729,2.938371845958451e-07,9.152921419081798e-09,3.923413286099e-05,1.8881961126419515e-07,2.884297860159807e-05,6.507122776107127e-06,2.4244962583716868e-08,1.0543637432010274e-05,-3.822449505659612e-06,0.000111423965432617,9.46228174604348e-06,0.00012570109825434317,0.015223870650397943,-1.115794343984042e-05
1300,2.971006298250861e-05,0.00029998954893445146,0.0029485391401070896,1.0165563398713365e-05,1.1880133406266717,0.01154246997245445,3.5035766204067606e-06,1.1997747803230423,-7.307903015546632e-06,1.0687878733966307e-05,0.11984336436903574,0.0002894114984075925,2.921749701527066e-07,9.959390264347912e-09,4.152903278710529e-05,2.9209237332016945e-07,1.291509578829389e-05,3.496116703345879e-06,2.2301729455793322e-08,1.1882453801144065e-05,-7.355284222516514e-06,6.100447589331206e-05,-1.4792117711991889e-05,0.00012231950214514826,0.017030034392541752,3.148068797039415e-06
1400,2.970935115805651e-05,0.000299988982840066,0.0029468740599046138,1.1348631193124291e-05,1.1876025322364911,0.012016429719384198,3.820419938343268e-05,1.1996967051424143,0.0004944279804617006,-1.0356281137629268e-05,0.11989266996402853,0.0002871516766138853,2.916541844987986e-07,1.115480714376406e-08,4.301585558238583e-05,1.6390689628114856e-07,8.503838358203554e-05,-6.0183858789776595e-06,1.7962812383271652e-08,1.149572845431994e-05,-3.896141367616019e-06,3.717009878831252e-05,8.236961404746619e-06,4.267710257850829e-05,0.018277396753404732,1.621033091492657e-05
1500,2.9710229108875204e-05,0.00029998790863132387,0.0029410273317628777,1.162902872892133e-05,1.1856690997331891,0.013074491062741217,1.9261349594712212e-05,1.1992907929020713,0.0005143343899871903,7.906606853730135e-06,0.11988815339618321,0.000287004050567742,2.913042481440359e-07,1.2253741519901898e-08,4.6470475176223755e-05,2.2207102632605085e-07,6.82625907694834e-05,8.22181417084857e-06,2.4106476996605526e-08,1.3959856774454204e-05,-6.413401941591776e-06,0.00014516999448685848,1.7531287779609708e-06,7.804868400402007e-05,0.020375462989837004,-2.3028421082808033e-05
1600,2.970939019641524e-05,0.0002999877767699852,0.002937550975044978,1.28381209245753e-05,1.1846647471055853,0.013884733936428278,7.581927722073097e-06,1.1994207594784916,0.0002967482971447417,1.1686387627959176e-05,0.11993179201228421,0.00028562547831250626,2.894626261264875e-07,1.3071207880886321e-08,4.902710018040515e-05,3.187642112257038e-07,4.818290357359171e-05,1.313235243644642e-06,1.8470817768675072e-08,1.4117544895138829e-05,-6.073446200633937e-06,6.106369130375063e-05,5.420536898699102e-06,0.0001610017904024062,0.021407541863861387,7.962601072713616e-07
1700,2.9710108871387984e-05,0.00029998708823267414,0.0029327866863841654,1.3060054630458491e-05,1.1838521262543118,0.015810285900475538,2.1328693132699362e-05,1.1999664805131576,0.0003344569183626259,-6.458315260054075e-06,0.11982182455801417,0.000284775918726544,2.912148284796098e-07,1.3006346945937482e-08,5.2837464711584e-05,2.4074687492105216e-07,0.00013533013525055383,-5.713040789943295e-06,1.8165875275469767e-08,1.6153320137630184e-05,1.936152144181131e-06,0.00019011250051641633,-5.987597409938704e-06,3.550551053281278e-05,0.022355457204240415,2.6675251492706073e-05
1800,2.97091106956503e-05,0.00029998556525307054,0.002929246050651172,1.356903308040993e-05,1.1823134039002285,0.01769000380711128,1.6276530783532406e-05,1.199561717179506,0.0003374658470623358,5.110733614779549e-06,0.11979137017173337,0.00028357736564994394,2.9109209632451465e-07,1.4283710738926163e-08,5.6989251113199115e-05,2.8647063342882903e-07,0.00016374111862717483,-8.150226801147404e-06,3.2872473386750896e-08,1.6366209445607534e-05,-2.7911379393699306e-06,5.215592992211375e-05,2.316884742017513e-05,8.456598689427999e-05,0.02416866473096788,-3.1837276515558744e-06
