miliseconds,E1,E2,KKK,P_KKK,KK,P_KK,PP_KK,K,P_K,PP_K,KPase,KKPase,E1_KKK,E2_P_KKK,P_KKK_KK,P_KKK_P_KK,PP_KK_K,PP_KK_P_K,KKPase_PP_KK,KKPase_P_KK,KPase_PP_K,KPase_P_K,K_PP_norm,KK_PP_norm,KKK_P_norm,rel_K_PP_max
0,2.999910862464057e-05,0.00029999965165361086,0.002998555232147214,-5.31536530135039e-07,1.1996476736862813,-0.00025541631761888606,1.2837661341695465e-05,1.1999369190604918,5.8928535208721555e-05,-1.0143137651784113e-05,0.11992876658735119,0.00029971413399933607,1.953730604991567e-09,3.0221523571981023e-10,-1.9995404019297783e-06,7.590847152295568e-08,-4.950110330309622e-05,-7.64769219275456e-07,-3.157514224586289e-09,3.7973931045766796e-07,5.734566639976642e-06,-1.1190800518246117e-05,1.692315021625189e-05,4.452115868591004e-05,0.0005553309712179381,1.0409366715532543e-05
100,2.9724184394318494e-05,0.0002999988913308552,0.002996060584011239,1.036518919607182e-06,1.1998185870346363,0.0007296072365837847,-2.2602343582772847e-05,1.1999638216748214,-0.00024984383930288747,-1.69003280519466e-05,0.12004020456704728,0.0002995016452333385,2.7547130294426585e-07,5.92177992634269e-10,4.071995822198198e-06,-1.7443261560673746e-08,-1.6017950604843962e-05,-1.8333601961797462e-06,6.80471812832699e-09,3.537308803748159e-07,-4.167293217154563e-06,2.5606482242241442e-05,-1.1062685906386181e-05,7.374938326768517e-05,0.0022495325657111744,-2.561365486528962e-05
200,2.9716016937110153e-05,0.00029999879989799647,0.0029923161946185262,2.0255172742808902e-06,1.2000539378073396,-0.00039517768922190066,-2.2707907736356697e-05,1.199804618597282,-8.15393170806194e-05,1.752795063091722e-05,0.11995171435372466,0.00029928421682496063,2.810527492131389e-07,1.5747796610551263e-09,8.631359942914828e-06,-2.445069946951732e-08,5.1756890208415796e-05,-1.8947635301235502e-06,-1.7554933287931963e-09,1.2036034577743551e-08,1.245032614650019e-06,6.576378897474155e-05,-7.680856500642892e-06,-8.0183610242517e-05,0.0028902596613639884,-1.785998345502501e-06
300,2.9709323667611528e-05,0.0002999975152327444,0.00298835728337481,3.0506991897054537e-06,1.200301548286777,0.0006797792998281926,1.0535631328780574e-05,1.199524563136848,0.0002208822088843382,-9.406962614334458e-06,0.12001028413719751,0.0002990935199775558,2.895682892985634e-07,3.054150354023858e-09,9.563582837367419e-06,1.6180064272105202e-08,-3.810005844286007e-05,-3.7872994775354708e-06,1.3254466010458015e-08,9.454935479332126e-07,-2.9204674596177327e-06,5.3854072426827505e-05,-1.807127479031031e-05,-7.839881835905955e-06,0.004680754056898402,-2.321500229316346e-05
400,2.9702730099147973e-05,0.00029999623739893565,0.002984776974719585,3.601682321504417e-06,1.199246825547548,0.0012342864560100806,2.7534464612732525e-06,1.2002906639700381,0.0002021403380612884,-1.1277091248168173e-05,0.12004876180973938,0.000298559700903362,2.938252416703944e-07,2.9851233263737794e-09,1.3425375626686257e-05,6.457460072149581e-08,-5.648097683025006e-05,1.3195901816989533e-06,-1.403896766757637e-08,8.975281197583984e-07,-2.269552768045511e-06,7.565261296973245e-05,-8.876997257812577e-06,9.353266494559655e-05,0.006359907460319369,4.883874283428193e-06
500,2.9706949646639446e-05,0.0002999960297402183,0.0029764042777603327,4.023354051435846e-06,1.1970628072557812,0.0022721894837972787,7.663104069307482e-06,1.1997998467966113,-1.668309652776633e-05,1.2106320786105773e-05,0.11993710374848017,0.00029769434132223647,2.949272780555698e-07,4.516052425763883e-09,1.8465198146165383e-05,5.3073686632116365e-08,1.4628737410176507e-05,-9.639148382215089e-07,2.3065829119060872e-09,2.738173283782739e-06,1.4131274035925384e-06,-1.8086983442752875e-05,3.5201342556220515e-06,9.916959789627494e-05,0.006707199031020196,2.3131596524781217e-05
600,2.970710343748728e-05,0.0002999947538247966,0.0029740855696590925,4.761400958468355e-06,1.1964380184061196,0.002575353395675744,1.674252369207363e-05,1.1996425051364055,0.0003257935977728879,-1.5362277548445818e-05,0.11992700111736387,0.00029708840724261505,2.961660725748369e-07,5.360142889508679e-09,1.998904707758676e-05,2.1913697480482192e-08,-3.827850275940106e-07,7.351003315423705e-06,4.385845520597519e-09,2.7546525850231527e-06,-2.9265666743304696e-06,-3.553644472169688e-05,1.4393503792587498e-05,5.310074319846229e-05,0.007661490769371801,2.2129259296141017e-05
700,2.9705643000468518e-05,0.0002999938348991697,0.0029717231425411064,5.941600368968427e-06,1.1950083957200912,0.004748394471253464,2.0184535670023856e-05,1.1996746519393349,-7.735493843787998e-05,1.9932995808856485e-06,0.11997150230026955,0.0002954350213349049,2.944710986525417e-07,5.361470185872907e-09,2.485910039391512e-05,1.1186595863941939e-07,9.477456516747654e-06,2.472241115418585e-06,5.1311827353176964e-09,3.7023249743539847e-06,-7.938371230513234e-06,-4.2278112611007044e-05,2.1250551377786477e-06,6.212070045248903e-05,0.008809680402118918,-1.1854394603803948e-05
800,2.9704388739621584e-05,0.0002999930864786573,0.0029681863409445736,6.647183864733381e-06,1.1941340250665602,0.005264142347200024,2.4983579636453575e-05,1.2002536365608938,-1.4995455071554862e-06,1.6378783821210006e-05,0.11987848869728253,0.00029425716708371885,2.950150777695845e-07,6.8608651817547716e-09,2.415267719217949e-05,3.229275150050717e-08,0.00011662551894357521,4.194638756978967e-06,1.709151751828338e-08,5.384474108816232e-06,-5.54936022672493e-06,4.78241025078276e-05,1.813850192918525e-05,-4.4767808572879855e-05,0.010778430610524256,9.695202165050045e-06
900,2.9705911390227777e-05,0.0002999925288753486,0.0029659336687366585,7.491932228247215e-06,1.192840311151429,0.0068295900442231685,2.2318146281561705e-05,1.1993377765529303,-8.361326191485146e-05,1.8725544441743744e-05,0.11991740795613667,0.000292672751210873,2.918944968384636e-07,7.185997325528934e-09,3.093623674541445e-05,1.1281074351181174e-07,6.796083806269282e-05,6.839595646174034e-06,1.244784686766303e-08,6.4985031266299505e-06,-5.931256992638769e-06,7.095709169677816e-05,-3.252280463145983e-06,1.8034325225475986e-05,0.011412956953968495,1.1435619373094318e-05
1000,2.970647906141624e-05,0.0002999915272030827,0.002961226199696323,7.804044768431936e-06,1.1921297699468365,0.007571113505169886,-1.0466493511486874e-05,1.1994351034681348,0.00022969016595123328,2.251101017920008e-06,0.11992687673435094,0.00029226394859254047,2.941023212936074e-07,8.353767577716286e-09,3.0994027578437115e-05,1.7321086913168284e-07,-2.7254719656518372e-05,7.897865326712767e-07,1.427423223437272e-08,7.775569076257095e-06,1.9659399000552227e-06,6.554394301787922e-06,-8.899315503089975e-06,-1.7585265835100184e-05,0.013542908146872513,2.609212869963424e-05
1100,2.9707554981335314e-05,0.0002999911738759793,0.0029542512872289526,8.994937651735822e-06,1.19148618379905,0.00880857213174063,1.2233426972787895e-05,1.1992484274880995,3.736455556443928e-05,7.516183031912347e-06,0.11997416349492783,0.000290703620951898,2.907746361427892e-07,9.07404937145946e-09,3.4329359792951335e-05,1.2380317509054124e-07,7.597826648231816e-05,-3.223967311284568e-06,7.61394170039161e-09,9.46408493896551e-06,1.908768382872495e-06,1.703976354082319e-05,-6.195449562971328e-06,0.00011567894359966385,0.015248923756190755,9.739316751781531e-06
1200,2.970637243154083e-05,0.00029999014107138047,0.002950704148918901,9.76775015987045e-06,1.1901870761924096,0.010653677675362662,4.011518237339811e-05,1.199743755141218,0.00022815760301722062,-1.6417090837638036e-05,0.11988160488392091,0.00028931762716865466,2.915846673395352e-07,9.904529719808755e-09,3.6224084340756524e-05,1.1358066762225454e-07,0.00012661437616874022,-1.488631013372505e-06,2.1196845241552847e-08,9.492184051713035e-06,-9.791586515635254e-07,0.0001073168208548376,-1.8341921138750623e-05,5.4713618653170274e-05,0.01636196172265843,8.860233149120981e-06
1300,2.9709951272296143e-05,0.0002999895489459997,0.002948081029015282,1.013713194311396e-05,1.1895680116083744,0.011550272146625377,9.447135257706896e-06,1.199848935592952,0.00032522250312494504,1.1649204432117942e-05,0.11994581188649799,0.00028882988904907426,2.912489669947885e-07,1.0650531943988297e-08,3.9345177279207804e-05,2.2447183223812155e-07,8.887306292684363e-05,-3.6957913740516327e-06,2.3174608686203074e-08,1.0773011737102953e-05,1.0321489632543158e-07,7.645300032163804e-05,2.0850157092326718e-05,0.0001411842392928702,0.01713358575673825,3.1994272567489407e-07
