miliseconds,E1,E2,KKK,P_KKK,KK,P_KK,PP_KK,K,P_K,PP_K,KPase,KKPase,E1_KKK,E2_P_KKK,P_KKK_KK,P_KKK_P_KK,PP_KK_K,PP_KK_P_K,KKPase_PP_KK,KKPase_P_KK,KPase_PP_K,KPase_P_K,K_PP_norm,KK_PP_norm,KKK_P_norm,rel_K_PP_max
0,2.999965415247469e-05,0.00029999997380213844,0.0030012237086966907,-2.460456122896191e-07,1.1995324012508721,0.0005112290783401603,6.388915523927382e-06,1.199960086902354,-0.00019853724328813474,-9.92014174652012e-06,0.12006851131970563,0.00030047566660986727,1.454371266559186e-09,-4.1664960637745016e-10,-9.720881612996954e-07,-3.0872364125693075e-09,-4.552059053095077e-06,7.769277203957078e-06,7.869747966900526e-09,6.621691681883222e-07,-2.7616162816014595e-06,-4.6267250836317526e-05,-2.3535033294568045e-05,2.5477441870220067e-05,0.0007031583440986114,1.4906902604222025e-05
100,2.9725074306817305e-05,0.0002999986743504211,0.002996981431967055,9.662390163768257e-07,1.2004889219111137,0.0009071529582423283,-5.092181883949398e-06,1.2003601752602229,0.0001964880096503174,-4.729172894410986e-06,0.11991698187186486,0.00029998024875203734,2.7582097297844606e-07,1.1862490259799522e-09,2.6708861019663015e-06,-6.522071093309986e-09,-2.5545709174853848e-05,-3.9730239377751425e-06,-1.8055417155986005e-09,3.4921912565069066e-07,-8.170224610862305e-06,-8.002693618841398e-05,1.7092236089543276e-06,-2.9456271627060163e-05,0.0014490417700469267,1.0844894414452486e-05
200,2.9716861595288508e-05,0.0002999986726338979,0.0029934291574832926,1.4918988173258488e-06,1.1991961082497908,-0.0005498167729425533,-1.1030926106999956e-06,1.1996439882778995,-0.0001148131788873837,-1.3140749749533699e-05,0.11997745522532254,0.00030027794747336273,2.8239711165400255e-07,2.1842338603262333e-09,7.87040330761193e-06,1.5487652839877297e-08,4.795255959367537e-05,2.372467348972314e-06,-3.1586925420725276e-09,8.055692123919315e-07,1.7821291545628336e-06,-1.331147932687135e-05,-1.318540455481142e-05,-2.8312858803999977e-05,0.002668278774295393,1.6052408216307692e-05
300,2.971110496448168e-05,0.000299997888988466,0.0029865134110985043,2.7925677103771856e-06,1.1999447241365213,-0.00027388753612405954,-1.449742179360938e-05,1.200245104089256,6.536613850016403e-05,1.0280624688051453e-05,0.11992404603661747,0.0002988234759306178,2.9125495966606166e-07,2.1202826436377888e-09,9.95452630778137e-06,6.530341871389471e-09,-7.752596410796023e-05,-7.199422593876914e-06,-6.541250275277066e-09,4.823740897769284e-07,-1.2710949622314688e-06,4.254957662043007e-05,1.688509875309766e-05,-8.519591057716193e-05,0.004524233153065291,-1.3508448816948877e-05
400,2.970505164465194e-05,0.00029999638357983133,0.00298103255450839,3.161464779309527e-06,1.1981799891251876,0.0005350560764389512,2.3824981416354998e-05,1.20014666431555,0.00026448366931132775,-1.8941199189877964e-05,0.11997263845176458,0.000298690464900211,2.9323956791119195e-07,3.826785227852866e-09,1.486283667081712e-05,1.9380965593435765e-08,6.870597384875973e-05,-6.6713524461427935e-06,-5.984736929735773e-09,7.080195139723232e-07,-4.09319847787525e-06,-1.3343088647155989e-05,1.744404378187721e-05,3.8839589199074986e-05,0.006466596256871438,-2.3565871014936282e-05
500,2.9705967334095103e-05,0.0002999959489363136,0.0029793762297453136,3.7274536701762516e-06,1.198873358734959,0.001730793010903938,1.926559770070514e-05,1.1996054415493802,-8.025496915069959e-05,-1.7129563636354283e-05,0.11990682555994187,0.00029868144678402066,2.9361543896155103e-07,4.692187755903888e-09,1.7310634475823858e-05,5.201872502384713e-08,1.907899120089722e-05,6.885546764014296e-06,-9.381988107612833e-09,1.979768183752055e-06,-7.823158787869317e-06,7.452485339821129e-05,3.94353491596464e-06,4.6539890394780024e-05,0.006948271382507357,-5.948467214266219e-06
600,2.9706188051857716e-05,0.0002999949571405214,0.002973605167067824,4.956700860437995e-06,1.1969285147464455,0.002441394151389882,2.3493495849549317e-05,1.2000047708815502,-0.00010559218061792936,1.5321853201726695e-05,0.11999214165969456,0.0002968868013713512,2.9568866965692457e-07,5.087073957668079e-09,2.0250242269243645e-05,9.328195816795918e-09,6.43257358021455e-05,-2.160054173520517e-06,-3.124160067023335e-09,2.597578934269026e-06,2.507788774625518e-06,2.4566626416255027e-05,-3.07202062644102e-07,9.018151357903883e-05,0.008029202314631079,-2.6647561481696502e-05
700,2.9705943231695787e-05,0.00029999421483049626,0.002970662525865649,5.724158534860547e-06,1.1962748877656637,0.003794004417805799,-6.874558970040378e-06,1.2002058774590383,0.00022429930538115864,2.0656097876340963e-06,0.12004429871162388,0.0002952140006575931,2.9276531902706626e-07,6.012368134629567e-09,2.274964611945712e-05,1.4597787810707105e-07,-2.840123656644866e-05,5.48451224703392e-06,1.1134024961106027e-08,3.7466707814940767e-06,-4.044867945817128e-06,9.73464500575756e-06,-2.2488229749892453e-05,5.610364899993039e-05,0.009595184701826192,5.264680674436177e-06
800,2.970729472263571e-05,0.00029999347565147635,0.0029677395002424356,6.188096973228383e-06,1.194300118251336,0.0050850521955743576,1.0633114910523455e-05,1.2000012990255209,0.0001596357889506139,-9.315055827467527e-06,0.11997468107801887,0.0002941665785381368,2.9571147862453566e-07,6.503324854335039e-09,2.420626580990708e-05,1.7572082040558508e-07,3.0373530557862806e-05,5.26165776426687e-06,-5.212576739824931e-09,5.210635517758937e-06,6.717969510325738e-07,5.537057648151329e-05,2.0729210248083601e-07,1.3789544412412706e-06,0.010619944324819821,-6.762962973795545e-06
900,2.970717802316281e-05,0.0002999926926014802,0.0029652363281136487,7.65912280258132e-06,1.192548339232755,0.007106118818198273,-1.1979999759896274e-06,1.200188350355873,0.00026746698638014364,-6.6085371765531825e-06,0.11992926179637459,0.00029333530776398095,2.929028338997905e-07,7.3391603460103e-09,2.8797073386847427e-05,1.503261433367273e-07,3.343729663404816e-05,7.707782976650518e-06,3.3498360555001374e-10,6.3920078986001e-06,1.69760884724241e-06,2.037509622309231e-05,-5.635731897923375e-06,-3.441761178475898e-05,0.012675969645497363,1.5652586433192583e-05
1000,2.9706755191274448e-05,0.00029999189109955465,0.0029607881926107136,7.512375070230761e-06,1.192767784860812,0.007465337482421682,1.66180678891915e-05,1.1996939891623268,-4.9802877696007096e-05,-1.0832159717578997e-05,0.12000345553815749,0.0002926776173298225,2.947386766031544e-07,8.333384044707351e-09,3.156394320984161e-05,1.190386897042134e-07,6.0982026750606165e-05,2.904508721324494e-06,1.4538958188806185e-08,7.16414994041895e-06,5.561524009501851e-06,0.00010018621363497724,-1.7208840932292477e-07,9.540670532798206e-05,0.013925589676052712,1.7777085121684681e-07
1100,2.970901259566342e-05,0.00029999096357059363,0.00295739139881464,8.699145321806103e-06,1.1918512288974907,0.009131259168694741,3.4716717579730836e-05,1.1995802824903008,9.760353491772595e-05,-7.545517650700872e-06,0.11999471223120736,0.00029109373651278205,2.9421901476550435e-07,8.829929969177625e-09,3.300447424734241e-05,2.2577662048893947e-07,3.7175878182909105e-05,-4.242615047481494e-07,2.501819717223501e-08,9.605714054421823e-06,-2.355300385359217e-06,6.864568778690165e-05,-1.3198089730022108e-05,7.567374442197628e-05,0.014273023260830171,-1.29537082390776e-05
1200,2.9707211919426447e-05,0.00029999022097285317,0.0029516940181879814,9.317276906105232e-06,1.189757463131512,0.01050809411429274,3.78546307420003e-05,1.2001397332740646,-5.313794035273584e-05,-7.467871676279389e-06,0.11999585623727485,0.00028957145628537057,2.9234838817092026e-07,9.665007849948421e-09,3.5936691831622104e-05,2.410290544018852e-07,5.459289067636099e-05,5.124894349922988e-08,5.486120489389778e-09,9.755182521115969e-06,-1.924809013306104e-06,1.674895079249995e-05,-4.467771168757349e-06,1.5459543640295347e-05,0.0159774850991169,1.1936522756102319e-05
1300,2.9709756722132695e-05,0.00029999011056189995,0.002946806443138679,1.0730069287571219e-05,1.1884711598633082,0.010613370738226947,2.5520341110847372e-06,1.1991810461656636,7.960410323682625e-05,3.8333908845049316e-06,0.11990034997010059,0.0002891797781709855,2.9385754065762133e-07,9.896863470085788e-09,4.160558144461136e-05,2.070734594765409e-07,2.9007513709055622e-05,-6.447394683569281e-06,1.2945200069563595e-08,1.1144325733589443e-05,-7.947997611965628e-07,0.00010202937318292577,-8.83760618538406e-06,7.943866045712884e-05,0.016452579034045203,8.811440174232668e-06
1400,2.970980962100413e-05,0.00029998857296621007,0.002942722439499397,1.1576309154247316e-05,1.1867683802404037,0.012055673899780357,1.5028299448328837e-06,1.199781647386147,0.00019139111204464218,2.0322829072769275e-05,0.11990096345070084,0.00028820825875926757,2.9065833264509343e-07,1.1328620059577541e-08,4.2179579487057e-05,3.0432116841009234e-07,2.4999575800234203e-05,2.884961333704704e-06,8.894277854238141e-09,1.1782214904327181e-05,1.1112075048894364e-06,0.00013384805895541086,7.730159052079501e-06,5.565873153944703e-05,0.017940337400364346,1.0212451748943188e-05
