milliseconds,IKK_neutral,IKK_active,IKK_inact,IKKactive_IkB,IkB,IKKactive_IkB_NFKB,IkB_NFKB,NFKB,NFKB_nuc,IkB_nuc,IkB_NFKB_nuc,IkB_mRNA,A20_mRNA,A20,cgen_mRNA,b_TrCP
0,199.999999987913,2.44263810567829e-26,2.78889437354332e-25,1.17746437501971e-28,2.5066291758827,1.41567842221093e-26,59.209565891463,0.31550547924599,2.29576677664394,3.43573095552417,0.0788763698117992,0.00286970847085134,0.00286970847085134,4.78284745142474,0.00286970847085134,0.0001
100,199.999999987922,1.937150397487935e-26,2.7880413687009313e-25,1.5906201891769976e-28,2.506629175882714,1.9036385327287138e-26,59.20956589146302,0.3155054792459892,2.295766776643851,3.4357309555242486,0.078876369811798,0.0028697084708512286,0.0028697084708512286,4.782847451424729,0.0028697084708512286,0.0001
200,199.99999998793103,1.5845646345414434e-26,2.7868155769560244e-25,1.878801827375773e-28,2.5066291758827273,2.243996699394087e-26,59.209565891463036,0.3155054792459884,2.2957667766437626,3.435730955524327,0.0788763698117968,0.002869708470851117,0.002869708470851117,4.782847451424717,0.002869708470851117,0.0001
300,199.99999998794007,1.2319788715949519e-26,2.785589785211117e-25,2.1669834655745484e-28,2.506629175882741,2.5843548660594602e-26,59.20956589146306,0.31550547924598754,2.2957667766436747,3.4357309555244053,0.07887636981179559,0.0028697084708510056,0.0028697084708510056,4.782847451424705,0.0028697084708510056,0.0001
400,199.99999998794905,9.527362440855393e-27,2.784196063775096e-25,2.395218208990316e-28,2.5066291758827526,2.853912175131445e-26,59.20956589146307,0.3155054792459868,2.295766776643589,3.435730955524481,0.07887636981179438,0.002869708470850894,0.002869708470850894,4.782847451424691,0.002869708470850894,0.0001
500,199.99999998795786,9.268740411784033e-27,2.782222191297205e-25,2.4163528664445654e-28,2.5066291758827597,2.878871932540147e-26,59.209565891463086,0.31550547924598626,2.2957667766435117,3.435730955524545,0.07887636981179319,0.002869708470850784,0.002869708470850784,4.7828474514246695,0.002869708470850784,0.0001
600,199.99999998796667,9.010118382712672e-27,2.780248318819314e-25,2.437487523898815e-28,2.506629175882767,2.9038316899488496e-26,59.2095658914631,0.3155054792459857,2.295766776643434,3.4357309555246096,0.07887636981179201,0.002869708470850674,0.002869708470850674,4.782847451424648,0.002869708470850674,0.0001
700,199.99999998797549,8.751496353641312e-27,2.778274446341423e-25,2.4586221813530645e-28,2.506629175882774,2.928791447357552e-26,59.20956589146312,0.31550547924598515,2.2957667766433567,3.4357309555246744,0.07887636981179083,0.0028697084708505637,0.0028697084708505637,4.782847451424626,0.0028697084708505637,0.0001
800,199.9999999879843,8.492874324569952e-27,2.776300573863532e-25,2.479756838807314e-28,2.506629175882781,2.9537512047662537e-26,59.209565891463136,0.3155054792459846,2.2957667766432794,3.435730955524739,0.07887636981178965,0.002869708470850453,0.002869708470850453,4.782847451424605,0.002869708470850453,0.0001
900,199.9999999879931,8.234252295498592e-27,2.774326701385641e-25,2.500891496261563e-28,2.506629175882788,2.978710962174956e-26,59.20956589146315,0.3155054792459841,2.2957667766432017,3.4357309555248032,0.07887636981178847,0.002869708470850343,0.002869708470850343,4.7828474514245825,0.002869708470850343,0.0001
1000,199.99999998800195,7.975630266427231e-27,2.77235282890775e-25,2.522026153715813e-28,2.5066291758827948,3.0036707195836584e-26,59.20956589146317,0.31550547924598354,2.2957667766431245,3.4357309555248676,0.07887636981178728,0.002869708470850233,0.002869708470850233,4.782847451424561,0.002869708470850233,0.0001
1100,199.99999998801076,7.71700823735587e-27,2.770378956429859e-25,2.5431608111700622e-28,2.506629175882802,3.028630476992361e-26,59.209565891463185,0.315505479245983,2.2957667766430467,3.4357309555249325,0.0788763698117861,0.0028697084708501227,0.0028697084708501227,4.782847451424539,0.0028697084708501227,0.0001
1200,199.99999998801957,7.458386208284512e-27,2.768405083951968e-25,2.564295468624312e-28,2.506629175882809,3.053590234401063e-26,59.2095658914632,0.31550547924598243,2.2957667766429695,3.435730955524997,0.07887636981178492,0.002869708470850012,0.002869708470850012,4.782847451424518,0.002869708470850012,0.0001
1300,199.99999998802838,7.199764179213151e-27,2.766431211474077e-25,2.5854301260785613e-28,2.506629175882816,3.0785499918097654e-26,59.20956589146322,0.3155054792459819,2.295766776642892,3.4357309555250612,0.07887636981178374,0.002869708470849902,0.002869708470849902,4.782847451424495,0.002869708470849902,0.0001
1400,199.9999999880372,6.94114215014179e-27,2.764457338996186e-25,2.6065647835328106e-28,2.506629175882823,3.103509749218468e-26,59.209565891463235,0.3155054792459813,2.2957667766428145,3.435730955525126,0.07887636981178256,0.0028697084708497918,0.0028697084708497918,4.782847451424474,0.0028697084708497918,0.0001
1500,199.999999988046,6.682520121070431e-27,2.762483466518295e-25,2.6276994409870604e-28,2.5066291758828303,3.12846950662717e-26,59.20956589146325,0.31550547924598077,2.295766776642737,3.4357309555251905,0.07887636981178138,0.002869708470849681,0.002869708470849681,4.782847451424453,0.002869708470849681,0.0001
1600,199.9999999880548,6.42389809199907e-27,2.760509594040404e-25,2.6488340984413097e-28,2.506629175882837,3.1534292640358725e-26,59.209565891463264,0.3155054792459802,2.2957667766426595,3.435730955525255,0.07887636981178019,0.002869708470849571,0.002869708470849571,4.782847451424431,0.002869708470849571,0.0001
1700,199.99999998806362,6.165276062927709e-27,2.758535721562513e-25,2.6699687558955595e-28,2.506629175882844,3.178389021444575e-26,59.209565891463285,0.31550547924597966,2.295766776642582,3.4357309555253197,0.078876369811779,0.002869708470849461,0.002869708470849461,4.782847451424409,0.002869708470849461,0.0001
1800,199.99999998807243,5.906654033856349e-27,2.756561849084622e-25,2.691103413349809e-28,2.506629175882851,3.203348778853277e-26,59.2095658914633,0.3155054792459791,2.295766776642505,3.435730955525384,0.07887636981177783,0.0028697084708493507,0.0028697084708493507,4.782847451424387,0.0028697084708493507,0.0001
1900,199.99999998808124,5.648032004784989e-27,2.7545879766067313e-25,2.712238070804058e-28,2.5066291758828583,3.2283085362619795e-26,59.20956589146331,0.31550547924597855,2.2957667766424272,3.4357309555254485,0.07887636981177665,0.00286970847084924,0.00286970847084924,4.782847451424366,0.00286970847084924,0.0001
2000,199.99999998809005,5.3894099757136296e-27,2.75261410412884e-25,2.7333727282583075e-28,2.5066291758828654,3.253268293670682e-26,59.209565891463335,0.315505479245978,2.29576677664235,3.435730955525513,0.07887636981177547,0.00286970847084913,0.00286970847084913,4.7828474514243435,0.00286970847084913,0.0001
2100,199.99999998809886,5.130787946642268e-27,2.750640231650949e-25,2.7545073857125572e-28,2.506629175882872,3.278228051079384e-26,59.20956589146335,0.31550547924597744,2.2957667766422727,3.4357309555255777,0.07887636981177427,0.00286970847084902,0.00286970847084902,4.782847451424322,0.00286970847084902,0.0001
2200,199.99999998810767,4.8721659175709084e-27,2.748666359173058e-25,2.7756420431668066e-28,2.506629175882879,3.3031878084880865e-26,59.20956589146336,0.3155054792459769,2.295766776642195,3.435730955525642,0.0788763698117731,0.0028697084708489092,0.0028697084708489092,4.7828474514243,0.0028697084708489092,0.0001
2300,199.99999998811649,4.613543888499548e-27,2.746692486695167e-25,2.7967767006210563e-28,2.5066291758828863,3.328147565896789e-26,59.20956589146338,0.31550547924597633,2.2957667766421177,3.4357309555257065,0.07887636981177192,0.002869708470848799,0.002869708470848799,4.782847451424279,0.002869708470848799,0.0001
2400,199.99999998812532,4.354921859428187e-27,2.744718614217276e-25,2.8179113580753057e-28,2.5066291758828934,3.353107323305491e-26,59.2095658914634,0.3155054792459758,2.29576677664204,3.4357309555257713,0.07887636981177074,0.002869708470848689,0.002869708470848689,4.782847451424257,0.002869708470848689,0.0001
2500,199.99999998813414,4.096299830356827e-27,2.7427447417393852e-25,2.839046015529555e-28,2.5066291758829005,3.3780670807141936e-26,59.20956589146341,0.3155054792459752,2.2957667766419627,3.4357309555258357,0.07887636981176956,0.0028697084708485788,0.0028697084708485788,4.782847451424235,0.0028697084708485788,0.0001
2600,199.99999998814295,3.8376778012854675e-27,2.740770869261494e-25,2.8601806729838047e-28,2.5066291758829076,3.403026838122896e-26,59.20956589146343,0.31550547924597466,2.2957667766418854,3.4357309555259,0.07887636981176838,0.002869708470848468,0.002869708470848468,4.782847451424214,0.002869708470848468,0.0001
2700,199.99999998815176,3.579055772214107e-27,2.738796996783603e-25,2.881315330438054e-28,2.5066291758829142,3.4279865955315977e-26,59.20956589146345,0.3155054792459741,2.2957667766418077,3.4357309555259645,0.07887636981176718,0.002869708470848358,0.002869708470848358,4.782847451424192,0.002869708470848358,0.0001
2800,199.99999998816057,3.320433743142746e-27,2.736823124305712e-25,2.9024499878923034e-28,2.5066291758829213,3.4529463529403e-26,59.20956589146346,0.31550547924597355,2.2957667766417305,3.4357309555260294,0.078876369811766,0.002869708470848248,0.002869708470848248,4.78284745142417,0.002869708470848248,0.0001
2900,199.99999998816938,3.061811714071386e-27,2.734849251827821e-25,2.923584645346553e-28,2.5066291758829284,3.4779061103490024e-26,59.20956589146348,0.31550547924597305,2.295766776641653,3.4357309555260938,0.07887636981176482,0.0028697084708481373,0.0028697084708481373,4.782847451424148,0.0028697084708481373,0.0001
3000,199.9999999881782,2.8031896850000255e-27,2.7328753793499303e-25,2.9447193028008025e-28,2.5066291758829355,3.502865867757705e-26,59.20956589146349,0.3155054792459725,2.2957667766415755,3.435730955526158,0.07887636981176364,0.002869708470848027,0.002869708470848027,4.782847451424127,0.002869708470848027,0.0001
3100,199.999999988187,2.544567655928666e-27,2.730901506872039e-25,2.965853960255052e-28,2.5066291758829427,3.527825625166407e-26,59.20956589146351,0.31550547924597194,2.295766776641498,3.435730955526223,0.07887636981176246,0.002869708470847917,0.002869708470847917,4.782847451424105,0.002869708470847917,0.0001
3200,199.9999999881958,2.2859456268573054e-27,2.728927634394148e-25,2.9869886177093016e-28,2.5066291758829498,3.5527853825751094e-26,59.20956589146353,0.3155054792459714,2.2957667766414205,3.4357309555262874,0.07887636981176127,0.002869708470847807,0.002869708470847807,4.782847451424083,0.002869708470847807,0.0001
