milliseconds,IKK_neutral,IKK_active,IKK_inact,IKKactive_IkB,IkB,IKKactive_IkB_NFKB,IkB_NFKB,NFKB,NFKB_nuc,IkB_nuc,IkB_NFKB_nuc,IkB_mRNA,A20_mRNA,A20,cgen_mRNA,b_TrCP
3300,199.99999998820462,2.0273235977859448e-27,2.726953761916257e-25,3.008123275163551e-28,2.5066291758829564,3.577745139983812e-26,59.20956589146354,0.31550547924597083,2.295766776641343,3.4357309555263518,0.07887636981176009,0.0028697084708476962,0.0028697084708476962,4.782847451424062,0.0028697084708476962,0.0001
3400,199.99999998821343,1.768701568714585e-27,2.724979889438366e-25,3.0292579326178007e-28,2.5066291758829635,3.602704897392514e-26,59.20956589146356,0.3155054792459703,2.295766776641266,3.4357309555264166,0.07887636981175891,0.002869708470847586,0.002869708470847586,4.78284745142404,0.002869708470847586,0.0001
3500,199.99999998822224,1.5100795396432243e-27,2.7230060169604753e-25,3.05039259007205e-28,2.5066291758829706,3.6276646548012165e-26,59.209565891463576,0.3155054792459697,2.2957667766411882,3.435730955526481,0.07887636981175773,0.002869708470847476,0.002869708470847476,4.7828474514240185,0.002869708470847476,0.0001
3600,199.99999998823105,1.2514575105718648e-27,2.7210321444825843e-25,3.0715272475262993e-28,2.5066291758829777,3.652624412209919e-26,59.20956589146359,0.31550547924596917,2.295766776641111,3.4357309555265454,0.07887636981175655,0.0028697084708473658,0.0028697084708473658,4.782847451423996,0.0028697084708473658,0.0001
3700,199.9999999882399,9.928354815005044e-28,2.719058272004693e-25,3.092661904980549e-28,2.506629175882985,3.677584169618621e-26,59.209565891463605,0.3155054792459686,2.2957667766410332,3.43573095552661,0.07887636981175537,0.002869708470847255,0.002869708470847255,4.782847451423975,0.002869708470847255,0.0001
3800,199.9999999882487,7.3421345242914395e-28,2.717084399526802e-25,3.1137965624347984e-28,2.5066291758829915,3.7025439270273235e-26,59.209565891463626,0.31550547924596806,2.295766776640956,3.4357309555266746,0.07887636981175418,0.002869708470847145,0.002869708470847145,4.782847451423953,0.002869708470847145,0.0001
3900,199.99999998825587,7.070082424194022e-28,2.715429972352948e-25,3.1160163711621145e-28,2.5066291758829733,3.7051641561720707e-26,59.209565891463626,0.31550547924596867,2.2957667766409444,3.435730955526666,0.0788763698117536,0.0028697084708470774,0.0028697084708470774,4.782847451423903,0.0028697084708470774,0.0001
4000,199.99999998826289,7.04977155016241e-28,2.713810295268922e-25,3.1161785735198177e-28,2.506629175882952,3.7053542334126894e-26,59.209565891463626,0.3155054792459694,2.29576677664094,3.4357309555266498,0.07887636981175306,0.0028697084708470145,0.0028697084708470145,4.782847451423849,0.0028697084708470145,0.0001
4100,199.99999998826988,7.029460676130798e-28,2.712190618184895e-25,3.116340775877521e-28,2.5066291758829307,3.705544310653309e-26,59.209565891463626,0.31550547924597017,2.2957667766409355,3.4357309555266333,0.07887636981175253,0.0028697084708469516,0.0028697084708469516,4.7828474514237955,0.0028697084708469516,0.0001
4200,199.9999999882769,7.009149802099186e-28,2.710570941100869e-25,3.1165029782352245e-28,2.5066291758829093,3.7057343878939275e-26,59.209565891463626,0.3155054792459709,2.295766776640931,3.435730955526617,0.078876369811752,0.0028697084708468887,0.0028697084708468887,4.782847451423742,0.0028697084708468887,0.0001
4300,199.99999998828392,6.988838928067575e-28,2.7089512640168424e-25,3.1166651805929277e-28,2.506629175882888,3.705924465134546e-26,59.209565891463626,0.3155054792459716,2.295766776640927,3.4357309555266005,0.07887636981175146,0.0028697084708468254,0.0028697084708468254,4.782847451423689,0.0028697084708468254,0.0001
4400,199.9999999882909,6.968528054035963e-28,2.707331586932816e-25,3.116827382950631e-28,2.5066291758828667,3.706114542375165e-26,59.209565891463626,0.31550547924597233,2.2957667766409227,3.435730955526584,0.07887636981175093,0.0028697084708467625,0.0028697084708467625,4.782847451423635,0.0028697084708467625,0.0001
4500,199.99999998829793,6.94821718000435e-28,2.705711909848789e-25,3.116989585308334e-28,2.5066291758828454,3.7063046196157843e-26,59.209565891463626,0.31550547924597305,2.295766776640918,3.4357309555265676,0.07887636981175039,0.0028697084708466996,0.0028697084708466996,4.7828474514235815,0.0028697084708466996,0.0001
4600,199.99999998830492,6.927906305972738e-28,2.704092232764763e-25,3.1171517876660373e-28,2.506629175882824,3.706494696856403e-26,59.209565891463626,0.3155054792459738,2.2957667766409138,3.435730955526551,0.07887636981174986,0.0028697084708466367,0.0028697084708466367,4.782847451423528,0.0028697084708466367,0.0001
4700,199.99999998831194,6.907595431941126e-28,2.702472555680736e-25,3.1173139900237405e-28,2.5066291758828028,3.706684774097022e-26,59.209565891463626,0.31550547924597455,2.2957667766409093,3.4357309555265347,0.07887636981174934,0.002869708470846574,0.002869708470846574,4.782847451423475,0.002869708470846574,0.0001
4800,199.99999998831896,6.887284557909515e-28,2.7008528785967097e-25,3.1174761923814437e-28,2.5066291758827814,3.7068748513376405e-26,59.209565891463626,0.3155054792459753,2.295766776640905,3.4357309555265183,0.0788763698117488,0.002869708470846511,0.002869708470846511,4.782847451423422,0.002869708470846511,0.0001
4900,199.99999998832595,6.866973683877903e-28,2.699233201512683e-25,3.1176383947391474e-28,2.50662917588276,3.7070649285782593e-26,59.209565891463626,0.315505479245976,2.2957667766409005,3.4357309555265023,0.07887636981174827,0.002869708470846448,0.002869708470846448,4.782847451423367,0.002869708470846448,0.0001
5000,199.99999998833297,6.846662809846291e-28,2.6976135244286566e-25,3.1178005970968506e-28,2.506629175882739,3.7072550058188786e-26,59.209565891463626,0.3155054792459767,2.2957667766408965,3.435730955526486,0.07887636981174773,0.0028697084708463848,0.0028697084708463848,4.782847451423314,0.0028697084708463848,0.0001
