milliseconds,P,I,M
0,0.9062816734062403,1.0020219221709556,0.24039477984814572
100,1.0493264871825039,0.9817505690472551,1.7689343290620165
200,1.0899366823841026,0.925595497430538,1.6107277879719368
300,1.2514990713370646,0.8999564976982414,1.3243801715230568
400,1.3588645418459235,0.8297454335009026,2.167547849253911
500,1.3390750111330194,0.8011687506618363,3.012553811119814
600,1.5040835063641453,0.7789280703378418,2.9111056657225185
700,1.5630356506427812,0.7733164002705826,3.1872789819375478
800,1.5254575906200696,0.7166500342244897,2.8341066049255
900,1.65787357848257,0.7192025159083254,3.04745342662931
1000,1.7586299027154377,0.72713062326018,3.3194367807987577
1100,1.980139573076776,0.683203027894189,4.328219585186877
1200,2.06837293340244,0.6664441933642578,4.2144962472051
1300,2.1144750070944136,0.6861705150588172,4.815496160969932
1400,2.1313925697953695,0.6858076577549264,5.3104449139340595
1500,2.2663838718874794,0.6672156509987975,5.555132263216094
1600,2.341049413088091,0.6692788386975521,6.644495565948631
1700,2.424385548469884,0.6587141861309508,7.786543218588712
1800,2.5724883326910333,0.6706301724656958,7.48249851306614
1900,2.5707424451617182,0.6302892103816536,8.654670923542492
2000,2.664709500089696,0.6521782967618744,7.976212080057801
2100,2.830672929715982,0.6682760028958101,8.967404868104225
2200,2.790192419456327,0.6827528659071604,10.68134238287551
2300,2.9196155656067133,0.6944053489693706,10.933991198366236
2400,2.957579517944534,0.6844765824606054,11.517525997128333
2500,3.207025116830118,0.6819385464316671,12.325834316164732
2600,3.1169553361049807,0.7071425461789619,12.413690640643532
2700,3.326113703010472,0.7450250336230398,12.640670514840393
2800,3.3761428585648994,0.729631162197252,13.40115105668933
2900,3.477817908652154,0.7663821351631089,13.848091106720148
3000,3.502368573348405,0.7763436021823829,15.566115108127324
3100,3.5140433372224766,0.785908060753251,15.386846370714572
3200,3.620616641322572,0.8163399408884051,16.03573447338623
3300,3.566602264135306,0.8806332676312354,16.601714673407763
3400,3.75307883266018,0.9000491068145605,17.641714254362753
3500,3.7498013326897714,0.9208162219858511,18.671038928260487
3600,3.7471121236756284,0.9634444664104317,18.58067973451121
3700,3.756637886550495,0.9738933487294231,20.123851684815616
3800,3.841495958035351,1.0386213717518296,20.06366630344029
3900,3.9358809321975317,1.077020429585407,20.662331470217097
4000,3.876648553886308,1.0805718803511863,21.947023244699242
4100,3.983580535623254,1.1287171703313406,22.692064085642276
4200,3.9522037698848242,1.1858936669492477,24.14644667745931
4300,3.9954594549265963,1.2119810327250613,23.583774457976386
4400,4.039169850663294,1.259288974210666,25.396174338295857
4500,3.967702816968684,1.336007864843914,25.40709825591828
4600,3.9320143767044455,1.396193589453267,25.502268080024916
4700,4.043935091704938,1.4565433102712428,26.60860242939085
4800,4.011600695002655,1.4974018124281927,27.177283613273605
4900,4.0077519141055875,1.547267377547894,29.054459244437574
5000,4.062290066792897,1.6592350801724784,28.48688421386716
