milliseconds,P,I,M
0,1.0136619868200722,0.9770572145439981,1.6354003033754907
100,1.1095060887511619,0.9317019031496256,0.819024554769539
200,1.2296203121831804,0.920751494100084,0.9061041426870089
300,1.281821909812457,0.8740472569389458,2.0396841949982827
400,1.2250090850430204,0.8300581678040678,2.039422687297731
500,1.3989614844000156,0.8052706922280732,1.6389699690618418
600,1.399192666429393,0.766670315329849,2.9727256101374433
700,1.4822128329046438,0.783197402556959,3.6682716098396666
800,1.601606373026872,0.7516807120077541,2.694428261006855
900,1.6128098828110007,0.7160870997407356,4.331785555991713
1000,1.8865974832325954,0.71900432737206,3.5677014122315645
1100,1.790363049511122,0.7110369517807216,4.46205207738253
1200,1.9556281785066758,0.689784608811217,4.377935765999676
1300,2.0646982283982487,0.6864088885605175,4.738951623526043
1400,2.105443281660319,0.6439477537396451,6.3567932198003545
1500,2.33118495667497,0.6679902166538529,5.772217520401982
1600,2.3600342109471475,0.6745637447357161,7.213169494058867
1700,2.413446630614617,0.6570961036241783,7.1725223697751295
1800,2.5948090136001634,0.6604318344817018,7.430404475459461
1900,2.710502871975792,0.6413121820861167,9.139170746305219
2000,2.705062913516587,0.6537131512497649,8.630312811087798
2100,2.8631457907745306,0.6355828186951372,9.265335288436201
2200,2.8232575616592244,0.6855601716830276,10.45919565158787
2300,2.8831476533972196,0.6857286603751661,10.347061498584639
2400,3.0450911723110123,0.6966842887404774,10.539037460469036
2500,3.1542177534203972,0.6819695126241073,11.599994124326233
2600,3.23972847114848,0.7114886913450515,12.530267017441101
2700,3.260926224030026,0.7174487800424466,12.339689035445337
2800,3.3021392139368233,0.752145803114177,14.564645976913797
2900,3.3096013232190655,0.7788292155009796,14.52234645220908
3000,3.5553580138975756,0.7901288167799172,15.206093679117604
3100,3.6094794981814315,0.8184655648900903,15.124278103024952
3200,3.5132983017573505,0.8316977597592834,16.322311851073607
3300,3.6468016947863027,0.8621816548003832,17.913176025201025
3400,3.6661899937902187,0.8770559973751247,17.640650225412834
3500,3.617904982305632,0.9282352363833697,18.39441360851742
3600,3.7177273046053534,0.9398354090185346,19.349856561944673
3700,3.7030487991570737,0.9742539631433734,20.499147744863222
3800,3.73891650816689,0.9969739104933064,20.068846922038986
3900,3.7714041143238535,1.046477874663823,22.195669033865297
4000,3.883730090404489,1.1093618435066182,21.283004214217307
4100,3.8581246141485654,1.1238442754012556,23.521014416987253
4200,3.898298235069295,1.1827728481790845,23.747679938978646
4300,3.968857004898172,1.2515560123034641,25.09094067232072
4400,3.979250934302255,1.3033623704828512,24.89544235871141
4500,4.009571262187284,1.314482838012582,24.912474344560636
4600,3.95678665104948,1.3963519921082344,25.724237972337715
4700,4.043343724829009,1.4208488601941809,27.011796600590895
4800,4.011852421148297,1.513235660699031,27.479868753969946
4900,4.074550803625893,1.5852430770095223,27.64240284995903
5000,3.9854783363333666,1.635475372117383,28.835369452161796
