milliseconds,IPTG,ia1_ActiveTF,ia1_InactiveTF,p1,p2,p3,pAUR1,pSLS1,pSLS4,proAUR1,proLACI,proLAMDAR,proSLS1,proSLS4,proTETR,ter1,ter2,ter3,ter4,ter5,ter6
0,10000.0,100.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0
100,9900.000020202016,2.0202018120181514e-05,199.9999797979821,10.0,10.0,10.0,10.0,10.0,10.0,0.4022645715715104,0.5188905026282087,0.5631074625722969,0.09965081523953179,0.6265220504635308,0.57056057156512,10.0,10.0,10.0,10.0,10.0,10.0
200,9900.000020202016,2.020201812018794e-05,199.9999797979821,10.0,10.0,10.0,10.0,10.0,10.0,0.7927762161631022,0.8774787420355129,0.9473200724423814,0.19860651053058162,1.1093316087579637,0.980909781111824,10.0,10.0,10.0,10.0,10.0,10.0
300,9900.000020202016,2.020201812018794e-05,199.9999797979821,10.0,10.0,10.0,10.0,10.0,10.0,1.1649017061402052,1.1348359042971163,1.216261525073572,0.29687193472204526,1.442790162332521,1.2813777945581155,10.0,10.0,10.0,10.0,10.0,10.0
400,9900.000020202016,2.0202018120187938e-05,199.9999797979821,10.0,10.0,10.0,10.0,10.0,10.0,1.5136557887582132,1.3360036322879025,1.4217697180794566,0.3944519028393691,1.6738236981124879,1.5171527534064917,10.0,10.0,10.0,10.0,10.0,10.0
500,9900.000020202016,2.0202018120187938e-05,199.9999797979821,10.0,10.0,10.0,10.0,10.0,10.0,1.8358954106457228,1.502235901038262,1.5886860284041617,0.4913511963205173,1.8407880649305974,1.7113927480502478,10.0,10.0,10.0,10.0,10.0,10.0
600,9900.000020202016,2.0202018120187938e-05,199.9999797979821,10.0,10.0,10.0,10.0,10.0,10.0,2.1301933557026906,1.644566710656484,1.7298471920713112,0.5875745632502573,1.96724295669528,1.8767346123440392,10.0,10.0,10.0,10.0,10.0,10.0
700,9900.000020202016,2.0202018120187938e-05,199.9999797979821,10.0,10.0,10.0,10.0,10.0,10.0,2.3965162762787613,1.7694038700096646,1.8526184163814785,0.683126718592823,2.0671004529946386,2.0207510531913018,10.0,10.0,10.0,10.0,10.0,10.0
800,9900.000020202016,2.0202018120187938e-05,199.9999797979821,10.0,10.0,10.0,10.0,10.0,10.0,2.635835089363289,1.8807918706316058,1.9615803928137938,0.7780123444229442,2.1487650331400325,2.148324299103202,10.0,10.0,10.0,10.0,10.0,10.0
900,9900.000020202016,2.0202018120187938e-05,199.9999797979821,10.0,10.0,10.0,10.0,10.0,10.0,2.849760660457181,1.9814572217516018,2.0597733613536935,0.8722360901552701,2.2175095696249207,2.2627921388430394,10.0,10.0,10.0,10.0,10.0,10.0
1000,9900.000020202016,2.0202018120187934e-05,199.9999797979821,10.0,10.0,10.0,10.0,10.0,10.0,3.040249153162593,2.073330051770721,2.149315887798187,0.9658025727721826,2.27677308706136,2.3665404951055584,10.0,10.0,10.0,10.0,10.0,10.0
1100,9900.000020202016,2.0202018120187938e-05,199.9999797979821,10.0,10.0,10.0,10.0,10.0,10.0,3.2093856554816624,2.1578348111883665,2.2317480536456458,1.0587163770500612,2.3288896631679132,2.4613412029914916,10.0,10.0,10.0,10.0,10.0,10.0
1200,9900.000020202016,2.0202018120187938e-05,199.9999797979821,10.0,10.0,10.0,10.0,10.0,10.0,3.3592424365035987,2.2360538902927405,2.308222846809759,1.1509820557839152,2.3754914631758264,2.5485464497585792,10.0,10.0,10.0,10.0,10.0,10.0
1300,9900.000020202016,2.0202018120187934e-05,199.9999797979821,10.0,10.0,10.0,10.0,10.0,10.0,3.491793054175741,2.3088298351447687,2.3796247080553545,1.2426041300104558,2.417748353358605,2.6292117250019653,10.0,10.0,10.0,10.0,10.0,10.0
1400,9900.000020202016,2.0202018120187938e-05,199.9999797979821,10.0,10.0,10.0,10.0,10.0,10.0,3.6088641458295774,2.3768355949182114,2.446650531069431,1.3335870892296542,2.456526618860735,2.7041809389607145,10.0,10.0,10.0,10.0,10.0,10.0
1500,9900.000020202016,2.0202018120187934e-05,199.9999797979821,10.0,10.0,10.0,10.0,10.0,10.0,3.7121163775392096,2.440617044954548,2.5098581292301816,1.4239353916246789,2.492479529852383,2.774138936817716,10.0,10.0,10.0,10.0,10.0,10.0
1600,9900.000020202016,2.0202018120187934e-05,199.9999797979821,10.0,10.0,10.0,10.0,10.0,10.0,3.8030411426310926,2.500624062770975,2.5697013088474305,1.5136534642803559,2.526109151376192,2.8396499140977376,10.0,10.0,10.0,10.0,10.0,10.0
