milliseconds,L,R,flip,pC8,C8,C6,BAR,pC3,C3,Bid,tBid,pC6,XIAP,C3_Ub,PARP,CPARP,Smac,Bcl2c,Bax,Bax_hash,Bcl2,L_R,R_hash,flip_R_hash,R_hash_pC8,C6_pC8,BAR_C8,C8_pC3,pC3_Apop,Apop,C8_Bid,C3_pC6,XIAP_C3,PARP_C3,Apop_XIAP,Smac_XIAP,Bcl2c_tBid,Bax_tBid,Baxm_Bcl2,Bax4,Bax2_Bcl2,Bax4_Bcl2,M,Bax4_M,M_hash,Smacm,M_hash_Smacm,Smacr,CytoCm,M_hash_CytoCm,CytoCr,CytoC,Apaf,CytoC_Apaf,Apaf_hash,pC9,Baxm,Bax2
0,2999.9768223460615,199.97733349687775,99.99999999994962,20000.00000001812,1.4724605288608108e-08,1.9750503012617313e-15,999.9999999999909,10000.000000000015,4.66942265366957e-12,39999.999999999935,2.9767842218785646e-11,10000.0,100000.0,3.074819656727479e-14,1000000.0,-1.4578126702209924e-12,2.4556007592971665e-70,20000.0,100000.0,-5.2782276202172015e-14,20000.0,-0.011738083099263169,-1.0506140787073802e-07,4.533310318587981e-11,1.185862739644185e-08,-3.3335090090029847e-18,2.6595390993594432e-12,-1.3710720399816833e-12,9.178387365373819e-80,6.603949370283146e-75,-2.1579374749957306e-12,-1.0135180146227896e-14,6.933891559227266e-13,1.996016537654833e-12,6.402115228851891e-77,-6.041101350319202e-71,-1.6867295913647562e-13,1.4127328004971904e-13,-4.123253539616156e-17,-9.301756000753598e-68,3.3005168176659645e-36,-3.5978513291909067e-68,500000.0,-7.073360118711396e-67,1.1392679523606752e-67,100000.0,2.280271828933721e-68,1.2836330921374579e-67,500000.0,-1.9986460934830594e-67,-1.0671113630353643e-67,8.179515078465379e-70,100000.0,1.504490433598069e-71,-1.8275196442848324e-72,100000.0,-1.2631639164958584e-16,3.9815561309976674e-35
100,2999.9938453030877,199.99568257090596,100.00000000002562,19999.999999984837,1.5802218129751542e-08,5.0562835375999825e-15,999.9999999999922,9999.999999999985,2.2565547450638805e-12,40000.00000000001,2.1787722838058713e-11,10000.0,100000.0,-8.285850231111225e-15,1000000.0,1.5081164517743927e-12,-9.072456235705034e-71,20000.0,100000.0,-5.4165796588464446e-14,20000.0,0.04676911068801802,-8.200687603489845e-07,1.0206844077816572e-10,5.858389168930349e-09,-4.2049635661086015e-19,1.4817520561911506e-11,-2.6060043946223564e-12,-1.4887991216185508e-80,-3.938251586321208e-75,-2.4960155740603495e-11,2.3358102532620407e-14,3.1291797952992395e-13,1.3271749502038204e-12,-4.220544326828872e-76,-2.9875616868467793e-71,-2.551450647139644e-13,-1.2250459474548966e-13,2.0046065086639404e-17,-8.468333267793688e-68,1.478485494750019e-36,-1.1284449889998755e-68,500000.0,-1.109111945146836e-66,8.046200012062565e-68,100000.0,-4.428081190436121e-68,9.446889512400058e-68,500000.0,-2.2851824282815957e-67,2.3027604635912934e-67,3.274822679954067e-70,100000.0,-1.0491762761657798e-71,5.903670618634229e-73,100000.0,-2.477442248031016e-16,2.2783521298921827e-35
200,2999.9404586775568,199.94129111203625,100.00000000012868,19999.999999979453,1.827694385672742e-09,-1.439366949510411e-14,999.9999999999931,10000.000000000007,3.913038410479647e-14,40000.00000000005,7.839410579835981e-13,10000.0,100000.0,-3.32173048023422e-14,1000000.0,1.3779073265772684e-12,-1.4428866339990938e-70,20000.0,100000.0,-5.0405999489943695e-15,20000.0,0.03829141274293714,9.283136091318031e-07,-4.7745305912585486e-11,-7.800441208557453e-10,1.6492710885481408e-18,-5.0591035959065095e-12,-2.25180304207616e-12,4.407374003515919e-80,-4.6036044850427425e-75,-2.0558366000542635e-11,-1.0738673831419108e-14,2.8319050086037493e-13,-1.6692537671876129e-12,1.0928789420879951e-76,6.868849539173411e-71,-4.3539905961486027e-13,-8.254146338369571e-14,3.380106777807013e-17,-1.665531979940945e-67,-3.1774147485328324e-36,-1.8497969852468425e-68,500000.0,-5.1059796521823225e-67,-6.180201377044007e-68,100000.0,2.9594305897649453e-68,-8.624472510137587e-68,500000.0,1.0772005471264813e-67,-1.8857945620708528e-69,2.8574184576077704e-70,100000.0,-7.723872494636819e-72,1.4056223730566645e-72,100000.0,-2.5378602261077476e-16,4.190055238272943e-35
300,2999.8989737038146,199.937239418504,100.00000000013856,19999.9999999787,9.484965428546795e-09,6.4494372974550714e-15,1000.0000000000116,9999.999999999995,3.4721302561586567e-12,39999.99999999998,-2.628696390305418e-11,10000.0,100000.0,1.4230540511711606e-14,1000000.0,-3.630849271450133e-13,6.845303815627591e-71,20000.0,100000.0,2.9530564625079775e-15,20000.0,0.05629506208841614,5.762127057541518e-07,-1.9923436974815453e-11,-1.1519727766532753e-09,-3.7940907796527762e-19,1.2397084504410599e-11,-4.032575553682974e-12,9.07951753933357e-80,-4.0776948240420054e-75,-2.8945015570802792e-11,-1.5689672595059506e-14,2.3523421645585028e-14,7.28446967173446e-13,2.0593743761755376e-76,7.343448041395102e-71,3.1320393579548405e-13,5.807940109139437e-14,-3.742268102921428e-18,3.918433380713192e-67,-3.4145744830352404e-36,-6.321298885079601e-68,500000.0,-4.303338114294528e-67,1.4317666836018123e-67,100000.0,3.759477564517976e-68,-1.3219019360918325e-67,500000.0,-2.080672166257224e-67,4.448541237316371e-68,2.070468000075553e-70,100000.0,-4.97597975725004e-72,2.3439552270199777e-72,100000.0,-2.0937636860397674e-16,2.7831170257910883e-35
400,2999.8799984758602,199.92882046513634,100.00000000008366,19999.99999998001,7.60668820034983e-09,-1.3151785395945563e-14,1000.000000000007,9999.99999999999,-2.905112510569783e-13,39999.99999999997,-3.06433221396861e-11,10000.0,100000.0,3.135382251539135e-14,1000000.0,5.184070858743379e-13,-2.715155025022973e-70,20000.0,100000.0,6.695383421236543e-14,20000.0,0.06903480993555026,-4.540484448232404e-07,1.4680125475999645e-10,-6.694464776822864e-09,2.066106217570859e-18,7.882232845646819e-12,-1.2512932022132565e-12,3.836605356246687e-80,1.4879535232580108e-75,3.807302052100158e-12,-1.7833944589721904e-14,5.752607680489601e-13,2.2095813657802545e-12,1.840419500654726e-76,-4.215113301020496e-71,-1.2806045611905873e-13,-1.6686749999523914e-14,3.6288070878427824e-17,-7.636155401582998e-67,-3.106307384526416e-36,5.930255894215703e-68,500000.0,-1.1050795047769551e-66,9.089965358176875e-68,100000.0,4.391688457754022e-68,-5.021165921373893e-68,500000.0,-1.5346589145963953e-67,6.367295080989306e-67,1.4744984662615217e-69,100000.0,1.788872212670058e-71,-4.4641940220555187e-72,100000.0,-9.217334730534001e-17,-4.361909231219732e-35
500,2999.892404120845,199.88308792568378,100.00000000007269,19999.999999980704,2.6957279900149994e-09,-1.4221563984360354e-14,999.9999999999927,10000.00000000001,1.6344212033494045e-12,39999.999999999935,-2.8315167325988083e-11,10000.0,100000.0,4.6784579546642824e-14,1000000.0,1.6071022157044393e-12,1.3783311590409468e-70,20000.0,100000.0,8.399105304916422e-15,20000.0,0.1381667569320118,8.850689746270818e-07,1.1631058480011429e-10,-8.70029047906685e-09,-2.1829011738831274e-18,-1.6581543572429594e-11,-7.213073233039337e-12,-3.671379513742357e-80,-8.428297084359539e-75,2.7989681963238687e-11,1.2809426834979478e-14,-1.4854912059244193e-13,-8.976294979436914e-13,2.838301996609293e-76,-5.520277056985205e-71,-4.538109363539027e-13,-1.5095704569683344e-13,-7.18240521989429e-17,-3.993021729454991e-67,-1.4414518156150897e-36,-5.047228921372132e-68,500000.0,1.2110074864723179e-66,-2.9731352212873687e-68,100000.0,-2.770014113342404e-68,-1.1834322687699265e-67,500000.0,3.104346736994375e-68,4.557652570840799e-67,2.3312001780785302e-70,100000.0,4.789665025742822e-72,-6.089533709751176e-72,100000.0,4.881787579902985e-16,-8.65930344811463e-36
600,2999.8400904440887,199.88213743235593,100.00000000005934,19999.999999994914,-7.867317781433396e-09,-1.0059439784124283e-14,999.9999999999876,10000.00000000001,-9.466695186810116e-13,39999.99999999997,3.0071686410511265e-11,10000.0,100000.0,-5.0981815002481336e-14,1000000.0,9.178611373577439e-13,1.7512092120248945e-70,20000.0,100000.0,-5.638685959446825e-14,20000.0,0.1556132379422305,3.7719907461279085e-08,1.3329134993945542e-10,-6.222830331686928e-09,-4.013147741987819e-18,3.375244528754788e-13,-8.572220949657349e-12,1.7918611499028086e-80,-3.148788797301356e-75,-7.147333147657073e-12,-2.2265040183279752e-14,-1.7766902025854649e-13,-1.501567028505216e-13,2.6118235944474534e-76,-3.3787680956434462e-71,-2.1636605901697058e-13,-9.50811389674144e-14,-4.100229970396594e-17,-5.527042163350097e-67,2.998910616218987e-36,6.7377761131011e-68,500000.0,3.4990515905061113e-67,5.275892351995697e-68,100000.0,4.4468695421085336e-68,8.385769222237789e-68,500000.0,2.4601489084299464e-67,-6.188281852188412e-68,1.5633511373109374e-69,100000.0,1.4291756746641468e-71,-5.400369091224891e-72,100000.0,1.9835324834093923e-17,3.684411772931163e-35
700,2999.8168237885566,199.80618561514694,99.99999999998708,20000.00000002292,4.186076105887439e-09,1.699941684226537e-14,999.9999999999895,9999.999999999985,-2.020046500484608e-12,39999.999999999985,4.608176499436641e-12,10000.0,100000.0,-6.134629278117858e-15,1000000.0,1.0040321966594672e-12,1.0273099987600797e-70,20000.0,100000.0,-1.0297321359267377e-13,20000.0,0.16084737889272394,-2.861329161131536e-07,-6.522714957319335e-11,3.3903765517606975e-09,2.0040243080034012e-18,-2.015220105186696e-12,-4.867871817204847e-12,-8.914377008470648e-80,-5.516554360607233e-75,-1.2653483905128073e-11,1.5696685593066063e-14,-5.49024840803448e-13,-2.233090133776999e-12,3.207274534029065e-76,-1.477108366729628e-71,4.725486726709115e-13,-7.409278941146973e-14,-3.120823863183181e-17,3.544715021655429e-67,-3.40748956580116e-36,3.087312561189226e-68,500000.0,-1.2140483136351283e-66,8.085975529277339e-68,100000.0,3.1142129143355064e-68,9.774486360979071e-68,500000.0,1.714237900134902e-67,7.685619736527984e-67,-1.3936332555619365e-69,100000.0,-2.936717482324489e-72,-3.5714915579975354e-72,100000.0,3.396285559667326e-16,-2.5814959264162147e-35
800,2999.804035210368,199.80749814055318,100.00000000002932,20000.000000015683,1.59797594701496e-08,-9.086716524719416e-15,1000.0000000000058,9999.999999999995,-2.923919041386838e-12,40000.00000000003,-3.168388433135473e-11,10000.0,100000.0,-5.2603518911623694e-14,1000000.0,1.5760145407972119e-12,7.788695894821713e-71,20000.0,100000.0,-2.1569592869275187e-14,20000.0,0.17107629327267232,4.955727775413254e-07,6.041091560716269e-11,1.523236965403313e-08,2.766592670600275e-18,6.490546370325694e-12,-5.986572510602368e-12,1.665735395764231e-80,5.4634774719993005e-76,-1.6095073901152648e-11,1.3913242769932069e-14,3.0017966279756247e-13,1.0737763959067818e-12,2.798317517378626e-76,-5.0225724862093025e-71,-4.715144983283994e-13,1.1829912440126683e-13,-7.509042504111262e-17,2.2071775457991417e-67,-1.7462088754161548e-36,1.923397327421013e-68,500000.0,-6.656464213397518e-67,-7.43059585337193e-68,100000.0,3.6503366910300414e-69,-7.61390335947131e-68,500000.0,1.9798765620032323e-67,-1.4751084994400118e-67,-5.972659532929694e-70,100000.0,2.49106196370971e-71,-2.938651369246567e-72,100000.0,-3.724395689209954e-16,-1.1597582146479618e-35
900,2999.788970526726,199.75753145963637,99.99999999990526,19999.999999999312,-9.232542442430101e-09,1.2508556553111335e-14,999.9999999999827,9999.999999999995,-6.231443585526e-13,39999.99999999996,2.623662181416428e-11,10000.0,100000.0,8.308559816667713e-15,1000000.0,1.3026362274838657e-12,3.1625492106644854e-71,20000.0,100000.0,9.751822075020922e-14,20000.0,0.2057584444233655,2.0094410656966625e-07,7.856907923031204e-12,1.6354771066049346e-08,2.033114854011078e-18,7.0090992097543614e-12,-3.0094845788772427e-12,-4.1259649986502e-81,7.967395441628366e-75,-3.258202263865525e-11,1.3571956836149528e-14,-7.201919618048708e-13,-1.118923529367628e-12,-3.2216243351178516e-76,-5.826147984104123e-71,-2.5682944176582086e-13,1.067226131509052e-13,3.5793369861052754e-17,-6.501289865082455e-68,-3.5127043911801984e-36,-5.382674804556127e-68,500000.0,2.40023574376361e-67,1.4287968156830143e-67,100000.0,8.809450130572743e-69,-1.2663502610747533e-67,500000.0,1.9092498706547172e-68,7.073512826390649e-67,-2.4201278541891352e-70,100000.0,1.3622535746097522e-71,3.848401564501206e-73,100000.0,2.131468303340895e-16,8.323631994173826e-36
1000,2999.775863965753,199.77096847399724,100.00000000003564,19999.999999999785,2.6574766743260827e-09,-8.82158338631902e-16,999.999999999985,10000.000000000002,-4.698827737203452e-12,40000.00000000004,-8.717329131557937e-12,10000.0,100000.0,-3.047272253571967e-14,1000000.0,-9.78817434187968e-13,1.477855292117075e-70,20000.0,100000.0,-9.632548471166764e-14,20000.0,0.22656662644593428,1.0486740729057065e-06,1.7026953148799915e-10,1.8301908190645594e-08,8.970620534949143e-19,-1.401530606655024e-11,-8.131805793287172e-13,-4.347848628863604e-80,-4.68640822655003e-75,-3.1494490090141115e-11,-9.833846428198918e-15,4.2855366364704704e-13,4.739427071820545e-13,-5.8239382282776255e-77,5.741652103179197e-71,-1.139695849333205e-13,-9.500128424579543e-14,1.896409715574574e-17,-2.167118375760197e-67,1.28361664381313e-36,7.401399131776586e-68,500000.0,6.163071737961456e-67,1.5421711335130227e-67,100000.0,4.303518624905256e-68,-7.337164689957772e-68,500000.0,2.281969082180507e-67,7.51910732295399e-67,-3.229155018708877e-70,100000.0,-9.47987863303268e-72,-2.267794914394921e-72,100000.0,-2.2017367544842164e-16,3.984869575960127e-35
1100,2999.7127183849057,199.74282881899958,99.99999999993302,19999.99999996989,8.368795843763927e-09,-1.1784534867002272e-14,1000.0000000000109,10000.000000000005,7.995532467403736e-13,40000.000000000044,-7.2614481080332486e-12,10000.0,100000.0,-2.883591817578513e-14,1000000.0,1.064874974633358e-12,6.776352237797175e-72,20000.0,100000.0,-8.051473816221003e-14,20000.0,0.2630409932184204,9.664559600702422e-07,1.3972764502342226e-10,2.224377170487884e-09,3.4690420449462176e-18,-6.809403108432161e-12,-3.0133923774611225e-12,-2.9134787827909755e-80,6.127408474190425e-75,2.6966298139272843e-11,-1.835923780028088e-15,3.061320987166159e-13,1.8215545152299473e-13,-3.215589327039584e-76,1.9848556438908253e-71,2.507345896232344e-13,1.5129202903677784e-13,-1.6630105219158842e-17,-1.7508189630539093e-67,2.6810552991092652e-36,7.27220344298223e-68,500000.0,-1.438127761887847e-69,-1.3736582790055898e-67,100000.0,-3.006571556254768e-68,1.4642699973025537e-67,500000.0,2.0121629751756057e-67,6.832987672194402e-67,2.827906799344153e-70,100000.0,-1.7093101867288192e-71,2.711711525330325e-72,100000.0,-4.823381374737546e-16,3.706112201157949e-35
1200,2999.7427436867792,199.69272452786194,99.99999999979158,19999.999999963067,9.693135514374574e-09,-2.957266279792046e-15,999.9999999999859,10000.000000000016,-8.28540384384476e-13,40000.000000000044,-3.055535055015477e-11,10000.0,100000.0,-2.4542276198343843e-15,1000000.0,7.394185190934844e-15,-1.4528955494830378e-70,20000.0,100000.0,7.624110898041163e-14,20000.0,0.2717106946065487,1.8694683036288914e-06,-3.1862828215260737e-12,5.3122001202518554e-09,-3.472332777620352e-18,6.08209980665372e-12,-6.5417454621850605e-12,8.008093828403524e-80,7.208635891701089e-75,-2.6019130178045806e-11,-9.647350328209156e-15,-2.370255716033232e-13,1.640231569096254e-12,-1.8588191194936996e-76,-4.67465186933541e-71,1.8115216521025503e-13,1.0195895698444284e-13,-2.7609633540413803e-17,-4.628115543603522e-67,-3.079872643498148e-36,3.4626499650204276e-68,500000.0,-3.089270131547589e-67,-1.673331242938796e-67,100000.0,-3.628040937837934e-68,1.0007247682604533e-67,500000.0,2.3666554703278435e-67,-4.220829791369118e-67,1.2393929817834986e-70,100000.0,2.2139305047188365e-71,7.166044279224627e-73,100000.0,-2.5939850350033603e-16,-2.4874085914130697e-35
1300,2999.7131999167,199.66538201540033,99.9999999997681,19999.99999997046,9.848356451310359e-09,-1.5299412540253067e-14,999.9999999999931,10000.000000000007,1.7934067526245787e-12,40000.0,1.7405717451912544e-11,10000.0,100000.0,-8.602543428864254e-15,1000000.0,1.081896097125333e-12,-1.4769176254475906e-70,20000.0,100000.0,7.732757988832316e-14,20000.0,0.28812574866143625,2.5858554345003237e-06,-4.1326747957229707e-11,6.4990589590846895e-09,3.870580016261723e-18,1.2576180144150055e-11,-8.059345209334256e-13,3.063568491764523e-80,-1.0369286778365103e-75,-1.3833391390594196e-12,1.5180803056847212e-14,-7.530091344517852e-13,-1.7068242741747406e-12,1.5894962555628927e-76,6.647211972698392e-71,-5.1539334963418456e-14,-7.65422184545327e-14,9.400429649529495e-18,4.48542587190561e-67,-3.1360051309347034e-36,-5.966209981874683e-69,500000.0,1.3782444355773866e-66,-8.153252844946563e-69,100000.0,1.112368744098116e-69,1.293825091658346e-68,500000.0,-1.1685181857382763e-68,-2.1712796599742997e-67,1.1978893875095803e-69,100000.0,5.391357155048362e-72,-5.158877803932191e-72,100000.0,3.8935975019513256e-16,-1.7774820644656783e-35
