milliseconds,L,R,flip,pC8,C8,C6,BAR,pC3,C3,Bid,tBid,pC6,XIAP,C3_Ub,PARP,CPARP,Smac,Bcl2c,Bax,Bax_hash,Bcl2,L_R,R_hash,flip_R_hash,R_hash_pC8,C6_pC8,BAR_C8,C8_pC3,pC3_Apop,Apop,C8_Bid,C3_pC6,XIAP_C3,PARP_C3,Apop_XIAP,Smac_XIAP,Bcl2c_tBid,Bax_tBid,Baxm_Bcl2,Bax4,Bax2_Bcl2,Bax4_Bcl2,M,Bax4_M,M_hash,Smacm,M_hash_Smacm,Smacr,CytoCm,M_hash_CytoCm,CytoCr,CytoC,Apaf,CytoC_Apaf,Apaf_hash,pC9,Baxm,Bax2
0,2999.971878471963,199.99550936843605,100.00000000009987,20000.000000000888,1.3598441665690408e-08,1.59377403107188e-14,999.9999999999973,10000.000000000011,1.184384765124291e-12,40000.00000000006,-1.6762138638116475e-11,10000.0,100000.0,-4.904776199430202e-14,1000000.0,-8.949869348159939e-14,-9.494817801891118e-71,20000.0,100000.0,-9.202043942068839e-14,20000.0,0.008623235016202156,-5.356836089026081e-07,-1.870256124744529e-11,6.0263864003161604e-09,4.2445379030276415e-18,6.670898456607129e-12,8.11088923462243e-12,-3.1061728684595513e-80,-6.225022081153243e-75,-6.6633012532579514e-12,-1.3987353921164528e-14,-1.3958111632845613e-13,3.271831103254126e-14,1.666671740942159e-76,-2.5279355545329e-72,3.5370638674320714e-13,5.794701480165912e-14,1.0954295537326342e-17,-2.7262302008170127e-67,-9.609761543323534e-37,1.4341660205033344e-68,500000.0,1.4706106874429675e-66,-1.0687830935056021e-67,100000.0,-3.2981060631779e-69,-1.4558832112838118e-67,500000.0,1.3931450372548874e-67,-5.287762903625809e-68,-1.79112012743191e-69,100000.0,5.121547611631081e-72,2.3643230988231417e-73,100000.0,-1.8025796896779e-16,-1.1208969837228568e-35
100,2999.977577648714,199.986884455925,99.99999999985988,19999.999999998206,1.1491531840768703e-08,8.069844802480007e-15,1000.0000000000102,9999.999999999993,-4.876456087780438e-12,40000.00000000003,5.298461990682278e-12,10000.0,100000.0,1.86845240361711e-15,1000000.0,-7.338189723571726e-13,3.010849320919818e-70,20000.0,100000.0,1.0309353347836903e-13,20000.0,0.0012531899252660877,5.455656080539742e-07,1.350357454085956e-10,-6.912121313985193e-11,-2.9538084609008936e-18,-1.3328679832455058e-11,-5.3910455469811256e-12,4.11326345454219e-81,-6.598415599368382e-75,2.9025677885497768e-11,7.183639703578136e-15,2.0846565208427796e-13,-3.236029282855664e-13,-9.923140141566525e-77,-5.458002665479902e-71,4.4846723653492153e-13,-7.662704044700114e-14,-5.620396499564118e-17,7.098662832804036e-68,-3.32063656621055e-36,5.03968047620332e-68,500000.0,-2.1483394517654113e-67,6.062935986556536e-68,100000.0,-6.625307749543131e-69,1.5194657186642995e-67,500000.0,5.9698428663651774e-68,-2.645126364899375e-67,-9.885012809560918e-70,100000.0,3.9519597244816185e-72,-5.845648618168815e-72,100000.0,4.58251755364269e-16,1.833857591052135e-35
200,2999.9388104745,199.959221300075,100.00000000009616,20000.000000013806,-1.255016934530513e-08,9.048325163689993e-15,999.999999999988,9999.999999999984,-1.7526520796650739e-12,40000.00000000005,-8.845732455659603e-12,10000.0,100000.0,3.371282054609266e-14,1000000.0,-1.354427645355427e-12,-3.128984465594602e-70,20000.0,100000.0,9.488798445159993e-14,20000.0,0.01910664826347829,-1.475618037021492e-07,1.8615871788920818e-11,-1.283542282639651e-09,2.664377520553486e-18,1.4520059790128185e-11,2.1260109281858283e-14,5.2566644842362245e-80,3.883336155331552e-75,-2.6581084391487303e-11,1.0203226791131236e-14,-1.6679213143192628e-13,-1.3849412545948603e-12,-9.886710710420627e-77,-2.8269390654937336e-71,-3.537856527315287e-13,-3.276659826787638e-14,-5.1580601455578114e-17,3.1690389827325954e-67,-3.2186797505621466e-36,2.892236694499401e-68,500000.0,5.249814264790304e-67,-2.0804500371806883e-67,100000.0,-4.811518310494364e-68,-1.1030062344746344e-67,500000.0,6.3512937088192515e-68,5.7307492873961057e-67,1.433667832352232e-69,100000.0,-1.2857866512756472e-71,1.9469485038189247e-72,100000.0,-3.0012485367096003e-16,2.1598377473247603e-35
300,2999.9201954732994,199.89800150405753,100.00000000008939,19999.999999994976,1.3025427703827446e-08,-5.518682400076963e-15,1000.0000000000008,10000.000000000018,-3.6817901656702027e-13,40000.000000000044,-2.0587608416711662e-11,10000.0,100000.0,-4.4664733826298656e-14,1000000.0,1.4457922390803862e-12,-1.1905605499090756e-70,20000.0,100000.0,5.971542069841111e-14,20000.0,0.09013149571140798,3.9885384502296706e-07,1.3652423071112891e-10,2.9351986495750427e-10,4.0201360544378675e-18,8.854061277116792e-12,1.017615864472773e-12,1.4740687341575687e-80,-4.261487178126594e-75,-2.940498299346057e-11,-1.1509287220674519e-14,7.854589351993585e-13,1.5034455958911878e-12,1.7471431920227184e-76,-1.779144138221569e-71,-3.58236936626504e-13,-1.1839453037324937e-13,-7.254093558844861e-17,-7.972572600524135e-68,2.1062906700969142e-36,3.5073042756985556e-68,500000.0,1.2147611620965932e-66,-1.8354454302881752e-67,100000.0,-3.5562299562362274e-68,-1.143029747327411e-67,500000.0,9.096604870617701e-68,-4.632256854017157e-67,-4.226034721748648e-70,100000.0,1.6313001167645843e-71,-8.517208628203573e-73,100000.0,-1.734054055238331e-16,-3.760987492834167e-35
400,2999.9287917630654,199.93731805131387,100.0000000000699,19999.999999996937,-9.63771861725845e-10,5.852239160685167e-15,1000.0000000000031,10000.000000000005,5.003281814966977e-12,39999.99999999998,-3.2709682532290356e-11,10000.0,100000.0,-3.7768525630472125e-14,1000000.0,-1.136860680415346e-12,4.317553371137993e-71,20000.0,100000.0,-2.767537871517106e-14,20000.0,0.09193867400810579,3.02691215815975e-07,8.814384782571955e-11,9.42721881875397e-09,-8.20833014703692e-20,-1.5540841741687906e-11,9.628537105265922e-13,-5.245980088039925e-80,2.352534092536901e-75,-2.430418937596376e-11,-5.1284089585248677e-17,5.729688349072431e-13,6.398386985921824e-13,-7.722099443090762e-77,5.524551597456703e-71,-5.162945917666371e-13,8.005675436053266e-14,-8.666799036787458e-17,4.062806216562029e-69,2.2509886923689806e-36,-6.918203378700353e-68,500000.0,4.3068154619062555e-69,-3.5127350214201233e-68,100000.0,-3.3767954877536054e-69,1.0237172469224415e-67,500000.0,1.7330888879518083e-67,-2.771396938136205e-67,-1.025009251546557e-69,100000.0,-1.5095802468918438e-72,2.8419808098144593e-72,100000.0,-3.1311178178829516e-16,-2.4548947487216936e-35
500,2999.9029896226516,199.890909215139,99.99999999985364,19999.999999980457,2.5988861654133377e-09,5.800673718947403e-15,999.9999999999867,9999.999999999993,7.250850082084057e-13,40000.000000000065,-9.251360555616846e-12,10000.0,100000.0,8.334242084018851e-15,1000000.0,-4.362114753480785e-13,-2.7018967790110503e-70,20000.0,100000.0,6.106779545931516e-14,20000.0,0.1532281300959653,9.191351745755162e-07,5.6576629111599795e-11,6.485185336972566e-09,2.0055504378497197e-19,-8.759070467054135e-12,-1.3768708053481494e-12,5.379620187914397e-80,8.645923530897968e-75,1.7711152800983317e-11,2.3556620638056097e-14,5.902450361448185e-13,1.589000847116205e-13,-1.5643998620426096e-76,-1.3523344739433978e-71,7.735751671185963e-14,-1.0563967360327546e-13,-7.496338344746337e-17,4.886381597234748e-68,-1.5074915472196247e-37,6.867033402230998e-69,500000.0,-9.402002799829555e-67,1.6887262145236996e-67,100000.0,-3.9434074406438546e-68,4.378455694011345e-68,500000.0,1.063596298373517e-67,-4.977564079839338e-67,-4.7488387495443564e-70,100000.0,-6.907770062314358e-72,-1.1044410660620817e-72,100000.0,-9.423449522231781e-17,-2.442570612417401e-35
600,2999.8581238033894,199.8417739916324,99.99999999997192,19999.99999998384,-1.3859680082641456e-08,-1.7296602225286926e-14,1000.0000000000167,9999.999999999985,2.129540259123328e-12,40000.00000000004,2.6065465522234935e-11,10000.0,100000.0,1.8293234617700766e-14,1000000.0,-5.807402258543461e-13,3.270562887271075e-70,20000.0,100000.0,-9.735714497558865e-14,20000.0,0.11657961278925026,7.550762551483408e-07,3.8096950867348665e-11,-7.764150596768799e-09,-1.777746752005822e-18,-1.2054317475914393e-11,8.24045764864128e-12,-8.047881340373075e-80,-7.42511935789326e-75,-3.1027897115054325e-11,-2.249000776588989e-14,1.1775735030264825e-13,1.6278549175965239e-12,-3.4128187497788476e-76,5.994553285520295e-72,-1.5095740244412502e-13,7.969901980625441e-14,-3.4690934594364555e-17,-7.029198285085541e-67,-3.233673425371461e-36,-6.295315754653886e-69,500000.0,-4.325163736486368e-67,-3.1084229600723412e-68,100000.0,-3.8408589358655246e-68,-1.232092671328733e-67,500000.0,1.4685997462423458e-67,1.996170740773515e-68,-6.466052009732575e-71,100000.0,-1.6031758164975878e-71,-6.330452934334498e-72,100000.0,-8.912400868643027e-17,-2.3893659122432096e-35
700,2999.799715639596,199.854678029076,99.99999999990152,19999.99999999427,1.0564390557140088e-08,-1.1700879627344241e-14,999.9999999999866,10000.00000000001,1.96393209085699e-12,39999.999999999935,-1.9182305405845125e-11,10000.0,100000.0,-7.382032855147054e-16,1000000.0,-9.083169788345375e-13,8.665762309085051e-72,20000.0,100000.0,1.4014190383958267e-14,20000.0,0.18103704512579383,2.1559079972268684e-07,-3.327713986092944e-11,1.1703901926333997e-08,2.2891875276815743e-20,1.1022257494549929e-11,-8.78210902210328e-12,-8.015625736513341e-80,-1.5193905856780806e-75,1.4586924704068565e-11,-1.471400130453296e-15,-3.7140558229913927e-13,1.2252983711960083e-12,-1.961353851505889e-76,2.9860025724711424e-71,-5.065580163158518e-13,1.1541654100477372e-13,-8.701983426979112e-17,1.8156508341164595e-67,1.9228417421511e-36,2.1802882697864272e-69,500000.0,1.3562071676380602e-66,-1.2546064276885684e-67,100000.0,-2.8383717331413676e-68,1.9861980558113088e-68,500000.0,-1.3946143775720855e-67,-3.123662121942467e-67,1.0180327766755506e-69,100000.0,-6.342059964999343e-72,-5.573816330254958e-72,100000.0,4.248988101276057e-16,-4.2429525622734595e-35
800,2999.8129371942205,199.78953438909855,100.00000000000587,19999.999999972904,-1.4194109713294048e-08,-1.6497797577304123e-14,999.9999999999873,9999.999999999995,7.079801840609182e-13,40000.00000000004,-1.6581020963279143e-11,10000.0,100000.0,3.424729906210276e-14,1000000.0,1.4920349697005728e-12,2.8967388601668754e-70,20000.0,100000.0,-6.994281363719144e-14,20000.0,0.16354594679911286,1.4950960195374248e-07,3.279173339483951e-11,-9.411696360946607e-10,-1.1644988022812578e-18,6.091794926830988e-12,4.195732917102164e-12,3.670012376243763e-80,7.693885753719894e-75,-1.5297377093523873e-11,8.296015777934407e-15,1.1532339179326263e-13,7.224798823658558e-13,2.5457632302716515e-76,-5.501293572373761e-71,8.612926860732467e-14,-9.992481124971207e-14,-8.178262110463091e-17,1.5803503761856966e-67,3.5931703464446196e-36,-7.170807909477671e-68,500000.0,1.077926136107491e-66,8.36140206993943e-68,100000.0,3.0454733515396324e-68,-1.1139518170313451e-67,500000.0,7.311818795772713e-68,-6.430576810307196e-67,-8.596377591778545e-70,100000.0,2.0160477179576403e-71,-1.9339561620686143e-72,100000.0,-3.7059890027408237e-16,-2.492184494037366e-35
900,2999.755487824853,199.81800237935582,99.99999999987071,19999.99999998023,-1.1908265967271838e-08,1.3137438422396911e-14,1000.0000000000105,9999.999999999984,4.572868522759078e-12,40000.00000000001,6.269250356445688e-12,10000.0,100000.0,5.352522278818e-14,1000000.0,1.0552221942636978e-12,-1.314664267954615e-71,20000.0,100000.0,-4.4900425698251845e-14,20000.0,0.2153204635993491,1.4786407451933598e-06,1.169458479540094e-10,-3.8039667899468115e-09,-7.456727999073829e-19,-1.227043121715724e-11,-5.034588798296209e-12,-1.8950929055933837e-80,-1.9759235930035214e-75,2.1362011113887395e-11,1.296047624503334e-14,7.742940760459345e-13,-7.871030693987899e-13,-3.662796195754419e-76,-3.5533025412395114e-71,-3.3320061225964065e-13,1.0864754152912372e-13,4.693432466630033e-17,-3.995392821570417e-67,-1.4581251491543085e-36,1.8166401202248847e-68,500000.0,7.918535324371882e-67,1.993711086445072e-67,100000.0,-4.6166420080996416e-68,1.3284012641912233e-67,500000.0,1.476311611414318e-67,-5.1942898406830517e-67,7.383123785751427e-70,100000.0,-2.21866248318363e-71,-3.9541869666376633e-72,100000.0,2.397150245785907e-16,3.098342896939797e-35
