milliseconds,L,R,flip,pC8,C8,C6,BAR,pC3,C3,Bid,tBid,pC6,XIAP,C3_Ub,PARP,CPARP,Smac,Bcl2c,Bax,Bax_hash,Bcl2,L_R,R_hash,flip_R_hash,R_hash_pC8,C6_pC8,BAR_C8,C8_pC3,pC3_Apop,Apop,C8_Bid,C3_pC6,XIAP_C3,PARP_C3,Apop_XIAP,Smac_XIAP,Bcl2c_tBid,Bax_tBid,Baxm_Bcl2,Bax4,Bax2_Bcl2,Bax4_Bcl2,M,Bax4_M,M_hash,Smacm,M_hash_Smacm,Smacr,CytoCm,M_hash_CytoCm,CytoCr,CytoC,Apaf,CytoC_Apaf,Apaf_hash,pC9,Baxm,Bax2
1000,2999.78630173764,199.7727386598249,100.00000000006713,19999.999999989894,8.130007083515918e-09,-8.095203153203672e-15,1000.000000000007,9999.999999999984,-5.120261372093686e-12,40000.0,1.6679418999562872e-12,10000.0,100000.0,-2.7462009079681643e-14,1000000.0,-1.849477045814098e-13,-2.727844336766409e-71,20000.0,100000.0,1.593157939562013e-14,20000.0,0.21520885294853706,1.9978650745097564e-06,7.87592395572395e-11,1.4229020933739906e-08,5.60827758909953e-19,-6.108534453105719e-13,-5.6172590301258824e-12,2.009869389741901e-80,4.338354145458406e-75,1.8678892974549466e-11,-2.201702858895309e-14,4.646588480976658e-13,1.2943978820985518e-12,3.6855924883967884e-76,8.550910473216027e-72,7.743801561713424e-14,-8.304211896868039e-14,-6.20544188069297e-17,1.2453497822999892e-67,2.7868951034348954e-36,-6.220695430214204e-68,500000.0,1.353663396814024e-66,-1.4676771532122965e-67,100000.0,-1.0234679471252475e-68,-4.066561921154156e-68,500000.0,-1.1066261902435354e-67,-9.450733136227704e-68,1.741049080331541e-69,100000.0,1.8640954136720638e-71,-5.028726927578113e-72,100000.0,2.942930809452121e-16,-2.747038732908125e-35
1100,2999.716928387636,199.76734151880504,99.99999999991532,20000.00000001144,2.83566723584915e-09,-1.6312178144673846e-16,999.9999999999864,10000.000000000004,3.7905015052379525e-12,39999.99999999995,-1.6096849500707535e-11,10000.0,100000.0,-5.0588668345089534e-14,1000000.0,-5.449268710391486e-13,3.1591669704735654e-70,20000.0,100000.0,-3.159156941688432e-14,20000.0,0.26927506109531746,6.946236813088286e-07,8.851500822871165e-11,2.3355294075785584e-09,-2.601357427801606e-18,-8.055178723120216e-12,-5.829533860625119e-12,8.454689044078146e-80,-8.937038306416089e-76,6.202051625763524e-12,4.8409505279072465e-15,-4.057500539453205e-14,1.5891505428350777e-12,1.0979600673192681e-76,1.692466366336041e-72,-2.115695731276828e-13,6.372446754904708e-14,-7.104053656966504e-18,4.318044417281122e-67,4.91916015148991e-37,-5.930830568660706e-68,500000.0,-1.538049273842921e-66,1.1030827177981328e-67,100000.0,-4.663198288444181e-69,-8.423793696358995e-68,500000.0,-8.62795670691243e-68,2.5610620562696182e-67,-1.1892166578253816e-69,100000.0,1.8872853369415184e-71,-3.8903728367515663e-72,100000.0,-2.3441196679255056e-16,1.213789035439597e-35
1200,2999.71544436944,199.7318357755308,99.9999999998386,19999.999999966138,3.6755460872273034e-09,-7.332497399407515e-15,999.9999999999936,9999.999999999996,-5.921682498248355e-13,39999.99999999995,2.299958917930447e-11,10000.0,100000.0,5.443985128492086e-14,1000000.0,1.2383246675104581e-12,2.598444763050817e-70,20000.0,100000.0,1.1279613865621139e-14,20000.0,0.2990100527493153,2.427575526539831e-06,1.4337093750158137e-10,1.721795928794719e-08,2.3024519805567067e-18,-2.4012566362634598e-12,5.002505423456009e-12,-2.030282353844594e-80,5.3166114845674906e-77,-3.232411605612441e-11,-1.6319058557092204e-14,-6.18394982978041e-13,-3.626621332839623e-13,1.1353798038918441e-76,2.6376012027969525e-71,2.608979942578003e-13,8.714786573958094e-14,-1.1033421446317792e-17,1.4752919712720044e-67,2.0322371087535754e-36,-1.8979648487487857e-69,500000.0,9.59738221256966e-67,-1.2643347022892542e-67,100000.0,-4.4008803425781985e-68,4.99852409173478e-68,500000.0,1.5890561107303017e-67,5.016490125427856e-67,1.156996455296732e-69,100000.0,-1.090443618235026e-71,-5.700225995965437e-72,100000.0,-9.62246792723669e-17,2.742141759440566e-35
1300,2999.6729465191656,199.65583750626584,99.99999999999083,19999.999999987605,7.511427036765484e-09,-1.3345419429182687e-14,999.9999999999933,9999.999999999987,-4.999433259453593e-12,39999.99999999999,2.3503385943841564e-11,10000.0,100000.0,-2.986793325717181e-14,1000000.0,-2.4549203831145306e-14,2.261780433286881e-70,20000.0,100000.0,8.325530060306706e-14,20000.0,0.3176096076911197,1.8465526362323525e-06,-4.793821137081483e-11,1.9656242900008557e-08,-3.464330139433762e-18,1.3999532635071584e-11,7.160804956540672e-12,-6.19637224917722e-80,-4.223703490363286e-75,2.074525701315136e-11,-1.3643957905531147e-14,6.558744130534661e-13,2.419549828638079e-12,-6.294648134794902e-77,-3.1217809511021204e-71,-4.926834502475198e-13,3.206372110603411e-14,3.8740659906103286e-17,3.470065484791895e-67,3.198199188161769e-36,-6.029051353356335e-68,500000.0,1.2403389691358055e-66,-2.188886034774416e-67,100000.0,1.8240658403259683e-68,1.4861901554190192e-67,500000.0,2.390183215156463e-67,3.154191869009789e-67,1.6544559772725937e-69,100000.0,2.2803608401937974e-71,1.9272349535182044e-72,100000.0,3.7200133511779275e-16,1.0564361073589514e-35
1400,2999.661475581507,199.65467478838707,100.00000000000773,19999.999999971147,1.8980738843768567e-08,1.782679968065952e-14,999.9999999999876,9999.999999999998,1.686222781786945e-13,40000.00000000004,-4.973912075670073e-13,10000.0,100000.0,1.2759122549604318e-14,1000000.0,-1.4666809652957026e-12,-5.664139552208169e-71,20000.0,100000.0,-5.756323015300104e-14,20000.0,0.3588740109634918,2.6134184259628097e-06,1.7337452066398498e-10,8.55437914676614e-09,1.0011750276374858e-18,-1.001794016593868e-11,5.249490253177472e-13,8.379368497664158e-80,3.3444812413480785e-75,-2.486967551641296e-11,-6.412899559348511e-15,-1.5151276126540415e-14,2.3408846643643523e-12,1.420359856988753e-76,4.216803883644384e-71,1.7147387052293052e-13,3.4385158578330737e-15,-9.826761725301766e-18,5.8648843785524395e-67,-3.491447586718255e-36,-8.34310675072633e-69,500000.0,-2.4534671078141324e-68,-2.0308724555469205e-67,100000.0,-4.8953263243704376e-68,7.705438903643297e-68,500000.0,2.4445887035081525e-67,-6.921732766923606e-68,1.8500026023870243e-69,100000.0,-7.59224013623441e-72,2.1348776878498105e-72,100000.0,4.534960873730877e-16,8.717248670096553e-36
1500,2999.6180193059918,199.66156886165575,100.00000000000584,19999.9999999609,2.0412917931537986e-09,-1.2101489453547615e-14,999.9999999999811,9999.999999999984,4.266564641243919e-12,40000.000000000015,-5.77895856873273e-12,10000.0,100000.0,2.882450966407794e-14,1000000.0,-1.6551492533642397e-12,3.202198151330135e-70,20000.0,100000.0,-5.672123255129392e-14,20000.0,0.3624456008639046,3.2821625863178298e-06,1.460167218688404e-10,1.7249252673534248e-08,2.3355359234999687e-19,-1.3656846016679833e-11,-1.389238032399851e-12,2.861929772073758e-80,-3.5773353869472863e-75,3.681467662992436e-11,6.384717829269279e-16,-7.282241145315941e-13,3.0166096388363557e-13,-2.95523157250884e-76,-4.319430075014473e-71,-2.5133896046094014e-13,-4.3690159929956823e-14,-3.152182545825014e-17,-2.0368848594556687e-67,2.114116881444557e-36,-5.205285796590657e-68,500000.0,-8.574444653972115e-67,-6.984234959125603e-68,100000.0,1.2169353871427045e-68,1.3132263496211897e-67,500000.0,2.4320397862428874e-67,4.127993267201269e-67,4.132448193456103e-70,100000.0,4.087217339725139e-72,-3.218297347571675e-72,100000.0,3.552832629594902e-16,-4.348710511382016e-35
1600,2999.647398396298,199.59351251253977,99.99999999982518,19999.999999975113,1.4582012774378905e-08,4.185393540879084e-15,999.9999999999849,9999.999999999987,-2.1457859224586765e-12,40000.0,-1.6160244569859583e-12,10000.0,100000.0,-2.6783139598178426e-14,1000000.0,-1.812180440166838e-13,8.422356980265177e-71,20000.0,100000.0,1.0553007346567697e-14,20000.0,0.393342312711333,3.3621676461861265e-06,1.385382997425258e-10,1.3996624737567434e-08,9.034311429676787e-19,-2.77132524277759e-12,-3.722779450519198e-12,5.779133345169034e-80,-6.197611053139783e-75,3.388437779574539e-11,-7.07356354408515e-15,-3.0289333240484565e-14,1.668195188585085e-12,-2.4409744912913745e-76,5.9227925384873944e-71,5.212479218716677e-13,-1.4154566878142465e-13,8.823122920832491e-18,9.706347392842677e-68,1.9721189263604062e-36,4.9175609545296e-68,500000.0,-1.3135149993118103e-66,-1.47574541500296e-67,100000.0,-1.873866564719015e-68,1.1997894198371277e-67,500000.0,1.2057019009796567e-67,7.339612617328002e-67,-2.9931516387309356e-71,100000.0,-6.753354579862332e-72,5.272647389738953e-72,100000.0,4.789769166976627e-16,3.449890272832744e-35
1700,2999.5699136313638,199.59760008697677,99.99999999979738,19999.99999994333,9.1770027262568e-09,-9.618701424323552e-15,1000.0000000000057,9999.999999999993,-1.285924415267485e-12,40000.00000000003,3.500342690629378e-11,10000.0,100000.0,-2.5545245301719502e-14,1000000.0,1.7802300678565478e-12,2.924739084709384e-70,20000.0,100000.0,-7.003361125429204e-14,20000.0,0.40886366801409546,3.931664250996646e-06,1.5292810417958582e-10,3.046179256410355e-08,-1.972869923387919e-18,3.292187339092533e-12,6.605979713142426e-12,-1.6048307033054386e-80,-2.854302753077352e-75,1.8213502557281395e-11,-1.6881685792507417e-14,-7.009541968551337e-13,3.0228518790851157e-13,-3.453563283706147e-76,2.889151086848676e-71,-4.818397894787678e-13,1.7430281646397155e-14,-2.979433029208942e-17,6.316618834551709e-67,-9.006211443804927e-37,-4.002826181875823e-68,500000.0,-7.49170990258611e-67,-1.8689708746564706e-68,100000.0,-4.327343478078278e-68,5.86122713939337e-68,500000.0,9.213803944214632e-68,1.7702215114488422e-67,-2.1184703815969596e-69,100000.0,2.5247648719821152e-71,4.197730117250452e-72,100000.0,3.786901654087664e-16,-2.5001434499130985e-35
1800,2999.5669902157565,199.5433481525807,99.99999999986115,19999.999999928794,6.471338774954004e-11,1.5220817891218408e-14,999.9999999999845,10000.000000000007,5.724433824697609e-12,39999.99999999997,-7.2103840421467575e-12,10000.0,100000.0,6.218421967732673e-15,1000000.0,-6.703431832557583e-13,-2.171966730507658e-70,20000.0,100000.0,-5.94774523384683e-14,20000.0,0.4084604493022546,4.360831189106774e-06,3.110369623339872e-10,3.362528727381107e-08,-3.746448130777531e-18,1.7402198338882974e-11,7.119942336324133e-12,-1.3897848679231349e-80,-6.81522933240458e-75,-1.2838323751169224e-11,-1.0025964109370387e-14,1.0022539409053752e-14,2.143066127623845e-12,2.019002506047438e-76,5.90582302122653e-71,-1.9638372372221068e-13,-7.114538403237036e-14,4.895390855748852e-17,-1.8439880347506545e-68,2.5268953630131957e-36,6.751767475466094e-68,500000.0,5.698296553431185e-67,3.609907996923594e-68,100000.0,-1.0337793128585455e-68,6.156513670189091e-68,500000.0,1.314166551373572e-67,6.198049733614912e-67,-5.5481826949094036e-70,100000.0,1.0078522347036204e-71,-1.1020114984973374e-75,100000.0,-3.961616815263304e-16,7.930746677223292e-36
1900,2999.525867629252,199.5242745739185,99.99999999984504,19999.999999918113,1.3218521426185958e-08,5.320777547899518e-15,1000.0000000000081,9999.999999999985,2.9635501125020787e-12,39999.99999999998,2.011587716175561e-11,10000.0,100000.0,4.619364163251231e-14,1000000.0,1.628297667010601e-12,-2.5739644505257475e-70,20000.0,100000.0,-6.493523515185493e-14,20000.0,0.44175189630712314,5.083006647876672e-06,2.2388019996125901e-10,2.4326306336946908e-08,3.680161518057726e-18,2.3177980316153123e-11,1.2527370292534373e-11,-4.869374701459078e-80,1.0237420071261529e-75,-8.564127449157892e-12,-3.5933271132245684e-15,6.392224856696793e-14,-7.961420154522414e-13,3.7583382621383834e-76,7.214320885477891e-71,4.721157978503533e-13,1.5278869593272103e-13,-2.1944986020104982e-17,5.1519694522218655e-67,1.2523571453026394e-36,-4.253193012525399e-68,500000.0,1.4653209927695717e-66,2.0371904616769688e-67,100000.0,-4.2911434093598e-68,-1.4558004794005687e-67,500000.0,1.6330931674923294e-67,2.407482016275639e-68,-1.4482902737286137e-69,100000.0,1.986735432907703e-71,-6.419323671309261e-72,100000.0,-5.183234168987424e-16,4.2311835308716134e-35
2000,2999.515497239836,199.48622881619013,99.99999999957527,19999.99999993791,1.5649907329345082e-08,1.1858767205161082e-14,999.9999999999884,10000.000000000005,-1.4607723557986566e-12,39999.99999999991,1.2203431278973239e-11,10000.0,100000.0,-3.5262681916903755e-14,1000000.0,1.9008604981580105e-12,-1.1040601310110059e-70,20000.0,100000.0,6.004315102080106e-14,20000.0,0.48359475279571,4.732249360595545e-06,4.0183105913078896e-10,3.8406707988840646e-08,-1.341391269081429e-18,3.2792029528669976e-12,1.1195115060330242e-11,3.957861615201973e-80,-2.6855133475405945e-75,4.318314066315713e-11,-6.19303188771741e-16,-5.532535465448544e-13,-1.2290641482305948e-12,-2.7216497687734148e-76,-7.547124895603928e-71,1.6170091505432866e-13,-1.229736684785156e-13,-1.7613336474899472e-17,-5.4836269084125444e-67,-2.8181042060040347e-37,-8.466314121204587e-70,500000.0,1.1410291252659202e-66,-1.2855396570427548e-67,100000.0,3.513307521061064e-68,5.739058891551861e-68,500000.0,-2.327610522055214e-67,-1.5929308074565728e-67,5.388571138454603e-70,100000.0,1.381677951939111e-71,4.996144963123079e-72,100000.0,-3.071827869763552e-17,-3.8164144317484953e-35
2100,2999.5008850980153,199.52443161164103,99.99999999961724,19999.999999899475,4.251934537924073e-08,6.379674716156532e-15,999.999999999997,9999.999999999985,1.309246189146553e-12,39999.99999999993,2.706849526201697e-11,10000.0,100000.0,-4.4293638880913666e-14,1000000.0,1.2207606379806973e-12,3.665106648648677e-70,20000.0,100000.0,-5.744094305606823e-14,20000.0,0.5042781892703005,4.557051002727841e-06,2.7958607761196253e-10,5.820561337378672e-08,2.011121498114086e-18,-5.45141533022088e-13,1.5477985203595507e-11,3.159230853603584e-80,-3.029056316793993e-76,4.586540610833921e-11,2.5836667308093452e-14,-4.1775050777932135e-13,-1.6330283284281024e-12,4.3994751775323833e-76,2.5324822622446915e-71,-3.0571149446801814e-13,-3.09619652836394e-14,-5.10680075846967e-18,-3.6987588438658636e-67,-2.5477404415178038e-36,-8.035013311056603e-68,500000.0,3.003738200447678e-68,1.3510545737482345e-67,100000.0,-1.1582208462559996e-68,-4.0789500900470625e-68,500000.0,9.509949653417574e-68,-5.939879953822584e-67,1.954215497945756e-69,100000.0,2.156404205275667e-71,1.333382490749137e-72,100000.0,-2.887437961073009e-16,-9.611786127309004e-36
