milliseconds,L,R,flip,pC8,C8,C6,BAR,pC3,C3,Bid,tBid,pC6,XIAP,C3_Ub,PARP,CPARP,Smac,Bcl2c,Bax,Bax_hash,Bcl2,L_R,R_hash,flip_R_hash,R_hash_pC8,C6_pC8,BAR_C8,C8_pC3,pC3_Apop,Apop,C8_Bid,C3_pC6,XIAP_C3,PARP_C3,Apop_XIAP,Smac_XIAP,Bcl2c_tBid,Bax_tBid,Baxm_Bcl2,Bax4,Bax2_Bcl2,Bax4_Bcl2,M,Bax4_M,M_hash,Smacm,M_hash_Smacm,Smacr,CytoCm,M_hash_CytoCm,CytoCr,CytoC,Apaf,CytoC_Apaf,Apaf_hash,pC9,Baxm,Bax2
0,3000.0030916899027,200.01813819792858,99.99999999991337,20000.000000017764,-1.529329204810485e-08,7.75784380216595e-15,999.9999999999895,9999.999999999996,-4.3868289363938624e-12,40000.00000000005,-2.950973131957074e-11,10000.0,100000.0,-4.857813879265929e-14,1000000.0,-2.764266486149935e-13,1.6445679193051102e-70,20000.0,100000.0,-2.3471432250298955e-14,20000.0,-0.006733025211795516,8.337569854046619e-07,2.429973262528057e-11,-9.442910272244398e-09,-2.2866435402889697e-18,-4.423766137665397e-14,1.7340387871065406e-12,-2.811436682353257e-80,1.0486874229404385e-75,1.9986433745677724e-11,-2.3192594903458502e-14,5.100089150327108e-13,-1.7030198065374817e-12,8.963449505321777e-77,-7.345877363411893e-71,3.459315941481734e-13,-7.11574186185673e-15,4.7674095630167035e-17,4.764448754616146e-68,3.0460242604404044e-36,-5.449718472907681e-68,500000.0,-1.2337340954562304e-66,5.290546383139584e-68,100000.0,6.62902553699277e-69,-9.163010499136947e-68,500000.0,-1.4621173056473208e-67,5.954602921587167e-67,7.496508709321453e-70,100000.0,-1.788568643433016e-71,3.636997403262343e-73,100000.0,2.170655296320755e-16,-2.2421466063697901e-35
100,2999.9718014953187,200.00775552131884,99.99999999989596,20000.000000014086,1.6530792560276002e-08,-2.0877114373702374e-15,1000.0000000000093,10000.0,-2.7163220890318632e-12,40000.000000000044,2.8408157670411292e-11,10000.0,100000.0,-5.188538974214311e-14,1000000.0,1.5527778972963266e-12,-2.3739316728600808e-70,20000.0,100000.0,-7.78004128979859e-14,20000.0,0.056878709751642595,1.013240756964083e-07,7.28439539809121e-11,8.19520600671174e-09,-3.762167584352528e-18,-1.1279906051265647e-11,6.227192616317561e-12,8.016661256096282e-80,-5.409142572136408e-75,1.695799683321249e-11,5.062346797486058e-15,-6.209884771257902e-13,-1.2256239922286727e-12,-3.3220360466847464e-76,-2.6365890079460052e-71,-5.108130762984525e-13,1.1087632468383509e-13,6.957314730195397e-17,-4.867151466898294e-69,-1.807353163911325e-37,-2.8925107165057714e-68,500000.0,2.980166971805228e-67,1.2910225113392419e-67,100000.0,4.325313282739001e-68,3.777605425837231e-68,500000.0,-7.944566764732322e-68,-6.521556769031174e-67,2.2348244786326157e-69,100000.0,1.875258013195333e-71,-3.804617234891794e-73,100000.0,-3.8684029438985616e-16,-2.9810697397614306e-36
200,2999.9473860605403,199.92828054293787,99.99999999991236,20000.00000000495,5.57098716829255e-09,-1.4156091716747869e-14,1000.0000000000128,9999.999999999995,4.8434515881872e-12,40000.00000000005,9.141418165795093e-12,10000.0,100000.0,3.036929519351995e-14,1000000.0,-9.609927956172386e-13,-2.8025243662174863e-70,20000.0,100000.0,-2.4711538603842655e-14,20000.0,0.07815240020578307,3.167681679921168e-07,-5.288298873901785e-11,-5.171481431298892e-10,-3.48412692652946e-18,5.449738700587626e-12,-5.379890539955259e-13,4.64421429976015e-80,7.781034060494931e-75,-1.3458038604736287e-11,-1.931146534310478e-14,4.619385969840555e-13,-7.676896760342466e-14,1.555533685654865e-76,-1.82613934358464e-72,-8.644673792672472e-14,5.993876590239759e-14,-1.5565720270203465e-18,-4.5842927003099165e-67,2.3264282309949915e-36,-6.968659872090023e-68,500000.0,2.9411555341002667e-67,1.597297848802464e-67,100000.0,3.2914126665447454e-68,-1.4766681481703556e-67,500000.0,2.2972757017988746e-67,2.043989162541788e-67,3.639843739965657e-70,100000.0,-1.5645014921630882e-71,-5.23946379150209e-72,100000.0,5.609551653753235e-16,4.0041538434913745e-35
300,2999.9131783624152,199.911073274381,100.0000000000431,19999.9999999963,-9.43873404889e-09,-5.266869541845723e-15,1000.000000000004,10000.000000000013,4.63748535191695e-12,40000.000000000015,-1.0486037964582242e-11,10000.0,100000.0,4.429803596445361e-15,1000000.0,7.116440742946774e-13,-3.473929548598332e-70,20000.0,100000.0,-2.079261610063607e-14,20000.0,0.0403508565085847,7.396031986196601e-07,1.0579318880721367e-10,6.263593754728387e-11,3.949229680231151e-18,4.588197738838429e-13,3.0197174869412784e-12,-1.9625900698982603e-80,-6.903969805638238e-75,-3.2645350368253717e-12,1.929765099171074e-14,-7.109310665472209e-13,-2.171917157481641e-12,1.6487513469357868e-76,2.539162766400751e-71,-4.915723687612563e-13,-5.2541109274205115e-14,5.949395083006658e-17,-6.871496069717834e-67,2.783436762809706e-36,8.328869159381749e-68,500000.0,-1.4274585234288302e-66,-9.870115165229584e-68,100000.0,-1.7578286042221491e-68,-1.0693523114122714e-67,500000.0,-1.823181843719876e-67,6.615900275157776e-67,-1.2319033205437608e-69,100000.0,4.279898426870553e-72,-4.530576730203821e-72,100000.0,2.445177924915919e-16,-1.100375169165899e-35
400,2999.9242715608175,199.93572407405549,100.0000000000647,20000.000000008764,-1.2322010627605007e-08,5.413754080427063e-15,999.9999999999858,10000.000000000002,5.1777433778943046e-14,40000.00000000003,1.2766359514101106e-11,10000.0,100000.0,1.6719130053932715e-14,1000000.0,6.560686183641391e-13,-1.70608581224454e-70,20000.0,100000.0,-7.880935265019955e-15,20000.0,0.12193763251501671,1.0643480566224917e-06,-1.0958935287384886e-10,8.648732916572859e-09,4.2836147339151055e-18,1.0845851687909097e-11,-3.82437229849119e-12,8.563701918711073e-80,5.041832910180902e-75,3.419335007024402e-11,-4.9418589682187296e-15,-3.9131385901472976e-13,2.0694471236339498e-12,-4.2863112802514305e-76,3.4897612012543357e-71,-4.2298630107756686e-13,-6.902198878529166e-14,5.526252967001901e-17,5.8990856013601464e-67,-8.724424967383528e-37,-3.4934993649191057e-68,500000.0,-7.19516511846163e-67,-1.4787468792580796e-70,100000.0,-8.178584800615922e-69,1.7696133076004427e-68,500000.0,1.839171296842842e-67,-3.886689419750074e-67,-2.0576850487288084e-69,100000.0,-2.379804680038042e-71,-5.560696637383427e-72,100000.0,3.747691957541256e-16,7.380278490487941e-36
500,2999.9046849767133,199.89374438488096,100.00000000003172,20000.000000019423,1.6068640060333506e-08,7.9233016145789e-15,999.9999999999878,9999.999999999995,2.7019675382424688e-12,40000.00000000004,2.512052729196301e-12,10000.0,100000.0,-1.1708627768651719e-14,1000000.0,4.670749889931138e-13,-1.6688880229464672e-70,20000.0,100000.0,-8.128970758759383e-14,20000.0,0.14906679933252337,-1.9621844851174462e-07,1.3448398589626e-10,1.267196123422776e-08,2.6808153917967403e-18,1.8816042890833695e-12,-6.771154253250226e-12,-6.868909440337265e-80,6.255496180960106e-75,-1.678009021799083e-11,9.55037363712889e-16,7.418475714672686e-13,-1.7021967072955255e-13,-5.563360199726414e-78,-4.2772635985446675e-71,-3.750406120388029e-13,-9.923936309428014e-15,-6.720612206903102e-17,-4.478170841122236e-67,-2.2839816913128102e-36,6.120366544919453e-68,500000.0,1.3294659126866442e-66,-1.8889591491405418e-67,100000.0,-3.56054380842981e-68,-1.440806932651859e-67,500000.0,-5.386556493903488e-68,2.4770978013724863e-67,4.80339543115415e-70,100000.0,1.609091655975584e-71,-1.1250393273111443e-72,100000.0,3.606828615371971e-16,-1.5837963631544435e-35
600,2999.856255153327,199.87760179123688,99.99999999991815,19999.99999998477,-7.621829337549591e-10,-1.2510953068388629e-14,999.9999999999895,9999.999999999993,3.1694730422125768e-12,39999.99999999998,3.1959760832390723e-12,10000.0,100000.0,1.873916210242168e-14,1000000.0,5.938856389326611e-15,2.727913652715454e-70,20000.0,100000.0,7.291029550265801e-14,20000.0,0.12788118033358226,1.2275759174602185e-06,-1.3405062829166569e-10,1.3162494947352548e-08,1.9995735399342132e-18,1.3750086477734574e-12,5.120460274180354e-12,-7.555976505058659e-80,4.860638743177816e-75,3.2746439121946923e-11,-2.0649676340338324e-14,-3.859825353671009e-13,2.4338954676038863e-12,-3.5494429823388816e-76,-3.6573852709501836e-72,-2.0291098290221133e-13,-2.157320864452801e-14,-3.270698995386324e-18,5.3883159980477006e-67,-1.1096711850144321e-36,-2.55767577439075e-68,500000.0,-3.809231853180972e-67,6.33459661713741e-68,100000.0,3.503288902746947e-68,-6.37121740415669e-68,500000.0,3.0032749851904146e-68,5.720554816119126e-67,-2.1823811333097834e-69,100000.0,-9.069428790370656e-72,2.31050855753835e-72,100000.0,-2.5641622949765843e-16,-4.05494164080837e-35
700,2999.854715976471,199.81498896944984,100.00000000010158,19999.999999970296,5.747091480499448e-10,4.5991782915574964e-15,1000.0000000000033,10000.000000000005,1.596518759547334e-12,40000.000000000044,-1.4725061956679934e-11,10000.0,100000.0,-5.0221553304641785e-14,1000000.0,7.227636909480951e-13,-1.2321661233806242e-71,20000.0,100000.0,-5.416099060242717e-14,20000.0,0.16383750019276297,-1.1375260572711023e-07,1.4349631192651386e-10,1.199002190743986e-09,1.856844446327471e-18,1.6825021649260447e-11,-3.46515929536793e-12,7.59485314019087e-80,-1.5578381381857877e-75,1.588309131015433e-11,3.219930386824435e-15,5.773738926254521e-13,-3.263977426561989e-13,-1.4652152422032305e-76,8.791155362982882e-72,-2.1999859265656262e-13,1.0183283222308763e-13,-5.069588028520484e-17,-5.001505925448669e-67,3.441024375763122e-36,-2.7891760334441414e-68,500000.0,-1.0450032326425676e-66,-1.610480619311314e-67,100000.0,4.1083506581913255e-68,2.1805224106621232e-68,500000.0,7.47485792320099e-68,-7.474657267747017e-67,6.863541312343854e-70,100000.0,1.2915706740870145e-71,-6.358216867169766e-72,100000.0,1.5112985648498665e-16,-2.641017211736936e-35
800,2999.7763927696546,199.8414678919254,99.99999999994576,19999.99999999937,1.3653729413453787e-08,-7.926206929463002e-15,1000.0000000000156,10000.000000000002,5.048587606459392e-12,39999.999999999985,-1.0715173239481458e-11,10000.0,100000.0,1.026809696109825e-14,1000000.0,-1.1178081159131219e-12,-3.031256944624106e-72,20000.0,100000.0,-5.146117082441156e-15,20000.0,0.18426823038721532,1.4566488999488554e-06,-1.1641191388001918e-10,1.1905468811438062e-08,-4.165725545525644e-18,-1.4057532525255554e-11,-3.8517340090925e-12,-5.112083421442951e-80,7.5870235040909735e-75,1.4048595018123578e-12,1.5790133228630608e-14,-2.382196808796103e-13,9.750387443290853e-13,-3.431363995759259e-76,-3.6881394262213056e-71,4.027008299529183e-13,4.40361765608558e-15,-4.5229217049124173e-17,1.6254206882522137e-67,1.3042428480626195e-36,2.7314383876736527e-68,500000.0,-1.0438963227853661e-66,6.313323043742511e-68,100000.0,-3.2637845075450752e-68,-1.2383628004915619e-67,500000.0,8.049206060714053e-69,3.246611809066102e-67,6.25208955413684e-70,100000.0,2.328415080445814e-71,-1.8265949074382907e-72,100000.0,5.069995845962423e-17,5.697206145351807e-36
900,2999.815380794878,199.80432715695645,100.00000000008461,19999.999999989497,-1.0422272443145516e-08,8.137810356564085e-15,1000.0000000000114,9999.999999999987,1.9762876046546157e-12,39999.999999999956,2.0463066024533565e-11,10000.0,100000.0,3.582264373558908e-14,1000000.0,4.971219024099003e-13,3.309318982582928e-70,20000.0,100000.0,-6.19531623433013e-14,20000.0,0.1976531984351552,5.779255851312276e-07,3.1963810440640625e-11,-6.46331859875483e-10,1.7578275481422417e-18,1.5874478512824424e-11,7.184535619253713e-12,6.680798946414826e-81,6.973658538533298e-75,2.3507691278429705e-11,1.9806161254144036e-14,-6.536910010613817e-13,-1.0023533558980492e-12,1.602970415680703e-76,1.3854469572777568e-71,2.4485154616472155e-13,4.8481118233616184e-14,5.215183731218616e-18,-5.586841634204156e-67,6.652971057422057e-38,1.0636284875231657e-68,500000.0,-4.789731995334646e-67,1.8100383299372052e-67,100000.0,2.016461944740255e-68,-1.0172124911801635e-67,500000.0,1.2610238929686892e-67,3.355734005510861e-67,-4.590808996357833e-70,100000.0,-2.5302190007947227e-71,7.882657308176067e-73,100000.0,-2.0517888956299965e-16,-1.057190006744504e-35
