milliseconds,IX,IX_TF_VIIa,TF_VIIa,IXa,X,X_TF_VIIa,Xa,VIIIa_IXa,X_VIIIa_IXa,V,Va,VIII,VIIIa,IIa,II,II_Va_Xa,Va_Xa,mIIa,I
2700,8.809328253319372e-08,1.0515631637977893e-09,2.9061534449362276e-09,8.820013127096747e-10,1.6569258570821558e-07,1.0616653748578197e-09,2.9822056378144616e-09,1.1125047197442752e-13,1.2963697282768955e-13,1.7848508390480745e-08,1.7826167491477585e-09,6.531630745670265e-10,5.4727411764739326e-11,3.6305671154573903e-12,1.396279865988079e-06,1.8626800833884015e-10,1.2107635526660965e-10,3.19918054096339e-09,-2.818462343242896e-15
2800,8.802699660370972e-08,1.043759237418592e-09,2.9051470394346705e-09,8.916947527101033e-10,1.6554191063932412e-07,1.067679005666216e-09,3.0536564464087586e-09,1.4408512905706603e-13,1.3971296338987782e-13,1.741552696330569e-08,2.17453737971844e-09,6.386243457363801e-10,6.015520538040401e-11,4.627547490338596e-12,1.3960276425435334e-06,2.1966750378729767e-10,1.6310411932714894e-10,4.9996323864029395e-09,-2.002128462421606e-15
2900,8.802461472299181e-08,1.0450318786850603e-09,2.9008518012849867e-09,9.330839021253658e-10,1.6532711212393147e-07,1.0642756524775739e-09,3.0619276591660683e-09,1.1743064732733042e-13,1.727617671697597e-13,1.7460086596146976e-08,2.1367820726894074e-09,6.339562590314086e-10,5.99125143730993e-11,-2.7679913256609546e-12,1.3955294856882608e-06,2.6582900633498815e-10,1.875973872048149e-10,4.9115070677127655e-09,-1.863394094901916e-15
3000,8.798992716129953e-08,1.0421117430644185e-09,2.890337613217272e-09,9.97763715367129e-10,1.652429072244845e-07,1.0600643469432995e-09,3.164693940685283e-09,1.3595175218405857e-13,2.4303487424587665e-13,1.7083945539865407e-08,2.559157721468575e-09,6.269464383171626e-10,7.436298630935346e-11,4.672625893989598e-12,1.3949381791123425e-06,3.21163703432941e-10,2.1584764408561174e-10,4.798386140404491e-09,-4.063509990580783e-15
3100,8.791500244000472e-08,1.0406996557895393e-09,2.889374029630257e-09,1.0192080364214601e-09,1.6514271826534524e-07,1.0564667338882424e-09,3.255697978213804e-09,1.829637131944132e-13,3.3199764793287283e-13,1.656724250374363e-08,2.7258403012212857e-09,6.203187033559e-10,8.808649268913057e-11,8.708488363187154e-12,1.3937769090352568e-06,3.3732842699141404e-10,2.529256954269109e-10,6.612869498226553e-09,-3.2705504570889847e-15
3200,8.789145061443846e-08,1.0439705263425905e-09,2.8858788036703617e-09,1.0640030231868821e-09,1.6511625411470454e-07,1.0646325432007564e-09,3.2762272539948658e-09,2.447265409435907e-13,3.2330322341978386e-13,1.656046742555426e-08,3.095083111616019e-09,6.014230319599642e-10,8.8446899496421e-11,1.3969791075019181e-12,1.391486540706417e-06,4.0363360288941694e-10,2.938104214085852e-10,7.452141495120445e-09,-5.2600196228956306e-15
3300,8.784933059486403e-08,1.0512205879145298e-09,2.8927214325712337e-09,1.1060051141514867e-09,1.6484367536285423e-07,1.0568746962180932e-09,3.296182746942615e-09,2.2631866144150333e-13,3.9692841751799304e-13,1.611395686360571e-08,3.1141720324833368e-09,5.998824990447731e-10,1.0765088428780866e-10,4.495008980114602e-12,1.3908441192001994e-06,4.4734710402608317e-10,3.107785098542819e-10,8.95665403895886e-09,-6.598942767318859e-15
3400,8.783274412467008e-08,1.0469247167276798e-09,2.906639042364242e-09,1.0986799036447765e-09,1.6485674335592356e-07,1.0558369905957572e-09,3.2832136352819388e-09,2.8953382235907314e-13,4.94602341698657e-13,1.568221753411028e-08,3.6604372472919167e-09,5.822546296224623e-10,1.2254706840491674e-10,1.363398277997288e-11,1.3888952097584636e-06,4.828460492727992e-10,3.5310252721580157e-10,1.0461889702354413e-08,-6.318623017618605e-15
3500,8.777526016508906e-08,1.048615497658138e-09,2.8954745605907746e-09,1.1519416097644915e-09,1.6460633327985238e-07,1.0537503992928695e-09,3.3235025746218853e-09,3.21262694821736e-13,5.490443951759907e-13,1.4961522200088285e-08,3.934141310796522e-09,5.632771812151804e-10,1.36867833327452e-10,2.2153190646443722e-11,1.3871154434464173e-06,5.442812207909454e-10,4.048941623998155e-10,1.2881213584265278e-08,-9.17343779548245e-15
3600,8.773998142001375e-08,1.0482155492500515e-09,2.909204226959123e-09,1.1770387313928996e-09,1.645015070285841e-07,1.0617700828769572e-09,3.288797978490154e-09,4.018712762764174e-13,7.013653182254151e-13,1.4482749480825796e-08,4.453261973840724e-09,5.523022079891714e-10,1.45176668841217e-10,2.136650043856985e-11,1.3848500646938381e-06,5.976562265888708e-10,4.840100838147829e-10,1.3627501243034989e-08,-1.0721739141542261e-14
3700,8.770936997370945e-08,1.0429687225938567e-09,2.8940244547049095e-09,1.2185875330172074e-09,1.643248428577074e-07,1.0518258295347811e-09,3.2912032348232237e-09,5.034740679500037e-13,7.831447341009251e-13,1.4192689475314087e-08,4.709394021457718e-09,5.322629357024905e-10,1.700303528370287e-10,2.7251205110012482e-11,1.3826667312206786e-06,7.264830524270902e-10,5.113580057592585e-10,1.5942926595406897e-08,-1.077757260117301e-14
3800,8.769544036359079e-08,1.0502797184139753e-09,2.8893485433255794e-09,1.2667863626854045e-09,1.643405666284938e-07,1.051076988769696e-09,3.2474498974288947e-09,5.477975846583393e-13,9.933330058989118e-13,1.335682616299877e-08,5.2721895233703835e-09,5.149546908164283e-10,1.8178780740061092e-10,4.3383587364419336e-11,1.3812947225388647e-06,7.889617026101855e-10,5.810143213590754e-10,1.9576391066807502e-08,-1.2961105566297308e-14
3900,8.76801905742867e-08,1.0489442047432046e-09,2.912919270804991e-09,1.28110193538116e-09,1.6411803180834386e-07,1.0476830056554785e-09,3.2781797674436156e-09,6.612052952434811e-13,1.0715384184302709e-12,1.288952056251753e-08,5.668775939711018e-09,4.811148922079963e-10,2.0648756761449038e-10,5.721601017190226e-11,1.3786140787676626e-06,8.828818365091556e-10,6.350146815516668e-10,2.1419038490057337e-08,-1.7321885461630112e-14
4000,8.763561930032306e-08,1.039207518842559e-09,2.889868620142534e-09,1.308496397557257e-09,1.64028066314252e-07,1.054187247640939e-09,3.2621100750465914e-09,7.687893377754116e-13,1.3332653600115135e-12,1.2323414677764414e-08,6.0148766478686285e-09,4.659023249522601e-10,2.2638119571971783e-10,7.15366780878165e-11,1.3739768160308312e-06,9.384546906865483e-10,6.948137720304629e-10,2.4853032103730657e-08,-2.0238083865036377e-14
4100,8.759896781442643e-08,1.0405977378270031e-09,2.896947035480611e-09,1.3866335798774687e-09,1.6401367139506247e-07,1.0461864316707805e-09,3.120225700516259e-09,9.012055350484505e-13,1.5605778611678038e-12,1.1587409720526788e-08,6.4545444948650945e-09,4.433078035693351e-10,2.562449492614642e-10,8.521405785516104e-11,1.3721999247296432e-06,1.0412028591701571e-09,7.970917976842993e-10,2.8057996979484665e-08,-2.3365240038236004e-14
4200,8.756672205012429e-08,1.0494244904334406e-09,2.904109824872308e-09,1.41494641466616e-09,1.6376903681040397e-07,1.0544538794605638e-09,3.139154064703756e-09,1.0117924207317073e-12,1.8049651831782293e-12,1.0588190399563738e-08,7.024794619533672e-09,4.1389621475698895e-10,2.8782392075724315e-10,1.0798880036589197e-10,1.3681104908823413e-06,1.146204306322829e-09,8.592752791262895e-10,3.001754214430525e-08,-2.6635466616122994e-14
4300,8.749720575052775e-08,1.0484307730107217e-09,2.8948025711206875e-09,1.430598984087478e-09,1.637026819262046e-07,1.0575266745112592e-09,3.0365820379507323e-09,1.1859748208610035e-12,1.9891459211549385e-12,9.957001247785577e-09,7.77464112579706e-09,3.9148767814632357e-10,3.069529756885343e-10,1.4822318583231997e-10,1.363187442505631e-06,1.272107251656854e-09,9.579670514502441e-10,3.551989564876787e-08,-3.1097263290538944e-14
4400,8.748382885924752e-08,1.0474207410298013e-09,2.9100052609181923e-09,1.4727193843479777e-09,1.6351404829527707e-07,1.0488053498281729e-09,2.985129207336166e-09,1.3268596777115422e-12,2.2777267602867026e-12,9.348294233802368e-09,8.363522978575855e-09,3.5167946469419853e-10,3.4265058303935605e-10,1.8042263930961917e-10,1.3588378225800865e-06,1.3548935322915164e-09,1.032344501858699e-09,3.914623759216292e-08,-3.567189069423372e-14
4500,8.745590876102491e-08,1.0379167064873795e-09,2.9071587850355088e-09,1.5063917411800682e-09,1.6352351046983747e-07,1.054161407244372e-09,2.9224079847193373e-09,1.5417139057083029e-12,2.638754008643314e-12,8.434657715534405e-09,8.750092835083584e-09,3.2327436716775823e-10,3.70398612733041e-10,2.221016571742357e-10,1.3550064280101097e-06,1.5035052390978626e-09,1.1571086694865202e-09,4.428908814962657e-08,-4.2705285589617567e-14
4600,8.744189536273582e-08,1.0461965270609928e-09,2.9103264898617836e-09,1.5479386251435641e-09,1.6331655021972166e-07,1.052496518396907e-09,2.7634028353461537e-09,1.7495242359410966e-12,3.0734129773398557e-12,7.85749492912017e-09,9.487641835260073e-09,2.9748058684828965e-10,3.957848714860481e-10,2.841274674617669e-10,1.3494568163458025e-06,1.5972293217483423e-09,1.2187161663019373e-09,4.771664375092253e-08,-4.8285309916931174e-14
4700,8.738697951811935e-08,1.0383511402102523e-09,2.908978006781723e-09,1.592945740922476e-09,1.6310913730063807e-07,1.05593858579333e-09,2.7023171215066055e-09,1.9962059927052115e-12,3.4658726574737666e-12,6.760170274874161e-09,9.933325675174725e-09,2.677328349729518e-10,4.303899678529358e-10,3.4710707459977275e-10,1.3436805938824264e-06,1.7476904468593382e-09,1.3062913544337047e-09,5.395234158439438e-08,-5.59690461260169e-14
4800,8.73544556664033e-08,1.0512638910779943e-09,2.910159081521992e-09,1.626345980831513e-09,1.630307807900735e-07,1.0438376970404707e-09,2.561320639044604e-09,2.2523348490622837e-12,3.926174610184147e-12,6.075528954365295e-09,1.069182571027965e-08,2.402428497448057e-10,4.6048302426365724e-10,4.2793342078300723e-10,1.3377481743845862e-06,1.8775564260562203e-09,1.4026527913693079e-09,6.029817952269951e-08,-6.591071471159981e-14
4900,8.730429230542313e-08,1.0439509251688391e-09,2.912377460772338e-09,1.645145592255589e-09,1.6302163159423295e-07,1.0485660214583526e-09,2.4922242842513203e-09,2.477999881169671e-12,4.38964740014533e-12,5.211793600549212e-09,1.1135765238797291e-08,2.1603345757236085e-10,4.813504445541411e-10,5.145996596600859e-10,1.3316187690040883e-06,1.9788224290614286e-09,1.5134465111768643e-09,6.577750263394486e-08,-7.455364941249927e-14
5000,8.726663421453569e-08,1.0389605734052629e-09,2.9005496694329783e-09,1.675536569595289e-09,1.6287205554129616e-07,1.0432089118423356e-09,2.4654804057159324e-09,2.766173698298709e-12,4.897616284909037e-12,4.873153543930996e-09,1.1572345794524516e-08,1.808572505248108e-10,5.045528541408418e-10,6.273526852234683e-10,1.3256012328215852e-06,2.115479562959467e-09,1.596694087388406e-09,7.187445993541644e-08,-8.549537814358359e-14
