milliseconds,IX,IX_TF_VIIa,TF_VIIa,IXa,X,X_TF_VIIa,Xa,VIIIa_IXa,X_VIIIa_IXa,V,Va,VIII,VIIIa,IIa,II,II_Va_Xa,Va_Xa,mIIa,I
2600,8.809115237245352e-08,1.0526240747986525e-09,2.8934932175077433e-09,8.521007958465273e-10,1.6569902975789094e-07,1.0633392554628467e-09,2.8948297231479723e-09,4.763014639288146e-14,1.1268370769179296e-13,1.8144181358794188e-08,1.5792723847370308e-09,6.556475680687535e-10,3.757066408638131e-11,3.80802418882299e-12,1.3979010986947226e-06,1.439988634009333e-10,1.1995699478879558e-10,3.500928374307963e-09,-1.3732371921530727e-15
2700,8.809708173442193e-08,1.0452157473860068e-09,2.8881493190624074e-09,8.770862676485597e-10,1.656286688231921e-07,1.0631650955069301e-09,2.9481765900512727e-09,9.066329390932346e-14,1.194211639015383e-13,1.7885520482000844e-08,2.0130383158580476e-09,6.449524525338468e-10,4.384550688196749e-11,-1.5857131855821599e-12,1.3971597822287183e-06,2.0684806660414886e-10,1.64757501852486e-10,3.711258061919182e-09,-1.0621323372882705e-15
2800,8.80623601969599e-08,1.0484632357197284e-09,2.882973404642942e-09,8.930113620028893e-10,1.6556243157706183e-07,1.0633124123392423e-09,3.0409968441206558e-09,7.669546647257554e-14,2.20245456924566e-13,1.753129633923233e-08,2.0028605940517314e-09,6.47016151392525e-10,5.375612036800397e-11,2.31626019697029e-12,1.3966123314300889e-06,2.2031870504209927e-10,1.5110043700840438e-10,3.6543603544513417e-09,-1.4450785879844106e-15
2900,8.798754162095507e-08,1.0449958346716744e-09,2.8866602983958562e-09,9.43044600185761e-10,1.6539851999769108e-07,1.0618904480083922e-09,3.0695380019350008e-09,1.3950933900894922e-13,1.9723967424705646e-13,1.7364339964973492e-08,2.2949550486781432e-09,6.375367282702319e-10,5.924786792803456e-11,-1.0101431656517914e-12,1.3954803115290693e-06,2.80091136674002e-10,2.1031567776603654e-10,5.507728170900439e-09,-2.893686044860319e-15
3000,8.794237227525905e-08,1.0541741768683115e-09,2.904960782194847e-09,1.0077992232532009e-09,1.6531916325488636e-07,1.0606880881266317e-09,3.195646476421707e-09,1.5671621308900704e-13,2.672786452481421e-13,1.7130275673034553e-08,2.6026250397373445e-09,6.254637419172877e-10,7.580601532611597e-11,6.55586491180991e-12,1.3935404541534452e-06,3.016886882012889e-10,2.0457698134236979e-10,5.7683430810203914e-09,-2.7908066998525618e-15
3100,8.79593617559188e-08,1.0464724739439652e-09,2.884754090133552e-09,1.0286575939799548e-09,1.6517902358978968e-07,1.056346463648683e-09,3.1939467731394217e-09,1.6345424468314846e-13,3.157900170533384e-13,1.677269415209987e-08,2.8340507088025595e-09,6.150718878000663e-10,7.784748639000959e-11,-1.3935539503193096e-12,1.3931931010212194e-06,3.1064948674093874e-10,2.5617328909429196e-10,6.631502294776879e-09,-3.710983981985191e-15
3200,8.789176546089058e-08,1.048944390394501e-09,2.885771046696228e-09,1.038878085358829e-09,1.6494556031172725e-07,1.0567475866263645e-09,3.2542497599309562e-09,2.172998209658233e-13,4.1999687628071e-13,1.625135145948697e-08,3.155056811217293e-09,6.115357734781375e-10,1.004154608621611e-10,2.783991224623469e-12,1.390797712141099e-06,3.668226071086685e-10,2.643275729603185e-10,8.666938265935656e-09,-4.493047021370543e-15
3300,8.788132780162086e-08,1.045289064150815e-09,2.8979958778717714e-09,1.089986101593265e-09,1.649499721736918e-07,1.0525209371781009e-09,3.29244759301567e-09,2.755991674448822e-13,4.854919662687522e-13,1.5810629878970555e-08,3.357806089311399e-09,5.976562130740325e-10,9.96864791009009e-11,1.5403293111070027e-11,1.391297874608837e-06,4.6493896857665865e-10,3.4184870624084395e-10,8.482850731002178e-09,-6.288503653369916e-15
3400,8.783167250700814e-08,1.0407842183505011e-09,2.8852799267261698e-09,1.1170290381779127e-09,1.6486923535329667e-07,1.0607255061567619e-09,3.295500215654198e-09,3.2509126148731384e-13,4.702726122013972e-13,1.5718103172913318e-08,3.744407982089095e-09,5.824484912951456e-10,1.256889165761684e-10,1.4830041191290754e-11,1.3884797235340758e-06,4.801437233094309e-10,3.574027482471203e-10,1.0820386247587005e-08,-6.644826463461323e-15
3500,8.7821818658011e-08,1.0399747254733003e-09,2.9028099687844476e-09,1.1448086442723188e-09,1.647078230796091e-07,1.060235895889506e-09,3.3086407718170997e-09,3.236393827790512e-13,6.134855700549454e-13,1.5284718593061418e-08,4.070995872131942e-09,5.583657819992373e-10,1.32436400655357e-10,1.9445490117974834e-11,1.3871260070387365e-06,5.67321983294479e-10,4.155626593364056e-10,1.2616995669873321e-08,-8.092350375919962e-15
3600,8.774855376254228e-08,1.0397723257972358e-09,2.895245549653471e-09,1.1928571604404293e-09,1.6447285399709356e-07,1.0622360451351596e-09,3.311975579872124e-09,4.485434274911472e-13,6.835949209575475e-13,1.4498402419253019e-08,4.4704233572017005e-09,5.484330300154712e-10,1.5428286234534774e-10,2.686780980406321e-11,1.3852777840733435e-06,6.043133367145698e-10,4.5588687800580136e-10,1.5003501381762328e-08,-9.337226241443409e-15
3700,8.771072635472808e-08,1.0447748588710304e-09,2.8941809611755384e-09,1.2135434291661166e-09,1.644546919139946e-07,1.0564218693583814e-09,3.3306719965177734e-09,5.002351999354635e-13,7.646355389503008e-13,1.4081595256355134e-08,4.5745571965582925e-09,5.31924628656848e-10,1.6856383990754688e-10,2.9973585617109006e-11,1.3838519121187719e-06,6.795674271536996e-10,5.065750131801236e-10,1.6114518506686838e-08,-1.1665130749467876e-14
3800,8.76983778352244e-08,1.0489652546345322e-09,2.8928296193320142e-09,1.253497301965089e-09,1.642296240165261e-07,1.0552043488185977e-09,3.2814852228399933e-09,5.925384346231762e-13,9.33418149655485e-13,1.3642478585133962e-08,5.3135813164827195e-09,5.128249607703995e-10,1.9303877234033387e-10,4.175560278768715e-11,1.3813952550571365e-06,7.511514105813848e-10,5.711193305702495e-10,1.879257624050958e-08,-1.4814603173360625e-14
3900,8.767933457231643e-08,1.0492243551665626e-09,2.8856290517561853e-09,1.2719378046917601e-09,1.6411106355212694e-07,1.0550937664847007e-09,3.292875857915467e-09,6.70845861193352e-13,1.12177778354685e-12,1.2979306418990538e-08,5.4825175054725445e-09,4.943340680844283e-10,2.1415842806270038e-10,5.7217701966494424e-11,1.3782872549912646e-06,8.406987082129653e-10,6.450038966237279e-10,2.1656501157629274e-08,-1.7281076631138945e-14
4000,8.760774906582181e-08,1.0504023062461718e-09,2.888496147757521e-09,1.3119261974661302e-09,1.6409773658964741e-07,1.0599236892160812e-09,3.203306851291718e-09,7.61031146804571e-13,1.3231950785931252e-12,1.2132900293830352e-08,6.061387896289307e-09,4.6315308684090983e-10,2.2638157032854982e-10,6.870552511433439e-11,1.3744231453125828e-06,9.562710276294396e-10,7.220868870870372e-10,2.4306763088663542e-08,-1.840826274527538e-14
4100,8.76064782882841e-08,1.0448120223527131e-09,2.9125137435679104e-09,1.3480793949215804e-09,1.6399347728474716e-07,1.0520769344344498e-09,3.1667345056098534e-09,8.682373265982426e-13,1.5083750432845139e-12,1.1633758468084693e-08,6.6994438821727906e-09,4.4443107215246865e-10,2.5513191656896954e-10,8.75727901313045e-11,1.3717244705352278e-06,1.0694612085178883e-09,7.687750337911441e-10,2.7892895520911376e-08,-2.2991097673619462e-14
4200,8.756322993497527e-08,1.0394191065070083e-09,2.8900668899747964e-09,1.376661067104691e-09,1.6387570003734076e-07,1.0564484545916872e-09,3.0851746439632986e-09,9.989555873947533e-13,1.799766488608204e-12,1.0683043491440214e-08,7.0388142495754575e-09,4.187162345481649e-10,2.8899403959178705e-10,1.159977539840898e-10,1.3681917542131743e-06,1.1838639277392509e-09,8.817490130647464e-10,3.041464933330714e-08,-2.695111853237477e-14
4300,8.751813724246679e-08,1.0455336262983031e-09,2.8965838005290018e-09,1.4199599475881193e-09,1.6361029318962905e-07,1.047872644901081e-09,3.015671413589739e-09,1.1577058050194995e-12,1.96890317414018e-12,1.0257934758652115e-08,7.659624403031223e-09,3.896319655749804e-10,3.0380256185777497e-10,1.4785955291044047e-10,1.363178185684124e-06,1.2932234718194406e-09,9.737213464457226e-10,3.539480486647572e-08,-3.1802422100579545e-14
4400,8.750450379599165e-08,1.0396110213838865e-09,2.9089958173782165e-09,1.4480025914910732e-09,1.6358804203046308e-07,1.053985851310871e-09,2.961353222333374e-09,1.3665317870954066e-12,2.2806975738691354e-12,9.38753497080902e-09,8.286390794006436e-09,3.571893203804782e-10,3.385276610397905e-10,1.7570932818151737e-10,1.3588191792761954e-06,1.4049879410419066e-09,1.039488894878654e-09,3.913525470507759e-08,-3.728611811026334e-14
4500,8.744750014017195e-08,1.050944725713228e-09,2.8908140785326786e-09,1.5059777186849422e-09,1.6335460337061258e-07,1.0539843521906061e-09,2.8289076900898762e-09,1.5652876539684284e-12,2.5867712703080763e-12,8.517883242549247e-09,8.829318550123007e-09,3.2489210437687546e-10,3.62532428275216e-10,2.2157231266365513e-10,1.3552797371245037e-06,1.471389201130541e-09,1.1529218361951635e-09,4.3691863364725106e-08,-4.3497976842608475e-14
4600,8.742700245135592e-08,1.048862895451134e-09,2.9059239684405655e-09,1.5579459339442545e-09,1.633801435218629e-07,1.0570988292423122e-09,2.8359362074547647e-09,1.7494909569672258e-12,3.055143680583741e-12,7.708809888131246e-09,9.501547750165941e-09,2.9739006069687584e-10,3.9101488174177473e-10,2.777213200384976e-10,1.348944394447601e-06,1.5977006128603415e-09,1.2202719496224588e-09,4.91616353772446e-08,-4.963276767320191e-14
4700,8.738583084356655e-08,1.042193889720557e-09,2.902927583812454e-09,1.5672972946449288e-09,1.6323483616453833e-07,1.0454022379897956e-09,2.660831130577314e-09,1.9616503953651294e-12,3.394548190275199e-12,7.001401893240085e-09,1.0193047907073036e-08,2.7028507322435015e-10,4.2803719070415006e-10,3.44184275998898e-10,1.344967275568493e-06,1.7331251819782438e-09,1.3204244862853461e-09,5.460568871049783e-08,-5.776732841882465e-14
4800,8.734313780065595e-08,1.0408829246566263e-09,2.9008519128248164e-09,1.5995987749307379e-09,1.629944103981235e-07,1.0463843825722903e-09,2.63909778792263e-09,2.2110615487643684e-12,3.8290620300905335e-12,6.071365719114976e-09,1.0728560296458133e-08,2.3414287065214976e-10,4.575429620980442e-10,4.2667922129787643e-10,1.33821720809374e-06,1.861988151687704e-09,1.409631421014645e-09,5.981897046841631e-08,-6.604328383992888e-14
4900,8.733850251387527e-08,1.0513618198028837e-09,2.9035934959416044e-09,1.6585326392375904e-09,1.6298505025042865e-07,1.053011772927723e-09,2.50696943924638e-09,2.475883311437874e-12,4.389136078821147e-12,5.3038124526192795e-09,1.1222825320782917e-08,2.0517000745712083e-10,4.885373542799942e-10,5.098794063683339e-10,1.3323057638467576e-06,1.972883851862472e-09,1.5183711722534394e-09,6.624510648007032e-08,-7.599978516011055e-14
5000,8.729076832291995e-08,1.0430666411959238e-09,2.916831579226687e-09,1.6535559355440483e-09,1.6281429611691528e-07,1.0507735123260437e-09,2.4619728437994256e-09,2.79471166556995e-12,4.936720602996904e-12,4.551538279902875e-09,1.1696301346934916e-08,1.805458043930765e-10,5.092629066405756e-10,6.185051872613262e-10,1.3261002339457491e-06,2.1108156309333415e-09,1.6398743623761229e-09,7.276136907369353e-08,-8.609548614955014e-14
