milliseconds,CS,CD,CDCS,UVR8M,UCS,UVR8D,RUP,UR,UVR8_M,COP1,HY5,FHY3,DWD,CDW
0,0.2,10.0,2.0,0.0,0.0,20.0,0.0,0.0,0.0,4.2,0.25,5.0,20.0,0.0
100,1.6785599343020203,0.1881026444225553,0.013367061492149045,36.272190113725266,1.4421413134791676,0.036901491916700856,0.0606030513495057,0.7697242758482231,0.0,4.2,0.359185832911558,5.0,8.201469705914688,11.798530294085307
200,1.8170077154775301,0.17156305750328485,0.0007446104316074053,34.988827704740324,1.5801292229302,0.042616777030737595,0.08223688052014454,1.7656802957030073,0.0,4.2,0.47540056413961246,5.0,8.172307667934877,11.827692332065117
300,1.9599380170724023,0.1714475723121774,0.0007713373638636928,33.681492027791414,1.7050556398356587,0.05578417072227439,0.12001758437503335,2.7968283514579575,0.0,4.2,0.5886193440307892,5.0,8.172218909676028,11.827781090323967
400,2.112329561558916,0.171440647872823,0.0008955444429455233,32.335588963068695,1.8267042958820687,0.0769521896134539,0.1776581661552976,3.857098066305473,0.0,4.2,0.6991321702743434,5.0,8.172336192315752,11.827663807684242
500,2.275457868281983,0.1714334389357586,0.0010393203016382337,30.957536069955637,1.9442112816261565,0.10659129540708336,0.2588364892962998,4.940858776343093,0.0,4.2,0.8072697838528213,5.0,8.172472759237381,11.827527240762613
600,2.4505974933065273,0.17142506129100776,0.001205490370408971,29.55508519468907,2.0566187974613115,0.14498960396189858,0.3675528691789127,6.041698002829715,0.0,4.2,0.9132877634820459,5.0,8.1726305516614,11.827369448338594
700,2.639010712063145,0.17141532886564956,0.0013979303105159588,28.137200101094596,2.1629576758021916,0.1922156986422867,0.508078859656948,7.15245315038164,0.0,4.2,1.017378554250364,5.0,8.172813259176147,11.827186740823848
800,2.8418956691534416,0.17140402886416137,0.0016210305394692326,26.71398070109299,2.262272245158982,0.24808782396485055,0.6848649698488296,8.265299161024489,0.0,4.2,1.1196815491294903,5.0,8.173025059403612,11.826974940596383
900,3.060317345614849,0.17139094405723876,0.001879674389401587,25.29648742463017,2.3536548451717434,0.3121534595749892,0.9024028531329721,9.371895966241064,0.0,4.2,1.2202907725629626,5.0,8.173270618446622,11.826729381553372
1000,3.2951254083385666,0.17137585322490292,0.0021791362180562323,23.896439177815747,2.436288758327419,0.3836862669286698,1.1650318637445598,10.463610772036187,0.0,4.2,1.319261164207382,5.0,8.173554989442943,11.826445010557052
1100,3.5468586299373643,0.1713585529733372,0.002524923947754511,22.525800969395398,2.5094999522855215,0.4616992615057993,1.4767094362807125,11.531800603385324,0.0,4.2,1.4166139440227248,5.0,8.173883476921073,11.826116523078921
1200,3.815660950403694,0.17133886612665802,0.0029225454550577965,21.196248210196533,2.5728050871152184,0.5449868619793194,1.8407339644929124,12.568167891977115,0.0,4.2,1.5123412495293314,5.0,8.174261411581698,11.825738588418297
1300,4.101201915533927,0.17131666801908013,0.0033771755496064867,19.918586685258415,2.6259593171887774,0.6321830158051555,2.259481063659195,13.565128649115685,0.0,4.2,1.6064107072750877,5.0,8.174693843568669,11.825306156431326
1400,4.402642806271325,0.17129189708188608,0.0038933443946785494,18.70216535294321,2.6689824582243014,0.7218428312687579,2.7341561003833506,14.516184068432343,0.0,4.2,1.6987699100745657,5.0,8.175185241476546,11.824814758523448
1500,4.718641871810431,0.1712645552158092,0.004474537240808104,17.554400516403778,2.7021664118886366,0.8125269335639655,3.2646396400737725,15.416212793052273,0.0,4.2,1.7893511276265048,5.0,8.175739092456599,11.824260907543396
1600,5.047402328905808,0.17123474489164994,0.005122963887615753,16.48044305451368,2.7260602538003913,0.9028866139801048,3.8494294343509114,16.26166321028713,0.0,4.2,1.878075804851405,5.0,8.176357708779246,11.823642291220748
1700,5.386795753930027,0.17120258601642313,0.005839285815295757,15.483092232060072,2.7414168201464246,0.9917323671163806,4.485711324064484,17.050609393776064,0.0,4.2,1.964859396589041,5.0,8.177041871831696,11.822958128168299
1800,5.734460153493383,0.17116832032489293,0.006622670210305215,14.562872749817661,2.7491487204853433,1.078080865284893,5.169538473289615,17.78266807900358,0.0,4.2,2.0496153431052373,5.0,8.177790990535176,11.82220900946482
1900,6.087974053428721,0.17113215457859904,0.007470773984573858,13.718359721894599,2.750244493197244,1.161175284253259,5.8961007130772,18.458800723566128,0.0,4.2,2.1322590805539354,5.0,8.178602928563151,11.821397071436843
2000,6.444957597554286,0.17109436443032533,0.008380007227908277,12.946554660005958,2.7457180327195467,1.2404815317845193,6.660026807022834,19.081046211347637,0.0,4.2,2.212711098675082,5.0,8.179474371658213,11.820525628341782
2100,6.8031913382723275,0.17105519855511828,0.009345792216900906,12.243334466620368,2.7365470557690172,1.3156696966033776,7.45567875578945,19.652232028996558,0.0,4.2,2.290899341983108,5.0,8.180400990771998,11.819599009227996
2200,7.1606804882738695,0.17101490251802587,0.01036284837008774,11.603871613842678,2.7236372076063144,1.3865813596027246,8.277415933846623,20.175691252100957,0.0,4.2,2.3667609383540866,5.0,8.181377750888092,11.818622249111902
2300,7.515688074602706,0.17097371516594193,0.011425485456530172,11.022992871791702,2.707800624095317,1.4531944788713675,9.11980359882901,20.655016922636644,0.0,4.2,2.440243196761457,5.0,8.182399200622452,11.817600799377542
2400,7.866761989342037,0.17093182879894703,0.012527880758559505,10.495467204193499,2.6897371612455947,1.5155904933692372,9.977750186610743,21.093877486938553,0.0,4.2,2.5113041024986766,5.0,8.183459709557486,11.816540290442509
2500,8.21269815882336,0.17088945369207356,0.013664197212675365,10.01620419519235,2.670047699229444,1.573920386464197,10.846612248125048,21.495859633782086,0.0,4.2,2.5799123532222974,5.0,8.184553650904727,11.815446349095268
2600,8.552560463704182,0.17084672544751464,0.014828892416319081,9.580394554162256,2.649219164052517,1.6283851866667256,11.722213305054296,21.864396744760977,0.0,4.2,2.6460470085120638,5.0,8.185675617863813,11.814324382136181
2700,8.88559831167257,0.17080382189583387,0.01601655865867314,9.183580426179235,2.6276617951428953,1.6792082388180576,12.600884405896554,22.202679506260576,0.0,4.2,2.7096970830328413,5.0,8.186820380554487,11.813179619445508
2800,9.21126901281504,0.1707608565739157,0.017222301325280708,8.821696326763945,2.605693868693647,1.7266290945168228,13.479416250062082,22.513657747176843,0.0,4.2,2.7708607484251453,5.0,8.187983157899176,11.81201684210082
2900,9.52917611699772,0.170717926950728,0.01844143265792849,8.49107443220756,2.583570044212305,1.7708862603407793,14.355049249109337,22.800012959048,0.0,4.2,2.829544895621971,5.0,8.189159359608636,11.810840640391358
3000,9.839047213732965,0.17067518823780384,0.01966992390691551,8.188423399032544,2.561488898115785,1.8122153064958013,15.225423321765625,23.06416819210601,0.0,4.2,2.8857635636062366,5.0,8.190345112144698,11.809654887855297
3100,10.14072617150431,0.17063262662139955,0.020903702741709763,7.910823913419552,2.5395965770977975,1.8508389484255365,16.08854211105532,23.30830503589551,0.0,4.2,2.939538539400756,5.0,8.191536329363087,11.808463670636907
3200,10.434078670200472,0.1705905052801075,0.022139321651583003,7.655676906666146,2.5180308424888835,1.8869635345963607,16.94276875403292,23.5343343395251,0.0,4.2,2.9908974382380156,5.0,8.19272982693167,11.807270173068325
