milliseconds,M,Tc,N,Tr
0,4.0,464.0,227.0,42.0
100,4.000792872414167,464.58087249536715,227.13417653714566,42.03711366023305
200,4.001584900151373,465.16009118902633,227.2681727969939,42.07396531326973
300,4.0023760017252865,465.7374963452712,227.40197090799495,42.11053125480878
400,4.003166154346874,466.3130435418468,227.53556540984727,42.14680655960252
500,4.003955348310401,466.88671426916244,227.66895336720572,42.1827913891553
600,4.004743586241806,467.4585138297518,227.80213510655113,42.21848738517509
700,4.00553086166271,468.02843119756153,227.9351065645547,42.25390222223526
800,4.0063171791455146,468.59647415471045,228.06787060908823,42.28903048367039
900,4.007102538690216,469.1626427011986,228.20042724015173,42.32387216948046
1000,4.007886940296816,469.72693683702596,228.33277645774518,42.35842727966548
1100,4.008670380373064,470.28935296888403,228.46491290075085,42.39271123999806
1200,4.009452860664221,470.8498928425476,228.59683917381685,42.426716556013204
1300,4.010234381482242,471.40855677006346,228.7285557425083,42.46044188812046
1400,4.011014942827125,471.9653447514315,228.8600626068252,42.493887236319814
1500,4.01179454366594,472.52025759432485,228.99135624785322,42.52706398209455
1600,4.012573183853755,473.0732954120688,229.12243617185106,42.55997372238842
1700,4.013350863890756,473.6244578135563,229.25330408281465,42.59261094584222
1800,4.0141275837769435,474.1737447987874,229.38395998074395,42.62497565245594
1900,4.014903343449209,474.72115788915886,229.514402096284,42.65707392806704
2000,4.0156781427948,475.2666998030018,229.64462726806784,42.688916646448554
2100,4.0164519819094195,475.81036823305595,229.77463817939483,42.720494578178915
2200,4.017224860793067,476.3521631793213,229.90443483026496,42.751807723258125
2300,4.017996779529759,476.89208513465144,230.03401691482244,42.782857190611594
2400,4.018767739757679,477.4301437089058,230.1633784693679,42.81366460251503
2500,4.019537740541176,477.9663334133974,230.29252290007796,42.84421760937031
2600,4.020306781935794,478.5006545739638,230.42145000474397,42.87451694431477
2700,4.02107486399708,479.0331075164423,230.5501595811574,42.90456334048576
2800,4.021841986780578,479.56369256667045,230.67865142710951,42.934357531020616
2900,4.022608150341833,480.0924100504856,230.80692534039176,42.963900249056685
3000,4.023373354736392,480.6192602937252,230.93498111879546,42.9931922277313
3100,4.024137600506718,481.1442454593231,231.06281800502992,43.02223644899639
3200,4.024900890859136,481.6673777606489,231.1904322050467,43.051048197678455
3300,4.02566322363593,482.188649173154,231.31782603972175,43.07961798509419
3400,4.026424599049874,482.70806061588564,231.444999127607,43.10794727053709
3500,4.027185017313744,483.22561300789107,231.57195108725435,43.136037513300636
3600,4.027944478640314,483.7413072682175,231.69868153721578,43.16389017267833
3700,4.028702983242358,484.2551443159121,231.82519009604317,43.191506707963654
3800,4.029460531332652,484.7671250700222,231.9514763822885,43.2188885784501
3900,4.03021712402343,485.2772530764654,232.07753978263463,43.2460386130369
4000,4.030972764585706,485.78553818586715,232.20337912725927,43.272962927791134
4100,4.031727450921899,486.29197456988584,232.32899463029415,43.29965946403207
4200,4.032481183424933,486.7965636736943,232.454385863851,43.32612995536612
4300,4.033233962487731,487.29930694246525,232.57955240004168,43.35237613539973
4400,4.033985788503219,487.80020582137143,232.70449381097794,43.37839973773933
4500,4.0347366618643195,488.2992617555857,232.82920966877157,43.404202495991356
4600,4.035486582963957,488.7964761902807,232.95369954553436,43.42978614376224
4700,4.0362355534142935,489.2918535401296,233.0779631976685,43.455152457299796
4800,4.0369835760306865,489.78540115023696,233.2020005634421,43.48030325493217
4900,4.037730649184068,490.2771155411334,233.32581090933823,43.505240199549014
5000,4.03847677344286,490.766998585424,233.44939383399557,43.52996503089461
