milliseconds,C1,C2,M1,X1,M2,X2
0,2.0,0.0,0.9845575063254637,0.26438499386496717,0.0002920110728798798,5.548169001719908e-06
100,2.004113800185137,0.00014785838783634126,0.9843241161494247,0.2692774806550671,6.948377645769696e-05,4.497330201182225e-06
200,2.0082339346381506,0.0002957300432206462,0.9841670943279263,0.2741640532682079,2.297669064276885e-05,3.025412914701563e-06
300,2.0123451056806303,0.00044360573269718,0.9840626308279243,0.27904543978297136,1.7064842228019414e-05,1.9784709465538084e-06
400,2.0164438157440965,0.0005914790622685696,0.9839946064848427,0.28392216752150035,2.0289151838198236e-05,1.344236907536064e-06
500,2.020529287737987,0.0007393455762635121,0.9839519637855084,0.28879462552364077,2.556257936889342e-05,9.95156546629464e-07
600,2.024601355963395,0.0008872021599399039,0.9839270483257377,0.29366310619012276,3.1297627512300763e-05,8.26866553576879e-07
700,2.0286599912050023,0.001035046632770963,0.9839145286519496,0.29852783357386925,3.713849699871178e-05,7.700125998000304e-07
800,2.032705194518306,0.0011828774679431891,0.9839106760708926,0.30338898286185134,4.300545274530652e-05,7.811697715210346e-07
900,2.036736973456874,0.0013306935971882901,0.9839128756001568,0.30824669393927756,4.8880430559915174e-05,8.336898610753522e-07
1000,2.0407553368374445,0.0014784942745668477,0.9839192904407,0.31310108088670907,5.4759410337417814e-05,9.113414497696119e-07
1100,2.0447602935703815,0.0016262789808516784,0.9839286291727566,0.31795223868545613,6.0641447521539646e-05,1.0042644367110355e-06
1200,2.0487518524367845,0.00177404735634601,0.9839399834557669,0.32280024797048623,6.652632172303522e-05,1.10647467837481e-06
1300,2.052730022055416,0.0019217991536503696,0.9839527144809934,0.3276451784136073,7.241397004077695e-05,1.214342891795457e-06
1400,2.0566948108939287,0.002069534204225727,0.9839663728223458,0.33248709115783714,7.830437871914941e-05,1.3256633684047157e-06
1500,2.0606462272819117,0.0022172523951209536,0.9839806427431899,0.337326040550322,8.419753568309496e-05,1.4390997587229215e-06
1600,2.0645842794266946,0.002364953652472457,0.9839953027071517,0.34216207540590093,9.00934399956802e-05,1.5538434050652796e-06
1700,2.0685089754243644,0.0025126379297574783,0.984010197264782,0.3469952399381855,9.599209026530426e-05,1.66940212015897e-06
1800,2.0724203232701903,0.002660305199736616,0.9840252177544833,0.3518255744307431,0.00010189348632116809,1.7854789661412093e-06
1900,2.076318330867708,0.002807955448538024,0.9840402881103102,0.3566531157551772,0.00010779763002926542,1.9018926392217397e-06
2000,2.080203006036294,0.002955588671584571,0.9840553550824347,0.36147789775541805,0.00011370452250537207,2.018531240031105e-06
2100,2.0840743565181272,0.0031032048709833176,0.9840703819464932,0.3662999515243461,0.00011961416481956826,2.135328694180722e-06
2200,2.0879323899847346,0.0032508040534680017,0.9840853435452052,0.37111930563565776,0.00012552655893683287,2.2522462754999045e-06
2300,2.0917771140429027,0.003398386228900922,0.9841002226668535,0.3759359863317018,0.00013144170716991645,2.3692602856153806e-06
2400,2.0956085362400287,0.003545951409412059,0.9841150079598382,0.38075001765957234,0.00013735961158337252,2.486357547479435e-06
2500,2.0994266640700796,0.0036934996080088796,0.9841296905757229,0.3855614216487535,0.00014328027514243214,2.6035242157014093e-06
2600,2.103231504977562,0.003841030839023777,0.9841442652303916,0.39037021833813035,0.00014920369990042368,2.72075451566081e-06
2700,2.1070230663625242,0.0039885451175213195,0.9841587287726619,0.39517642588054824,0.00015512988808302113,2.838045621513369e-06
2800,2.1108013555852896,0.004136042458887471,0.9841730791719139,0.39998006063300723,0.00016105884198545938,2.9553956377708295e-06
