milliseconds,E,E_P_1,P,M,M1,E_M1,E_M,T,E_P_2,P2,P21,E_P21,E_P2,E_P1
0,0.00015009085959849706,1.873818726825496e-08,1.0002991298332162,-0.00030763839361598166,1.3403470460007472e-11,1.8108638929147165e-15,1.000911986508236e-08,-3.0996278971983203e-06,2.9905119497583116e-08,4.224216588277997e-06,1.9220175276232876e-14,6.724047983064887e-26,-1.4621009201719122e-10,0.0
100,7.916765787300829e-05,6.259689133292978e-05,0.9992184397033962,0.0006606478621425585,1.861427441934821e-12,-1.1570758075665166e-15,6.732926827967901e-09,1.5249793106647378e-06,7.5047615983579844e-06,3.2498698197328044e-05,6.80449079793943e-15,1.3888148812392439e-25,2.7486932969443924e-10,0.0
200,7.935172712106217e-05,6.277290592916071e-05,0.9992478295183872,0.0007783679364257265,3.1969072369742025e-11,-1.0377429626666199e-15,7.40773252340469e-08,4.161458930303526e-06,7.528717892208859e-06,3.03976456133798e-05,2.9518042633407435e-14,-1.0477162425291835e-25,3.0052263881554316e-10,0.0
300,7.929196085562903e-05,6.252725656997041e-05,0.9982436905197835,0.0018380583230174054,1.4984863563685853e-11,2.725711344081227e-16,1.0317801436141276e-07,-7.983881768288222e-06,7.515490808513562e-06,5.321569846817063e-05,4.200111999993409e-15,1.0570645259115065e-25,5.535337512873589e-10,0.0
400,7.947940814862268e-05,6.306032810232302e-05,0.9975075279972536,0.002300671928400249,7.025568549999505e-12,2.0422296417309747e-15,1.193449596185184e-07,1.545790127940996e-05,7.543994114288072e-06,8.101889987421664e-05,9.976987325230279e-17,-2.0496854111992415e-25,8.661017269162791e-10,0.0
500,7.922864296101587e-05,6.284528581085103e-05,0.9970228563905076,0.0028846415190288553,4.234013586961777e-11,2.2246956545815653e-15,1.5849294590988989e-07,8.219985951694473e-06,7.5650347798407095e-06,0.00011446703676290801,2.952785040032835e-14,2.3814109504938123e-25,9.720594411974006e-10,0.0
600,7.928254566114327e-05,6.264254335253132e-05,0.9967673065004308,0.0029793060694344154,4.414253433123125e-11,6.043341566768118e-16,1.80372999401123e-07,2.2589785438477428e-05,7.512379927937393e-06,0.00015805359276078556,6.232859629231956e-14,1.9686339784918343e-25,1.1939873059886436e-09,0.0
700,7.984551739554606e-05,6.30389607140144e-05,0.9963362073286817,0.0034933684777443247,1.3417137516446182e-11,4.8092066914869544e-15,2.162792694764151e-07,1.4740727175112483e-05,7.580024242968995e-06,0.00015626871196605565,3.029014513546874e-14,-1.138953165597756e-25,1.361824911869322e-09,0.0
800,7.980881551567927e-05,6.252701242859921e-05,0.9959067785831904,0.004351886480656748,4.3405486017945154e-11,4.44433930126063e-15,2.4637883308515033e-07,1.5079659683206741e-05,7.496515654151871e-06,0.00020602810348707067,3.970338349180506e-14,1.1334107283537625e-26,1.4948534916045648e-09,0.0
900,7.889787592344796e-05,6.255529015428044e-05,0.9951104629837437,0.004483378473743267,5.982474769534922e-11,4.209100815116111e-15,2.5002058314424665e-07,1.353153200930582e-05,7.496453196372641e-06,0.00020052649745675412,5.861215477268353e-14,-1.0001659629422646e-25,1.7134184158014288e-09,0.0
