miliseconds,E,E_P_1,P,M,M1,E_M1,E_M,T,E_P_2,P2,P21,E_P21,E_P2,E_P1
1000,7.912461579512925e-05,6.229149427826594e-05,0.9946966596135792,0.004966063205547627,6.738537706880135e-11,8.138245844237796e-15,2.9572176315352413e-07,3.8178091340434923e-05,7.480540499438196e-06,0.00022795232898314117,7.87234395405353e-14,3.830814322185928e-25,1.9377010841176198e-09,0.0
1100,7.920481414083896e-05,6.230124885710411e-05,0.9937278488519268,0.0059564413605888225,7.286723760401745e-11,9.27002861468219e-15,3.130910240589633e-07,3.823627507457948e-05,7.523140730370328e-06,0.0002739315869495214,7.162742362191073e-14,6.641755318692841e-26,2.4227782845804684e-09,0.0
1200,7.912974202202464e-05,6.207587715410267e-05,0.9935771424147276,0.006460822889482088,1.1544653051436673e-10,7.61635173201337e-15,3.5670523386256715e-07,3.546640829853183e-05,7.557237526716791e-06,0.0002983130620695697,9.751632942436323e-14,5.29091826160683e-25,2.6260165372964403e-09,0.0
1300,7.890381526691457e-05,6.241236887476241e-05,0.9929498857139462,0.006770331425471654,1.3667881732875037e-10,1.1482580588849981e-14,3.5890567504042577e-07,4.8745310168582226e-05,7.543454193678942e-06,0.0003204247583647354,1.4182725131802046e-13,2.283057335414832e-25,2.7766949445124596e-09,0.0
1400,7.961966160465893e-05,6.275967310632959e-05,0.9922872461740272,0.006797764727036675,1.5478157002016557e-10,1.0148665253309398e-14,3.9662476020585063e-07,6.030879620489376e-05,7.522767589770035e-06,0.0003268445882825245,1.947039889797807e-13,5.160362558723215e-25,3.0150169315433072e-09,0.0
1500,7.957435369167718e-05,6.253560897904378e-05,0.9918216597462542,0.00790610469789836,1.8726657019142408e-10,1.5423381454003577e-14,4.530189551247644e-07,7.300955411571455e-05,7.515227246105464e-06,0.0003725056456697904,1.9680119830052259e-13,5.851833575193661e-25,3.1171009403602016e-09,0.0
1600,7.908251060845402e-05,6.20067458309867e-05,0.9916452380416011,0.008179529291213052,1.7536456884030073e-10,1.68503164116587e-14,4.837606903138563e-07,7.07795067341406e-05,7.474859488305014e-06,0.000391568281902359,2.0777679678022155e-13,7.564472678231839e-25,3.383404576554023e-09,0.0
1700,7.928057208756509e-05,6.209705440338029e-05,0.9904584921888033,0.009009873008255691,2.2564890837889916e-10,1.9413936028547874e-14,4.95565031466274e-07,8.715714261580121e-05,7.540568629201256e-06,0.00040511786725356007,2.637147743796329e-13,6.121097187914565e-25,3.5929879913586007e-09,0.0
1800,7.930886982514139e-05,6.186501746033768e-05,0.9904134690140821,0.009077744451718312,2.551914063251951e-10,2.1502737213616966e-14,5.325052692839693e-07,9.727208164974178e-05,7.49054121276778e-06,0.0004444673902334132,2.6836319924999296e-13,7.30256314777035e-25,3.634745310035225e-09,0.0
1900,7.909395426308418e-05,6.2363678301609e-05,0.9897848832849127,0.009896698437090888,2.968955905086152e-10,2.4375007695538763e-14,5.626118950163183e-07,0.00010416155706258506,7.51096195893585e-06,0.00046167608272641806,3.3018876122233015e-13,9.317426107009778e-25,4.113857277091098e-09,0.0
2000,7.900595253418917e-05,6.176098835184837e-05,0.9890304539043235,0.010447297054305199,3.3055328206251157e-10,2.234775277543107e-14,5.979885529139462e-07,0.00011883456512892805,7.462782907718788e-06,0.00047968568094062587,3.441951192536639e-13,1.0497421866737218e-24,4.160587567280463e-09,0.0
2100,7.966734935049533e-05,6.213177440519879e-05,0.9887829844012943,0.010647906387332184,3.256292643017462e-10,2.8062678979791324e-14,6.265657643588612e-07,0.0001379370690589429,7.516796642605668e-06,0.0005208462509654378,3.7331062062543474e-13,1.620596237045755e-24,4.3200754069694665e-09,0.0
2200,7.960619024283271e-05,6.167200827439353e-05,0.9877975692367787,0.010928379559538761,4.0603507111152585e-10,3.190480032014288e-14,6.539012308768484e-07,0.0001515039119087138,7.51547574669811e-06,0.0005247336627352617,4.2694697279652437e-13,1.4498397808667039e-24,4.718671377724236e-09,0.0
2300,7.941758540575293e-05,6.247229997494451e-05,0.9873814725509032,0.011877940231496874,4.263614949500884e-10,3.3670070744317265e-14,6.75903875168323e-07,0.00015887948258695237,7.425989993051239e-06,0.0005677127004228286,4.851834586974241e-13,1.9036528868405984e-24,4.703655337060256e-09,0.0
2400,7.953087963154172e-05,6.238714203937019e-05,0.9869352895362346,0.012102186360999197,4.3126030345278424e-10,3.392799173528338e-14,6.802957505248697e-07,0.0001690966670252085,7.435135856209777e-06,0.0005634277538316813,5.232136564150246e-13,2.1139999836063617e-24,4.872844665026265e-09,0.0
2500,7.937084541552984e-05,6.167293257440054e-05,0.9863001763077724,0.012761461461972684,4.661443940578531e-10,3.708005522987878e-14,7.067211821652729e-07,0.00020007316814848637,7.434016880402957e-06,0.0005878533686738164,5.177804800863137e-13,2.310693387736224e-24,5.2659850299267584e-09,0.0
2600,7.896759492952347e-05,6.158412985425574e-05,0.9862748683787694,0.013183075429934353,5.227516978292736e-10,4.26259464926338e-14,7.488651206918451e-07,0.0002049340151132352,7.475710677360859e-06,0.000638619078927444,6.009087619079043e-13,2.475363732416576e-24,5.431013433106963e-09,0.0
2700,7.939230676237006e-05,6.167250424969018e-05,0.9856164710181299,0.013801968983496522,5.658234425942997e-10,4.2716399282604066e-14,7.738605572879166e-07,0.00021998969150210712,7.481135158897632e-06,0.0006608345303474165,6.154028991347721e-13,3.0563741426323055e-24,5.648118467356571e-09,0.0
2800,7.939494454843631e-05,6.203297983236554e-05,0.9846688999220585,0.013950910082458776,6.096279228557424e-10,4.908021695279459e-14,7.982844222778424e-07,0.00023864899439322948,7.419583904196602e-06,0.0006767403513954289,7.062478802813215e-13,3.65864606602557e-24,5.935829352782472e-09,0.0
2900,7.933952546779228e-05,6.16507098127132e-05,0.9842105553116887,0.014440697613227168,6.911018073943852e-10,5.1131579588651547e-14,8.273403711119879e-07,0.0002651709532424949,7.467040984940281e-06,0.0007127998837422484,7.446443133513989e-13,3.679912813233003e-24,5.9123204428575384e-09,0.0
3000,7.930026931587521e-05,6.17651380571324e-05,0.9841342277529658,0.015122529868336105,7.075042855744327e-10,5.407779766158453e-14,8.587022935960488e-07,0.000277947335432477,7.454728878643638e-06,0.0007288833923975755,7.676729316485933e-13,4.2380725006208786e-24,6.2646802279473855e-09,0.0
3100,7.956048013360315e-05,6.195383428157199e-05,0.9836708888175825,0.015558837871720256,7.537619039970915e-10,5.758308102458855e-14,8.852502517982994e-07,0.00028453278098993103,7.375815474607569e-06,0.0007534721584049489,8.563410458847921e-13,4.5694122016929215e-24,6.4078813189080745e-09,0.0
3200,7.903987312737376e-05,6.166208917759323e-05,0.9824233395895946,0.01602783457456766,8.208168238562903e-10,6.414079207248467e-14,9.066722862197058e-07,0.0003050606424920144,7.370220225732796e-06,0.0007715448453456557,8.688846949896566e-13,4.783401983170352e-24,6.745937120806826e-09,0.0
3300,7.952917250901475e-05,6.188429099235771e-05,0.9819968101027529,0.016320636466055777,8.65053198880646e-10,6.499740407426893e-14,9.436150339707297e-07,0.00033037204944464564,7.44802516743487e-06,0.0007937321933332856,9.374633271439148e-13,5.672555924324003e-24,6.803417332519712e-09,0.0
3400,7.942229918199096e-05,6.196685038479091e-05,0.9816878624794482,0.01712102504656706,9.169069088175415e-10,7.100019714323463e-14,9.797763600990939e-07,0.00034235844042609275,7.391779022034475e-06,0.0008320582664755543,1.0191591168204425e-12,6.153878254771426e-24,7.211933366353727e-09,0.0
3500,7.945394814305334e-05,6.125647185909505e-05,0.9812236442421334,0.01789490513546336,9.836731767070135e-10,7.296407822084313e-14,9.92762525460305e-07,0.00036487921136003356,7.38068801862905e-06,0.0008470384893839818,1.0515236100767942e-12,6.677550740021007e-24,7.1840456671792944e-09,0.0
3600,7.941090729162074e-05,6.160577365161538e-05,0.9803243741536168,0.018271551711749975,1.023649744049031e-09,8.016589320992891e-14,1.0436280369299563e-06,0.00038736305347159043,7.369752762085695e-06,0.0008549213028048174,1.1581043042395132e-12,7.260100471025999e-24,7.644454773809516e-09,0.0
3700,7.88629437846561e-05,6.126566821357695e-05,0.979820126939492,0.01855339279195419,1.0765846739254319e-09,8.380248291066892e-14,1.0524766001909218e-06,0.0004072347909381107,7.380418666614575e-06,0.000891174928729568,1.1936117235847594e-12,7.693036679527092e-24,7.60904742464838e-09,0.0
3800,7.931848226148287e-05,6.107542784218111e-05,0.9798412425916947,0.01867747401722089,1.143210000297996e-09,8.770112458228176e-14,1.078631911663072e-06,0.00043583990855815095,7.44262727737331e-06,0.0009285578318202217,1.2624038169161028e-12,8.640113677378583e-24,7.958894302360618e-09,0.0
3900,7.919975618134738e-05,6.117437432206063e-05,0.9786311851354433,0.01938374200616534,1.166341525189902e-09,9.341112233671229e-14,1.094544895317704e-06,0.0004683813893912132,7.4126889810898794e-06,0.0009501609897861576,1.355244887682075e-12,9.285578526257066e-24,8.125716126276512e-09,0.0
4000,7.869406370137802e-05,6.17795651561748e-05,0.9788743185339798,0.020071568052587585,1.2474566640467532e-09,9.74980262861967e-14,1.1517111631630463e-06,0.0004797683124409316,7.361846103239048e-06,0.0009664660212704949,1.4160499814180649e-12,1.00188264649734e-23,8.496876851096489e-09,0.0
4100,7.870715214614253e-05,6.166620072451003e-05,0.9782110969774553,0.020388936303988435,1.3010351668541602e-09,1.0471842161503589e-13,1.1476772806226664e-06,0.000510979516556664,7.3862101919986645e-06,0.000978272982016817,1.4597423851882991e-12,1.0819932730720311e-23,8.593262669534939e-09,0.0
4200,7.880197197290625e-05,6.145196578550565e-05,0.977798990808657,0.020837298033830633,1.3941575659568868e-09,1.1027776929153293e-13,1.193079915153393e-06,0.0005236984673628312,7.4059244835300415e-06,0.0010104314840856355,1.5435119139697417e-12,1.1281004798073644e-23,8.656585798497423e-09,0.0
4300,7.878798052104307e-05,6.101501370568402e-05,0.9765399084544687,0.021278256724454252,1.4401423493798191e-09,1.1321946097095485e-13,1.2117820303117655e-06,0.0005531690022532105,7.350063554185035e-06,0.001034715414254977,1.6372609185185219e-12,1.2475265257060936e-23,8.935631902578568e-09,0.0
4400,7.872995223881e-05,6.15412994762492e-05,0.97676114843365,0.022243688602090476,1.5162059872453268e-09,1.171549420048821e-13,1.2312695725321795e-06,0.0005879691377359831,7.375742468412342e-06,0.001047215140125341,1.6657188020725428e-12,1.2958519202569384e-23,9.067739610275378e-09,0.0
4500,7.912104097267708e-05,6.086523551620273e-05,0.9758656556351278,0.02252554031770858,1.5789919105905966e-09,1.2445456301552302e-13,1.2773591372638075e-06,0.0006045639098366735,7.383158958091158e-06,0.0010747586159735962,1.7759530591096398e-12,1.3844942552638046e-23,9.251716147797488e-09,0.0
4600,7.891427622869336e-05,6.159578333669605e-05,0.9756713108388843,0.023028962823336004,1.6317544473538948e-09,1.3018723394583442e-13,1.3118189116272893e-06,0.0006324271244928589,7.358773754537599e-06,0.0011212215348023456,1.8262837178775564e-12,1.475554653899983e-23,9.675660970671045e-09,0.0
4700,7.913007186363502e-05,6.101558420687265e-05,0.9748893651695392,0.023195703598015052,1.7011940543486794e-09,1.3552549570104843e-13,1.328072075357367e-06,0.0006638373798751563,7.316278049232738e-06,0.001135873448171048,1.94989847941156e-12,1.626770475210927e-23,9.665200010181138e-09,0.0
4800,7.900565470686817e-05,6.112977634700736e-05,0.9738970689423225,0.02412181336113821,1.8278834410901981e-09,1.39339337510569e-13,1.3365834764875662e-06,0.0006939046386521473,7.3243125998293765e-06,0.0011697415508282803,1.9817967841729875e-12,1.6881615838595432e-23,1.0134291180310944e-08,0.0
4900,7.86563097139244e-05,6.145473074873001e-05,0.9735907940831336,0.024552665709828576,1.901337567916327e-09,1.4501656184351976e-13,1.376933993417462e-06,0.0007292589695857012,7.301907633639988e-06,0.0011725205315664216,2.090445986588128e-12,1.797312425515831e-23,1.013897977441779e-08,0.0
5000,7.906040737602006e-05,6.116180801391579e-05,0.972866350541155,0.024447285145879308,1.9726174582560733e-09,1.5379546134824563e-13,1.4111192303554265e-06,0.0007499754113910518,7.354736742215253e-06,0.001187586859870072,2.1980789637290576e-12,1.943715052709554e-23,1.0526079105444992e-08,0.0
