milliseconds,C1,C2,C3,IC3,IC2,IM1,IM2,O,IF
0,-0.008284411674467364,-0.002372757797732639,0.9909143241397269,0.0003980212301301188,-0.0055628001167127294,0.002302696287341094,-2.0865747768251255e-08,0.0040027910956301,0.0002929708301431442
100,0.05656845668472733,0.27954779187572615,0.660777376220361,-0.0002703835830270623,-0.004580208222680269,0.000987074553868823,5.354905977076609e-08,0.005401716006623154,0.009540812183896196
200,0.15562416342118854,0.3761518723428088,0.43859713492432306,0.0013401531952949523,-0.002712443670875377,0.0026306872634387453,1.5838661577014084e-07,0.02697849807994572,-0.007879000000497703
300,0.22038088287327584,0.3962505286018787,0.32216211863064526,0.0010345386771921754,0.007070413352291949,0.0024390483236583545,4.3780866508223385e-08,0.04937266485832124,0.014554115219028283
400,0.2967510057492776,0.3606197877034264,0.2059638147224497,0.001417218033611385,0.005144144543264877,1.472037071797694e-05,1.0825240855150836e-07,0.08599672057293893,0.015257845097299848
500,0.3172090867579783,0.33208692736744316,0.17129529357960285,0.0019242924693330164,0.013619656664885592,0.0014945755901911025,8.748081831536067e-08,0.10969677805081063,0.05330038862159661
600,0.3314007562605601,0.28612401527619075,0.12195259833867778,0.0006883757582826166,0.020638153585808644,-0.001011495123570406,-1.670562905360198e-08,0.13182769268551486,0.09309273069124846
700,0.33215561894196477,0.25378622274125945,0.11410051433530827,0.0029901361743987142,0.02657926610032207,0.0024907490384983443,-9.30363642406574e-08,0.14419367152613963,0.13495422548943714
800,0.3280597338903411,0.21695459148522714,0.09476646701705013,0.0030609869302699036,0.028423842129979657,0.003103756394165772,1.5923805523921912e-07,0.1576676077093566,0.16121191185489034
900,0.3221397132692954,0.20064005159461484,0.07521014355648947,0.003297939642389423,0.0322962936760678,0.004036736313632179,-1.2314831140363055e-07,0.1601348057451319,0.22810661249754047
1000,0.2944311554339346,0.17131035014829993,0.062255539470140474,0.006230281669932281,0.045717216028549106,0.004559198701060171,-5.218450259114506e-08,0.1571923414217288,0.2826615203999087
1100,0.2799512583805298,0.15218878290920915,0.04747949823629731,0.006483595325495434,0.06301865904674808,0.005141831464816386,8.158967052811748e-08,0.15198713972197078,0.2837299925579704
1200,0.269595500730752,0.14456632041186604,0.02475401161995968,0.009485921001053785,0.06799854926861539,0.0056167392453879165,1.1097902513263974e-07,0.14039084078211803,0.3145945204119046
1300,0.2489401593568068,0.11269175235405918,0.02534144048373844,0.012112870903930031,0.07324330695316586,0.007156551434133282,-8.59852071312539e-08,0.14022130491432158,0.355034692780032
1400,0.22535743493369914,0.10760397941886958,0.04151472949161685,0.012854670593982234,0.08796743497056282,0.006435149089873224,8.973477838152687e-08,0.12662216051934497,0.4050265304692283
1500,0.20794887693761072,0.11026208733335463,0.024941982852766654,0.015403900908307889,0.10522622097329996,0.007723995505700694,1.270063295525721e-07,0.1239906173584444,0.4087236637525285
1600,0.176661686142958,0.09938105902302244,0.019330177795038258,0.015801758255019418,0.11433575672079427,0.012138031518719117,3.1752427571173076e-07,0.10771249876172473,0.4605204388781302
1700,0.1734509021292777,0.07819585544976192,0.036141740798667055,0.01942078489906409,0.11135552519285993,0.014313317309278213,3.4295471946877424e-08,0.10004036134905567,0.4755662363446201
1800,0.16087830324977878,0.07971061558227067,0.02302800339467264,0.01926277306225131,0.12355735385410553,0.01106605690006066,2.4881557190454283e-07,0.09832147740957467,0.5033515553816212
1900,0.14163495308567037,0.06440739200806496,0.0070339153966532605,0.022646519945262737,0.1304836192045151,0.017043229719474126,1.299532865819234e-07,0.086683800033981,0.5055025502062165
2000,0.1216394047643881,0.054489136765982715,0.0016624747667227345,0.02294182584139344,0.14001795546928442,0.018983606113193458,4.0045080063650456e-07,0.0811560349338766,0.5312269036717848
2100,0.12985366213385705,0.054265570964430215,0.01363597257314415,0.024261028154612927,0.14664944559876467,0.01929171781748927,3.3327368693867196e-07,0.0700953228843659,0.5383001419904708
2200,0.10760359304959113,0.05924449065557046,0.02954610558851511,0.02542325127345266,0.15336760223926132,0.022828422473838077,4.773120004990807e-07,0.06641224727420154,0.5726647170759621
2300,0.10310931979078997,0.04924531045858033,0.01594285300488039,0.02825445931233957,0.16082866172514318,0.022809966561382785,4.190017724261536e-07,0.062090779079366526,0.5620526356575763
2400,0.09302621749328598,0.045484573513146456,0.0074105702855920726,0.02789129764800264,0.16368523470644272,0.02622262453307162,5.638318778170007e-07,0.05227249861754997,0.5666226914327454
2500,0.07708278040812638,0.03746341480327552,0.019751727205809366,0.029972256471619618,0.16795489763885926,0.02780836895405958,6.601655776099625e-07,0.05573413888476815,0.6026256402780813
2600,0.07498792841978905,0.024488838165842776,0.020099748294342988,0.028983122845757124,0.177921390560341,0.02872549405819275,8.843088605857363e-07,0.0504121746600401,0.5831149172351195
2700,0.06281722469083281,0.02770336395867708,-0.009443137406408498,0.030601969670206168,0.1698102814550736,0.03243809673824518,1.0440091727531481e-06,0.04478492163347415,0.6333490393408363
2800,0.06248847544942554,0.024556541286521464,-0.0007657666380234138,0.03240904650254745,0.1849559981225189,0.03155374568715028,9.576851669182817e-07,0.04161129400958743,0.6076605542254996
2900,0.067735711215363,0.01891692558627258,-0.008750422176543867,0.03165150772124089,0.1868762762920312,0.03453980039369296,1.2354086470434399e-06,0.0359601551659954,0.6272957479942493
