milliseconds,C1,C2,C3,IC3,IC2,IM1,IM2,O,IF
0,-0.0032038811961933268,-0.005556356158126853,0.9978464073466414,-0.00048095441080055,-0.006520996209442515,0.0012643529630423558,4.9288884083115434e-08,0.002225992584689227,-0.0009800963502186858
100,0.04821926060984273,0.2885521936121013,0.6618159533810023,0.0006804418732761511,-0.002650016286558083,-0.0023354071371199368,-1.1070169047203993e-07,0.005086838592130061,0.000375537287612725
200,0.14309761149657213,0.396879951682343,0.43773585272170185,0.0012436491003901293,0.005154283931441045,0.0024057449392967697,-1.323335316216559e-07,0.02442354889823324,0.016046638141831264
300,0.22806416262610002,0.3887883574974864,0.298548716440295,0.00019189728156770796,0.0045485810117534015,0.0026339590397000848,6.319404683989181e-08,0.05393049996262819,0.0037088874624749708
400,0.29770272676789905,0.3660198154292523,0.2169285139951254,0.001126039692018092,0.004304328692455993,-0.0022126601441340506,1.0281572334762236e-07,0.07878819751906004,0.026113392337467345
500,0.3248845732864576,0.3398229211553117,0.14782158712918583,-0.00025214894088937726,0.007305125541101306,-0.0010268558899281593,-8.884978603295323e-09,0.10731957153136074,0.051247315054833535
600,0.34114954266272685,0.2998876779321509,0.1218011071532115,0.002219157392867179,0.010845276816771436,0.0024285211681160817,8.119406885918323e-08,0.13142721606625585,0.09981755496807176
700,0.3394748222600737,0.2629560939062532,0.09229918526769784,0.0021451623566917976,0.01679456081427264,-0.0007837424758040181,-6.950943653287846e-08,0.14499616222604658,0.13116425196926007
800,0.32672264348562957,0.21718791534996187,0.08121086963753683,0.0021877342889800996,0.022011770634720835,0.00404772595823509,9.964152498750941e-08,0.15511016663664556,0.19870976751892983
900,0.30517175688266035,0.1943391264739675,0.04805591026531482,0.003298325163277012,0.040345450075169424,0.0017356228993713541,-1.543351765562283e-09,0.1551525816529342,0.23354510326032166
1000,0.3032673974212519,0.18462467151693854,0.06968071672736248,0.004429255307531692,0.04446217498047821,0.002208211600795858,-1.1664249899185147e-07,0.15177911892348286,0.2663419387171285
1100,0.2778097003642442,0.14848912714791485,0.032735269189361066,0.006071463339101335,0.06557174773688193,0.0018131251990830544,-2.8947209729929575e-09,0.15578825224699397,0.31071096558238365
1200,0.2561570490692252,0.1423261519194924,0.05417886063147617,0.010291732819476995,0.07288488828888036,0.006818964957158641,7.62261262762822e-08,0.1485837228387193,0.35551921378922907
1300,0.23606744444321856,0.12840508857704924,0.02588241647686756,0.011621704874008388,0.0745692871796565,0.006912729330985961,-6.675540751260491e-08,0.13301300753374837,0.3558500317255475
1400,0.22361904229976248,0.10728028236803078,0.0326505202765824,0.012696979318952787,0.09220410329810391,0.009828085737290227,2.593076814344588e-07,0.12975200564976155,0.3911571495338334
1500,0.19772542514132277,0.10112393144094325,0.04274792670425397,0.015149115063039644,0.10192701137351197,0.010519527375727405,1.2410612612198002e-07,0.11968999111811045,0.41712778045753407
1600,0.1935402437543001,0.09791974106873899,0.009614107404217536,0.015583673186554833,0.10196400038666117,0.008020076752209285,1.0211663413678516e-07,0.11609367185350995,0.4708957356343762
1700,0.16400453869280493,0.08127039140364649,0.012535857947135364,0.01716028627180639,0.12405008132070051,0.011709636361355621,4.488573537969876e-08,0.10050686836372716,0.4796654995522739
1800,0.16154128562236666,0.06640487939436424,0.011214723827762098,0.018943882930281868,0.13063882702295504,0.01385807792184096,2.58210338362126e-07,0.09791709397771638,0.4809411379858964
1900,0.14822619265644227,0.07627817084763557,-0.0010505211145563943,0.020644192265777888,0.13320634204125673,0.016360162411945624,4.4857426509493446e-07,0.09099273085017281,0.5196524015339753
2000,0.1267773997583299,0.05082140668277703,0.01946996656610695,0.021783474792716057,0.13650665471786655,0.01841181730133797,2.578792710941415e-07,0.07947663558597076,0.5118305774763122
2100,0.10844487314302391,0.052055618634555476,-0.002924589247877722,0.023412899596012095,0.14270379181267365,0.018348738084188902,2.512019876782375e-07,0.072141959957307,0.5471412587526872
