milliseconds,C1,C2,C3,IC3,IC2,IM1,IM2,O,IF
0,-5.504686167009257e-06,0.00030839753023935093,0.9994368641083583,-0.0008669739149593703,-2.108434829003268e-07,-5.1610767723249425e-09,7.617101923479348e-15,-2.284684426476263e-09,3.0071151005864085e-07
100,0.05466899714999444,0.29123533258904893,0.6480700274537324,0.0005476522776986042,0.00022767023380452432,3.141801835890216e-07,1.8868403614607297e-13,0.004355418199144986,0.0004332156234057395
200,0.1480824725148562,0.3857038416653964,0.43756900555536804,0.000662813219552838,0.0008155379453926172,7.079475492117245e-06,9.129751971321138e-12,0.022913234277398897,0.00462223444678027
300,0.22996820841579613,0.3942310097809784,0.30398898227935545,0.000874245889449997,0.0019650265249763483,3.9710368675545256e-05,7.994969469253888e-11,0.05149039301697786,0.016365454421023214
400,0.28738340664947515,0.3684307007969539,0.21913196224746392,0.0005793093474477784,0.004174375346463336,0.00012637683661123093,3.5171321307577546e-10,0.08228028984121345,0.03699142334727644
500,0.321135608272087,0.33038105260245293,0.16384111918566693,0.0003966639490824034,0.007940715913801558,0.0002958390843544552,1.065909238557058e-09,0.10967933097288443,0.06567403483032466
600,0.3360951484143662,0.2919134011291656,0.12566677040331029,0.001384173437164302,0.013309404915450351,0.0005719391689137207,2.557352566403627e-09,0.13093035277353,0.10048089135569083
700,0.33748516404364265,0.2565399560809974,0.09793618849476822,0.0019338895382127082,0.020267983598376355,0.0009714226969758279,5.2326784503633404e-09,0.14535358472602405,0.13919682950854914
800,0.329688189799889,0.2251151693200306,0.07814892862134654,0.002403820584103187,0.028539499904821665,0.0015039025110323012,9.544506175353978e-09,0.1534597502732378,0.17980112706064588
900,0.31602461997454073,0.19866150187728937,0.06469833528625606,0.004807392309088177,0.037927888795807496,0.002172820381697697,1.596805944226863e-08,0.15629525885503942,0.22066472849628171
1000,0.2989136825852484,0.17502675171132367,0.05465232622032347,0.005775160365979411,0.04798658203999907,0.002976945449290036,2.4982241090519905e-08,0.15504144714258974,0.26059001884001537
1100,0.28002654601304283,0.1557649332057711,0.04526248046103626,0.006378074489900561,0.05850288114419632,0.003911665066732546,3.7055018176721754e-08,0.15080382685105323,0.29876195333085814
1200,0.2604905739020024,0.13810044188490952,0.037504495061621866,0.009703743124685991,0.0691055834699059,0.004970227238816281,5.263419063351921e-08,0.1445214058496669,0.334681065149694
1300,0.24104400536159645,0.12339834213869902,0.03319486225526796,0.010253303170284651,0.07967612428727608,0.006144587803337139,7.214131623562103e-08,0.13694450794857024,0.3680796543360519
1400,0.22218532501909297,0.11082786122488988,0.028942191881984464,0.01334392441684291,0.08992472737795251,0.0074261445046173696,9.596844960891615e-08,0.12864651103156366,0.3988611154152519
1500,0.20420731967322903,0.1000103317150245,0.02471665914386038,0.013853264177586614,0.09979524738451556,0.008806157731238475,1.2447711804922083e-07,0.120049791401353,0.4270418228863104
1600,0.18724806224814544,0.08967192167414018,0.02178110873378831,0.015510228718442936,0.10920006889755339,0.010276053829622012,1.5799847590942122e-07,0.11145516138310456,0.4527123912058206
1700,0.17142463159552862,0.08154996925007295,0.021204949686984633,0.018337069353749853,0.11805274429525858,0.011827690632914865,1.968340120520383e-07,0.10306882090735872,0.47600542296500237
1800,0.1567303438771858,0.07342869749509415,0.018276923085913426,0.020676582640626898,0.12627529765228868,0.013453356275794855,2.412572680878232e-07,0.09502585610115302,0.4970790677787495
1900,0.1431533000519376,0.06622696961477237,0.01578156059918735,0.0210099742967576,0.13399467066457685,0.015145932931518856,2.915160870010231e-07,0.08740888861640393,0.5160991344617712
2000,0.13064926984502204,0.060348255783930396,0.015171759986731386,0.023906123935471087,0.14107557817828634,0.01689883581799655,3.478338279709821e-07,0.08026289607348094,0.5332325857539287
2100,0.11918408184514587,0.05480667403005995,0.01363740405582956,0.02533203057674541,0.14754527728700056,0.01870602814695191,4.104119189535083e-07,0.07360617931334244,0.5486395901661762
2200,0.10868686365671344,0.049197032789222446,0.011018412328418756,0.02537285252632226,0.15353344217629972,0.020562002762964895,4.794314276889016e-07,0.06743875275793301,0.5624731236762165
2300,0.09908207701381634,0.04488922873582567,0.009587618900561102,0.027176173216987537,0.15898099653021794,0.02246175389102276,5.550547083425048e-07,0.06174847839098741,0.5748751730938065
2400,0.09031282104086359,0.0407916029296094,0.00925356968294907,0.02854635929937204,0.1639671227334555,0.02440069754886886,6.374277876318417e-07,0.05651537651099505,0.5859773272389239
2500,0.0823045123094502,0.03744727837541777,0.007902439529668535,0.0294129373238405,0.16847354522577918,0.026374727247065053,7.266809395973447e-07,0.05171478200623141,0.5958990426774604
2600,0.07501476134465798,0.03387129810106782,0.00788887597164049,0.02997727758077122,0.17249006363380473,0.02838005753883423,8.229309431706313e-07,0.04731944889170112,0.6047509418693919
2700,0.06837140845942699,0.03031191201191024,0.007156959350397588,0.030472056559878946,0.17621677538702393,0.030413309220175797,9.262816247317895e-07,0.04330141602650894,0.612632551685323
2800,0.062320587867936886,0.028384888929266355,0.005975337356947516,0.03246230147874524,0.17952829604746987,0.032471378282463326,1.0368256317120613e-06,0.03963258374453222,0.6196342043101442
2900,0.056819843281746996,0.02503999057910051,0.007057768578567715,0.0329508962684955,0.18247024455203198,0.03455145805328747,1.154645283755051e-06,0.03628579496799762,0.6258385322247605
3000,0.05180440378160823,0.02361861708712967,0.004613898851255577,0.033270797878973656,0.18511407401857705,0.03665103199239154,1.2798135186761353e-06,0.03323497221142594,0.6313189933368425
3100,0.0472521435662682,0.02083314273080746,0.005659381242103846,0.03337693032719191,0.187499530618588,0.038767794368730825,1.4123946999871946e-06,0.030455529955045236,0.6361440223799073
