milliseconds,CycE,CycA,CycEp27,CycAp27,Skp2,Cdh1p,Emi1,p27,Cdh1,Emi1Cdh1,Emi1Cdh1p
0,0.0003154242816490163,3.300539563386285e-05,2.5338075338997414e-05,-4.6139664350169946e-06,0.00012234590053204506,-0.00015008854011704857,-6.441804343915497e-06,-0.00014490625895150107,0.9995769005989436,-7.658318287328382e-07,7.058695481360438e-07
100,0.0004724539754372056,0.00011675830634916932,2.061420427138338e-05,-2.75597629990292e-06,0.0006988056822013467,-4.31536827540761e-05,0.00023721066285059024,0.0016576142951070004,1.0005277553853598,-4.632828788879698e-05,1.5977385510381622e-06
200,0.0005478786840483716,0.0003642928774084613,1.7087066836715674e-05,-2.9823731736075564e-06,0.0007736498875522932,0.00017515835100645927,0.000508870035234499,0.0017604806961453471,0.9993227418934898,-0.00010812167120375702,-1.526262285895214e-06
300,0.0012718138258713894,0.0006716124569894453,-1.97953061848972e-05,1.8889213675843608e-06,0.0010048552757480245,0.000155529088166335,0.0006575084655264442,0.0030802810441480015,0.9995526121029386,4.107277567976569e-05,-1.7813869186396318e-06
400,0.0015282081960665392,0.0008981205055796269,4.487458484832877e-06,-4.600639434385402e-06,0.0015344213280077527,3.4802342849277827e-06,0.0008084353035375887,0.0023929815227378658,0.9998510887504216,9.267932498508748e-05,4.456021167404343e-07
500,0.00187501781759248,0.001158829173545783,-2.4939093104346172e-05,-2.8193194020909575e-06,0.0022565414942446664,0.00017652021215451533,0.0009262342094083257,0.0048982733939177256,0.9993439974538925,0.0004149928674978348,8.40815755800383e-07
600,0.002034141900925491,0.0014559916732193026,1.2406726291389277e-05,7.440428501195499e-06,0.002294976591934649,3.4559074358388064e-05,0.0010743318747265917,0.004527364452692426,0.9993907281281321,0.0009025541423491293,-1.005399864143116e-07
700,0.0018128770610410087,0.0015469346338536868,-2.1131777730153187e-06,4.102259972661601e-06,0.002550001283602281,0.0002596713705441416,0.0011552589784053022,0.006384242009146786,0.9985407261218818,0.0013175118886994985,-6.404769272046172e-07
800,0.002705334414706876,0.0017508847670391662,7.570812409865529e-07,4.727821419313462e-06,0.0030583876882632937,0.0003208946040209008,0.0012297392244170452,0.006418617505872035,0.9988924320547417,0.0015509919080115406,-1.3523324045292961e-07
900,0.0028770920004112625,0.0018987102995935879,-2.021382741207035e-05,-2.748848637063253e-06,0.003465184149330931,0.00017837236824425596,0.0012428643095499896,0.006873850463816399,0.9981683762331365,0.0016895460329382213,-1.2910169746998548e-06
1000,0.003104676223301037,0.0021235270591052793,7.122141391286028e-07,4.279261487720578e-06,0.003494295379329494,0.00014495239607641603,0.0013114384283822215,0.008996026351322338,0.9975074394464459,0.0020233652141418944,1.2129954740331797e-06
1100,0.0035314315869286513,0.00219072358983279,1.1638239939035731e-05,2.572492360336797e-06,0.0037413626484070085,0.000511683311321647,0.0013381119905100608,0.008027146889749601,0.9978491111358436,0.0016461340429309256,6.568736468550372e-07
1200,0.0033495109580060924,0.0024560869513286804,2.5901078726863053e-05,8.339066815219868e-06,0.0041266948930456515,0.000463573215778546,0.0013700009977751925,0.009942164262880537,0.9974483868941587,0.0018745970734600878,9.085756297947423e-07
1300,0.0037535582015203895,0.0026590406771474866,3.4084819191973405e-05,4.972123122554638e-06,0.004321569195128227,0.0006242808431938275,0.0014253739019419373,0.009780229209477678,0.9969467925584369,0.002527176600344206,2.5260388603368624e-06
1400,0.004537666948443182,0.0025481262600536366,3.381529412496604e-05,8.801885441926355e-06,0.0047382541333870504,0.0006060109731172845,0.0014228790669671163,0.011302467187876577,0.9962301336620869,0.003063257339516083,-3.172413610784938e-07
1500,0.0042515656008195075,0.0028486562305630007,1.2711177533814617e-05,9.669450626190962e-06,0.005542336417015405,0.000512897846251259,0.0014319822311812515,0.012225725873340743,0.9962709236122818,0.002653797463568032,2.758740076692933e-06
1600,0.004552718340260449,0.002917367546269323,1.7247880376067436e-05,1.2198896413778954e-05,0.005732098542934452,0.0007611953176778222,0.0014326370164278927,0.012125270880219188,0.9964161641185351,0.0035255784700736386,3.080242906165221e-06
1700,0.00465154306684573,0.0029374593933161513,2.867257648529281e-05,2.4363365050686698e-05,0.005901049859119857,0.0010132800977804045,0.0014412758861573705,0.01398161184251915,0.9953524986585452,0.0036965769951685466,3.404455255927534e-06
1800,0.005755578487729295,0.0032799598154244964,4.1922886355394506e-05,1.8820380884030973e-05,0.005855160946637976,0.0009769876971594085,0.0014791787100045133,0.015289439096998751,0.9945384940550109,0.004091271271899765,4.099699286745661e-06
1900,0.005635534833288898,0.0033138149890392463,7.848575017710256e-05,2.1860062360981265e-05,0.006464981999885419,0.0012111726818486697,0.001464371465494825,0.014124806803028842,0.9953299713475638,0.004530548659965871,2.741964426892564e-06
2000,0.00603861014695071,0.0034136966017848025,4.942780289437834e-05,3.616783477061447e-05,0.006513682008412905,0.0012071036196398576,0.0015023751775554183,0.015004052811658706,0.9946738894487654,0.004460186876249647,6.452333980201643e-06
